Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2006-BLG-040,BLG194.2,82057,17:51:49.84,-29:27:47.9,2453796.172,2006-03-01.67,17.187,0.163,6.182,1.978,0.125,17.627,19.885,267.9576666666667,-29.463305555555554
2006-BLG-041,BLG195.1,98615,17:53:41.06,-29:27:02.6,2453805.628,2006-03-11.13,13.397,0.104,9.668,2.463,0.857,16.381,16.549,268.4210833333333,-29.450722222222222
2006-BLG-042,BLG205.4,150106,17:58:08.01,-28:35:44.5,2453793.215,2006-02-26.71,82.290,0.332,3.138,1.242,0.043,14.769,18.174,269.5333749999999,-28.595694444444444
2006-BLG-043,BLG205.6,88666,17:56:14.04,-28:47:23.7,2453795.168,2006-02-28.67,30.525,0.541,2.045,0.777,1.0,19.429,19.429,269.0585,-28.789916666666667
2006-BLG-044,BLG181.5,76806,17:55:10.19,-30:26:27.2,2453849.558,2006-04-24.06,102.812,0.582,1.928,0.713,1.0,17.665,17.665,268.7924583333333,-30.44088888888889
2006-BLG-045,BLG224.5,168495,18:01:07.94,-27:24:52.9,2453791.993,2006-02-25.49,9.307,0.593,1.902,0.698,1.0,19.233,19.233,270.2830833333333,-27.414694444444443
2006-BLG-046,BLG235.6,133019,18:07:19.05,-27:01:05.3,2453780.531,2006-02-14.03,181.241,0.028,35.536,3.877,0.141,19.613,21.741,271.82937499999997,-27.01813888888889
2006-BLG-047,BLG207.5,141042,18:02:04.90,-28:38:45.5,2453818.632,2006-03-24.13,14.063,0.289,3.572,1.382,1.0,15.511,15.511,270.5204166666667,-28.645972222222223
2006-BLG-048,BLG103.1,30699,17:56:21.46,-30:20:59.7,2453799.434,2006-03-04.93,44.808,0.028,35.899,3.888,0.063,18.316,21.315,269.08941666666664,-30.349916666666665
2006-BLG-049,BLG103.1,114891,17:57:08.85,-30:15:44.0,2453799.244,2006-03-04.74,6.514,1.402,1.158,0.159,1.0,16.142,16.142,269.28687499999995,-30.26222222222222
2006-BLG-050,BLG208.8,138138,18:05:03.66,-29:04:30.4,2453797.476,2006-03-02.98,8.596,0.386,2.734,1.092,1.0,18.792,18.792,271.26525,-29.07511111111111
2006-BLG-051,BLG227.5,34010,18:09:24.86,-27:31:45.5,2453802.136,2006-03-07.64,8.107,0.368,2.854,1.139,1.0,18.656,18.656,272.3535833333333,-27.529305555555556
2006-BLG-052,BLG101.3,7907,17:53:44.94,-29:48:38.3,2453802.59,2006-03-08.09,19.242,0.060,16.642,3.053,0.697,19.756,20.149,268.43724999999995,-29.81063888888889
2006-BLG-053,BLG103.3,98173,17:56:47.19,-30:01:27.8,2453805.861,2006-03-11.36,49.934,0.081,12.394,2.733,0.089,18.369,21.0,269.196625,-30.02438888888889
2006-BLG-054,BLG139.7,53560,17:47:05.89,-33:40:46.7,2453802.34,2006-03-07.84,8.134,0.368,2.851,1.137,1.0,19.623,19.623,266.77454166666666,-33.67963888888889
2006-BLG-055,BLG147.4,35376,17:51:02.34,-32:50:43.5,2453800.603,2006-03-06.10,11.251,0.137,7.339,2.164,1.0,19.669,19.669,267.75975,-32.84541666666667
2006-BLG-056,BLG148.1,19558,17:53:13.54,-33:18:33.4,2453802.4,2006-03-07.90,13.683,0.152,6.617,2.052,1.0,19.746,19.746,268.3064166666666,-33.30927777777777
2006-BLG-057,BLG214.6,26484,17:56:54.74,-28:16:32.5,2453806.856,2006-03-12.36,7.046,0.918,1.407,0.371,1.0,15.944,15.944,269.2280833333333,-28.275694444444444
2006-BLG-058,BLG101.6,95952,17:53:06.01,-29:46:57.0,2453808.758,2006-03-14.26,28.760,0.180,5.612,1.873,0.414,18.801,19.76,268.27504166666665,-29.7825
2006-BLG-059,BLG102.8,23750,17:55:34.47,-29:48:42.4,2453803.852,2006-03-09.35,7.625,0.050,20.173,3.262,0.494,18.089,18.854,268.893625,-29.811777777777777
2006-BLG-060,BLG105.5,112149,18:01:01.19,-29:12:23.1,2453814.871,2006-03-20.37,56.427,0.275,3.737,1.431,0.595,18.807,19.37,270.2549583333333,-29.206416666666666
2006-BLG-061,BLG138.7,133605,17:45:11.26,-33:38:54.9,2453826.567,2006-04-01.07,28.122,0.857,1.466,0.415,1.0,17.439,17.439,266.2969166666666,-33.648583333333335
2006-BLG-062,BLG155.1,60630,17:53:09.84,-32:39:49.7,2453808.57,2006-03-14.07,89.446,0.020,49.331,4.233,0.056,18.562,21.683,268.29099999999994,-32.663805555555555
2006-BLG-063,BLG179.3,80317,17:51:03.63,-30:35:35.4,2454074.374,2006-12-04.87,251.426,0.079,12.763,2.765,0.506,16.272,17.011,267.765125,-30.593166666666665
2006-BLG-064,BLG182.7,190352,17:57:45.50,-30:40:20.0,2453813.766,2006-03-19.27,46.659,0.743,1.611,0.517,0.24,16.724,18.273,269.4395833333333,-30.672222222222224
2006-BLG-065,BLG194.4,3863,17:51:15.69,-29:14:17.8,2453801.999,2006-03-07.50,39.212,0.328,3.173,1.254,0.354,18.428,19.554,267.81537499999996,-29.23827777777778
2006-BLG-066,BLG195.4,116173,17:54:13.39,-28:58:30.4,2453811.454,2006-03-16.95,52.559,0.051,19.638,3.233,0.1,18.002,20.504,268.55579166666666,-28.975111111111108
2006-BLG-067,BLG206.6,11317,17:58:52.83,-28:51:31.8,2453816.346,2006-03-21.85,60.817,0.540,2.049,0.779,0.295,15.774,17.101,269.72012499999994,-28.858833333333333
2006-BLG-068,BLG214.3,9800,17:57:46.89,-28:16:07.1,2453807.468,2006-03-12.97,-,-,-,-,1.0,18.643,18.643,269.44537499999996,-28.268638888888887
2006-BLG-069,BLG215.4,207536,18:01:13.50,-28:00:19.5,2453805.849,2006-03-11.35,16.094,0.088,11.380,2.640,0.642,19.503,19.985,270.30625,-28.005416666666665
2006-BLG-070,BLG223.6,166510,17:58:50.18,-27:33:27.9,2453816.231,2006-03-21.73,43.227,0.009,116.0,5.161,0.205,17.757,19.475,269.70908333333324,-27.557750000000002
2006-BLG-071,BLG105.7,53656,18:00:44.07,-29:33:23.7,2453800.569,2006-03-06.07,17.956,1.527,1.127,0.130,1.0,16.928,16.928,270.183625,-29.556583333333332
2006-BLG-072,BLG129.8,7573,17:42:37.73,-34:30:04.4,2453817.625,2006-03-23.12,30.659,0.602,1.878,0.684,1.0,18.877,18.877,265.6572083333333,-34.501222222222225
2006-BLG-073,BLG130.7,18159,17:45:40.30,-34:20:04.7,2453827.362,2006-04-01.86,153.744,0.171,5.909,1.929,0.414,19.429,20.386,266.41791666666666,-34.33463888888889
2006-BLG-074,BLG138.1,61210,17:46:16.02,-33:52:07.5,2453788.496,2006-02-22.00,59.795,0.153,6.580,2.046,1.0,19.506,19.506,266.56674999999996,-33.86875
2006-BLG-075,BLG163.3,76121,17:53:01.78,-31:44:16.3,2453903.355,2006-06-16.86,59.964,0.914,1.410,0.373,1.0,16.587,16.587,268.25741666666664,-31.737861111111112
2006-BLG-076,BLG196.4,68706,18:04:49.31,-29:15:54.4,2453816.228,2006-03-21.73,-,-,-,-,1.0,17.84,17.84,271.2054583333333,-29.26511111111111
2006-BLG-077,BLG181.4,115624,17:56:15.73,-30:24:37.9,2453806.846,2006-03-12.35,43.758,0.111,9.067,2.394,0.179,19.556,21.424,269.06554166666666,-30.410527777777776
2006-BLG-078,BLG196.6,92997,18:04:04.41,-29:24:54.2,2453810.416,2006-03-15.92,14.106,0.285,3.610,1.394,1.0,19.68,19.68,271.018375,-29.415055555555554
2006-BLG-079,BLG214.6,82145,17:56:51.88,-28:14:08.9,2453805.988,2006-03-11.49,3.184,0.020,50.826,4.265,0.343,18.448,19.608,269.21616666666665,-28.235805555555558
2006-BLG-080,BLG171.2,139615,17:53:38.80,-31:16:23.6,2453808.61,2006-03-14.11,1.950,0.667,1.738,0.600,1.0,16.741,16.741,268.41166666666663,-31.27322222222222
2006-BLG-081,BLG214.8,124949,17:56:49.31,-28:29:52.7,2453816.776,2006-03-22.28,39.183,0.105,9.533,2.448,0.262,18.877,20.33,269.2054583333333,-28.497972222222224
2006-BLG-082,BLG130.7,104524,17:46:01.38,-34:14:36.2,2453817.843,2006-03-23.34,20.916,0.147,6.871,2.093,0.577,19.36,19.957,266.5057499999999,-34.24338888888889
2006-BLG-083,BLG163.5,87749,17:52:01.65,-31:33:26.2,2453820.011,2006-03-25.51,41.692,0.143,7.033,2.118,1.0,20.414,20.414,268.006875,-31.557277777777777
2006-BLG-084,BLG164.6,96483,17:54:59.05,-31:43:28.3,2453808.007,2006-03-13.51,4.515,0.903,1.421,0.381,1.0,18.181,18.181,268.7460416666666,-31.724527777777777
2006-BLG-085,BLG214.1,111628,17:57:48.82,-28:29:53.4,2453809.924,2006-03-15.42,4.776,0.776,1.564,0.485,1.0,18.747,18.747,269.45341666666667,-28.498166666666666
2006-BLG-086,BLG101.5,201255,17:52:47.12,-29:32:20.8,2453809.71,2006-03-15.21,3.874,1.799,1.082,0.086,1.0,16.362,16.362,268.1963333333333,-29.53911111111111
2006-BLG-087,BLG197.3,131948,18:07:50.37,-29:20:03.0,2453811.225,2006-03-16.73,10.978,0.514,2.135,0.823,1.0,19.501,19.501,271.95987499999995,-29.334166666666665
2006-BLG-088,BLG233.3,77065,18:02:48.13,-27:00:48.4,2453815.198,2006-03-20.70,24.102,0.028,35.971,3.890,0.186,18.978,20.806,270.70054166666665,-27.013444444444445
2006-BLG-089,BLG235.4,50114,18:08:01.73,-26:54:11.3,2453808.625,2006-03-14.12,10.058,1.330,1.180,0.180,1.0,17.881,17.881,272.00720833333327,-26.903138888888886
2006-BLG-090,BLG105.3,145105,18:02:20.05,-29:20:38.7,2453812.568,2006-03-18.07,9.552,0.328,3.169,1.252,1.0,19.542,19.542,270.58354166666663,-29.344083333333334
2006-BLG-091,BLG181.8,206847,17:55:14.27,-30:50:34.1,2453821.597,2006-03-27.10,31.000,0.142,7.118,2.131,0.434,19.38,20.288,268.80945833333334,-30.842805555555554
2006-BLG-092,BLG216.5,203161,18:02:25.49,-28:00:07.3,2453818.439,2006-03-23.94,5.954,0.613,1.852,0.669,0.611,15.512,16.047,270.60620833333337,-28.002027777777776
2006-BLG-093,BLG234.1,137313,18:05:53.56,-27:18:04.9,2453810.221,2006-03-15.72,3.477,0.594,1.899,0.696,1.0,18.229,18.229,271.4731666666666,-27.301361111111113
2006-BLG-094,BLG206.1,160881,18:00:40.48,-29:02:21.3,2453864.923,2006-05-09.42,38.332,0.255,4.023,1.511,0.651,16.577,17.043,270.16866666666664,-29.039250000000003
2006-BLG-095,BLG205.3,89252,17:57:23.19,-28:46:32.1,2454084.959,2006-12-15.46,220.114,0.805,1.526,0.459,1.0,15.724,15.724,269.34662499999996,-28.775583333333334
2006-BLG-096,BLG234.8,22855,18:04:29.46,-27:22:30.9,2453818.722,2006-03-24.22,18.147,0.144,6.992,2.112,0.768,18.903,19.19,271.12275,-27.37525
2006-BLG-097,BLG100.3,3759,17:51:05.20,-29:58:58.3,2453819.715,2006-03-25.21,15.508,0.090,11.145,2.618,1.0,20.178,20.178,267.77166666666665,-29.98286111111111
2006-BLG-098,BLG100.4,131612,17:52:16.63,-29:44:25.4,2453821.538,2006-03-27.04,16.464,0.688,1.699,0.576,1.0,18.877,18.877,268.06929166666663,-29.74038888888889
2006-BLG-099,BLG101.8,101799,17:53:07.69,-30:04:39.9,2453816.795,2006-03-22.30,15.029,0.143,7.036,2.118,0.387,19.364,20.395,268.2820416666666,-30.077749999999998
2006-BLG-100,BLG101.8,229508,17:53:17.88,-30:00:20.9,2453816.802,2006-03-22.30,23.705,0.562,1.983,0.743,0.1,15.958,18.456,268.3245,-30.005805555555554
2006-BLG-101,BLG164.8,111536,17:54:33.11,-32:00:13.5,2453816.701,2006-03-22.20,4.133,0.204,4.977,1.742,1.0,16.288,16.288,268.6379583333333,-32.00375
2006-BLG-102,BLG183.2,100684,18:00:55.74,-30:42:01.7,2453820.225,2006-03-25.73,17.587,0.689,1.699,0.575,1.0,19.074,19.074,270.23224999999996,-30.70047222222222
2006-BLG-103,BLG101.4,252679,17:54:40.67,-29:32:36.5,2453820.023,2006-03-25.52,10.976,0.142,7.090,2.127,0.514,19.854,20.577,268.6694583333333,-29.543472222222224
2006-BLG-104,BLG104.4,151979,17:59:26.80,-29:11:19.1,2453824.652,2006-03-30.15,16.887,0.781,1.556,0.480,1.0,18.17,18.17,269.8616666666667,-29.18863888888889
2006-BLG-105,BLG198.8,5558,18:08:33.42,-29:45:05.4,2453817.691,2006-03-23.19,175.339,0.068,14.651,2.915,0.03,18.48,22.271,272.13924999999995,-29.7515
2006-BLG-106,BLG207.2,40971,18:03:36.31,-29:00:21.9,2453824.203,2006-03-29.70,29.003,0.152,6.640,2.055,0.214,18.371,20.045,270.9012916666666,-29.006083333333333
2006-BLG-107,BLG224.7,108918,18:00:51.60,-27:46:29.6,2453871.402,2006-05-15.90,272.500,0.238,4.296,1.583,0.08,17.18,19.926,270.215,-27.77488888888889
2006-BLG-108,BLG233.3,13978,18:03:07.51,-27:05:24.2,2453818.327,2006-03-23.83,14.965,0.535,2.063,0.786,1.0,19.238,19.238,270.7812916666667,-27.090055555555555
2006-BLG-109,BLG101.8,71185,17:52:34.51,-30:05:16.0,2453830.987,2006-04-05.49,-,-,-,-,1.0,16.386,16.386,268.14379166666663,-30.087777777777777
2006-BLG-110,BLG105.2,103679,18:02:31.06,-29:31:59.6,2453833.794,2006-04-08.29,29.970,0.120,8.348,2.304,0.315,18.858,20.111,270.62941666666666,-29.53322222222222
2006-BLG-111,BLG139.4,117021,17:48:45.88,-33:20:00.2,2453848.849,2006-04-23.35,39.284,1.079,1.290,0.277,1.0,18.4,18.4,267.1911666666666,-33.33338888888889
2006-BLG-112,BLG173.2,10026,17:58:24.82,-31:23:15.3,2453821.758,2006-03-27.26,10.599,0.150,6.734,2.071,1.0,20.153,20.153,269.6034166666666,-31.387583333333332
2006-BLG-113,BLG232.6,44708,17:59:19.56,-27:02:36.2,2453819.862,2006-03-25.36,10.767,0.038,26.463,3.557,0.15,18.614,20.675,269.83149999999995,-27.04338888888889
2006-BLG-114,BLG233.6,104451,18:02:26.50,-26:58:15.3,2453833.528,2006-04-08.03,27.150,0.344,3.038,1.206,1.0,19.539,19.539,270.6104166666667,-26.970916666666664
2006-BLG-115,BLG101.1,178343,17:54:43.35,-30:01:19.2,2453821.935,2006-03-27.43,9.870,0.080,12.576,2.749,0.559,19.158,19.79,268.6806249999999,-30.022
2006-BLG-116,BLG215.8,139770,17:59:41.41,-28:30:10.6,2453848.052,2006-04-22.55,41.017,0.260,3.939,1.489,0.641,18.905,19.389,269.92254166666663,-28.502944444444445
2006-BLG-117,BLG235.4,73329,18:08:46.36,-26:52:52.4,2453829.461,2006-04-03.96,14.986,1.160,1.248,0.240,1.0,18.113,18.113,272.1931666666666,-26.881222222222224
2006-BLG-118,BLG103.6,37019,17:56:07.80,-30:04:58.0,2453821.31,2006-03-26.81,17.662,0.765,1.578,0.495,1.0,19.054,19.054,269.03249999999997,-30.08277777777778
2006-BLG-119,BLG103.7,7762,17:55:08.26,-30:13:19.0,2453833.666,2006-04-08.17,-,-,-,-,1.0,19.255,19.255,268.7844166666667,-30.221944444444443
2006-BLG-120,BLG104.4,151630,17:59:26.75,-29:11:18.7,2453825.544,2006-03-31.04,28.408,0.318,3.258,1.282,0.163,17.924,19.895,269.8614583333333,-29.18852777777778
2006-BLG-121,BLG147.2,38432,17:51:01.30,-33:09:07.5,2453829.513,2006-04-04.01,12.481,0.586,1.918,0.707,1.0,18.651,18.651,267.75541666666663,-33.15208333333333
2006-BLG-122,BLG215.4,27188,18:00:42.08,-28:06:28.6,2453823.34,2006-03-28.84,14.704,0.074,13.615,2.835,0.302,19.522,20.821,270.1753333333333,-28.107944444444446
2006-BLG-123,BLG223.7,99729,17:58:30.60,-27:45:19.4,2453848.301,2006-04-22.80,18.474,0.269,3.818,1.454,1.0,17.016,17.016,269.62749999999994,-27.755388888888888
2006-BLG-124,BLG182.5,24649,17:57:28.70,-30:27:57.1,2453827.734,2006-04-02.23,7.007,0.831,1.495,0.437,1.0,17.828,17.828,269.3695833333333,-30.46586111111111
2006-BLG-125,BLG189.3,42349,18:01:45.27,-30:01:31.1,2453840.409,2006-04-14.91,24.488,0.679,1.716,0.586,1.0,18.138,18.138,270.43862499999994,-30.025305555555555
2006-BLG-126,BLG232.8,549,17:58:48.70,-27:23:30.5,2453832.512,2006-04-07.01,30.863,0.899,1.425,0.384,1.0,17.174,17.174,269.7029166666666,-27.391805555555557
2006-BLG-127,BLG147.5,102124,17:48:28.93,-32:43:55.6,2453827.986,2006-04-02.49,6.664,0.837,1.488,0.432,1.0,18.161,18.161,267.1205416666666,-32.73211111111112
2006-BLG-128,BLG147.4,119378,17:51:00.03,-32:45:56.5,2453827.787,2006-04-02.29,6.770,0.007,148.6,5.430,0.428,19.585,20.507,267.75012499999997,-32.76569444444444
2006-BLG-129,BLG227.3,59079,18:10:15.47,-27:38:37.1,2453835.865,2006-04-10.37,57.049,0.267,3.840,1.461,0.199,18.641,20.396,272.56445833333333,-27.643638888888887
2006-BLG-130,BLG101.7,239834,17:53:35.14,-29:50:52.3,2453830.692,2006-04-05.19,16.792,0.052,19.327,3.215,0.031,16.738,20.521,268.3964166666666,-29.84786111111111
2006-BLG-131,BLG189.3,135871,18:01:51.62,-29:54:58.0,2453852.574,2006-04-27.07,41.172,0.956,1.375,0.346,1.0,18.645,18.645,270.4650833333333,-29.91611111111111
2006-BLG-132,BLG225.8,64163,18:03:59.67,-27:56:23.2,2453818.758,2006-03-24.26,42.273,0.262,3.920,1.483,1.0,18.747,18.747,270.99862499999995,-27.939777777777778
2006-BLG-133,BLG138.8,117876,17:44:41.03,-33:47:45.3,2453831.393,2006-04-05.89,5.440,0.429,2.488,0.990,1.0,19.465,19.465,266.1709583333333,-33.79591666666666
2006-BLG-134,BLG208.6,10661,18:04:01.99,-28:51:22.2,2453833.148,2006-04-07.65,8.754,0.465,2.320,0.914,1.0,18.875,18.875,271.0082916666666,-28.856166666666667
2006-BLG-135,BLG233.8,152141,18:02:27.57,-27:15:45.6,2453839.104,2006-04-13.60,17.027,0.317,3.271,1.287,1.0,19.304,19.304,270.614875,-27.262666666666668
2006-BLG-136,BLG195.7,111000,17:53:18.72,-29:17:17.6,2453835.433,2006-04-09.93,37.635,0.086,11.635,2.664,1.0,18.848,18.848,268.3279999999999,-29.288222222222224
2006-BLG-137,BLG196.3,114272,18:04:52.09,-29:22:41.8,2453831.513,2006-04-06.01,8.378,0.878,1.445,0.400,1.0,18.361,18.361,271.2170416666666,-29.37827777777778
2006-BLG-138,BLG208.4,119772,18:05:49.61,-28:37:08.4,2453873.05,2006-05-17.55,58.254,0.332,3.132,1.240,1.0,18.811,18.811,271.45670833333327,-28.619
2006-BLG-139,BLG224.3,76037,18:02:41.15,-27:37:23.6,2453841.998,2006-04-16.50,13.286,0.510,2.147,0.830,1.0,18.912,18.912,270.6714583333333,-27.62322222222222
2006-BLG-140,BLG181.1,3361,17:55:25.25,-30:56:52.5,2453836.283,2006-04-10.78,31.943,0.145,6.935,2.103,0.134,18.984,21.164,268.85520833333334,-30.947916666666668
2006-BLG-141,BLG206.7,72560,17:59:21.13,-28:59:43.3,2453878.106,2006-05-22.61,40.386,0.475,2.280,0.895,1.0,17.634,17.634,269.83804166666664,-28.995361111111112
2006-BLG-142,BLG215.2,177390,18:00:32.71,-28:18:25.6,2453851.249,2006-04-25.75,52.131,0.164,6.169,1.975,0.147,18.44,20.523,270.13629166666664,-28.307111111111112
2006-BLG-143,BLG215.5,192799,17:59:58.76,-28:00:02.5,2453844.326,2006-04-18.83,28.482,0.513,2.138,0.825,1.0,18.809,18.809,269.9948333333333,-28.000694444444445
2006-BLG-144,BLG184.1,121189,18:04:04.41,-30:48:53.1,2453835.195,2006-04-09.70,15.231,0.849,1.475,0.422,1.0,18.743,18.743,271.018375,-30.81475
2006-BLG-145,BLG205.1,159297,17:58:17.75,-29:03:20.6,2453835.312,2006-04-09.81,13.075,0.398,2.661,1.062,0.054,15.774,18.948,269.5739583333333,-29.055722222222222
