Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2012-BLG-0001,BLG500.01,35204,17:54:21.89,-29:01:26.9,2455963.35,2012-02-05.85,26.566,0.376,2.801,1.118,0.434,18.32,19.227,268.59120833333327,-29.02413888888889
2012-BLG-0002,BLG500.01,179141,17:53:54.29,-29:09:27.4,2456000.806,2012-03-14.31,37.415,0.394,2.683,1.071,0.787,17.015,17.276,268.4762083333333,-29.15761111111111
2012-BLG-0003,BLG500.10,131334,17:53:16.49,-28:45:05.5,2455948.445,2012-01-21.95,22.645,0.0,45049.0,11.634,1.0,18.521,18.521,268.3187083333333,-28.751527777777778
2012-BLG-0004,BLG500.18,120128,17:54:00.76,-28:28:59.0,2455971.038,2012-02-13.54,15.706,0.181,5.606,1.872,1.0,20.093,20.093,268.5031666666666,-28.483055555555556
2012-BLG-0005,BLG501.01,32832,17:54:22.45,-30:10:58.8,2455948.853,2012-01-22.35,179.801,0.157,6.439,2.022,0.044,17.063,20.464,268.5935416666666,-30.183
2012-BLG-0006,BLG501.06,71011,17:50:34.09,-30:13:54.8,2455978.918,2012-02-21.42,32.359,1.214,1.223,0.219,1.0,17.096,17.096,267.6420416666666,-30.231888888888886
2012-BLG-0007,BLG501.11,189913,17:52:22.32,-29:59:14.9,2455969.378,2012-02-11.88,28.609,1.405,1.157,0.159,1.0,16.902,16.902,268.09299999999996,-29.987472222222223
2012-BLG-0008,BLG501.17,95866,17:54:48.28,-29:34:15.9,2455947.495,2012-01-21.00,34.773,1.39,1.162,0.163,1.0,15.109,15.109,268.7011666666666,-29.571083333333334
2012-BLG-0009,BLG501.19,68711,17:53:31.89,-29:45:46.8,2455989.398,2012-03-02.90,115.449,0.213,4.772,1.697,0.546,17.208,17.865,268.38287499999996,-29.763
2012-BLG-0010,BLG504.03,210927,17:58:04.03,-28:22:04.1,2455987.296,2012-02-29.80,75.724,0.074,13.631,2.836,1.0,19.735,19.735,269.5167916666666,-28.367805555555556
2012-BLG-0011,BLG504.27,87336,17:59:03.94,-27:28:03.4,2455956.226,2012-01-29.73,31.43,1.077,1.291,0.278,1.0,16.671,16.671,269.76641666666666,-27.46761111111111
2012-BLG-0012,BLG505.01,4393,17:59:53.74,-29:47:07.6,2456029.784,2012-04-12.28,77.442,0.952,1.378,0.348,1.0,14.924,14.924,269.97391666666664,-29.785444444444447
2012-BLG-0013,BLG505.01,166565,17:59:25.01,-29:44:58.3,2455941.839,2012-01-15.34,22.343,1.478,1.138,0.141,1.0,15.775,15.775,269.8542083333333,-29.74952777777778
2012-BLG-0014,BLG505.02,56719,17:58:59.98,-29:46:40.1,2455974.51,2012-02-17.01,26.08,0.545,2.034,0.771,0.696,16.477,16.871,269.74991666666665,-29.777805555555556
2012-BLG-0015,BLG505.20,69912,17:58:27.45,-29:07:59.3,2455954.95,2012-01-28.45,8.708,0.457,2.356,0.931,1.0,17.021,17.021,269.61437499999994,-29.13313888888889
2012-BLG-0016,BLG505.20,194547,17:57:57.54,-29:06:58.6,2455964.293,2012-02-06.79,52.941,0.175,5.785,1.906,0.767,19.039,19.326,269.48974999999996,-29.11627777777778
2012-BLG-0017,BLG505.22,95843,17:56:58.28,-28:56:30.1,2455950.1,2012-01-23.60,11.156,0.0,4301.7,9.084,1.0,17.418,17.418,269.2428333333333,-28.941694444444444
2012-BLG-0018,BLG505.28,209507,17:58:03.01,-28:44:19.7,2455959.461,2012-02-01.96,14.648,0.836,1.49,0.433,1.0,18.318,18.318,269.51254166666666,-28.738805555555558
2012-BLG-0019,BLG505.28,233157,17:57:56.92,-28:36:38.6,2455972.583,2012-02-15.08,18.747,0.517,2.124,0.818,1.0,18.982,18.982,269.48716666666667,-28.610722222222222
2012-BLG-0020,BLG505.29,10342,17:57:49.40,-28:51:58.4,2455940.142,2012-01-13.64,105.823,0.0,42423.0,11.569,1.0,19.053,19.053,269.45583333333326,-28.866222222222223
2012-BLG-0021,BLG505.29,175326,17:57:18.35,-28:50:10.7,2455934.54,2012-01-08.04,76.937,0.482,2.251,0.881,0.191,16.969,18.767,269.3264583333333,-28.836305555555555
2012-BLG-0022,BLG512.06,72486,18:01:46.31,-29:06:31.6,2455965.813,2012-02-08.31,2.655,0.07,14.263,2.885,1.0,16.112,16.112,270.44295833333325,-29.108777777777778
2012-BLG-0023,BLG512.19,86257,18:04:38.98,-28:25:50.7,2456000.769,2012-03-14.27,130.104,0.202,5.017,1.751,0.187,15.001,16.823,271.1624166666666,-28.43075
2012-BLG-0024,BLG512.21,37127,18:03:22.50,-28:23:11.8,2455978.159,2012-02-20.66,30.551,0.127,7.909,2.245,0.924,17.193,17.279,270.84375,-28.38661111111111
2012-BLG-0025,BLG611.12,108598,17:35:25.34,-27:24:12.2,2455957.361,2012-01-30.86,33.358,0.188,5.386,1.828,1.0,19.98,19.98,263.8555833333333,-27.403388888888887
2012-BLG-0026,BLG611.23,43368,17:34:18.70,-27:08:33.9,2455991.476,2012-03-04.98,105.647,0.008,123.4,5.228,0.33,18.276,19.48,263.5779166666666,-27.14275
2012-BLG-0027,BLG611.30,22924,17:35:09.49,-26:40:35.8,2455963.305,2012-02-05.80,31.301,0.0,4123.9,9.038,0.127,19.702,21.94,263.78954166666665,-26.67661111111111
2012-BLG-0028,BLG613.27,101746,17:31:12.38,-28:53:39.3,2455955.115,2012-01-28.61,77.497,0.078,12.91,2.777,0.522,18.261,18.968,262.8015833333333,-28.89425
2012-BLG-0029,BLG615.28,90151,17:25:04.66,-29:24:03.1,2455973.41,2012-02-15.91,33.694,0.086,11.665,2.667,0.196,18.375,20.141,261.26941666666664,-29.40086111111111
2012-BLG-0030,BLG617.03,87926,17:16:31.48,-30:18:45.1,2455984.691,2012-02-27.19,51.56,0.006,155.5,5.48,1.0,20.065,20.065,259.1311666666666,-30.312527777777778
2012-BLG-0031,BLG500.06,3534,17:50:50.53,-29:10:48.8,2456021.784,2012-04-04.28,45.015,0.042,23.996,3.45,1.0,18.305,18.305,267.7105416666666,-29.180222222222223
2012-BLG-0032,BLG501.04,124323,17:51:54.97,-30:18:15.9,2456004.92,2012-03-18.42,26.572,0.799,1.534,0.464,0.782,16.262,16.529,267.97904166666666,-30.30441666666667
2012-BLG-0033,BLG501.09,93284,17:54:15.10,-29:55:06.0,2455975.875,2012-02-18.38,18.459,0.595,1.897,0.695,1.0,18.791,18.791,268.5629166666666,-29.918333333333333
2012-BLG-0034,BLG504.03,163595,17:57:56.92,-28:36:38.6,2455972.449,2012-02-14.95,21.385,0.507,2.159,0.836,1.0,18.842,18.842,269.48716666666667,-28.610722222222222
2012-BLG-0035,BLG504.23,56794,17:56:12.83,-27:54:31.1,2455975.925,2012-02-18.43,27.694,0.214,4.761,1.694,0.355,19.793,20.918,269.0534583333333,-27.908638888888888
2012-BLG-0036,BLG505.09,27543,17:59:58.49,-29:20:26.0,2455969.697,2012-02-12.20,6.143,0.642,1.789,0.632,1.0,18.715,18.715,269.9937083333333,-29.340555555555554
2012-BLG-0037,BLG505.13,133755,17:56:43.00,-29:22:58.6,2455973.229,2012-02-15.73,93.83,0.751,1.598,0.509,1.0,18.839,18.839,269.1791666666667,-29.382944444444444
2012-BLG-0038,BLG505.16,47749,17:54:46.32,-29:30:51.3,2455968.576,2012-02-11.08,28.721,0.687,1.702,0.577,1.0,16.21,16.21,268.693,-29.51425
2012-BLG-0039,BLG505.22,60224,17:56:56.02,-29:06:53.7,2455975.411,2012-02-17.91,6.967,1.85,1.076,0.079,1.0,15.405,15.405,269.23341666666664,-29.11491666666667
2012-BLG-0040,BLG506.03,161572,17:57:56.10,-30:48:04.0,2455965.651,2012-02-08.15,12.502,0.001,1703.4,8.078,0.15,17.416,19.474,269.48374999999993,-30.801111111111112
2012-BLG-0041,BLG506.04,128795,17:57:28.70,-30:52:55.6,2455975.819,2012-02-18.32,3.754,0.437,2.447,0.971,1.0,18.722,18.722,269.3695833333333,-30.88211111111111
2012-BLG-0042,BLG506.06,105761,17:55:56.73,-31:02:53.5,2455972.594,2012-02-15.09,45.316,0.661,1.751,0.608,0.546,16.545,17.203,268.986375,-31.048194444444444
2012-BLG-0043,BLG506.08,77983,18:00:31.02,-30:28:24.7,2456003.263,2012-03-16.76,30.411,0.335,3.113,1.233,1.0,14.2,14.2,270.12924999999996,-30.473527777777775
2012-BLG-0044,BLG506.16,107564,17:54:26.19,-30:40:30.4,2455987.633,2012-03-01.13,37.463,0.302,3.426,1.337,1.0,19.181,19.181,268.60912499999995,-30.67511111111111
2012-BLG-0045,BLG506.23,18450,17:56:20.95,-30:16:27.7,2455930.039,2012-01-03.54,48.646,1.713,1.094,0.097,1.0,16.643,16.643,269.08729166666666,-30.27436111111111
2012-BLG-0046,BLG506.25,120254,17:54:22.45,-30:10:58.8,2455950.2,2012-01-23.70,114.147,0.309,3.354,1.314,0.085,17.229,19.911,268.5935416666666,-30.183
2012-BLG-0047,BLG506.26,79376,17:59:41.84,-29:55:10.3,2455983.5,2012-02-26.00,25.138,0.07,14.221,2.882,0.677,18.469,18.892,269.9243333333333,-29.91952777777778
2012-BLG-0048,BLG506.29,110098,17:57:20.06,-30:03:32.0,2455980.216,2012-02-22.72,9.965,0.041,24.291,3.464,0.195,19.079,20.854,269.3335833333333,-30.05888888888889
2012-BLG-0049,BLG511.03,188349,18:03:31.94,-27:43:56.4,2456013.125,2012-03-26.62,69.393,0.129,7.821,2.233,0.677,19.091,19.514,270.88308333333333,-27.732333333333333
2012-BLG-0050,BLG511.06,139606,18:01:37.41,-27:45:12.1,2455950.614,2012-01-24.11,20.659,0.0,4120.0,9.037,1.0,16.955,16.955,270.405875,-27.75336111111111
2012-BLG-0051,BLG511.11,160726,18:03:27.29,-27:36:21.2,2455958.317,2012-01-31.82,42.806,0.563,1.98,0.742,1.0,19.11,19.11,270.8637083333333,-27.60588888888889
2012-BLG-0052,BLG511.22,13735,18:02:32.99,-27:15:07.6,2455982.356,2012-02-24.86,23.106,0.707,1.667,0.555,1.0,19.413,19.413,270.6374583333333,-27.252111111111113
2012-BLG-0053,BLG511.25,125950,18:00:01.20,-27:20:44.0,2455986.01,2012-02-28.51,114.432,0.367,2.862,1.142,0.129,16.143,18.363,270.005,-27.345555555555553
2012-BLG-0054,BLG511.26,175913,18:04:47.97,-26:47:47.0,2455977.931,2012-02-20.43,17.928,0.128,7.888,2.242,1.0,18.785,18.785,271.19987499999996,-26.79638888888889
2012-BLG-0055,BLG511.29,78995,18:02:55.02,-27:01:04.6,2455979.605,2012-02-22.11,22.211,0.234,4.368,1.601,0.227,19.076,20.687,270.72925,-27.017944444444442
2012-BLG-0056,BLG511.32,954,18:01:11.00,-27:02:11.9,2455993.21,2012-03-06.71,31.8,0.891,1.432,0.39,1.0,18.976,18.976,270.2958333333333,-27.03663888888889
2012-BLG-0057,BLG512.16,111202,18:00:20.14,-28:37:38.6,2456016.403,2012-03-29.90,37.65,0.351,2.976,1.184,0.891,16.754,16.879,270.08391666666665,-28.627388888888888
2012-BLG-0058,BLG512.20,24173,18:04:07.63,-28:27:54.3,2455985.728,2012-02-28.23,54.976,0.649,1.775,0.623,1.0,18.659,18.659,271.03179166666666,-28.465083333333332
2012-BLG-0059,BLG512.22,176904,18:02:09.36,-28:34:33.0,2455965.408,2012-02-07.91,53.148,0.782,1.556,0.48,0.403,18.537,19.523,270.539,-28.575833333333332
2012-BLG-0060,BLG512.25,101765,18:00:19.14,-28:18:36.2,2456108.718,2012-06-30.22,0.043,1.84,1.077,0.081,1.0,16.949,16.949,270.07974999999993,-28.310055555555557
2012-BLG-0061,BLG512.30,44090,18:02:35.94,-28:01:54.0,2455983.231,2012-02-25.73,9.827,0.137,7.356,2.167,0.108,17.277,19.695,270.64975,-28.031666666666666
2012-BLG-0062,BLG520.28,182290,18:09:06.81,-28:40:22.2,2455978.254,2012-02-20.75,25.106,0.11,9.095,2.397,0.354,18.987,20.115,272.2783749999999,-28.672833333333333
2012-BLG-0063,BLG520.32,67279,18:06:30.14,-28:44:39.2,2455972.096,2012-02-14.60,10.868,0.046,21.704,3.341,1.0,15.572,15.572,271.6255833333333,-28.744222222222223
2012-BLG-0064,BLG534.10,48069,17:53:28.98,-31:19:11.1,2456001.432,2012-03-14.93,179.43,0.54,2.049,0.779,0.195,17.026,18.8,268.37075,-31.31975
2012-BLG-0065,BLG534.11,66060,17:52:39.32,-31:13:10.9,2455999.927,2012-03-13.43,49.967,0.185,5.479,1.847,0.685,18.568,18.979,268.16383333333334,-31.219694444444443
2012-BLG-0066,BLG534.17,174963,17:54:24.17,-30:53:17.2,2455949.033,2012-01-22.53,128.38,0.34,3.069,1.217,0.289,18.117,19.465,268.6007083333333,-30.88811111111111
2012-BLG-0067,BLG534.24,68968,17:49:34.44,-30:51:29.1,2455976.813,2012-02-19.31,7.637,0.077,12.971,2.782,1.0,17.811,17.811,267.39349999999996,-30.858083333333333
2012-BLG-0068,BLG534.28,5002,17:52:49.28,-30:40:43.6,2455946.571,2012-01-20.07,25.896,1.357,1.171,0.172,1.0,16.615,16.615,268.20533333333333,-30.67877777777778
2012-BLG-0069,BLG534.29,60060,17:52:01.80,-30:39:41.4,2455982.632,2012-02-25.13,72.969,0.172,5.89,1.925,0.441,19.136,20.024,268.00749999999994,-30.6615
2012-BLG-0070,BLG535.01,58927,17:54:06.58,-32:42:03.9,2455974.36,2012-02-16.86,36.374,0.468,2.309,0.908,1.0,18.704,18.704,268.5274166666666,-32.70108333333334
2012-BLG-0071,BLG535.04,136199,17:51:30.96,-32:46:00.9,2455978.35,2012-02-20.85,61.518,0.216,4.709,1.682,0.144,16.63,18.736,267.879,-32.76691666666667
2012-BLG-0072,BLG603.07,127513,17:43:15.61,-34:41:04.0,2455979.595,2012-02-22.09,44.374,0.116,8.667,2.345,0.602,20.112,20.664,265.8150416666666,-34.68444444444444
2012-BLG-0073,BLG611.08,126145,17:38:01.98,-27:19:30.9,2455983.745,2012-02-26.25,9.284,0.45,2.385,0.944,1.0,17.469,17.469,264.50825,-27.32525
2012-BLG-0074,BLG611.10,79468,17:37:07.41,-27:10:04.7,2456072.118,2012-05-24.62,81.403,0.147,6.848,2.089,0.903,17.06,17.171,264.280875,-27.16797222222222
2012-BLG-0075,BLG611.21,201370,17:35:15.14,-26:52:22.7,2455940.894,2012-01-14.39,41.83,0.658,1.755,0.611,1.0,18.505,18.505,263.8130833333333,-26.872972222222224
2012-BLG-0076,BLG501.14,97721,17:50:21.69,-29:52:01.5,2456111.04,2012-07-02.54,156.044,2.009,1.06,0.063,1.0,16.051,16.051,267.590375,-29.867083333333333
2012-BLG-0077,BLG507.18,157843,17:59:28.89,-31:23:50.1,2456009.636,2012-03-23.14,78.559,0.62,1.837,0.66,0.128,16.959,19.192,269.87037499999997,-31.39725
2012-BLG-0078,BLG513.20,120048,18:03:34.10,-29:46:00.1,2455997.031,2012-03-10.53,55.6,0.549,2.022,0.765,0.396,15.394,16.4,270.8920833333333,-29.766694444444443
2012-BLG-0079,BLG514.08,35895,18:06:14.13,-31:20:09.7,2455973.665,2012-02-16.16,129.904,0.039,25.976,3.536,0.033,18.654,22.37,271.55887499999994,-31.336027777777776
2012-BLG-0080,BLG515.31,3905,18:02:01.91,-31:55:13.8,2455979.208,2012-02-21.71,23.006,0.296,3.491,1.357,0.773,17.837,18.116,270.50795833333336,-31.9205
2012-BLG-0081,BLG518.14,82558,18:07:03.28,-26:50:10.9,2455976.552,2012-02-19.05,3.383,1.029,1.321,0.303,1.0,16.206,16.206,271.76366666666667,-26.83636111111111
2012-BLG-0082,BLG518.29,77429,18:08:22.58,-26:26:06.8,2455936.011,2012-01-09.51,49.198,0.716,1.652,0.545,1.0,17.537,17.537,272.0940833333333,-26.435222222222222
2012-BLG-0083,BLG519.11,85745,18:09:16.53,-28:00:21.7,2455980.79,2012-02-23.29,84.519,1.041,1.314,0.296,1.0,18.319,18.319,272.31887499999993,-28.006027777777778
2012-BLG-0084,BLG519.19,39448,18:10:10.83,-27:43:19.7,2455977.126,2012-02-19.63,22.319,0.056,18.01,3.139,0.382,18.095,19.141,272.545125,-27.72213888888889
2012-BLG-0085,BLG519.25,67414,18:05:49.24,-27:49:27.9,2455996.525,2012-03-10.03,30.734,0.011,87.061,4.85,1.0,15.433,15.433,271.4551666666666,-27.824416666666668
2012-BLG-0086,BLG519.25,166596,18:05:31.93,-27:46:58.2,2455930.919,2012-01-04.42,42.659,0.0,86737.0,12.346,0.393,14.81,15.825,271.3830416666666,-27.782833333333333
2012-BLG-0087,BLG520.06,136542,18:07:10.94,-29:33:27.8,2456044.527,2012-04-27.03,75.837,1.034,1.318,0.3,1.0,15.947,15.947,271.7955833333333,-29.557722222222225
2012-BLG-0088,BLG580.23,90404,18:06:55.70,-25:21:06.4,2455985.471,2012-02-27.97,371.292,0.036,27.586,3.602,0.07,19.585,22.471,271.7320833333333,-25.35177777777778
2012-BLG-0089,BLG611.27,115674,17:36:47.37,-26:32:28.8,2455981.917,2012-02-24.42,10.283,0.0,75479.0,12.195,0.432,20.058,20.97,264.19737499999997,-26.541333333333334
2012-BLG-0090,BLG500.26,72673,17:54:06.19,-28:10:17.9,2455984.476,2012-02-26.98,2.66,0.748,1.602,0.512,1.0,17.829,17.829,268.5257916666666,-28.17163888888889
2012-BLG-0091,BLG500.31,23674,17:50:45.81,-28:01:37.0,2455982.8,2012-02-25.30,17.432,0.58,1.936,0.717,1.0,20.293,20.293,267.69087499999995,-28.026944444444442
2012-BLG-0092,BLG501.11,39213,17:52:57.26,-29:52:28.4,2455991.438,2012-03-04.94,9.996,0.034,29.431,3.672,0.851,17.241,17.416,268.2385833333333,-29.874555555555556
2012-BLG-0093,BLG504.08,73195,18:00:28.54,-28:07:15.4,2455985.688,2012-02-28.19,22.569,0.132,7.644,2.208,0.073,17.451,20.296,270.1189166666666,-28.120944444444444
2012-BLG-0094,BLG505.09,67800,17:59:44.18,-29:26:03.5,2455973.988,2012-02-16.49,132.067,0.083,12.142,2.711,0.164,20.148,22.112,269.9340833333333,-29.434305555555557
2012-BLG-0095,BLG513.32,27586,18:01:16.85,-29:13:59.5,2455984.536,2012-02-27.04,3.641,1.048,1.309,0.293,1.0,14.55,14.55,270.3202083333333,-29.233194444444443
2012-BLG-0096,BLG515.22,62518,18:02:37.00,-32:03:34.7,2455979.655,2012-02-22.16,6.168,1.061,1.301,0.286,1.0,18.311,18.311,270.65416666666664,-32.059638888888884
2012-BLG-0097,BLG603.01,74547,17:48:05.59,-34:29:59.0,2455999.487,2012-03-12.99,140.391,0.07,14.339,2.891,0.056,17.474,20.613,267.02329166666664,-34.499722222222225
2012-BLG-0098,BLG611.19,67024,17:37:01.19,-26:59:52.8,2455997.987,2012-03-11.49,55.16,0.292,3.528,1.369,1.0,20.229,20.229,264.2549583333333,-26.998
2012-BLG-0099,BLG611.20,79087,17:36:22.46,-26:56:27.5,2455986.633,2012-02-29.13,15.533,0.333,3.128,1.238,1.0,20.075,20.075,264.0935833333333,-26.94097222222222
2012-BLG-0100,BLG611.20,148548,17:36:03.36,-27:06:07.4,2455983.763,2012-02-26.26,5.164,0.858,1.465,0.415,1.0,18.806,18.806,264.01399999999995,-27.102055555555555
2012-BLG-0101,BLG500.03,54412,17:52:44.91,-29:10:39.7,2455999.264,2012-03-12.76,13.917,1.717,1.093,0.097,1.0,14.792,14.792,268.187125,-29.177694444444445
2012-BLG-0102,BLG501.02,77584,17:53:25.12,-30:16:47.0,2456018.239,2012-03-31.74,29.535,0.442,2.423,0.961,1.0,17.735,17.735,268.3546666666666,-30.279722222222222
2012-BLG-0103,BLG501.08,141681,17:54:40.80,-29:56:25.7,2456004.555,2012-03-18.05,12.304,0.24,4.257,1.573,0.977,15.581,15.606,268.66999999999996,-29.940472222222223
2012-BLG-0104,BLG504.12,16460,17:57:52.99,-28:12:12.9,2455984.358,2012-02-26.86,38.372,0.092,10.869,2.59,0.229,19.318,20.92,269.4707916666666,-28.203583333333334
2012-BLG-0105,BLG504.24,60602,17:55:34.51,-27:47:09.4,2455985.577,2012-02-28.08,17.598,0.433,2.468,0.981,1.0,20.313,20.313,268.8937916666667,-27.785944444444446
2012-BLG-0106,BLG504.27,141798,17:58:56.47,-27:30:01.8,2455994.343,2012-03-07.84,14.475,0.601,1.881,0.686,1.0,18.837,18.837,269.7352916666666,-27.5005
2012-BLG-0107,BLG512.07,122682,18:00:46.44,-29:07:58.3,2455981.453,2012-02-23.95,6.747,0.189,5.364,1.824,0.499,18.993,19.748,270.1934999999999,-29.13286111111111
2012-BLG-0108,BLG512.24,165778,18:00:57.73,-28:19:27.8,2455993.62,2012-03-07.12,22.868,0.323,3.217,1.268,1.0,19.323,19.323,270.2405416666666,-28.32438888888889
2012-BLG-0109,BLG513.21,143757,18:02:52.40,-29:35:29.3,2456015.427,2012-03-28.93,20.425,0.961,1.371,0.343,1.0,14.645,14.645,270.71833333333336,-29.591472222222222
2012-BLG-0110,BLG603.06,44567,17:44:17.51,-34:44:36.4,2455966.395,2012-02-08.89,20.507,0.346,3.015,1.198,1.0,19.703,19.703,266.0729583333333,-34.74344444444444
2012-BLG-0111,BLG603.10,47550,17:47:22.06,-34:22:57.2,2455986.531,2012-02-29.03,10.22,0.164,6.167,1.975,0.517,18.905,19.621,266.84191666666663,-34.382555555555555
2012-BLG-0112,BLG501.03,34355,17:52:52.76,-30:12:06.0,2456005.515,2012-03-19.02,12.223,0.864,1.459,0.41,1.0,14.216,14.216,268.2198333333333,-30.201666666666664
2012-BLG-0113,BLG504.17,75446,18:00:27.88,-27:48:10.7,2455989.387,2012-03-02.89,49.96,0.133,7.561,2.196,0.064,18.405,21.386,270.11616666666663,-27.802972222222223
2012-BLG-0114,BLG505.14,54005,17:56:12.74,-29:30:50.0,2455984.699,2012-02-27.20,11.427,0.15,6.721,2.069,1.0,20.081,20.081,269.05308333333335,-29.51388888888889
2012-BLG-0115,BLG512.12,156235,18:03:03.30,-28:42:54.6,2455983.632,2012-02-26.13,16.835,0.2,5.072,1.763,0.197,18.331,20.095,270.76374999999996,-28.715166666666665
2012-BLG-0116,BLG512.18,111941,18:05:01.80,-28:35:48.9,2455983.506,2012-02-26.01,24.402,0.816,1.512,0.449,1.0,18.839,18.839,271.25749999999994,-28.596916666666665
2012-BLG-0117,BLG534.01,47085,17:54:07.61,-31:39:01.2,2455996.216,2012-03-09.72,26.269,0.377,2.793,1.115,0.521,19.054,19.76,268.5317083333333,-31.650333333333332
2012-BLG-0118,BLG535.02,26289,17:53:27.59,-32:40:55.6,2455993.554,2012-03-07.05,19.354,0.101,9.983,2.498,0.408,18.775,19.748,268.3649583333333,-32.68211111111111
2012-BLG-0119,BLG611.21,73907,17:35:36.87,-27:00:11.7,2455985.676,2012-02-28.18,8.189,0.19,5.343,1.819,0.173,18.928,20.835,263.9036249999999,-27.00325
2012-BLG-0120,BLG611.24,63086,17:33:36.86,-26:54:03.4,2456043.832,2012-04-26.33,42.202,0.473,2.287,0.898,1.0,18.27,18.27,263.4035833333333,-26.900944444444445
2012-BLG-0121,BLG504.13,135142,17:56:48.16,-28:10:32.7,2455983.705,2012-02-26.20,9.698,0.911,1.414,0.376,1.0,18.847,18.847,269.2006666666666,-28.17575
2012-BLG-0122,BLG511.12,40147,18:03:11.31,-27:40:37.0,2455986.98,2012-02-29.48,10.388,0.699,1.681,0.564,0.726,15.205,15.552,270.797125,-27.676944444444445
2012-BLG-0123,BLG512.15,63037,18:01:06.57,-28:51:36.5,2456029.02,2012-04-11.52,50.615,0.942,1.386,0.354,1.0,18.329,18.329,270.27737499999995,-28.86013888888889
2012-BLG-0124,BLG534.20,88284,17:52:37.78,-30:51:21.6,2455987.614,2012-03-01.11,14.526,0.04,25.178,3.503,0.133,19.788,21.979,268.1574166666666,-30.856
2012-BLG-0125,BLG603.01,63162,17:48:09.35,-34:32:28.8,2456000.845,2012-03-14.35,9.002,0.162,6.226,1.986,1.0,15.542,15.542,267.0389583333333,-34.541333333333334
2012-BLG-0126,BLG505.23,72125,17:56:15.40,-28:59:03.0,2455988.538,2012-03-02.04,7.267,0.365,2.878,1.148,0.38,17.966,19.015,269.0641666666666,-28.984166666666667
2012-BLG-0127,BLG506.25,77838,17:54:38.42,-30:18:37.0,2455991.736,2012-03-05.24,4.202,0.952,1.378,0.348,1.0,18.082,18.082,268.66008333333326,-30.310277777777777
2012-BLG-0128,BLG611.09,12112,17:37:57.50,-27:20:02.6,2456006.852,2012-03-20.35,66.43,1.506,1.132,0.135,1.0,17.842,17.842,264.4895833333333,-27.334055555555555
2012-BLG-0129,BLG615.27,3144,17:26:03.42,-29:27:27.6,2456000.27,2012-03-13.77,20.383,0.71,1.661,0.551,0.635,15.893,16.386,261.51424999999995,-29.457666666666665
2012-BLG-0130,BLG502.26,87971,17:53:49.70,-33:10:31.9,2455992.136,2012-03-05.64,5.197,0.448,2.399,0.95,1.0,17.861,17.861,268.4570833333333,-33.17552777777777
2012-BLG-0131,BLG504.18,121790,17:59:31.42,-27:54:13.3,2455974.942,2012-02-17.44,244.381,0.072,13.909,2.858,1.0,19.925,19.925,269.8809166666667,-27.903694444444444
2012-BLG-0132,BLG505.03,26611,17:58:28.16,-29:40:20.4,2456005.145,2012-03-18.64,19.051,1.756,1.088,0.091,1.0,17.313,17.313,269.6173333333333,-29.672333333333334
2012-BLG-0133,BLG506.19,132851,17:58:40.93,-30:26:00.3,2455990.128,2012-03-03.63,5.596,0.651,1.77,0.62,1.0,19.453,19.453,269.6705416666666,-30.433416666666666
2012-BLG-0134,BLG506.27,202158,17:58:45.52,-29:51:36.7,2455991.917,2012-03-05.42,29.008,0.016,61.287,4.468,0.051,18.644,21.875,269.6896666666666,-29.860194444444446
2012-BLG-0135,BLG515.22,117587,18:02:19.48,-32:13:40.7,2456011.752,2012-03-25.25,27.35,0.116,8.679,2.346,0.616,18.31,18.836,270.58116666666666,-32.22797222222223
2012-BLG-0136,BLG603.27,59447,17:47:21.82,-33:33:53.4,2455994.119,2012-03-07.62,16.206,0.214,4.759,1.694,0.13,18.443,20.656,266.84091666666666,-33.56483333333333
2012-BLG-0137,BLG501.20,56449,17:52:41.81,-29:48:39.9,2455989.981,2012-03-03.48,2.356,0.258,3.971,1.497,1.0,19.137,19.137,268.1742083333333,-29.811083333333332
2012-BLG-0138,BLG504.29,85854,17:57:38.49,-27:22:30.5,2456005.822,2012-03-19.32,21.279,0.124,8.098,2.271,1.0,19.006,19.006,269.41037499999993,-27.37513888888889
2012-BLG-0139,BLG507.16,11007,17:54:55.57,-31:54:25.2,2455984.651,2012-02-27.15,17.112,0.197,5.145,1.779,0.519,18.696,19.408,268.7315416666666,-31.907
2012-BLG-0140,BLG518.06,4343,18:07:13.33,-27:20:51.4,2455996.115,2012-03-09.62,4.719,0.644,1.784,0.629,1.0,14.306,14.306,271.80554166666667,-27.34761111111111
2012-BLG-0141,BLG534.09,43932,17:54:02.33,-31:20:36.9,2455989.879,2012-03-03.38,2.032,1.697,1.096,0.1,1.0,16.371,16.371,268.5097083333333,-31.34358333333333
2012-BLG-0142,BLG505.03,155431,17:58:08.72,-29:38:20.7,2455987.036,2012-02-29.54,18.042,1.127,1.264,0.254,1.0,18.151,18.151,269.5363333333333,-29.639083333333332
2012-BLG-0143,BLG511.25,101501,18:00:08.54,-27:14:35.5,2455991.97,2012-03-05.47,13.301,0.191,5.314,1.813,0.51,19.814,20.545,270.0355833333333,-27.243194444444445
2012-BLG-0144,BLG611.19,4194,17:37:14.88,-27:06:06.3,2456026.263,2012-04-08.76,20.674,0.541,2.047,0.778,1.0,17.262,17.262,264.31199999999995,-27.101750000000003
