Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2009-BLG-063,BLG149.5,166977,17:54:34.81,-32:44:50.6,2454884.63,2009-02-22.13,13.986,0.749,1.601,0.511,1.0,15.953,15.953,268.6450416666666,-32.74738888888889
2009-BLG-064,BLG233.4,116417,18:02:52.72,-26:49:39.4,2454900.531,2009-03-10.03,28.275,0.077,13.031,2.787,1.0,16.842,16.842,270.7196666666666,-26.82761111111111
2009-BLG-065,BLG105.2,72629,18:02:42.26,-29:34:40.7,2454902.56,2009-03-12.06,23.584,0.087,11.533,2.655,0.264,18.213,19.657,270.67608333333334,-29.577972222222222
2009-BLG-066,BLG130.4,27969,17:47:29.89,-34:00:52.3,2454907.53,2009-03-17.03,28.742,0.027,37.513,3.935,1.0,19.631,19.631,266.8745416666667,-34.01452777777778
2009-BLG-067,BLG217.2,6879,18:05:39.87,-28:24:54.3,2454931.968,2009-04-10.47,104.233,0.303,3.409,1.332,0.287,18.012,19.369,271.41612499999997,-28.41508333333333
2009-BLG-068,BLG171.1,92939,17:53:37.00,-31:27:10.4,2454899.988,2009-03-09.49,12.583,1.087,1.286,0.273,1.0,17.836,17.836,268.40416666666664,-31.45288888888889
2009-BLG-069,BLG172.2,45193,17:55:34.31,-31:20:42.1,2454905.045,2009-03-14.54,5.649,0.498,2.191,0.852,1.0,19.089,19.089,268.89295833333335,-31.345027777777776
2009-BLG-070,BLG179.4,137098,17:50:22.98,-30:22:50.0,2454921.228,2009-03-30.73,12.671,0.098,10.221,2.524,1.0,16.666,16.666,267.59574999999995,-30.380555555555556
2009-BLG-071,BLG102.5,222022,17:55:56.82,-29:14:16.8,2454910.0,2009-03-19.50,10.373,0.38,2.77,1.106,1.0,19.535,19.535,268.98675000000003,-29.238
2009-BLG-072,BLG164.2,89059,17:56:05.46,-31:52:35.0,2454969.587,2009-05-18.09,38.528,0.942,1.386,0.355,1.0,15.897,15.897,269.02275,-31.87638888888889
2009-BLG-073,BLG206.8,23516,17:59:14.58,-29:09:30.5,2454951.393,2009-04-29.89,175.93,0.152,6.654,2.058,0.038,13.204,16.759,269.81075,-29.158472222222223
2009-BLG-074,BLG214.4,76175,17:58:18.81,-28:05:14.8,2454906.472,2009-03-15.97,30.576,0.088,11.349,2.637,0.703,19.228,19.61,269.57837499999994,-28.087444444444444
2009-BLG-075,BLG215.6,50294,18:00:01.70,-28:16:06.7,2454909.737,2009-03-19.24,9.164,0.396,2.672,1.067,1.0,19.132,19.132,270.0070833333333,-28.268527777777777
2009-BLG-076,BLG104.5,176351,17:58:31.93,-29:12:17.9,2454916.466,2009-03-25.97,22.693,0.015,67.522,4.574,0.305,18.21,19.501,269.6330416666666,-29.20497222222222
2009-BLG-077,BLG216.2,161303,18:04:02.55,-28:20:09.9,2454902.916,2009-03-12.42,6.836,0.877,1.446,0.4,1.0,18.294,18.294,271.01062499999995,-28.33608333333333
2009-BLG-078,BLG101.4,52130,17:54:44.50,-29:38:41.1,2454908.549,2009-03-18.05,4.265,1.16,1.248,0.24,1.0,17.059,17.059,268.68541666666664,-29.64475
2009-BLG-079,BLG155.8,138264,17:52:06.70,-32:35:25.0,2454914.727,2009-03-24.23,9.495,0.027,37.638,3.939,1.0,16.976,16.976,268.02791666666667,-32.59027777777778
2009-BLG-080,BLG188.8,140679,17:57:51.02,-30:15:01.1,2454851.609,2009-01-20.11,53.248,0.505,2.166,0.839,1.0,17.875,17.875,269.46258333333327,-30.250305555555556
2009-BLG-081,BLG189.6,66010,18:01:00.29,-29:59:56.7,2454912.832,2009-03-22.33,16.055,0.32,3.244,1.278,0.445,17.952,18.83,270.2512083333333,-29.999083333333335
2009-BLG-082,BLG195.5,76489,17:53:32.36,-29:01:54.4,2454910.811,2009-03-20.31,6.537,0.47,2.301,0.905,1.0,19.236,19.236,268.3848333333333,-29.031777777777776
2009-BLG-083,BLG197.7,154074,18:06:47.60,-29:30:17.9,2454933.386,2009-04-11.89,139.437,0.285,3.615,1.395,1.0,19.596,19.596,271.6983333333333,-29.50497222222222
2009-BLG-084,BLG218.5,95818,18:06:37.48,-28:02:12.6,2454915.652,2009-03-25.15,24.162,0.305,3.395,1.327,1.0,19.602,19.602,271.65616666666665,-28.036833333333334
2009-BLG-085,BLG206.4,61908,18:00:25.22,-28:40:32.1,2455083.812,2009-09-09.31,95.459,0.0,7061.2,9.622,1.0,15.422,15.422,270.1050833333333,-28.675583333333336
2009-BLG-086,BLG101.8,8578,17:52:38.35,-30:05:57.0,2454914.477,2009-03-23.98,20.386,1.006,1.338,0.316,1.0,17.484,17.484,268.15979166666665,-30.099166666666665
2009-BLG-087,BLG157.2,31735,17:58:53.50,-32:33:53.5,2454917.796,2009-03-27.30,12.4,1.114,1.271,0.26,1.0,17.546,17.546,269.7229166666666,-32.56486111111111
2009-BLG-088,BLG171.5,39917,17:51:26.81,-31:01:09.3,2454913.57,2009-03-23.07,3.432,0.256,3.998,1.505,1.0,19.033,19.033,267.8617083333333,-31.01925
2009-BLG-089,BLG181.7,156004,17:54:12.19,-30:39:40.7,2454913.851,2009-03-23.35,4.325,0.591,1.907,0.701,1.0,15.928,15.928,268.5507916666666,-30.661305555555554
2009-BLG-090,BLG206.5,56668,17:58:59.48,-28:40:48.9,2454914.784,2009-03-24.28,2.171,0.983,1.354,0.329,1.0,15.635,15.635,269.7478333333333,-28.68025
2009-BLG-091,BLG102.3,182841,17:56:35.61,-29:23:16.7,2454981.785,2009-05-30.29,39.003,0.0,2162.9,8.338,1.0,17.377,17.377,269.148375,-29.38797222222222
2009-BLG-092,BLG194.2,12817,17:51:37.98,-29:32:43.4,2454959.963,2009-05-08.46,31.141,0.0,226974.0,13.39,1.0,16.96,16.96,267.90824999999995,-29.54538888888889
2009-BLG-093,BLG100.6,63900,17:49:49.52,-29:54:05.1,2454949.349,2009-04-27.85,26.982,0.122,8.222,2.287,0.819,18.489,18.706,267.4563333333333,-29.901416666666666
2009-BLG-094,BLG100.8,10393,17:50:12.91,-30:16:59.7,2454925.978,2009-04-04.48,8.705,0.391,2.704,1.08,1.0,17.54,17.54,267.55379166666665,-30.28325
2009-BLG-095,BLG102.5,145124,17:55:32.65,-29:15:17.2,2454921.824,2009-03-31.32,4.785,0.546,2.029,0.768,1.0,18.704,18.704,268.8860416666667,-29.25477777777778
2009-BLG-096,BLG140.1,17069,17:51:33.45,-33:54:34.9,2454920.435,2009-03-29.93,5.217,0.309,3.355,1.314,1.0,18.259,18.259,267.889375,-33.90969444444444
2009-BLG-097,BLG171.4,5161,17:53:04.53,-31:04:54.0,2454938.014,2009-04-16.51,26.314,0.412,2.578,1.028,0.425,17.287,18.215,268.2688749999999,-31.081666666666667
2009-BLG-098,BLG206.4,85080,18:01:11.56,-28:41:23.3,2454930.261,2009-04-08.76,5.383,0.309,3.346,1.311,1.0,15.523,15.523,270.2981666666666,-28.689805555555555
2009-BLG-099,BLG208.8,183856,18:05:03.08,-29:03:32.6,2454952.279,2009-04-30.78,23.501,0.246,4.162,1.548,1.0,15.583,15.583,271.2628333333333,-29.059055555555556
2009-BLG-100,BLG214.2,27327,17:58:13.64,-28:25:07.8,2454927.106,2009-04-05.61,14.38,1.877,1.073,0.076,1.0,13.254,13.254,269.55683333333326,-28.418833333333335
2009-BLG-101,BLG215.5,142803,17:59:58.27,-28:03:05.4,2454923.949,2009-04-02.45,7.286,0.0,51639.0,11.782,1.0,18.541,18.541,269.9927916666666,-28.0515
2009-BLG-102,BLG206.1,22342,18:00:37.24,-29:10:49.8,2454926.49,2009-04-04.99,2.308,1.399,1.159,0.16,1.0,16.096,16.096,270.1551666666667,-29.180500000000002
2009-BLG-103,BLG216.5,61382,18:01:40.69,-28:05:38.7,2454970.246,2009-05-18.75,40.207,1.419,1.153,0.155,1.0,16.262,16.262,270.41954166666665,-28.094083333333334
2009-BLG-104,BLG216.6,15156,18:01:43.70,-28:15:33.7,2454920.055,2009-03-29.55,11.765,0.282,3.648,1.405,1.0,18.426,18.426,270.43208333333325,-28.25936111111111
2009-BLG-105,BLG102.4,179130,17:56:22.88,-29:14:51.8,2454925.69,2009-04-04.19,19.614,0.524,2.1,0.805,1.0,16.851,16.851,269.0953333333333,-29.247722222222222
2009-BLG-106,BLG142.2,105798,17:57:21.77,-33:41:04.4,2454953.114,2009-05-01.61,35.524,0.26,3.937,1.488,1.0,18.582,18.582,269.3407083333333,-33.684555555555555
2009-BLG-107,BLG197.1,131474,18:07:22.49,-29:39:10.4,2454926.585,2009-04-05.08,18.528,0.233,4.383,1.604,1.0,20.301,20.301,271.84370833333327,-29.65288888888889
2009-BLG-108,BLG218.3,42964,18:08:04.75,-28:13:10.8,2454926.934,2009-04-05.43,9.361,1.04,1.314,0.297,1.0,17.742,17.742,272.0197916666666,-28.219666666666665
2009-BLG-109,BLG249.2,53578,18:07:07.39,-26:01:16.6,2454967.729,2009-05-16.23,32.907,1.089,1.285,0.272,1.0,17.103,17.103,271.78079166666663,-26.021277777777776
2009-BLG-110,BLG122.1,44102,17:49:20.64,-35:01:41.1,2454971.037,2009-05-19.54,45.081,0.577,1.942,0.721,1.0,17.826,17.826,267.33599999999996,-35.028083333333335
2009-BLG-111,BLG140.6,59534,17:50:14.38,-33:33:24.7,2454932.426,2009-04-10.93,7.111,0.811,1.518,0.453,1.0,16.662,16.662,267.5599166666666,-33.55686111111111
2009-BLG-112,BLG164.8,7380,17:54:22.43,-32:08:06.4,2454926.885,2009-04-05.38,9.829,0.084,11.954,2.694,1.0,19.024,19.024,268.5934583333333,-32.13511111111111
2009-BLG-113,BLG183.2,122764,18:01:36.04,-30:43:20.8,2454951.098,2009-04-29.60,14.325,0.738,1.618,0.522,0.71,14.123,14.494,270.4001666666666,-30.72244444444444
2009-BLG-114,BLG225.4,149313,18:04:42.68,-27:25:53.0,2454919.417,2009-03-28.92,45.98,0.105,9.553,2.45,0.468,19.339,20.163,271.1778333333333,-27.43138888888889
2009-BLG-115,BLG101.3,173150,17:54:22.84,-29:44:28.7,2454933.443,2009-04-11.94,2.133,0.417,2.549,1.016,1.0,19.255,19.255,268.5951666666666,-29.741305555555556
2009-BLG-116,BLG129.5,18458,17:43:11.14,-34:00:55.5,2454937.1,2009-04-15.60,20.965,1.059,1.303,0.287,1.0,18.716,18.716,265.7964166666666,-34.01541666666667
2009-BLG-117,BLG138.6,31060,17:45:09.68,-33:35:48.4,2454959.209,2009-05-07.71,31.344,0.65,1.773,0.622,1.0,18.365,18.365,266.2903333333333,-33.59677777777778
2009-BLG-118,BLG140.5,112018,17:49:42.32,-33:19:42.3,2454936.008,2009-04-14.51,45.218,0.591,1.907,0.701,1.0,18.96,18.96,267.42633333333333,-33.32841666666667
2009-BLG-119,BLG148.7,80668,17:52:23.41,-33:08:04.5,2454939.643,2009-04-18.14,19.292,0.178,5.669,1.884,1.0,19.922,19.922,268.09754166666664,-33.13458333333333
2009-BLG-120,BLG156.5,152969,17:54:22.42,-32:08:07.3,2454926.894,2009-04-05.39,9.585,0.078,12.903,2.777,1.0,18.832,18.832,268.5934166666666,-32.13536111111111
2009-BLG-121,BLG164.1,34168,17:55:31.91,-32:05:34.8,2454965.182,2009-05-13.68,17.557,0.442,2.425,0.962,1.0,16.757,16.757,268.8829583333333,-32.093
2009-BLG-122,BLG164.7,117977,17:54:20.96,-31:52:03.9,2454969.327,2009-05-17.83,34.353,0.208,4.896,1.725,1.0,17.654,17.654,268.5873333333333,-31.86775
2009-BLG-123,BLG180.1,113566,17:52:52.64,-30:51:37.8,2454935.154,2009-04-13.65,15.423,1.315,1.185,0.184,1.0,17.618,17.618,268.2193333333333,-30.860500000000002
2009-BLG-124,BLG182.8,40734,17:57:46.56,-30:55:59.8,2454934.107,2009-04-12.61,1.792,0.372,2.826,1.128,1.0,15.549,15.549,269.44399999999996,-30.93327777777778
2009-BLG-125,BLG219.1,41089,18:10:41.41,-28:31:40.6,2454932.53,2009-04-11.03,26.055,0.973,1.361,0.335,1.0,18.609,18.609,272.67254166666663,-28.527944444444444
2009-BLG-126,BLG102.8,225318,17:55:57.89,-29:40:16.3,2454935.843,2009-04-14.34,10.028,0.572,1.956,0.728,1.0,19.405,19.405,268.9912083333333,-29.671194444444446
2009-BLG-127,BLG172.2,129512,17:55:34.28,-31:17:03.3,2454914.247,2009-03-23.75,34.195,0.223,4.559,1.647,0.925,17.055,17.14,268.89283333333333,-31.28425
2009-BLG-128,BLG172.8,135816,17:54:15.21,-31:25:04.0,2454939.896,2009-04-18.40,7.56,0.14,7.184,2.141,1.0,20.021,20.021,268.56337499999995,-31.41777777777778
2009-BLG-129,BLG181.1,135154,17:55:45.95,-30:52:23.4,2454938.921,2009-04-17.42,28.617,0.019,51.628,4.282,0.078,18.801,21.572,268.9414583333333,-30.873166666666666
2009-BLG-130,BLG195.1,9344,17:53:56.68,-29:30:37.2,2454949.893,2009-04-28.39,27.74,0.189,5.371,1.825,1.0,19.697,19.697,268.48616666666663,-29.51033333333333
2009-BLG-131,BLG195.7,25659,17:53:08.67,-29:23:11.2,2454955.84,2009-05-04.34,12.399,0.194,5.22,1.794,1.0,16.484,16.484,268.2861249999999,-29.386444444444443
2009-BLG-132,BLG216.2,134210,18:03:16.78,-28:20:47.4,2454955.481,2009-05-03.98,39.499,0.181,5.598,1.87,0.538,18.79,19.464,270.81991666666664,-28.3465
2009-BLG-133,BLG223.1,62701,17:59:45.83,-27:56:09.2,2454938.223,2009-04-16.72,17.899,0.444,2.414,0.957,1.0,19.896,19.896,269.94095833333336,-27.93588888888889
2009-BLG-134,BLG224.5,88303,18:01:36.26,-27:29:10.2,2454947.81,2009-04-26.31,18.706,0.043,23.245,3.416,0.245,17.327,18.853,270.4010833333333,-27.48616666666667
2009-BLG-135,BLG103.8,131491,17:55:55.12,-30:17:44.7,2454940.636,2009-04-19.14,3.816,1.491,1.136,0.138,1.0,16.72,16.72,268.9796666666666,-30.29575
2009-BLG-136,BLG129.1,27229,17:44:58.55,-34:29:14.7,2454966.057,2009-05-14.56,38.299,0.091,11.05,2.608,1.0,19.828,19.828,266.24395833333335,-34.48741666666667
2009-BLG-137,BLG173.5,30182,17:57:33.06,-31:03:49.8,2454940.558,2009-04-19.06,7.726,0.088,11.457,2.648,1.0,19.993,19.993,269.3877499999999,-31.063833333333335
2009-BLG-138,BLG190.6,92664,18:03:19.64,-29:59:12.1,2454943.622,2009-04-22.12,10.177,0.574,1.95,0.725,1.0,18.846,18.846,270.83183333333335,-29.986694444444446
2009-BLG-139,BLG205.6,94524,17:56:20.36,-28:46:47.6,2454946.751,2009-04-25.25,5.56,0.152,6.657,2.058,1.0,19.708,19.708,269.08483333333334,-28.779888888888888
2009-BLG-140,BLG214.5,93372,17:57:16.98,-28:05:41.7,2454958.545,2009-05-07.04,11.001,0.5,2.182,0.847,1.0,17.093,17.093,269.32075,-28.094916666666666
2009-BLG-141,BLG215.6,155474,18:00:04.66,-28:11:05.2,2454950.806,2009-04-29.31,24.581,0.073,13.735,2.845,0.295,18.879,20.205,270.01941666666664,-28.18477777777778
2009-BLG-142,BLG224.4,69475,18:02:28.19,-27:28:18.4,2454947.05,2009-04-25.55,9.531,0.139,7.258,2.152,0.368,18.489,19.573,270.6174583333333,-27.471777777777778
2009-BLG-143,BLG130.1,58753,17:47:42.06,-34:26:23.7,2454955.283,2009-05-03.78,15.089,1.858,1.075,0.078,1.0,15.207,15.207,266.92525,-34.43991666666666
2009-BLG-144,BLG179.3,29724,17:51:01.79,-30:38:06.5,2454946.438,2009-04-24.94,3.213,0.894,1.429,0.388,1.0,18.166,18.166,267.7574583333333,-30.63513888888889
