HJD,flux,cor_flux,flux_err,obsID,JD,fwhm,sky,airmass,nstar,scale,exptime,skydiff,chisq,npix,airmass1,ang1,included
5430.12117,6191.063477,-16474.480599,3016.893555,27960,5430.118424,2.56998,7838.88,3.01059,82,0.607983,60,-50.3836,852.6005,193,3.1725,-1.2067,True
5430.92169,-4956.913086,-5828.367857,1202.121948,27965,5430.91901,2.16666,4297.13,1.07405,141,0.6871,60,-0.2857,341.78162,193,1.0815,-0.3717,True
5430.96486,-5301.016602,-6156.56932,1212.787964,27971,5430.962193,1.89014,4538.4,1.18437,170,0.699165,60,-6.2074,457.8142,193,1.1975,-0.5815,True
5431.05032,30.384701,-8660.627331,1814.875732,27974,5431.047658,2.11722,4592.71,1.71368,137,0.69502,60,-17.5178,840.57227,193,1.758,-0.9481,True
5431.08856,2548.04541,-12489.46042,2564.566895,27978,5431.085902,2.30282,5380.46,2.25697,115,0.6771,60,-41.3903,1044.6453,193,2.3394,-1.0955,True
5431.12004,6347.48877,-17043.654891,2963.949707,27981,5431.117378,2.53886,6709.59,3.07155,89,0.64743,60,-64.5394,932.5417,193,3.2373,-1.2129,True
5431.92141,-5719.033691,-5221.645781,1084.489868,27997,5431.918823,1.92166,4858.3,1.07853,162,0.674189,60,-3.9808,401.54315,193,1.0864,-0.3845,True
5432.08847,2059.394775,-12881.048839,2319.095459,28041,5432.085897,1.98863,5635.05,2.30596,157,0.67486,60,-43.1433,1516.0546,193,2.3969,-1.1057,True
5432.81271,-10871.075195,-8382.665038,1603.090698,28056,5432.810198,1.84303,3871.99,1.02972,171,0.746844,60,-30.0882,1411.0299,193,1.0295,0.1716,True
5432.85708,-8732.009766,-6659.98447,891.476624,28060,5432.854577,1.86022,3420.55,1.01574,188,0.758023,60,-1.109,461.39365,193,1.0184,-0.0644,True
5432.91078,-6451.758789,-3565.243724,1275.432617,28066,5432.90828,1.65444,3469.53,1.06486,84,0.746228,60,-0.9688,1823.4119,193,1.0718,-0.345,True
5432.95393,-5174.956543,-5550.357973,1509.576904,28074,5432.951429,1.85694,3842.18,1.16663,147,0.732124,60,-15.5789,954.5699,193,1.1792,-0.5566,True
5433.00943,-2407.486328,-5922.129976,1541.467163,28084,5433.006932,1.81463,4176.29,1.42419,180,0.72405,60,-18.5939,1276.1829,193,1.4494,-0.8042,True
5433.05259,1746.05896,,1864.787842,28092,5433.050102,1.85404,4795.92,1.80231,180,0.710762,60,-28.1216,1971.411,193,,,False
5433.10809,8294.283203,,3057.689941,28104,5433.105609,2.00613,6971.24,2.85545,143,0.665869,60,-61.5368,2116.0469,193,,,False
5434.90778,-9301.272461,-10711.551714,895.21283,28119,5434.905449,2.30499,2488.26,1.06901,128,0.718658,60,-14.0448,209.37949,193,1.0765,-0.3584,True
5434.95466,-6407.880371,-7322.312277,1233.367432,28123,5434.952336,1.88756,2467.43,1.18701,177,0.710172,60,-7.1563,633.85156,193,1.2013,-0.5864,True
5434.9978,-6618.568359,-12834.214052,1419.702148,28127,5434.995481,2.63055,2849.5,1.3855,89,0.676062,60,3.3993,313.10165,193,1.4101,-0.7788,True
5435.04096,-2194.77002,-11982.421358,1764.545654,28131,5435.038649,2.47289,3336.09,1.73481,105,0.682877,60,-17.4415,620.08044,193,1.7795,-0.9557,True
5435.08292,-1842.22522,-16796.722354,2418.365479,28138,5435.080613,2.92867,4055.97,2.3662,70,0.662096,60,-11.7993,455.2315,193,2.4616,-1.1166,True
5436.84418,-11825.004883,-9484.725701,922.037598,28147,5436.842027,1.82271,1664.94,1.01543,182,0.71685,60,5.3495,625.8367,193,1.0179,-0.0557,True
5436.88251,-9320.744141,-7794.111139,858.148071,28150,5436.880364,1.8617,1447.55,1.04082,160,0.619817,60,3.0549,290.70734,193,1.0465,-0.2578,True
5436.92709,-8764.80957,-9017.261985,1034.469971,28153,5436.924946,1.92721,1836.68,1.12233,176,0.711255,60,-10.4866,561.8911,193,1.1325,-0.4821,True
5436.96779,-6526.785645,-7414.545668,1261.990234,28156,5436.965647,1.75008,2304.9,1.26047,131,0.585266,60,-15.5287,577.7732,193,1.2782,-0.6722,True
5437.00852,-3245.031738,-8668.777565,1602.279175,28159,5437.006382,1.96526,2311.99,1.49448,150,0.621793,60,-16.105,805.96204,193,1.5253,-0.8475,True
5439.81991,-12910.425781,-13892.696202,1719.430054,28166,5439.818026,2.65596,1932.93,1.01543,90,0.708494,60,38.3197,480.96152,193,1.0169,0.0286,True
5439.86192,-11710.931641,-11297.073545,1296.224854,28170,5439.860042,2.06291,1644.03,1.02885,111,0.47701,60,-4.6543,328.4548,193,1.0333,-0.1945,True
5439.91019,-9476.584961,-9047.72263,1153.990601,28175,5439.908317,1.8727,1591.16,1.10159,180,0.715188,60,-4.2862,848.45044,193,1.1112,-0.4409,True
5439.95094,-8233.944336,-8846.044136,1274.655029,28179,5439.949076,1.77324,1490.1,1.22528,181,0.711106,60,-15.1595,1270.9989,193,1.2415,-0.6343,True
5439.99414,-4827.096191,-9663.522596,1469.036865,28183,5439.99227,1.94996,1599.49,1.45274,154,0.698754,60,-8.5202,1227.7045,193,1.4807,-0.8229,True
5440.03487,-5516.368164,-14638.537365,1580.570923,28187,5440.033011,1.92266,1533.33,1.82627,161,0.686796,60,-16.4133,1477.7316,193,1.8767,-0.9871,True
5440.07687,2986.098877,,2861.992188,28191,5440.075016,2.1365,2081.18,2.54883,130,0.663101,60,-45.3901,2096.971,193,,,False
5442.00063,-11462.660156,-18973.885131,1985.080688,28197,5441.998955,2.93731,1683.31,1.54292,51,0.508744,60,20.6877,255.90149,193,1.5762,-0.8731,True
5442.03765,-11677.651367,-20051.67161,3965.991455,28200,5442.03597,3.40982,2144.71,1.9304,45,0.629996,60,31.1709,692.619,193,1.9926,-1.0197,True
5442.08796,-10285.836914,-17102.136007,7708.314453,28205,5442.086291,4.13923,2805.45,3.02559,16,0.545304,60,79.3241,754.02466,193,3.1966,-1.209,True
5442.8292,-14364.334961,-15462.263998,1447.733154,28210,5442.827601,2.65472,1911.6,1.01574,98,0.722654,60,29.3439,378.88983,193,1.0185,-0.0661,True
5442.86746,-10682.453125,-11590.355615,1051.38562,28213,5442.865866,2.27893,1695.79,1.04295,127,0.730049,60,14.0444,297.82437,193,1.0489,-0.2675,True
5442.9107,-10379.708984,-11862.814599,1110.39624,28216,5442.90911,2.11934,1646.59,1.12333,140,0.715209,60,3.593,410.8691,193,1.134,-0.4848,True
5442.94772,-11744.923828,-16132.63172,1349.91394,28219,5442.946125,2.43962,1691.69,1.24723,110,0.703274,60,3.319,365.78558,193,1.264,-0.6581,True
5442.98596,-7023.095703,-12985.416363,1584.634766,28222,5442.984368,2.15963,1528.64,1.45542,144,0.71646,60,-16.2106,942.355,193,1.4828,-0.8241,True
5443.02544,-8395.618164,-17592.329819,2467.888184,28225,5443.023861,3.13182,1604.01,1.8118,37,0.43619,60,-14.4738,291.14017,193,1.8645,-0.9834,True
5443.06372,-11444.250977,-16726.359303,7585.601562,28228,5443.062143,4.00592,2257.89,2.43948,26,0.59585,60,52.668,949.94543,193,2.5412,-1.1293,True
5443.81634,-15028.628906,-13855.062925,5679.368652,28235,5443.814829,3.42744,2245.75,1.0145,36,0.525435,60,54.3595,1034.1837,193,1.0167,-0.0126,True
5443.87116,-14361.875,-15742.600302,1786.067261,28239,5443.869652,3.08573,1961.8,1.05146,43,0.442855,60,21.555,152.47914,193,1.058,-0.3011,True
5447.93836,-9239.147461,,1959.697632,28256,5447.93724,1.8088,1560.69,1.26729,165,0.675858,60,-28.8199,2665.8418,193,,,False
5447.96538,-5571.260742,,1406.195068,28259,5447.964262,1.59656,1435.62,1.41175,200,0.670302,60,-17.6661,2152.9805,193,,,False
5448.00218,-771.095154,-8802.767422,2128.803955,28263,5448.001064,1.95664,1395.94,1.71368,146,0.605655,60,-41.118,1544.5286,193,1.756,-0.9474,True
5448.81746,-15478.46875,-14730.163026,5206.634277,28270,5448.81643,3.38384,2267.5,1.01736,52,0.682168,60,96.4873,1287.9263,193,1.0204,-0.0938,True
5448.89427,-10171.06543,-12015.627386,945.547974,28281,5448.893246,2.1799,1590.52,1.12534,138,0.714848,60,-7.6705,309.30524,193,1.1354,-0.4873,True
5448.91443,-7317.482422,-9128.725885,1411.261719,28289,5448.913407,2.01416,1563.35,1.18569,149,0.708394,60,-2.5123,775.5169,193,1.1988,-0.5832,True
5448.96023,-7343.460449,-11924.49433,1439.008545,28307,5448.959205,2.01244,1575.69,1.39725,146,0.69463,60,-12.574,735.7223,193,1.4226,-0.7871,True
5449.01096,-3527.589111,-13380.500388,1671.956909,28325,5449.009944,2.01637,1499.61,1.84601,140,0.677503,60,-16.4565,1089.5785,193,1.8964,-0.993,True
5449.05677,2961.497803,-16804.382929,3212.140381,28343,5449.055758,2.35723,1596.55,2.68105,104,0.645943,60,-24.8317,1876.3752,193,2.8107,-1.1666,True
5449.82073,-10030.737305,-11317.702442,1368.015137,28359,5449.819793,2.73674,1963.84,1.02013,89,0.712751,60,-4.235,304.1468,193,1.0235,-0.1262,True
5449.86138,-14946.783203,-16602.931777,2266.865234,28362,5449.860443,3.07387,1960.75,1.06217,63,0.686589,60,21.2345,584.12067,193,1.0694,-0.3378,True
5449.90438,-8944.661133,-12538.552682,1293.810059,28366,5449.903445,2.59813,1718.22,1.16179,98,0.702353,60,-11.5816,305.54834,193,1.174,-0.5492,True
5449.94115,-13833.666992,-17376.859422,2873.420898,28370,5449.940226,3.35797,1764.71,1.30732,47,0.662086,60,20.6844,469.72714,193,1.3278,-0.7169,True
5450.96441,-7508.841797,-14498.767526,3050.295898,28382,5450.963582,2.46384,1130.95,1.46354,24,0.116791,60,-0.7378,77.51288,193,1.4905,-0.8285,True
5451.0289,1644.944336,-12529.611194,3341.036865,28393,5451.028083,2.74201,1131.45,2.19517,23,0.143235,60,-13.7209,104.356705,193,2.2751,-1.0834,True
5452.82426,-10299.897461,-11576.920505,2308.322021,28396,5452.82361,2.94989,2660.76,1.02799,70,0.704773,60,38.6729,529.78546,193,1.0324,-0.1895,True
5452.86346,-8520.837891,-10992.087665,1205.405273,28401,5452.862817,2.64446,1961.3,1.08084,95,0.708113,60,7.0733,263.67395,193,1.0891,-0.3911,True
5452.90394,-9468.518555,-12453.62771,2657.274902,28406,5452.903303,3.21184,2650.15,1.18834,55,0.682676,60,32.3189,481.7514,193,1.2017,-0.587,True
5453.84887,-11500.19043,-12918.593692,2872.339111,28414,5453.848318,3.14364,5114.2,1.06085,62,0.696409,60,83.5144,503.13794,193,1.0674,-0.3317,True
5454.82449,-17390.486328,-11746.579217,7858.273926,28426,5454.824034,4.02016,13184.9,1.03337,29,0.560595,60,172.8322,631.4935,193,1.0382,-0.2204,True
5454.98114,-47169.167969,,32590.34375,28431,5454.9807,4.97878,11362.5,1.7013,11,0.519212,60,538.029,3038.5625,193,,,False
5462.85675,967.260254,-2243.370974,1428.192017,28446,5462.857075,2.57361,3630.54,1.13048,103,0.719614,60,7.6747,313.8896,193,1.1411,-0.4972,True
5462.9009,2236.131592,-2872.750043,2199.222656,28454,5462.901229,2.92807,9390.75,1.29042,51,0.441144,60,48.3958,156.2197,193,1.3098,-0.7015,True
5462.94212,1936.017334,-6048.79193,2297.092285,28458,5462.942453,2.80912,9609.76,1.54929,52,0.422109,60,42.0762,170.4603,193,1.5833,-0.8765,True
5462.97888,4131.513672,-6241.390626,3100.14917,28462,5462.979221,3.13789,8784.23,1.9416,45,0.49633,60,21.1543,408.89523,193,2.0013,-1.022,True
5465.83419,-9036.888672,,16451.220703,28467,5465.834804,4.30574,2924.33,1.09635,17,0.608942,60,166.1215,3130.7598,193,,,False
5465.92622,-8533.893555,,14989.547852,28479,5465.926849,4.47556,5093.19,1.49159,15,0.596439,60,189.7926,2324.6606,193,,,False
5466.00164,-1498.906372,2925.227396,15480.367188,28485,5466.002269,4.60747,5554.67,2.50784,13,0.510156,60,166.0874,1576.6472,193,2.6146,-1.1402,True
5466.82956,4531.898926,1755.359734,1588.305176,28488,5466.830274,2.73092,2169.03,1.09294,83,0.719939,60,0.2856,385.50073,193,1.1012,-0.4195,True
5466.86654,9645.834961,5914.880546,2498.504395,28493,5466.86726,3.05386,2105.47,1.19508,63,0.699908,60,13.2667,477.28387,193,1.2097,-0.5971,True
5466.90513,9074.292969,2793.040602,1134.282593,28496,5466.905852,2.69796,1907.43,1.3718,90,0.719506,60,-11.3395,213.39308,193,1.3961,-0.7692,True
5466.93966,13071.023438,5111.150791,2362.725586,28499,5466.940383,3.07888,2216.2,1.62791,57,0.697282,60,-12.1371,451.8694,193,1.6645,-0.9124,True
5466.97666,15220.171875,3191.062793,2628.114502,28502,5466.977385,3.04591,3183.01,2.07575,60,0.690194,60,-18.8671,507.0977,193,2.1467,-1.0568,True
5467.01365,142.243332,-2242.957938,7666.535156,28507,5467.014379,4.35741,5655.09,2.90986,11,0.616558,60,57.3367,747.6365,193,3.0624,-1.1955,True
5468.83636,7809.401855,4845.333459,2371.288574,28510,5468.837269,2.97563,2193.86,1.12133,74,0.695369,60,13.8779,496.84967,193,1.1317,-0.4806,True
5468.8709,875.145874,4069.84942,9611.007812,28513,5468.871811,4.06353,2529.41,1.23295,16,0.46481,60,130.9333,1074.4597,193,1.2496,-0.6431,True
5468.91357,11279.233398,4358.724312,1853.026245,28518,5468.914488,2.93118,1961.95,1.46354,71,0.667003,60,-5.3146,325.67715,193,1.4909,-0.8288,True
5468.95925,-7947.900879,1490.307254,17796.644531,28523,5468.960164,4.73414,2645.86,1.90305,11,0.401319,60,190.5791,1533.5321,193,1.9625,-1.0117,True
5471.8367,7422.51709,8048.156111,1132.399292,28535,5471.837893,1.73969,1845.98,1.14558,194,0.733118,60,-6.1076,1055.1309,193,1.1568,-0.5231,True
5471.87125,10880.004883,6633.756559,1020.515625,28538,5471.872449,2.23976,1922.41,1.27075,137,0.708014,60,-2.2709,274.9415,193,1.2893,-0.6828,True
5471.91204,13727.737305,6346.231221,1339.32251,28541,5471.91324,2.32081,1787.21,1.51215,117,0.690946,60,-21.1295,407.47012,193,1.5446,-0.8575,True
5471.94657,16643.466797,5959.703075,1480.814575,28544,5471.947769,2.17337,1762.77,1.85103,127,0.67871,60,-30.398,539.7594,193,1.9047,-0.9954,True
5471.98235,19866.396484,2461.584375,2494.743652,28547,5471.983557,2.42893,2000.07,2.449,102,0.632782,60,-18.2544,1023.06055,193,2.5559,-1.1315,True
5472.00579,24367.166016,28.745351,2699.075928,28550,5472.007002,2.51377,2104.63,3.11903,84,0.597816,60,-37.8999,703.9158,193,3.3002,-1.2188,True
5472.83649,9514.637695,11263.203423,1441.905273,28555,5472.837776,1.60312,1932.4,1.15354,125,0.61677,60,-12.6672,1761.43,193,1.1649,-0.5356,True
5472.87105,11789.235352,8879.476451,869.957031,28557,5472.872342,1.95251,1830.45,1.28314,156,0.65943,60,-12.3123,273.15277,193,1.3019,-0.6945,True
5472.9056,14199.900391,9664.055599,1228.170654,28560,5472.906892,1.81014,1698.87,1.48586,164,0.616146,60,-20.0587,651.3768,193,1.516,-0.8426,True
5472.94015,18012.607422,9381.814473,1494.553101,28563,5472.94145,1.83594,1675.62,1.80704,153,0.649074,60,-28.9425,1357.26,193,1.8582,-0.9814,True
5472.99445,25053.835938,3374.688602,2325.165527,28573,5472.995752,2.30694,1848.64,2.84219,90,0.565674,60,-46.6387,657.00037,193,2.9853,-1.1871,True
5472.99568,25256.416016,3207.927099,2448.447754,28574,5472.996984,2.35375,1817.24,2.88238,90,0.568978,60,-50.4596,848.32837,193,3.0272,-1.1917,True
5473.83681,10258.004883,7901.747534,869.899963,28577,5473.838193,2.14051,2017.55,1.16299,144,0.69067,60,0.4378,225.51656,193,1.1749,-0.5505,True
5473.87134,11049.473633,7121.347969,1036.475586,28580,5473.872727,2.0932,1820.08,1.29784,141,0.679886,60,-0.6442,321.99643,193,1.3176,-0.7083,True
5473.88367,13490.693359,7696.074999,1187.634521,28581,5473.88506,2.3637,1913.28,1.3629,119,0.672151,60,-10.592,283.80716,193,1.3859,-0.762,True
5473.93831,17474.888672,8378.415497,1291.008667,28583,5473.939705,1.89036,1769.66,1.82142,156,0.649285,60,-26.7825,603.86316,193,1.8707,-0.9853,True
5473.97286,22560.800781,6094.592812,2016.953979,28586,5473.974258,2.22244,1906.42,2.3662,115,0.615734,60,-40.8529,807.34314,193,2.4646,-1.1171,True
5473.98027,21602.796875,3580.931808,1936.078735,28589,5473.981663,2.05007,1907.52,2.53845,135,0.607407,60,-51.2911,827.07904,193,2.6469,-1.1448,True
5473.98149,23974.988281,5320.637152,2459.542236,28590,5473.982891,2.34591,1988.76,2.5593,103,0.604545,60,-43.0172,783.32074,193,2.6798,-1.1494,True
5474.83911,10600.844727,6927.137192,1063.275879,28598,5474.840589,2.42547,1951.03,1.17918,114,0.673256,60,0.1015,232.71107,193,1.1923,-0.5746,True
5474.86255,11419.720703,6574.63555,1158.475708,28600,5474.86403,2.42541,1915.23,1.27075,109,0.667596,60,-3.588,251.44342,193,1.2882,-0.6818,True
5474.86378,11475.047852,6598.735088,1306.534058,28601,5474.865264,2.41003,1917.7,1.27601,112,0.661207,60,-0.6671,286.1778,193,1.2941,-0.6873,True
5474.87611,12845.060547,10481.539057,1253.404053,28602,5474.87759,1.7753,1721.31,1.33726,140,0.669798,60,-17.1702,897.8933,193,1.3584,-0.7415,True
5474.91063,12644.15332,,2827.785645,28604,5474.912117,1.97342,1775.2,1.56881,142,0.64173,60,-44.5496,3382.1,193,,,False
5474.94516,15214.301758,3219.072908,1358.424927,28607,5474.946644,2.72239,1904.45,1.9416,79,0.61937,60,-20.1731,212.47919,193,2.0041,-1.0227,True
5474.98213,16872.136719,8630.592564,8456.192383,28610,5474.983621,3.90707,2582.88,2.65799,21,0.516689,60,47.9035,946.5968,193,2.777,-1.1623,True
5474.992,7591.444336,-1987.209418,8097.657715,28613,5474.99349,3.94518,2661.17,2.9379,22,0.537247,60,71.9499,1476.4104,193,3.0964,-1.199,True
5474.99323,12430.764648,3227.961789,7197.140137,28614,5474.994718,3.98685,2625.97,2.98106,19,0.527453,60,56.5454,723.22455,193,3.1413,-1.2036,True
5475.8696,8138.694336,2414.460039,1447.725952,28618,5475.87117,2.65987,2059.84,1.31705,91,0.707456,60,9.5302,295.81808,193,1.3381,-0.7254,True
5475.8881,10247.25,3441.444473,2142.817871,28620,5475.889676,2.80802,2097.88,1.42419,83,0.697151,60,15.5191,417.58438,193,1.4505,-0.8049,True
5475.88933,12003.469727,5436.104456,3285.549316,28621,5475.890909,2.97012,2077.47,1.43181,71,0.686176,60,-7.0625,901.96936,193,1.459,-0.8101,True
5475.9066,11159.883789,2843.48925,1625.897705,28622,5475.908177,2.63586,1986.08,1.55897,88,0.69228,60,-6.2062,331.95105,193,1.5939,-0.8815,True
5475.94481,14112.004883,1658.855483,2441.277588,28625,5475.946392,2.65092,2044.48,1.97615,85,0.691187,60,-10.2827,683.0603,193,2.0418,-1.0322,True
5476.89216,11668.450195,6419.770045,943.538025,28632,5476.893829,1.94232,1891.95,1.4718,162,0.698858,60,-23.2259,384.2095,193,1.4997,-0.8337,True
5476.92669,13805.734375,5058.226749,1082.900757,28635,5476.928364,1.90201,1850.94,1.78368,185,0.687944,60,-31.5294,433.4519,193,1.8314,-0.973,True
5476.96121,18451.537109,2928.178721,1486.354126,28638,5476.96289,2.0963,1841.0,2.30596,158,0.671862,60,-36.0387,581.7466,193,2.394,-1.1052,True
5476.99082,15186.152344,4993.612462,7194.674316,28641,5476.992498,3.9716,2569.95,3.08721,28,0.575736,60,38.9255,932.113,193,3.2658,-1.2156,True
5479.92257,-6164.753906,,24409.492188,28645,5479.924516,4.68513,2782.07,1.83116,4,0.243979,60,268.082,985.91064,193,,,False
5480.84454,4795.754395,849.168378,1119.980469,28647,5480.846577,2.17367,2530.3,1.26557,90,0.710162,60,6.2033,369.82352,193,1.2831,-0.677,True
5480.87906,5664.181152,107.876197,1428.321899,28650,5480.881096,2.01784,2445.66,1.45811,79,0.705237,60,3.7248,879.49817,193,1.4863,-0.8262,True
5480.91359,11389.107422,1466.272019,1312.271362,28653,5480.91563,2.22618,2345.46,1.76105,118,0.685343,60,-3.7054,404.73367,193,1.8096,-0.9659,True
5480.94812,15405.007812,808.083821,2152.259766,28656,5480.950161,2.87686,2441.18,2.26498,70,0.651141,60,-0.4819,427.61743,193,2.3556,-1.0984,True
5480.97896,18533.998047,-2836.822113,2901.744141,28659,5480.981002,2.98968,2164.44,3.07155,47,0.599857,60,9.0454,505.09818,193,3.2431,-1.2135,True
5481.84314,4630.65918,2308.125682,1087.855957,28662,5481.845267,1.87987,4378.14,1.27075,83,0.661527,60,24.8822,384.58044,193,1.2898,-0.6834,True
5481.88016,7859.844238,3323.251303,952.463196,28665,5481.882283,1.8027,3945.75,1.48586,143,0.678799,60,-14.4468,314.61133,193,1.5157,-0.8424,True
5481.91467,8236.160156,-249.105634,1196.605103,28668,5481.916798,1.80529,4550.27,1.80704,87,0.552122,60,-20.9264,301.19623,193,1.8572,-0.9811,True
5481.94918,18769.771484,3308.803147,2359.29248,28671,5481.951309,1.92006,4935.27,2.33996,98,0.460231,60,-33.0497,613.31555,193,2.4396,-1.113,True
5481.97754,18371.892578,-6604.384752,4493.147461,28674,5481.979672,2.23313,4195.71,3.11903,27,0.125048,60,-5.2247,135.9481,193,3.2991,-1.2187,True
5482.84351,5955.415527,2852.229454,3296.768799,28676,5482.845726,1.9661,12513.8,1.28676,63,0.22428,60,42.2856,215.73549,193,1.3053,-0.6975,True
5482.85484,9666.828125,7950.256951,3413.670898,28678,5482.85706,1.67933,6202.21,1.34352,22,0.115265,30,-83.53,151.79768,193,1.3658,-0.7472,True
5482.87389,11661.050781,8768.72321,1836.116333,28681,5482.876109,1.63587,3995.55,1.46082,60,0.232107,30,15.7676,216.4092,193,1.4898,-0.8281,True
5482.89093,8912.768555,3068.195876,1603.902588,28684,5482.893148,1.79584,2552.52,1.5959,69,0.342093,30,-15.3309,305.71143,193,1.6308,-0.8981,True
5482.90999,10400.919922,1998.44463,2106.216309,28687,5482.912205,1.83224,2468.97,1.78368,77,0.339535,30,-35.0903,420.94183,193,1.8341,-0.9738,True
5482.927,12636.774414,-211.639058,2062.700439,28690,5482.929226,2.38518,2576.69,2.00607,52,0.328071,30,-26.4094,213.36272,193,2.0724,-1.0397,True
5482.94601,13208.857422,-2659.520425,1949.208374,28693,5482.948235,2.0637,2678.92,2.33996,69,0.324813,30,-24.2043,255.14938,193,2.4319,-1.1117,True
5482.96306,21230.332031,757.321645,3111.435303,28696,5482.96528,2.00558,2706.29,2.75292,69,0.313301,30,-39.654,669.59247,193,2.8827,-1.1754,True
5483.8403,4540.286133,5196.01412,1824.291748,28703,5483.842606,1.51401,1650.16,1.28495,29,0.355218,30,-3.8614,864.8152,193,1.3034,-0.6958,True
5483.85629,9008.739258,6335.014331,1538.498535,28705,5483.85859,1.75562,2961.59,1.36733,125,0.708595,60,-22.8322,920.96924,193,1.391,-0.7656,True
5483.89083,7726.711426,,1587.356201,28708,5483.893138,1.56477,2919.51,1.61705,70,0.688692,60,-21.6618,3305.0737,193,,,False
5483.92538,9263.200195,-3809.784567,1577.393799,28711,5483.927686,2.44161,3465.08,2.02453,84,0.656418,60,-23.5204,296.826,193,2.0917,-1.0443,True
5483.9599,16754.148438,-3827.968812,2427.245605,28714,5483.962217,2.14171,3812.73,2.74065,101,0.634796,60,-29.7917,986.2811,193,2.8723,-1.1741,True
5484.84472,6342.22998,3708.719587,1267.253906,28719,5484.847109,1.83116,3090.58,1.31903,72,0.722672,60,-14.6501,765.8868,193,1.3408,-0.7277,True
5484.87926,6960.719238,1102.495517,1127.171997,28722,5484.881653,1.88852,2899.78,1.54292,56,0.706584,60,-6.863,559.43536,193,1.5771,-0.8736,True
5484.91379,6802.889648,-4223.650504,1713.91272,28725,5484.916188,2.08615,3159.58,1.89769,97,0.688723,60,14.1805,675.9649,193,1.9584,-1.0106,True
5484.94834,7945.712402,-10233.288716,1438.811646,28728,5484.950744,2.31119,3587.1,2.50784,89,0.658719,60,-27.9771,329.0819,193,2.6238,-1.1415,True
5486.9237,-11632.547852,,10608.270508,28734,5486.926279,4.0701,4064.62,2.13005,29,0.608939,60,212.3074,1507.269,193,,,False
5487.86298,858.464172,-4076.257146,5487.471191,28736,5487.865632,3.43152,3199.96,1.48301,45,0.657286,60,69.2434,963.17096,193,1.5137,-0.8413,True
5487.87037,5098.134766,-2751.786384,1742.860474,28737,5487.873022,2.91024,3054.53,1.53977,78,0.681864,60,-5.5555,284.85175,193,1.5733,-0.8718,True
5487.8716,2477.253662,-3557.72809,3676.102539,28738,5487.874257,3.34897,3214.64,1.54929,49,0.664569,60,52.2297,511.48874,193,1.5839,-0.8768,True
5487.90121,-4116.185547,-7401.57049,8895.500977,28740,5487.903869,3.89927,3704.13,1.84601,30,0.617615,60,130.5166,1290.7688,193,1.9018,-0.9946,True
5487.93577,8092.506348,-6460.827477,2749.565186,28743,5487.938427,3.13909,3831.91,2.4207,57,0.64075,60,13.9326,395.17966,193,2.5208,-1.1261,True
5487.9601,-39578.890625,,34914.304688,28745,5487.962761,4.95298,10266.0,3.10303,5,0.305178,60,616.6767,1691.7935,193,,,False
5490.85167,-6440.79834,-3289.853681,8258.94043,28747,5490.854583,4.21498,4587.58,1.46354,21,0.635179,60,64.6674,976.8296,193,1.4922,-0.8295,True
5490.88622,6343.203613,410.315569,4493.503906,28750,5490.889129,3.59406,4394.62,1.77001,41,0.656022,60,-4.9711,476.8328,193,1.8192,-0.969,True
5490.91458,69.447037,-9432.387447,3236.866211,28753,5490.917495,3.52271,4739.66,2.16568,41,0.645519,60,9.9026,320.3952,193,2.2487,-1.0782,True
5490.92446,743.694885,-10146.216262,3348.453857,28754,5490.927374,3.52304,4855.94,2.35738,39,0.632606,60,25.0586,349.42136,193,2.454,-1.1154,True
5490.94049,6620.130371,-3907.107609,4906.98877,28755,5490.943408,3.79381,5470.61,2.74065,33,0.614712,60,2.3804,507.3355,193,2.8818,-1.1753,True
5490.94173,4372.200195,-4549.048987,6288.79248,28756,5490.944641,3.92622,5557.28,2.7778,27,0.598548,60,35.9953,581.94403,193,2.9209,-1.1798,True
5490.94296,-3121.395508,-13606.238681,5530.702148,28757,5490.945877,3.83316,5485.56,2.81605,31,0.602949,60,83.5043,592.5193,193,2.9611,-1.1844,True
5491.85206,480.658752,-7164.674699,1814.427246,28759,5491.855049,2.70084,4600.77,1.48586,92,0.611853,60,26.125,262.7306,193,1.5163,-0.8427,True
5491.85576,1510.785156,-5748.437504,1382.209106,28760,5491.858754,2.23612,4301.85,1.51515,133,0.632345,60,-6.4295,319.06366,193,1.5456,-0.858,True
5491.857,3062.896973,-4537.199293,1250.22229,28761,5491.859988,2.31108,4353.91,1.52425,129,0.636877,60,-24.4687,232.46808,193,1.5557,-0.8631,True
5491.85823,1397.047363,-6692.930647,1616.651245,28762,5491.861224,2.51471,4463.46,1.53351,104,0.615734,60,-7.7226,263.6288,193,1.5659,-0.8682,True
5491.86688,5695.468262,-1606.57265,1377.861694,28763,5491.869873,2.00128,5983.21,1.60639,146,0.541241,60,-23.9007,262.04605,193,1.6429,-0.9033,True
5491.91007,4203.32666,-8900.119152,11245.384766,28767,5491.913066,2.97358,17554.7,2.13707,9,0.114867,60,66.7748,205.1216,193,2.2169,-1.0717,True
5493.89541,-41124.570312,,24165.478516,28772,5493.898566,4.75019,9557.86,2.0,4,0.253581,60,456.4353,1121.0272,193,,,False
5493.90651,-6810.165527,-8661.64075,8510.984375,28773,5493.909675,4.15803,7340.27,2.17297,8,0.27107,60,158.9128,294.24478,193,2.2558,-1.0796,True
