HJD,flux,cor_flux,flux_err,obsID,JD,fwhm,sky,airmass,nstar,scale,exptime,skydiff,chisq,npix,airmass1,ang1,included
4200.25161,-13351.141602,-5825.272053,934.111877,5832,4200.249419,2.2572,5542.99,1.02548,183,1.06237,60,10.1829,304.64716,193,1.0294,-0.1705,True
4202.16127,-21056.742188,,4928.349121,5842,4202.158914,3.07538,3227.63,1.05266,92,0.989361,60,101.3452,2297.2227,193,,,False
4202.20791,-17194.242188,-9745.397884,4042.996338,5848,4202.205549,3.04789,2767.98,1.01543,92,0.990418,60,42.1166,1388.6039,193,1.0171,0.0336,True
4202.25341,-14751.707031,-8282.847544,3203.32373,5853,4202.251044,2.73568,3201.38,1.03106,124,1.01901,60,59.5079,1413.3663,193,1.0357,-0.2077,True
4204.16727,-16562.314453,-9519.643361,863.150208,5865,4204.164734,2.55946,2411.13,1.03875,156,1.0641,60,-4.3921,253.23553,193,1.0382,0.2207,True
4204.20623,-15534.770508,-7871.810274,1075.868408,5870,4204.203686,2.30382,2445.09,1.01481,184,1.07055,60,-9.4749,553.39294,193,1.0167,0.0144,True
4204.24489,-15703.621094,-8956.952904,1114.840576,5875,4204.242345,2.48852,2321.0,1.02842,156,1.05205,60,0.6917,420.00952,193,1.0326,-0.1908,True
4205.14715,-17805.929688,-10854.489826,1420.886963,5881,4205.144526,2.60612,2418.74,1.06217,148,1.02646,60,2.4866,608.3696,193,1.0609,0.3111,True
4205.184,-16074.445312,-8972.631289,1169.342896,5886,4205.181371,2.53014,2312.6,1.02196,149,1.05858,60,9.2192,428.1272,193,1.0227,0.1187,True
4205.2239,-13426.907227,-4528.258316,908.968628,5891,4205.221271,2.01297,2036.26,1.01736,233,1.03883,60,-8.3138,540.2037,193,1.0204,-0.0938,True
4205.26339,-12536.648438,-1358.116613,1180.822876,5896,4205.260761,1.6352,8820.01,1.05206,265,1.03569,60,-20.4673,1026.1858,193,1.0578,-0.3007,True
4205.95033,-19700.955078,,2622.865234,5898,4205.947637,2.02625,2471.95,2.71647,232,0.964668,60,-3.2424,5083.458,193,,,False
4205.95509,-17868.326172,-8461.369753,2245.639893,5899,4205.952392,2.53877,2468.62,2.5913,152,0.963081,60,-8.2046,1842.6473,193,2.5806,1.1352,True
4205.97766,-20262.011719,,1860.401367,5903,4205.97496,1.99602,2356.49,2.13005,250,0.998327,60,4.0392,2606.1113,193,,,False
4206.01368,-18979.347656,-6946.760759,1376.539062,5908,4206.01098,2.06813,2327.29,1.6655,215,1.01782,60,0.563,1322.5245,193,1.6571,0.9093,True
4206.04933,-18841.253906,-7817.419086,1165.022949,5913,4206.046626,2.05071,2140.24,1.39251,200,0.958835,60,0.6779,1288.5133,193,1.3847,0.7611,True
4206.08498,-17568.939453,-6665.030239,909.462158,5918,4206.082279,1.95408,2032.39,1.21781,221,0.986692,60,-5.1183,1144.9011,193,1.2137,0.602,True
4206.12084,-16837.220703,,1448.298706,5923,4206.118137,1.80227,2083.2,1.10885,267,0.93684,60,-1.2534,2894.6863,193,,,False
4206.15649,-17338.380859,-5545.837407,1399.231567,5928,4206.15378,1.69573,2041.2,1.04514,183,0.525798,60,8.1999,1251.9633,193,1.0444,0.2493,True
4206.19214,-13083.514648,-1635.735556,1045.285645,5933,4206.189428,1.69506,2090.9,1.01703,196,0.834771,60,-22.7757,998.48047,193,1.0182,0.0613,True
4206.22935,-12051.53125,-252.775178,1003.42511,5938,4206.226635,1.62494,1917.61,1.02122,234,1.07287,60,-9.5733,1483.651,193,1.0247,-0.1367,True
4207.96159,-55256.363281,,24191.537109,5946,4207.95872,4.76635,1899.92,2.33135,8,0.299951,30,337.0323,1292.1104,193,,,False
4207.99392,-21557.445312,-15384.069361,3655.31543,5951,4207.99105,3.34672,1069.18,1.82142,8,0.116844,30,37.3217,62.040028,193,1.8123,0.9668,True
4208.02655,-24406.611328,-17913.553259,6480.089355,5956,4208.023675,3.14355,1021.74,1.50916,9,0.091427,30,49.8055,130.56888,193,1.5022,0.8351,True
4208.06124,-18952.425781,-11756.416541,2593.93042,5961,4208.058361,2.63732,996.77,1.29784,16,0.12288,30,9.6425,62.57207,193,1.2925,0.6858,True
4209.06847,-17532.060547,-5522.141441,970.153564,5978,4209.065505,1.85554,1849.59,1.25214,196,1.05814,60,5.0286,1866.5851,193,1.248,0.6414,True
4209.11602,-17938.714844,-7233.560927,896.472534,5984,4209.113056,1.87713,1869.58,1.10159,138,0.881885,60,8.3377,1621.4557,193,1.0992,0.4149,True
4209.15447,-14584.449219,-3036.779242,1597.20105,5989,4209.151504,1.71205,1693.8,1.03825,88,0.247119,60,-20.3766,281.39774,193,1.0378,0.2185,True
4209.19143,-14100.438477,-3253.111957,1053.362915,5994,4209.188462,1.75793,1852.36,1.01512,243,0.782649,60,-6.9854,1296.1807,193,1.0168,0.0228,True
4209.23139,-12658.069336,177.098446,1045.301392,5999,4209.228417,1.50593,1819.54,1.02799,151,0.724836,60,-10.9188,1325.3303,193,1.0324,-0.1893,True
4209.94771,-19285.941406,,2653.383057,6003,4209.94468,2.18082,2394.38,2.51795,199,0.978177,60,-7.5626,3203.0613,193,,,False
4209.98522,-19295.705078,,1585.865479,6007,4209.98218,1.95088,2055.69,1.86627,252,1.02137,60,-0.281,2781.6733,193,,,False
4210.02218,-19265.353516,,1345.639893,6012,4210.01914,1.68498,1956.39,1.50324,272,1.0346,60,20.1239,5808.406,193,,,False
4210.05799,-18329.361328,,1171.470337,6017,4210.054946,1.86106,2092.56,1.28858,232,1.05942,60,-4.5542,3012.1958,193,,,False
4210.09443,-17298.851562,,1111.108521,6022,4210.091383,1.7158,2156.28,1.15009,188,1.06418,60,0.7286,4262.9956,193,,,False
4210.13078,-16129.926758,,1264.999634,6027,4210.127736,1.6315,1816.17,1.06761,223,1.0639,60,-3.4478,7496.01,193,,,False
4210.16661,-13352.152344,,999.011841,6032,4210.163554,1.60808,1750.28,1.02468,291,1.08264,60,-8.5968,3964.6294,193,,,False
4210.20341,-12311.207031,,957.208801,6037,4210.200355,1.4921,1623.29,1.01543,140,1.07856,60,-6.6178,2899.9172,193,,,False
4210.24043,-13110.639648,,986.247192,6042,4210.237368,1.53148,1739.44,1.03927,153,1.06355,60,-17.1257,3161.352,193,,,False
4210.97038,-18055.927734,-6382.536681,1522.785156,6047,4210.967262,2.2138,2298.56,2.03706,150,0.770775,60,-1.7679,852.1907,193,2.0221,1.0273,True
4211.00672,-15667.847656,-2799.725325,1666.725464,6052,4211.003599,1.95995,2053.54,1.60639,112,0.404209,60,-17.2792,468.55066,193,1.5992,0.8839,True
4211.04329,-16416.849609,-4108.764429,1472.139282,6057,4211.040167,1.88621,1877.82,1.34988,131,0.416955,60,-19.8251,461.37033,193,1.3436,0.7299,True
4211.07931,-16668.353516,-4786.803346,1181.296265,6062,4211.076187,1.82116,1845.49,1.19102,209,0.766878,60,-2.8811,1691.5071,193,1.1865,0.5668,True
4211.11539,-17180.927734,,1048.447876,6067,4211.112262,1.7887,1802.45,1.09127,241,1.02801,60,10.6344,2447.0127,193,,,False
4211.15584,-14528.182617,,962.628723,6072,4211.152709,1.62889,1705.51,1.03152,290,0.986335,60,-13.2104,3209.805,193,,,False
4211.19169,-13694.790039,-3287.815067,864.06366,6077,4211.188553,1.80709,1884.02,1.0145,163,0.975655,60,-10.7734,905.5292,193,1.0166,-0.0068,True
4211.95903,-19031.804688,,1786.874023,6082,4211.955833,2.04885,2107.64,2.18031,218,0.953583,60,1.1795,2314.2795,193,,,False
4212.95233,-19317.902344,,2151.825439,6087,4212.949049,1.85646,2526.64,2.24903,265,0.997531,60,5.7384,4298.8833,193,,,False
4212.98865,-17673.378906,,1404.667725,6092,4212.985368,1.78604,2176.99,1.73481,230,1.02213,60,9.272,3344.6484,193,,,False
4213.02469,-15970.957031,,1410.23584,6097,4213.021403,1.79546,1915.74,1.42926,221,1.0467,60,12.553,3091.6707,193,,,False
4213.06098,-18202.699219,,1139.532471,6102,4213.057688,1.87013,1813.37,1.23922,153,1.05539,60,3.5784,3715.7168,193,,,False
4213.09729,-16782.896484,,1380.499878,6107,4213.093999,2.11688,1864.0,1.12133,203,1.05544,60,4.4794,3144.4795,193,,,False
4213.26118,-11152.119141,-2438.077685,966.001709,6115,4213.257874,1.8591,3064.52,1.08397,254,1.03122,60,-12.7598,936.59467,193,1.0914,-0.3968,True
4214.18707,-14881.276367,-7766.122117,748.498596,6116,4214.183695,2.46205,2117.45,1.0145,149,0.886126,60,-12.0652,176.2481,193,1.0168,-0.0246,True
4215.9713,-19836.035156,-9554.988829,2942.484863,6123,4215.967785,2.30949,4537.19,1.84103,42,0.176622,60,-46.0692,146.55305,193,1.8294,0.9723,True
4216.00733,-17293.878906,-5285.143872,1469.645752,6128,4216.003805,1.99083,2891.6,1.49448,133,0.421392,60,-4.6757,337.16727,193,1.4875,0.8268,True
4216.04334,-13826.766602,-2517.911596,2335.410156,6133,4216.039815,1.94576,1504.79,1.28314,29,0.103394,60,-14.901,63.97343,193,1.277,0.6711,True
4216.08041,-14009.787109,-2798.259042,1757.586548,6138,4216.076879,1.8528,1662.04,1.14558,111,0.339263,60,-5.5149,536.7156,193,1.1418,0.4985,True
4216.19144,-9000.785156,3343.627621,1945.15332,6153,4216.1879,1.57284,1539.73,1.01638,20,0.160241,60,-25.6862,155.76305,193,1.0191,-0.0761,True
4216.26789,-7197.544922,719.352093,1529.734985,6163,4216.26435,1.89641,3648.75,1.11643,142,0.432839,60,-4.6644,298.9635,193,1.1255,-0.4692,True
4219.18717,-8203.632812,-1193.539612,1134.087402,6165,4219.183405,2.44363,2289.97,1.01736,90,0.492251,60,7.6074,120.091705,193,1.0206,-0.0957,True
4219.22489,-7008.741211,226.647565,1142.194824,6170,4219.221127,2.18732,2188.96,1.04969,145,0.63308,60,-1.3856,274.79938,193,1.0558,-0.2934,True
4219.26126,-5588.70752,-551.333116,1359.680176,6175,4219.257493,2.52124,2255.56,1.11936,63,0.380953,60,-24.2406,116.81083,193,1.129,-0.4757,True
4219.91673,-9470.751953,,2363.960693,6179,4219.912917,2.2037,5722.12,2.62419,196,0.959564,60,-7.2983,2214.4436,193,,,False
4219.93861,-9342.113281,3329.126602,2483.527344,6182,4219.934788,2.14406,13634.3,2.16568,106,0.372173,60,17.6775,320.4468,193,2.1501,1.0575,True
4219.98285,-12305.538086,-16.090759,2002.727661,6187,4219.979027,2.01024,8777.59,1.60992,124,0.63108,60,25.4067,1089.2703,193,1.5992,0.8839,True
4220.01919,-9170.073242,3094.033497,2685.183838,6192,4220.015361,1.88559,14559.8,1.35203,69,0.228842,60,52.9951,182.1671,193,1.3449,0.7309,True
4220.05687,-10211.540039,,1072.372559,6197,4220.05304,1.75603,3264.63,1.18569,214,1.06653,60,7.8584,2675.9119,193,,,False
4220.09322,-9343.672852,,985.065918,6202,4220.089393,1.87687,3031.51,1.08798,221,1.06161,60,-0.5912,2016.8225,193,,,False
4220.12955,-6574.009277,3345.167896,1116.671143,6207,4220.125713,1.89718,4502.35,1.03384,224,0.846201,60,-1.7184,848.3057,193,1.0336,0.1962,True
4220.16589,-5657.4375,5595.354772,1296.027344,6212,4220.162053,1.69919,5489.2,1.01481,196,0.547649,60,0.9072,461.40894,193,1.0166,0.0035,True
4220.20379,-1807.311157,8782.53023,6034.947266,6217,4220.199954,1.73266,2771.86,1.02928,59,0.135232,60,-1.2714,722.24396,193,1.0338,-0.1976,True
4220.27905,-13498.120117,,10373.954102,6227,4220.275206,1.835,30842.6,1.17918,49,0.114966,60,535.2785,347.9436,193,,,False
4223.89683,-5273.76709,115.212273,3205.057129,6230,4223.892728,3.04995,11083.6,2.89605,94,0.952589,60,-3.0887,835.38983,193,2.875,1.1744,True
4223.89957,-2862.9646,2825.10653,3398.65332,6231,4223.89547,3.01503,11018.0,2.80318,98,0.948447,60,-3.6891,994.3526,193,2.792,1.1642,True
4223.90378,-7269.973145,,4050.516846,6232,4223.899684,3.14691,10754.8,2.69275,87,0.954699,60,37.8687,2005.1279,193,,,False
4223.9113,-6539.371582,-1053.440018,2499.57666,6233,4223.907198,3.13414,10061.7,2.49782,89,0.959437,60,20.1087,683.6024,193,2.4849,1.1204,True
4223.94439,-4406.119629,4007.761333,1925.231567,6238,4223.940286,2.56835,8215.31,1.91388,154,1.00665,60,-11.8732,841.0841,193,1.9012,0.9944,True
4223.98073,-4243.991699,4802.138041,1330.922485,6243,4223.97662,2.36027,7271.82,1.53663,168,1.02091,60,-5.8464,508.57047,193,1.5281,0.849,True
4224.01881,-6203.605469,2559.955402,1220.289551,6248,4224.014702,2.28217,10385.2,1.29784,171,0.967683,60,20.7194,401.1075,193,1.2923,0.6857,True
4224.05612,-4063.506104,4281.879927,941.200256,6253,4224.05201,2.25075,5995.66,1.15354,182,1.03401,60,13.5174,330.57846,193,1.1505,0.513,True
4224.09475,-3566.57959,4094.232955,1558.360474,6258,4224.090633,2.31754,6778.29,1.06554,170,0.995723,60,15.8328,752.34717,193,1.0641,0.3214,True
4224.13702,-3390.256348,4745.271969,1018.355408,6264,4224.132904,2.17138,19430.8,1.02013,167,0.782418,60,19.6196,134.5292,193,1.021,0.1005,True
4224.18984,-3476.030273,5005.108638,2589.587402,6271,4224.185721,2.02777,14747.6,1.02672,86,0.291415,30,94.6492,204.48045,193,1.0309,-0.1802,True
4224.22562,1097.971802,7992.377489,2476.695312,6276,4224.221497,2.1739,16390.2,1.07186,65,0.259186,30,28.292,111.69636,193,1.079,-0.3649,True
4224.25906,-2787.069092,,5089.739258,6281,4224.254936,2.05117,20576.5,1.15009,33,0.129869,30,299.8727,123.05979,193,,,False
4225.08069,-9410.683594,88.108173,4123.75,6285,4225.076511,3.63638,9876.56,1.08636,62,0.950404,60,67.3614,762.43463,193,1.0844,0.3792,True
4226.21704,-37767.269531,,16177.271484,6292,4226.212787,4.82337,12060.3,1.06622,6,0.275618,20,300.8213,494.71323,193,,,False
4227.89742,-396.714508,7789.80393,2663.412842,6298,4227.893051,2.6634,7600.27,2.58054,148,1.00565,60,-17.2864,1520.6537,193,2.5624,1.1325,True
4227.92616,-7302.36084,,2972.429443,6303,4227.921797,2.23041,7467.53,2.01833,201,1.03385,60,-7.6965,2264.8958,193,,,False
4227.96723,884.733154,10452.613476,1533.38269,6308,4227.962854,2.29313,7744.32,1.55897,187,1.0555,60,10.7499,786.17365,193,1.5509,0.8607,True
4228.00858,-944.150024,7264.452862,1395.481812,6313,4228.004205,2.37146,7492.66,1.29597,176,1.05741,60,18.841,522.0361,193,1.2903,0.6838,True
4228.04983,-2292.790283,6297.117758,993.028076,6318,4228.045453,2.19311,6640.76,1.14115,202,1.08169,60,28.9842,470.47467,193,1.1381,0.492,True
4228.09109,-2186.738037,7138.993241,1301.439575,6323,4228.086715,1.99682,6688.36,1.05449,235,1.08978,60,7.6739,1175.385,193,1.0536,0.2855,True
4228.13227,-338.902588,8461.712142,775.021118,6328,4228.127892,2.03731,5789.19,1.01736,236,1.08217,60,-0.2715,295.5531,193,1.0187,0.0691,True
4228.17471,3686.338623,15464.08165,1162.029541,6333,4228.170324,1.60759,4486.17,1.02349,153,1.08775,60,-16.0866,1566.6349,193,1.0273,-0.1566,True
4228.21872,2128.931396,11171.613999,760.091187,6338,4228.214328,1.81434,5707.71,1.07853,250,1.06883,60,-20.1008,372.07867,193,1.0862,-0.3838,True
4228.25999,7019.543457,14129.089005,1161.726929,6343,4228.2556,1.85549,5669.8,1.18569,256,1.06073,60,-6.3084,657.57404,193,1.1993,-0.5838,True
4228.90278,-3121.803467,4230.726458,3080.180176,6347,4228.898347,2.77411,3782.21,2.39311,63,0.44691,60,-2.8446,423.4073,193,2.378,1.1024,True
4228.93655,-799.947571,5204.001498,4827.760254,6352,4228.932117,3.25579,5247.92,1.84103,10,0.150424,60,-27.3043,93.439445,193,1.8315,0.973,True
4228.97253,521.336243,9475.900757,3858.549805,6357,4228.968098,2.35219,9565.57,1.49738,31,0.137729,60,-74.1793,91.20709,193,1.4891,0.8277,True
4230.88746,1114.098145,6596.09343,3518.019287,6360,4230.882912,3.08685,2838.2,2.62419,97,0.975807,60,13.958,1288.1965,193,2.6116,1.1398,True
4230.90529,-7495.180664,,13164.43457,6363,4230.900739,4.46408,3666.15,2.23334,34,0.882746,60,123.0054,4689.3477,193,,,False
4230.94129,334.816315,7191.441372,5347.601562,6368,4230.936732,3.6529,2633.43,1.72628,38,0.68269,60,52.7907,1603.3992,193,1.7174,0.9332,True
4230.97719,-2811.215088,3614.925515,3028.031494,6373,4230.972634,3.16305,1986.19,1.42672,23,0.232013,60,15.2709,128.47998,193,1.4203,0.7856,True
4231.06809,-5201.373047,,12470.974609,6381,4231.063533,4.08314,3440.81,1.0793,42,0.887405,60,116.131,3187.6792,193,,,False
4231.10384,-5378.830566,,11540.484375,6386,4231.099274,4.01459,3604.4,1.03017,41,0.915982,60,113.5403,3231.8071,193,,,False
4231.88957,2945.442871,9171.28456,2328.815186,6388,4231.884956,2.95632,2740.84,2.50784,109,0.994091,60,4.1564,911.29895,193,2.4943,1.1219,True
4231.92207,486.072083,6344.348895,3283.777832,6392,4231.91746,3.3714,2718.51,1.92486,73,0.983286,60,45.3762,898.4172,193,1.9143,0.9982,True
4231.95776,-1684.963013,4931.764418,3344.93335,6397,4231.953143,3.42252,2446.8,1.54929,73,0.993518,60,23.95,1091.5045,193,1.5411,0.8558,True
4231.99347,1301.810425,7975.334918,1856.973145,6402,4231.988848,2.7911,2134.59,1.31705,132,1.03362,60,12.0595,835.0474,193,1.3121,0.7035,True
4232.02922,864.147034,7674.46509,2618.311279,6407,4232.024604,3.16887,2485.94,1.17158,95,1.03321,60,22.8535,898.21344,193,1.1675,0.5396,True
4232.06493,1404.587158,8030.902667,1515.681519,6412,4232.060311,2.73125,2298.27,1.08084,135,1.03127,60,16.0074,533.77563,193,1.0788,0.3645,True
4232.10066,1602.440186,9278.45906,934.66687,6417,4232.096034,2.27407,2273.4,1.03061,140,0.629373,60,-0.8515,195.56682,193,1.0309,0.18,True
4232.13644,5406.245605,12454.137066,1330.284302,6422,4232.131818,2.44704,2577.79,1.0145,117,0.702101,60,-8.6599,367.2354,193,1.0166,-0.01,True
4232.17351,4817.217773,12189.237257,963.949524,6427,4232.168878,2.21692,2554.83,1.03106,153,0.683346,60,-4.5591,222.30411,193,1.0355,-0.2064,True
4232.21198,6056.006836,11612.308267,828.788147,6432,4232.207352,2.47298,2313.35,1.08636,142,0.895709,60,-8.7271,177.18181,193,1.0943,-0.4036,True
4232.24814,6876.983398,10857.02547,1200.868042,6437,4232.243503,2.58965,2359.12,1.18176,148,1.0143,60,-0.4089,379.60034,193,1.1951,-0.5783,True
4232.2847,7630.298828,11846.781637,997.601929,6442,4232.280062,1.97365,7530.74,1.33934,226,1.02855,60,-11.6501,430.52155,193,1.3604,-0.743,True
4232.88927,4031.364258,,13327.449219,6443,4232.884597,4.30678,3896.24,2.45859,34,0.844626,60,109.8939,3084.2715,193,,,False
4232.92423,1320.878662,7312.102651,2754.647949,6448,4232.919556,3.19876,2743.18,1.86116,84,0.994716,60,22.3465,844.1531,193,1.8517,0.9794,True
4232.93456,1854.774658,7975.102951,3013.155518,6449,4232.929892,3.31331,2906.93,1.74345,74,0.984705,60,26.8374,772.15155,193,1.732,0.9387,True
4232.93998,4122.54834,10656.890417,2048.595215,6450,4232.935311,2.93275,2831.58,1.68515,110,1.01936,60,-3.6774,681.1236,193,1.6761,0.9171,True
4232.98481,5035.055176,11904.544705,1377.930176,6456,4232.980135,2.71995,2189.72,1.34988,106,1.04667,60,3.6733,423.5131,193,1.3434,0.7298,True
4233.00351,2837.386475,9400.072286,3044.436768,6459,4232.998831,3.12345,2365.31,1.25879,77,1.03057,60,19.3588,1257.6361,193,1.2529,0.6466,True
4233.04839,4729.619629,11348.295112,1529.542603,6464,4233.043711,2.72404,2156.42,1.11072,108,1.06269,60,4.2582,549.4773,193,1.1078,0.4338,True
4233.09151,3789.1604,11253.89222,835.062012,6469,4233.086833,2.33179,2257.34,1.03724,166,1.09295,60,-12.1505,359.3231,193,1.0369,0.214,True
4233.11616,5103.385254,13325.128951,652.379639,6472,4233.111481,2.13977,2202.21,1.01872,182,1.09087,60,-9.8207,223.21353,193,1.0196,0.0838,True
4233.12691,5411.736328,13372.175821,786.664795,6474,4233.122224,2.18621,2159.96,1.01543,175,1.08391,60,-12.753,291.11142,193,1.0169,0.0266,True
4233.17233,6858.049805,15939.050094,734.932556,6479,4233.167642,1.90966,1944.03,1.03244,209,1.08939,60,-6.0194,553.62006,193,1.037,-0.2142,True
4233.2154,7552.556152,16168.312265,700.839294,6484,4233.21071,1.8234,1797.38,1.09895,195,1.07566,60,-8.2815,497.8665,193,1.1078,-0.4338,True
4233.25592,9096.597656,16563.444075,1103.887329,6489,4233.251233,1.7458,2016.17,1.21929,196,1.05099,60,-19.4168,1248.4421,193,1.2347,-0.6267,True
4233.88222,3841.10498,12395.898784,2788.710205,6494,4233.877495,2.61312,3039.22,2.5593,110,0.987486,60,7.3877,1648.809,193,2.5421,1.1294,True
4233.91742,4482.619141,11707.309039,2284.671875,6499,4233.912696,2.76602,2813.42,1.91935,92,0.921279,60,3.7782,791.3166,193,1.905,0.9955,True
4233.95817,4008.843262,13977.18144,1381.399292,6504,4233.953444,2.21235,2117.9,1.50619,140,0.880464,60,8.7491,769.25415,193,1.4965,0.8319,True
4233.9988,3063.663574,12830.256588,1211.075439,6509,4233.994065,2.10733,2048.79,1.26729,178,1.06858,60,8.8259,1345.1702,193,1.2617,0.6558,True
4234.04058,4374.144531,10927.35947,2210.998535,6514,4234.035843,2.79431,2480.94,1.12333,101,1.04505,60,11.4007,1054.6481,193,1.1202,0.459,True
4234.08335,5162.808105,11852.029637,2001.532227,6519,4234.07861,2.83769,2345.96,1.04349,98,1.0438,60,27.953,737.42676,193,1.0429,0.2426,True
4234.1244,5166.454102,12776.370097,812.864624,6524,4234.11966,2.2682,2267.09,1.01512,170,1.07002,60,5.8742,334.59402,193,1.0169,0.0257,True
4234.16617,5869.380859,13400.111512,697.665283,6529,4234.161428,2.18641,2130.62,1.02928,168,1.0697,60,-2.7692,318.16742,193,1.0336,-0.196,True
4234.20947,3551.217041,,6998.567383,6534,4234.204728,3.58541,2707.77,1.09211,57,0.969725,60,74.5729,2625.4746,193,,,False
4234.93442,8303.022461,14606.844299,2098.261719,6538,4234.92964,3.0383,2933.16,1.68915,86,1.01563,60,2.5032,589.66205,193,1.6782,0.9179,True
4234.97029,5844.572754,12300.901406,1934.705566,6543,4234.965508,2.94794,2394.51,1.40444,94,1.03305,60,15.5183,663.11835,193,1.3964,0.7694,True
4235.00616,5530.911133,12065.394709,1665.072266,6548,4235.001374,2.82878,2289.66,1.22528,101,1.04212,60,15.5946,552.92804,193,1.2203,0.61,True
4235.04187,3900.845215,11670.88803,1020.134033,6553,4235.037078,2.3165,2041.38,1.11355,158,1.07545,60,3.7118,614.0159,193,1.1106,0.4396,True
4235.20607,8993.536133,16288.568796,781.127258,6560,4235.201267,2.03119,3388.64,1.09044,184,1.06055,60,-11.3083,322.36865,193,1.0988,-0.4141,True
4235.24182,9800.356445,17204.651725,1073.366943,6565,4235.237015,1.80784,2863.85,1.18834,217,1.05813,60,-13.229,1153.326,193,1.2012,-0.5863,True
4235.27755,11711.259766,13972.435849,2225.246338,6570,4235.27275,2.41979,4065.41,1.34352,134,1.02992,60,-20.7461,1380.0524,193,1.3654,-0.7468,True
4237.89002,6291.568359,14376.041676,2845.137695,6580,4237.885081,2.64321,2481.09,2.17297,109,0.942253,60,11.9182,1766.7517,193,2.1598,1.0596,True
4237.92586,4188.964844,12687.330849,2048.998779,6585,4237.920921,2.48627,2227.68,1.69318,126,0.967717,60,18.0147,1326.9409,193,1.6835,0.92,True
4237.96191,4657.229492,11997.268515,1798.59436,6590,4237.956966,2.59941,1985.7,1.40687,98,0.887608,60,35.5068,822.741,193,1.3986,0.7709,True
4237.998,6162.849121,12739.599626,1737.550781,6595,4237.993056,2.78045,2050.46,1.22528,76,0.78074,60,24.3507,478.30048,193,1.2208,0.6105,True
4238.02906,7078.42041,13628.095279,2420.072021,6598,4238.024109,2.76329,2045.28,1.12534,94,0.970561,60,35.788,1031.3685,193,1.1223,0.463,True
4238.06966,8347.462891,15205.115344,1673.162964,6603,4238.064711,2.54012,1940.45,1.04738,101,0.832468,60,31.9532,653.4676,193,1.0465,0.2581,True
4238.11016,8065.395996,15359.631048,1466.052856,6608,4238.105204,2.3552,2045.49,1.01606,136,0.939284,60,11.6827,722.76764,193,1.0174,0.0445,True
4238.15197,9416.501953,15860.715537,1036.415039,6613,4238.147017,2.56694,2045.66,1.0263,95,0.736521,60,9.5665,220.84311,193,1.0305,-0.1777,True
4238.218,10738.151367,15188.706204,1045.468262,6618,4238.213047,2.75599,2238.22,1.13897,94,0.93703,60,-1.0944,235.72377,193,1.1497,-0.5117,True
4238.88074,6634.835938,,2304.334961,6621,4238.875752,2.20357,2253.53,2.29763,147,0.939198,60,27.225,2235.6204,193,,,False
4238.91965,2766.381836,,1806.278076,6626,4238.914655,2.04015,1813.01,1.73053,185,0.979053,60,15.4591,2321.819,193,,,False
4238.95656,4953.543457,16858.192121,1268.11377,6631,4238.951563,1.94962,1817.84,1.42168,199,0.993993,60,17.7528,1501.7053,193,1.4153,0.7823,True
4238.99228,4125.008301,,1364.798218,6636,4238.987283,1.76142,1655.86,1.23764,188,1.00997,60,20.5331,3940.462,193,,,False
4239.02799,4102.299805,14995.443895,1142.019165,6641,4239.022992,1.85069,1620.31,1.12133,192,1.01612,60,17.3515,1890.6292,193,1.1182,0.4551,True
4239.1499,8894.751953,18588.068956,928.879944,6648,4239.144898,1.83469,2262.44,1.02672,193,1.06573,60,0.5716,1155.6494,193,1.031,-0.1809,True
4239.18568,9272.250977,17667.884169,915.410339,6653,4239.180672,1.90525,2164.44,1.07186,215,1.06141,60,10.9318,721.3199,193,1.0792,-0.3656,True
4239.2214,11151.725586,16454.956091,1041.277344,6658,4239.216394,2.21957,2228.47,1.15704,150,1.04003,60,4.0514,572.5228,193,1.1682,-0.5407,True
4239.25712,12615.712891,19345.757585,952.070679,6663,4239.252111,1.70621,1977.82,1.29411,207,1.04749,60,-13.3677,1303.1013,193,1.313,-0.7043,True
4239.91748,4873.396484,11931.83562,2582.253174,6674,4239.912444,2.76604,2455.42,1.72628,89,0.931716,60,1.2767,835.1441,193,1.7144,0.9321,True
4239.95554,5460.078613,12095.209138,1659.359863,6679,4239.950494,2.82168,1851.29,1.41175,57,0.639118,60,16.9986,349.45364,193,1.4049,0.7752,True
4240.00595,7340.427734,14369.270504,3100.259033,6684,4240.000907,2.54884,1418.65,1.1779,11,0.105035,60,-21.813,66.24713,193,1.1735,0.5484,True
4240.05218,3505.968506,11783.71101,1962.489258,6691,4240.047135,2.16657,1513.13,1.06486,42,0.189464,60,20.7668,133.29329,193,1.0638,0.3205,True
4241.06117,6107.410156,15293.936065,4273.333008,6693,4241.056079,3.54402,2294.85,1.04795,53,0.93146,60,38.3791,1333.1239,193,1.0471,0.2604,True
4241.88543,-34079.59375,,29220.613281,6694,4241.880301,4.86291,4360.96,2.06918,5,0.334886,60,362.7806,1747.3555,193,,,False
4242.00884,142.282898,11247.684527,11095.777344,6704,4242.003708,3.92629,2730.31,1.15124,24,0.591715,60,163.0588,1897.877,193,1.1481,0.509,True
4242.05704,-4421.803711,,18391.019531,6710,4242.051905,3.79094,2969.55,1.04969,26,0.538045,60,303.5258,3598.583,193,,,False
4242.09281,10105.65918,22776.278422,6874.419434,6715,4242.087672,3.89503,2886.19,1.01837,16,0.469371,60,71.1829,781.2639,193,1.0193,0.0797,True
