HJD,flux,cor_flux,flux_err,obsID,JD,fwhm,sky,airmass,nstar,scale,exptime,skydiff,chisq,npix,airmass1,ang1,included
3861.23581,598.072632,1405.035878,710.762146,426,3861.231696,1.45362,3797.66,1.1126,176,0.985189,60,12.4825,829.5158,193,1.1166,-0.4234,True
3861.26195,1399.508179,2283.791642,794.086853,427,3861.257837,1.44916,3960.11,1.18437,161,0.976906,60,23.3912,1572.4968,193,1.1899,-0.5585,True
3861.93599,805.7724,1333.430793,952.852356,429,3861.93183,1.59277,4911.22,2.24116,199,0.92746,60,21.2164,509.44855,193,2.2204,1.0881,True
3861.96439,1611.623413,2220.200605,571.79657,430,3861.960224,2.05002,4876.78,1.80231,393,0.941241,60,8.0606,114.291214,193,1.7902,0.9716,True
3861.99053,457.730316,1093.133641,507.477448,431,3861.986361,1.90769,4643.4,1.54292,393,0.955486,60,15.2293,118.14573,193,1.5336,0.8595,True
3862.01839,992.394165,1661.172554,406.979187,432,3862.014226,1.69922,4339.88,1.35203,480,0.97066,60,9.7376,110.92639,193,1.3471,0.7334,True
3862.04775,-154.987961,517.876531,670.704468,433,3862.043576,2.08335,4144.48,1.21781,402,0.970567,60,10.481,151.58583,193,1.2137,0.5921,True
3862.07387,947.575928,1647.239022,395.211151,434,3862.069696,1.7528,3835.08,1.13575,478,0.983323,60,6.7777,100.72378,193,1.1329,0.4589,True
3862.09999,428.166321,1097.477839,609.507568,435,3862.095819,2.27704,4027.93,1.08084,357,0.972689,60,15.1511,131.70631,193,1.079,0.3192,True
3862.12611,1470.222656,2162.006177,562.715515,436,3862.121937,1.77577,3759.28,1.04795,455,0.975257,60,11.0743,178.15367,193,1.0472,0.1744,True
3862.1535,1463.074097,2155.203567,528.680481,437,3862.14932,1.86424,3961.45,1.03432,443,0.972616,60,9.6783,123.22743,193,1.0346,0.0193,True
3862.17978,618.226318,1322.888698,519.612793,438,3862.175598,1.77165,3965.17,1.0403,460,0.971705,60,11.771,189.19846,193,1.0415,-0.13,True
3862.20709,893.80481,1636.152419,430.264771,439,3862.202907,1.57164,3824.13,1.06691,195,0.976842,60,12.3383,195.46516,193,1.0689,-0.2826,True
3862.23566,636.311462,1433.971878,439.110199,440,3862.231478,1.65402,3808.91,1.11838,257,0.970628,60,8.0933,191.54417,193,1.1225,-0.4367,True
3862.26184,319.26889,1186.392933,505.460785,441,3862.257655,1.60057,3965.96,1.19372,229,0.957099,60,23.1895,241.67743,193,1.1987,-0.5713,True
3863.93486,1208.152466,1823.237423,1211.67981,443,3863.930562,2.18855,5462.44,2.15845,359,0.922845,60,17.0663,355.42462,193,2.1429,1.0711,True
3863.961,5470.552246,5962.053699,1960.175415,444,3863.956701,3.03857,5626.72,1.7791,211,0.911285,60,-2.7372,423.44357,193,1.7675,0.9635,True
3863.98713,968.488708,1604.452652,494.211853,445,3863.982824,1.96386,4956.45,1.52732,408,0.947808,60,15.7861,93.47833,193,1.5182,0.851,True
3864.01331,464.917877,1131.504781,415.283173,446,3864.009008,1.86004,4734.16,1.35203,442,0.959902,60,18.0132,79.59521,193,1.3458,0.7322,True
3864.03945,131.156174,760.444957,791.481323,447,3864.035139,2.38832,4903.01,1.22833,322,0.948769,60,20.9628,106.1362,193,1.2249,0.6069,True
3864.06556,-971.104614,-272.576887,462.950165,448,3864.061256,1.77864,4459.57,1.14335,406,0.952649,60,7.427,96.137375,193,1.1406,0.4745,True
3864.09171,-534.362671,163.872399,640.039551,449,3864.087397,1.78428,4661.37,1.08556,292,0.823098,60,2.5487,135.71217,193,1.0839,0.3354,True
3864.11787,-2450.357666,-1764.16355,858.579285,450,3864.113563,2.11098,4550.22,1.05028,327,0.7092,60,13.3411,129.71748,193,1.0498,0.1907,True
3864.14399,93.662193,785.075938,839.450928,451,3864.139677,1.89817,3428.96,1.03528,302,0.42745,60,41.5436,83.9173,193,1.0352,0.0431,True
3864.17024,700.860413,1401.746351,966.20752,452,3864.165923,1.88712,3467.94,1.03825,292,0.395114,60,39.0513,94.47843,193,1.0391,-0.1062,True
3864.20228,1594.930176,2325.140513,642.746826,453,3864.197965,1.88917,3813.78,1.06761,360,0.614503,60,27.9151,96.91295,193,1.0697,-0.2854,True
3864.2285,1132.188354,1904.255215,778.009399,454,3864.224185,1.82948,3827.2,1.11451,317,0.475323,60,43.5071,85.26812,193,1.1182,-0.427,True
3864.25468,1089.601562,1881.610213,666.342773,455,3864.250359,1.92274,4248.33,1.18701,373,0.708346,60,28.9369,131.61778,193,1.1923,-0.5621,True
3867.94512,1369.145996,1947.281092,975.64624,457,3867.940567,1.65571,10812.6,1.84103,347,0.921272,60,33.7028,421.85608,193,1.8302,0.9853,True
3867.97229,1136.86792,1756.969093,527.383301,458,3867.967732,1.571,10584.5,1.55897,507,0.93421,60,26.6141,162.03119,193,1.552,0.8693,True
3868.0001,408.059753,1071.828007,453.424744,459,3867.995543,1.63222,9755.03,1.36511,522,0.956787,60,20.7368,106.754875,193,1.3599,0.7441,True
3868.02446,470.462036,1153.15572,468.55777,460,3868.019897,1.52,9058.19,1.24561,226,0.962129,60,31.3489,165.25569,193,1.2421,0.6281,True
3868.03158,-832.831482,-143.870695,921.689087,461,3868.027021,1.57505,8900.36,1.21781,204,0.958706,60,45.0536,431.52878,193,1.2143,0.593,True
3868.03871,-331.179291,356.254862,479.168213,462,3868.034144,1.46631,8620.61,1.19236,207,0.968791,60,21.1114,164.43178,193,1.1892,0.5574,True
3868.04583,28.029545,720.39009,463.416199,463,3868.041269,1.52353,8392.13,1.16909,193,0.970205,60,31.9315,167.8882,193,1.1664,0.5212,True
3868.05177,120.42527,812.91407,490.308838,464,3868.047209,1.50712,8261.11,1.15239,177,0.968197,60,20.4084,175.89044,193,1.1491,0.4907,True
3868.06246,2.32168,700.150899,493.865082,465,3868.057897,1.64826,8100.89,1.12433,205,0.964995,60,35.2626,136.30984,193,1.1217,0.4349,True
3868.08027,525.116455,1213.496951,493.920471,466,3868.075705,1.51448,7780.02,1.08717,161,0.975003,60,17.0845,201.44574,193,1.0853,0.3395,True
3868.08739,674.96875,1355.503619,383.448822,467,3868.082824,1.45313,7657.07,1.07479,170,0.972694,60,23.4799,131.40672,193,1.0737,0.3007,True
3868.09451,910.848267,1589.219393,450.716736,468,3868.089944,1.4689,7659.0,1.06486,152,0.972406,60,29.4105,191.49437,193,1.0638,0.2615,True
3868.10163,124.295715,804.082937,445.322937,469,3868.097061,1.52562,7657.59,1.05636,171,0.970298,60,28.3054,138.91113,193,1.0553,0.2219,True
3868.10874,95.992455,773.43443,481.886536,470,3868.104174,1.53548,7591.9,1.04911,272,0.96931,60,17.287,169.78427,193,1.0484,0.1821,True
3868.11651,1014.950256,1698.472154,486.502197,471,3868.111938,1.65395,7583.46,1.04295,296,0.969854,60,17.2567,133.15569,193,1.0424,0.1384,True
3868.12363,198.949631,871.517662,479.560303,472,3868.119066,1.53339,7558.51,1.03875,243,0.970199,60,36.9628,163.75732,193,1.0384,0.0981,True
3868.13077,1255.313965,1942.62758,511.01767,473,3868.126202,1.75953,7672.15,1.03576,238,0.969461,60,34.166,159.40085,193,1.0358,0.0576,True
3868.13789,432.540741,1111.941651,515.048889,474,3868.133321,1.60628,7495.36,1.03432,186,0.972455,60,28.4244,222.90196,193,1.0346,0.0171,True
3868.14502,627.52124,1303.551209,822.65033,475,3868.14045,1.53231,7424.64,1.03432,184,0.972504,60,21.7401,596.2928,193,1.0347,-0.0235,True
3868.15355,872.057556,1555.863004,475.937439,476,3868.148978,1.55067,7519.72,1.03576,204,0.97097,60,27.3201,163.17075,193,1.0366,-0.072,True
3868.16067,1157.425171,1849.23027,519.069885,477,3868.156104,1.56059,7473.21,1.03875,282,0.971713,60,23.9575,200.2816,193,1.0397,-0.1124,True
3868.16779,207.544647,906.707705,555.90564,478,3868.16322,1.53239,7556.96,1.04295,221,0.975632,60,27.9802,235.28632,193,1.0442,-0.1526,True
3868.17491,71.302673,782.070165,581.139221,479,3868.170336,1.54285,7522.98,1.04853,180,0.956606,60,26.0276,317.06015,193,1.0501,-0.1926,True
3868.1833,429.651154,1155.240522,502.558777,480,3868.17873,1.54311,7534.26,1.05699,316,0.971817,60,33.0615,198.37453,193,1.0589,-0.2395,True
3868.19082,-362.360992,377.636974,464.820648,481,3868.186248,1.64144,7606.76,1.06622,313,0.970182,60,22.4652,152.74896,193,1.0685,-0.2811,True
3868.20053,860.763306,1621.096545,455.254547,482,3868.195955,1.57706,7833.85,1.08084,232,0.968884,60,9.1289,148.09042,193,1.0836,-0.3342,True
3868.20766,173.737122,941.342279,437.430359,483,3868.203083,1.70658,7874.71,1.09379,477,0.96523,60,19.4334,123.20107,193,1.0966,-0.3727,True
3868.21478,-297.893646,486.313248,536.246582,484,3868.210206,1.67382,7923.74,1.10793,388,0.967859,60,17.9411,164.70872,193,1.1113,-0.4108,True
3868.22191,791.764587,1588.268264,477.535248,485,3868.217335,1.69357,8057.79,1.12433,457,0.965353,60,6.9655,146.12152,193,1.1279,-0.4485,True
3868.22971,407.048309,1231.056068,651.647949,486,3868.22514,1.61144,8122.58,1.14446,366,0.965793,60,27.2804,226.11317,193,1.1483,-0.4892,True
3868.23684,-465.541046,333.348265,657.016663,487,3868.232265,1.84351,8346.61,1.1642,435,0.959227,60,29.9745,196.39124,193,1.1691,-0.5258,True
3868.24397,5.570684,830.313502,649.449036,488,3868.239397,1.78226,8405.54,1.18701,454,0.957274,60,25.5985,181.25235,193,1.1922,-0.5619,True
3868.2511,949.021301,1770.569177,587.132996,489,3868.246525,1.84825,8993.3,1.21195,419,0.954184,60,38.814,121.962006,193,1.2177,-0.5975,True
3868.25823,893.28418,1744.872583,691.799683,490,3868.25365,1.78629,9156.3,1.23922,373,0.952076,60,47.7076,194.57297,193,1.2458,-0.6325,True
3868.26536,-862.088013,39.522615,594.823181,491,3868.26078,1.66414,8914.52,1.26902,375,0.952473,60,47.0024,170.61082,193,1.2768,-0.667,True
3868.27248,-296.054657,620.758458,506.074677,492,3868.267902,1.6756,8779.78,1.3035,399,0.95403,60,44.7725,142.81372,193,1.3108,-0.701,True
3868.27961,-602.384033,334.130472,1263.658081,493,3868.275029,1.67401,10570.8,1.33934,304,0.94973,60,23.4555,593.5731,193,1.3484,-0.7344,True
3872.93713,490.086273,1069.089727,665.992493,495,3872.932286,1.58656,17373.1,1.7791,238,0.864471,60,8.479,138.78004,193,1.7657,0.9628,True
3872.94426,244.831146,826.129729,582.646912,496,3872.939411,1.48404,16006.8,1.69723,225,0.94053,60,18.9468,117.38601,193,1.6881,0.9327,True
3872.95138,-212.113586,392.746838,803.146362,497,3872.946529,1.56731,20367.9,1.62791,212,0.83439,60,33.9468,191.2917,193,1.6184,0.9022,True
3872.95852,-134.530518,481.267175,741.586365,498,3872.95367,1.54012,20573.2,1.56551,198,0.865558,60,39.5218,162.2603,193,1.5554,0.8711,True
3872.96564,295.815002,927.522836,641.214722,499,3872.960793,1.59104,16365.8,1.50619,224,0.951929,60,21.9082,175.54929,193,1.4986,0.8398,True
3872.97328,-327.763916,308.367638,555.103577,500,3872.968427,1.47665,15752.4,1.45007,236,0.951156,60,27.9749,131.42688,193,1.4438,0.8056,True
3872.9804,884.883057,1531.825034,550.990784,501,3872.975549,1.47649,16196.5,1.40444,219,0.940461,60,19.2186,133.7284,193,1.3975,0.7733,True
3872.98752,167.106964,823.78904,640.588074,502,3872.982674,1.47867,17766.1,1.3607,197,0.899002,60,25.8766,158.83455,193,1.3555,0.7404,True
3872.99465,-2658.959473,-1988.460242,1492.934082,503,3872.989794,1.60391,31598.3,1.32301,235,0.523024,60,93.864,162.04123,193,1.3174,0.7071,True
3873.00177,-6.910684,667.997148,1029.432373,504,3872.996918,1.53526,23757.3,1.28676,208,0.685795,60,38.6359,158.38365,193,1.2827,0.6732,True
3873.00905,1345.310547,2026.100832,867.102905,505,3873.004199,1.53526,26043.8,1.25545,171,0.658881,60,45.0103,142.68507,193,1.2506,0.6381,True
3873.01617,1108.991211,1790.170838,757.163574,506,3873.011319,1.4505,24959.9,1.22528,174,0.696453,60,45.1736,162.72603,193,1.222,0.6031,True
3873.02329,-1919.768677,-1229.997282,903.531799,507,3873.018441,1.55992,17974.2,1.1992,276,0.885922,60,56.7187,284.15466,193,1.1961,0.5677,True
3873.03043,-788.617737,-101.163153,535.997925,508,3873.025573,1.4595,15795.4,1.17535,207,0.976738,60,53.4748,190.20274,193,1.1727,0.5316,True
3873.03755,-587.581604,101.930269,609.315613,509,3873.032696,1.47425,15764.6,1.1547,209,0.973407,60,42.1591,174.40842,193,1.1515,0.4951,True
3873.04536,-80.347504,615.843229,1099.042358,510,3873.04051,1.62437,24566.5,1.13362,375,0.72664,60,64.1279,187.62895,193,1.1307,0.4545,True
3873.05249,-521.671936,167.165388,807.749817,511,3873.047635,1.47598,25168.2,1.11643,186,0.667872,60,83.0549,147.3243,193,1.1139,0.4169,True
3873.05962,-598.529724,95.204926,788.006775,512,3873.054765,1.59353,20304.7,1.10071,327,0.797218,60,78.0431,163.36777,193,1.0988,0.3789,True
3873.06676,-394.938385,301.45696,981.219116,513,3873.061908,1.78801,20210.3,1.08717,344,0.786704,60,51.1954,169.4333,193,1.0855,0.3403,True
3873.0739,518.553772,1209.135738,701.047607,514,3873.069041,1.6153,20100.0,1.07553,219,0.800221,60,79.4307,140.018,193,1.0739,0.3014,True
3873.08275,-191.751709,487.76132,722.302368,515,3873.077892,1.50376,17151.0,1.06283,201,0.846098,60,75.9692,185.50717,193,1.0617,0.2526,True
3873.08988,-624.690796,46.693908,933.588135,516,3873.085024,1.45495,21037.6,1.05449,199,0.767279,60,6.4682,252.2184,193,1.0536,0.2129,True
3873.097,-802.749023,-127.509059,487.102844,517,3873.092147,1.53049,14031.5,1.04738,247,0.912637,60,29.0824,113.90148,193,1.047,0.173,True
3873.10414,-1103.182617,-430.716962,809.761353,518,3873.099278,1.52823,20071.6,1.04241,237,0.734991,60,38.9735,165.23257,193,1.0418,0.1328,True
3873.11127,-988.002563,-310.214247,976.550293,519,3873.106407,1.6094,25314.2,1.03825,174,0.588745,60,77.5311,166.45439,193,1.038,0.0924,True
3873.11841,701.258545,1381.7596,2028.422241,520,3873.113555,1.65045,32651.5,1.03528,211,0.400724,60,163.1234,239.33987,193,1.0356,0.0519,True
3873.12555,2360.164551,3049.438751,1904.508301,521,3873.120688,1.82264,30683.7,1.03432,281,0.469162,60,72.3523,186.77974,193,1.0345,0.0113,True
3873.13267,318.427856,987.196042,647.132202,522,3873.127811,1.46459,17767.4,1.03432,181,0.735431,60,13.3022,116.01044,193,1.0348,-0.0293,True
3873.13979,689.856873,1370.20103,741.508545,523,3873.134932,1.52646,14918.3,1.03576,277,0.80663,60,63.4029,225.59254,193,1.0365,-0.0697,True
3873.14692,333.128998,1027.84236,1137.605469,524,3873.142061,1.63558,8194.73,1.03825,425,0.978694,60,44.3003,626.2814,193,1.0395,-0.1102,True
3873.15443,751.03009,1456.684843,577.934937,525,3873.149571,1.84846,8562.71,1.04295,424,0.974296,60,37.3056,120.65407,193,1.0442,-0.1526,True
3873.1628,-305.311005,408.474759,537.126709,526,3873.157942,1.84324,9565.08,1.04969,429,0.964508,60,52.3116,113.97164,193,1.0513,-0.1996,True
3873.16994,152.93277,877.810608,894.729919,527,3873.16508,1.75156,10465.0,1.05699,422,0.968136,60,62.4763,221.01561,193,1.0589,-0.2395,True
3873.17708,828.796448,1564.172284,883.974976,528,3873.172221,1.74478,15934.2,1.06554,412,0.853714,60,105.6492,154.63803,193,1.068,-0.279,True
3873.1842,-1516.495361,-771.049345,1423.405273,529,3873.17934,1.76103,15380.1,1.07627,411,0.860346,60,85.0913,483.19592,193,1.0787,-0.3181,True
3873.19158,993.983459,1630.034559,2328.99292,530,3873.186717,2.46116,23952.8,1.0888,231,0.599398,60,123.8591,162.80574,193,1.0914,-0.3581,True
3873.2013,798.655212,1527.440301,832.537598,531,3873.196439,2.05563,11323.5,1.10793,370,0.949973,60,59.473,142.00871,193,1.1111,-0.4102,True
3873.20842,1636.44458,2380.259883,802.153076,532,3873.203559,2.0109,11198.9,1.12333,367,0.963647,60,67.4372,129.59288,193,1.1276,-0.4478,True
3873.21555,1799.783447,2311.383651,1659.137451,533,3873.210689,2.76013,11732.9,1.14225,237,0.922355,60,58.0014,157.62349,193,1.1461,-0.485,True
3873.22268,591.45459,991.520391,2007.404907,534,3873.217821,2.97532,12046.5,1.16179,214,0.91937,60,67.2487,161.76909,193,1.1667,-0.5217,True
3873.23258,822.510254,823.544392,4183.218262,535,3873.22772,3.59446,12335.9,1.19372,117,0.872341,60,96.3317,270.45523,193,1.199,-0.5718,True
3873.23971,-246.672241,130.081463,2022.47522,536,3873.234846,2.94054,11882.6,1.21929,206,0.905906,60,101.9024,126.67538,193,1.2252,-0.6072,True
