HJD,flux,cor_flux,flux_err,obsID,JD,fwhm,sky,airmass,nstar,scale,exptime,skydiff,chisq,npix,airmass1,ang1,included
4599.21621,-1244.450073,-619.124314,429.386932,13519,4599.211601,1.70785,3869.53,1.11355,382,0.750553,60,-9.6396,96.93393,193,1.1176,-0.4257,True
4599.22362,-1595.277954,-968.082535,457.253448,13520,4599.219014,1.79452,4007.06,1.13152,425,0.787026,60,1.1685,102.09995,193,1.1357,-0.4647,True
4599.23104,-2152.592529,-1484.479738,387.510437,13521,4599.22643,1.62178,4019.99,1.15124,293,0.885419,60,-6.1748,133.92368,193,1.1559,-0.5031,True
4599.23844,-1752.031982,-1082.578443,446.180359,13522,4599.233834,1.71439,4013.14,1.17283,269,0.828791,60,-8.3587,115.28323,193,1.1785,-0.5409,True
4599.24585,-1353.810913,-685.421416,545.490295,13523,4599.241243,1.78932,3938.36,1.19782,387,0.710902,60,3.9218,112.42231,193,1.2035,-0.5782,True
4599.25326,-1435.038086,-739.818017,450.151642,13524,4599.248651,1.7408,4005.47,1.22528,353,0.841831,60,-0.6536,117.666084,193,1.2313,-0.6149,True
4599.26067,-1534.44043,-863.464007,629.81958,13525,4599.256059,1.87671,4227.3,1.25545,397,0.881056,60,6.9265,170.79794,193,1.262,-0.651,True
4599.26808,-508.26059,119.504198,508.046814,13526,4599.263472,2.03068,4268.41,1.28858,409,0.897201,60,2.2636,125.524506,193,1.296,-0.6866,True
4599.27548,26.25843,704.951876,483.903046,13527,4599.270874,1.92513,4571.64,1.32501,411,0.886241,60,-1.0594,99.01972,193,1.3335,-0.7216,True
4599.28288,588.386597,1349.885307,890.469849,13528,4599.27827,1.74819,6791.46,1.36511,413,0.824556,60,5.0694,356.46115,193,1.3748,-0.756,True
4599.29029,-1297.148193,-448.205428,705.870361,13529,4599.285682,1.57146,17306.2,1.4093,387,0.886077,60,33.4027,199.62907,193,1.4206,-0.7899,True
4600.00235,15.142454,398.31096,999.287231,13530,4599.997698,2.72876,4685.21,1.33109,267,0.869641,60,-1.0567,95.364685,193,1.3257,0.7147,True
4600.00976,-781.014038,-353.198202,1017.133423,13531,4600.00511,2.55055,4578.47,1.29411,295,0.877956,60,4.2706,191.20508,193,1.2889,0.6796,True
4600.01716,-948.300781,-577.879123,1156.654297,13532,4600.012506,2.80039,4836.52,1.26047,246,0.869686,60,6.5662,114.02407,193,1.2557,0.6439,True
4600.02456,-3131.935059,-2774.284348,1738.853149,13533,4600.019908,2.85834,4873.07,1.22986,238,0.854299,60,37.4371,178.33829,193,1.2256,0.6077,True
4600.03443,-1509.149414,-1057.685629,867.410522,13534,4600.029779,2.5002,4654.24,1.19372,306,0.889438,60,10.5255,113.858345,193,1.1899,0.5585,True
4600.04184,298.797852,804.741607,706.225891,13535,4600.037187,2.18514,4522.67,1.16909,370,0.900211,60,-7.299,142.68788,193,1.1662,0.5209,True
4600.04925,75.519676,611.561405,881.808167,13536,4600.0446,1.78927,4165.67,1.14782,442,0.906456,60,-0.248,378.06137,193,1.1449,0.4828,True
4600.05666,65.026222,594.788611,586.07489,13537,4600.052008,1.97753,4186.46,1.12841,417,0.912991,60,-6.2988,142.51643,193,1.1258,0.4441,True
4600.06407,-315.498474,221.67927,457.810486,13538,4600.059411,1.80074,4101.18,1.11072,454,0.921314,60,3.6807,146.67093,193,1.1089,0.4049,True
4600.07395,937.217773,1470.814194,515.990845,13539,4600.069297,1.9331,4141.91,1.09127,428,0.92581,60,-11.1202,133.25496,193,1.0893,0.3518,True
4600.08136,736.070984,1271.538911,524.133484,13540,4600.076708,1.81362,3993.9,1.07853,437,0.926675,60,-3.4881,184.00093,193,1.0768,0.3115,True
4600.08877,-68.300591,465.191962,468.167877,13541,4600.084108,1.89454,4083.49,1.06761,446,0.925131,60,-2.8993,114.07111,193,1.066,0.2709,True
4600.09618,-384.9328,147.066979,393.051239,13542,4600.091518,1.78381,3953.99,1.05762,466,0.930371,60,1.051,102.47292,193,1.0569,0.2298,True
4600.10359,-813.635254,-296.72426,1031.166504,13543,4600.098928,2.21216,4230.2,1.05028,357,0.913222,60,4.2659,178.62245,193,1.0494,0.1883,True
4600.11346,4.961428,512.708015,732.08374,13544,4600.108797,2.31913,4278.54,1.04241,339,0.912968,60,-2.8339,130.55849,193,1.0418,0.1328,True
4600.12086,-517.174866,-53.791932,753.741333,13545,4600.116203,2.63773,4300.32,1.03825,288,0.908819,60,-3.5585,88.480446,193,1.0379,0.0908,True
4600.12827,-497.77887,-3.077551,599.110107,13546,4600.123607,2.44288,4165.84,1.03528,325,0.916846,60,-6.5006,79.66162,193,1.0354,0.0488,True
4600.13567,-541.054504,-13.021795,513.23175,13547,4600.131012,2.04809,4046.01,1.03384,395,0.920652,60,-4.5943,99.366325,193,1.0345,0.0067,True
4600.14308,-986.115784,-463.606405,540.403259,13548,4600.138416,2.17685,4185.52,1.03432,373,0.921653,60,-3.1706,91.683525,193,1.035,-0.0355,True
4600.15295,-808.47644,-271.467222,483.702332,13549,4600.148293,1.91085,4004.08,1.03674,428,0.923814,60,-0.5241,109.82274,193,1.0379,-0.0916,True
4600.16039,-17.364161,497.722929,672.323792,13550,4600.155732,2.28192,4225.16,1.0403,343,0.911826,60,1.6904,105.403404,193,1.0419,-0.1337,True
4600.16906,-1291.817017,-779.747039,703.705627,13551,4600.1644,2.30949,4303.81,1.04682,334,0.903961,60,1.9126,90.810844,193,1.0484,-0.1825,True
4600.17657,-1896.816772,-1392.166573,914.997559,13552,4600.171907,2.35641,4231.83,1.05388,330,0.914009,60,5.5224,181.1538,193,1.0558,-0.2245,True
4600.18398,-1101.92334,-552.03867,671.864075,13553,4600.179317,2.04761,4293.3,1.06217,386,0.927145,60,-6.5693,174.9405,193,1.0647,-0.2657,True
4600.19385,-1078.33252,-537.771954,786.018311,13554,4600.189188,2.15703,4279.57,1.07627,368,0.922608,60,-0.4276,163.57248,193,1.0792,-0.3199,True
4600.20126,-1434.928345,-913.029833,1019.78656,13555,4600.196594,2.26725,4435.08,1.0888,338,0.907896,60,3.9984,212.03879,193,1.0921,-0.3601,True
4600.21123,-223.777069,294.724132,817.12439,13556,4600.206567,2.28601,4366.06,1.10885,338,0.917169,60,-8.3086,145.56871,193,1.1124,-0.4135,True
4600.21863,-1214.668945,-681.155985,591.664246,13557,4600.213963,2.23126,4292.91,1.12534,355,0.919316,60,2.3517,90.117485,193,1.1298,-0.4525,True
4600.22604,-1225.921021,-646.362847,668.191223,13558,4600.221373,2.06341,4221.13,1.14446,385,0.92298,60,0.8435,153.11543,193,1.1493,-0.4911,True
4600.23592,209.547745,599.445408,1064.130615,13559,4600.231252,2.63093,4492.7,1.17409,270,0.900502,60,6.3228,178.28796,193,1.1789,-0.5417,True
4600.24333,-453.086792,37.912601,1017.420593,13560,4600.238664,2.36468,4489.74,1.19782,310,0.89881,60,-7.6604,192.11089,193,1.2041,-0.579,True
4600.25074,368.936188,804.327866,859.063232,13561,4600.246075,2.49145,4501.42,1.22528,295,0.904103,60,0.1622,128.14307,193,1.2319,-0.6157,True
4600.25816,-384.471771,109.626841,865.072815,13562,4600.253489,2.34923,4320.83,1.25545,315,0.876426,60,-6.7198,138.79082,193,1.2627,-0.6518,True
4600.26557,-371.851593,332.737379,547.715698,13563,4600.260902,1.81523,4132.55,1.28858,454,0.877317,60,2.1039,185.28159,193,1.2968,-0.6874,True
4600.27544,733.208862,1401.347413,692.149841,13564,4600.270776,1.96165,4730.17,1.33934,410,0.918474,60,-12.2503,190.96486,193,1.3477,-0.7339,True
4600.28286,-37.824646,627.678668,817.429138,13565,4600.278187,1.99393,7357.36,1.38089,393,0.911289,60,9.4722,217.14018,193,1.3907,-0.7682,True
4600.29027,-2193.992432,-1379.262456,852.914246,13566,4600.285599,1.68263,22077.0,1.42672,431,0.909741,60,12.6922,218.79248,193,1.4382,-0.8019,True
4600.88895,-2647.509521,-1970.180621,2317.000732,13572,4600.884245,3.02763,6509.52,2.85545,198,0.738941,60,34.4339,172.07635,193,2.8198,1.1849,True
4600.89512,56.899494,631.283508,1579.064819,13574,4600.890417,2.5532,6175.13,2.66947,274,0.75935,60,0.3347,188.99162,193,2.6383,1.1605,True
4600.90253,-2822.391602,-2318.518683,934.599792,13575,4600.897824,2.32323,5927.12,2.46827,303,0.778331,60,-0.5278,103.38775,193,2.4495,1.1311,True
4600.90994,-3010.83667,-2529.82326,1631.08374,13576,4600.905235,2.78883,5922.95,2.30596,243,0.759762,60,11.4712,155.02127,193,2.2867,1.1015,True
4600.91859,-3788.615234,-3349.466032,651.02179,13577,4600.913881,2.02994,5517.91,2.14414,364,0.796917,60,6.198,99.545425,193,2.1234,1.0666,True
4600.926,-3994.984375,-3555.56559,773.683289,13578,4600.921291,2.04865,5357.93,2.01833,367,0.797939,60,9.7161,156.02174,193,2.0021,1.0365,True
4600.93464,-2814.079102,-2389.622373,598.218689,13579,4600.929934,1.78152,4990.66,1.89237,356,0.816145,60,11.8885,152.5162,193,1.8787,1.0009,True
4600.94205,-2064.202637,-1623.578526,668.433655,13580,4600.937338,1.87157,5050.34,1.79761,414,0.823319,60,-4.8279,142.5059,193,1.7859,0.9701,True
4600.94945,-803.164124,-352.036615,1317.547729,13581,4600.944743,1.92199,4803.58,1.71368,403,0.840883,60,-3.6161,414.70465,193,1.7032,0.9388,True
4600.9581,-517.033447,-58.093087,498.689087,13582,4600.953389,1.79613,4697.86,1.62791,407,0.862404,60,-0.0581,142.51974,193,1.6177,0.9018,True
4600.96674,-1839.279297,-1368.496588,559.549377,13583,4600.96203,1.78187,4537.48,1.5525,409,0.865417,60,-5.3757,178.77869,193,1.5423,0.8642,True
4600.97539,-154.856491,327.672577,525.897644,13584,4600.970676,1.82699,4552.84,1.48301,401,0.865459,60,0.9912,137.9688,193,1.4757,0.826,True
4600.9828,-1609.791504,-1119.570386,520.102478,13585,4600.978091,1.66907,4355.45,1.43181,371,0.877445,60,10.5311,178.04411,193,1.4245,0.7926,True
4600.99022,-1371.666992,-871.595222,542.974976,13586,4600.985509,1.70402,4311.53,1.3855,386,0.881497,60,-8.4154,194.35257,193,1.3783,0.7587,True
4600.99887,-758.527649,-249.602466,641.244141,13587,4600.994158,1.78687,4439.82,1.33519,430,0.878144,60,8.4614,222.22282,193,1.3299,0.7185,True
4601.00628,-1569.259766,-1053.237379,595.713684,13588,4601.00157,1.75696,4383.07,1.29784,452,0.883913,60,12.9383,199.67316,193,1.2928,0.6834,True
4601.01493,-508.44281,14.703487,538.292847,13589,4601.010213,1.68566,4291.4,1.25879,316,0.892501,60,-2.7847,203.95816,193,1.2538,0.6418,True
4601.02233,-920.16571,-393.458896,444.28775,13590,4601.017619,1.59376,4114.29,1.22833,199,0.897847,60,-4.4484,150.94666,193,1.2239,0.6055,True
4601.02974,-1216.875488,-687.693548,469.794983,13591,4601.025029,1.55283,3948.89,1.20059,209,0.90122,60,-7.5867,172.49854,193,1.1968,0.5687,True
4601.03838,-1551.703003,-1017.305688,609.975891,13592,4601.033666,1.64739,4051.67,1.17158,208,0.899142,60,8.1683,324.7488,193,1.1686,0.525,True
4601.04579,-956.37915,-420.491196,748.627258,13593,4601.041076,1.64648,4010.99,1.15009,241,0.905324,60,-20.7446,404.00583,193,1.1471,0.4869,True
4601.05443,-541.514709,-4.743149,438.625916,13594,4601.049717,1.66382,4159.49,1.12738,267,0.90431,60,-4.9661,150.50864,193,1.1248,0.4418,True
4601.06185,-595.45343,-65.715157,377.345978,13595,4601.057131,1.50285,3898.9,1.10978,182,0.912668,60,-5.4417,152.71172,193,1.1079,0.4025,True
4601.06925,-1010.019714,-482.138365,454.24881,13596,4601.064537,1.50518,3930.09,1.09464,206,0.916031,60,-9.6193,232.86359,193,1.0931,0.3628,True
4601.07789,-1028.522461,-495.964165,405.221863,13597,4601.073172,1.64748,4042.04,1.0793,278,0.905773,60,-10.7623,142.63638,193,1.078,0.3159,True
4601.0853,-1019.791443,-493.054287,323.575623,13598,4601.08058,1.58244,3994.25,1.06831,247,0.910027,60,-9.0195,92.78807,193,1.0671,0.2753,True
4601.09393,-733.489441,-217.471943,407.059601,13599,4601.089215,1.49232,3880.11,1.05762,196,0.915338,60,-15.9237,193.82664,193,1.0564,0.2274,True
4601.10134,-1065.110352,-555.680442,523.86731,13600,4601.096618,1.46193,3848.42,1.04969,177,0.913027,60,-19.4104,331.27417,193,1.049,0.186,True
4601.10874,-908.633972,-395.207999,339.201324,13601,4601.104025,1.53447,3770.38,1.04349,207,0.911742,60,-18.5898,133.16856,193,1.0431,0.1443,True
4601.11738,-1521.04834,-995.42427,351.225647,13602,4601.112657,1.74723,3947.5,1.03825,377,0.900238,60,-4.0561,82.881004,193,1.0382,0.0955,True
4601.12478,-375.637939,148.517521,426.29776,13603,4601.120064,1.71826,3854.09,1.03576,327,0.90432,60,-15.1899,137.08861,193,1.0356,0.0534,True
4601.13341,-1818.841064,-1292.108205,503.226196,13604,4601.12869,1.74233,3802.51,1.03384,405,0.898512,60,-0.1851,147.65964,193,1.0345,0.0043,True
4601.14082,-806.901794,-281.142432,396.480469,13605,4601.136098,1.6614,3702.12,1.03432,277,0.902156,60,-2.6073,145.7243,193,1.035,-0.0378,True
4601.14822,-367.561188,152.249308,650.737122,13606,4601.143502,1.5042,3669.99,1.03625,218,0.905827,60,7.4511,545.0763,193,1.0371,-0.0799,True
4601.15809,-2959.760498,-2427.130869,575.032349,13607,4601.153373,1.51788,3657.79,1.04082,204,0.894206,60,16.8297,412.33212,193,1.0421,-0.1358,True
4601.1655,-1048.606567,-501.178119,527.227356,13608,4601.16078,1.59374,3641.69,1.04625,215,0.894957,60,7.2104,327.0205,193,1.0477,-0.1775,True
4601.17415,-775.574097,-214.364769,456.167603,13609,4601.169428,1.59787,3680.72,1.05388,299,0.895469,60,1.5753,259.35825,193,1.0561,-0.2259,True
4601.18156,-324.990448,248.678467,414.802704,13610,4601.176836,1.67738,3717.06,1.06283,237,0.894911,60,0.0472,155.88641,193,1.0651,-0.267,True
4601.18896,-1353.324707,-766.907997,596.830505,13611,4601.184242,1.67466,3782.54,1.07332,317,0.897463,60,-2.7922,319.48102,193,1.0757,-0.3078,True
4601.20016,-644.869751,-40.535416,501.356476,13612,4601.195439,1.71275,3785.89,1.09211,312,0.894843,60,-0.0785,171.99828,193,1.0951,-0.3686,True
4601.20756,-128.578903,482.665331,473.572876,13613,4601.202841,1.77447,3895.2,1.10701,443,0.892782,60,-4.9705,130.37929,193,1.1102,-0.4082,True
4601.2162,-1923.372925,-1282.664898,513.946228,13614,4601.211473,1.66477,3787.69,1.12636,281,0.888644,60,3.3878,196.24783,193,1.1304,-0.4538,True
4601.2236,-2588.249023,-1928.018432,935.903931,13615,4601.218879,1.64024,3741.53,1.14558,344,0.836101,60,3.4932,556.32324,193,1.15,-0.4923,True
4601.23102,-726.152161,-56.929626,452.307373,13616,4601.22629,1.68876,3810.19,1.16663,288,0.870658,60,-5.7766,142.39531,193,1.1719,-0.5303,True
4601.23965,-910.478943,-203.683029,458.352478,13617,4601.234928,1.5952,3709.74,1.19508,262,0.812779,60,-4.178,139.2149,193,1.2005,-0.5739,True
4601.24707,-688.657837,26.524059,519.616394,13618,4601.24234,1.64695,3800.87,1.22227,213,0.847047,60,-8.6171,186.21541,193,1.228,-0.6107,True
4601.25571,-1144.189697,-410.142367,496.842316,13619,4601.250985,1.65926,3839.79,1.25711,195,0.846191,60,-15.3667,179.52002,193,1.2637,-0.6529,True
4601.26312,-1744.460205,-955.075485,553.872253,13620,4601.25839,1.52837,3709.43,1.29042,218,0.845943,60,-8.0012,367.6715,193,1.2978,-0.6884,True
4601.27053,-1487.214722,-682.298271,423.712189,13621,4601.265801,1.55779,3826.84,1.32703,205,0.861795,60,-10.2779,225.37845,193,1.3355,-0.7234,True
4601.27917,-2507.232666,-1703.974646,597.643433,13622,4601.27444,1.64509,5140.71,1.37406,256,0.870864,60,-5.2257,197.2114,193,1.3845,-0.7635,True
4601.28657,-2362.496338,-1609.887419,815.755981,13623,4601.281846,1.82381,14660.4,1.42168,384,0.84661,60,-8.9371,147.28427,193,1.4313,-0.7973,True
4601.885,497.797577,954.753346,925.532776,13629,4601.880242,1.80816,6337.18,2.89605,408,0.779182,60,-2.5448,206.7455,193,2.8605,1.19,True
4601.88747,-823.717834,-295.987774,793.333984,13630,4601.882711,2.0893,6356.06,2.81605,363,0.793541,60,1.0509,112.389404,193,2.7827,1.1802,True
4601.89981,814.997803,1217.083429,705.867493,13632,4601.895047,1.76005,5807.69,2.47804,398,0.80697,60,-9.8287,179.06201,193,2.4506,1.1313,True
4601.90722,353.674835,725.384964,471.537598,13633,4601.902451,1.63671,5574.85,2.30596,197,0.830076,60,-4.3935,115.08276,193,2.2878,1.1017,True
4601.91586,9.450216,397.188537,511.127472,13634,4601.911096,1.67169,5525.83,2.14414,255,0.840139,60,-0.8555,144.80963,193,2.1243,1.0669,True
4601.92327,-1112.152588,-704.068029,717.459839,13635,4601.918504,1.74067,5325.52,2.01833,320,0.847373,60,-5.2471,236.13382,193,2.003,1.0367,True
4601.93313,-211.010071,188.157483,444.282532,13636,4601.92837,1.56288,5072.28,1.87661,209,0.869105,60,-2.1909,147.55249,193,1.8633,0.9961,True
4601.94054,-865.328125,-449.68744,530.864441,13637,4601.935777,1.57227,5040.32,1.78368,231,0.873923,60,6.1227,187.84999,193,1.7722,0.9652,True
4601.94795,-307.150726,128.183243,466.078491,13638,4601.943189,1.62043,5122.67,1.7013,235,0.877948,60,-2.638,147.15529,193,1.6909,0.9338,True
4601.9566,-175.384842,270.150109,492.26059,13639,4601.951832,1.554,4922.19,1.61705,213,0.884116,60,-7.9436,196.34048,193,1.6069,0.8968,True
4601.96401,-436.220154,28.36192,458.777069,13640,4601.959238,1.63339,4843.37,1.5525,254,0.884387,60,-4.3265,150.94505,193,1.5428,0.8645,True
4601.97388,-455.764374,19.609381,435.117096,13641,4601.969115,1.54791,4854.91,1.47458,307,0.894484,60,1.976,175.5458,193,1.4672,0.8207,True
4601.98129,-1310.999512,-821.898096,505.084473,13642,4601.976521,1.59892,4837.49,1.42419,445,0.896963,60,1.1827,186.49211,193,1.417,0.7873,True
4601.98869,-1127.939209,-629.757507,512.924561,13643,4601.983921,1.58438,4692.75,1.3786,328,0.900836,60,-16.5224,243.32962,193,1.3716,0.7534,True
4601.99732,-484.436432,24.136465,431.907257,13644,4601.992551,1.6002,4539.36,1.32905,284,0.9077,60,-9.2908,167.13974,193,1.3241,0.7132,True
4602.00473,-1052.783569,-537.221748,581.739563,13645,4601.999958,1.59403,4522.69,1.29226,356,0.908851,60,-7.2042,306.48602,193,1.2875,0.6781,True
4602.0146,-1186.783081,-667.059704,437.456421,13646,4602.009828,1.49699,4428.28,1.24886,306,0.908987,60,-9.6701,226.67105,193,1.244,0.6304,True
4602.02199,-944.704163,-431.028155,512.157959,13647,4602.017216,1.34182,4319.46,1.21929,202,0.910944,60,0.9477,495.88904,193,1.2151,0.594,True
4602.02938,-1895.798584,-1375.312758,429.932465,13648,4602.024612,1.38598,4204.07,1.19236,193,0.914442,60,-13.8016,476.90836,193,1.1889,0.557,True
4602.03801,-1377.195312,-857.256808,529.340454,13649,4602.03324,1.35484,4181.98,1.16541,203,0.9153,60,-12.8762,505.37314,193,1.1617,0.5132,True
4602.04543,-1292.36853,-769.078162,475.284271,13650,4602.040654,1.39043,4239.49,1.14335,164,0.919212,60,-9.9729,351.76004,193,1.1408,0.4749,True
4602.0553,-809.601135,-286.775334,645.203552,13651,4602.050525,1.39967,4115.55,1.11936,173,0.916316,60,-4.9242,683.321,193,1.1165,0.4231,True
4602.0627,-802.457397,-279.191716,462.104187,13652,4602.057932,1.42918,4110.91,1.10248,195,0.917707,60,-5.6141,396.16702,193,1.1006,0.3836,True
4602.07011,-490.126434,35.023027,488.186218,13653,4602.06534,1.48706,4127.11,1.0888,184,0.916256,60,-15.0681,352.43457,193,1.0866,0.3437,True
4602.07876,526.8573,1044.655686,625.180542,13654,4602.073982,1.44448,4144.92,1.07405,203,0.908465,60,-11.7086,561.5889,193,1.0726,0.2965,True
4602.08616,-292.869659,224.927478,517.753235,13655,4602.081389,1.48615,4211.39,1.0635,241,0.904161,60,5.6057,304.03104,193,1.0624,0.2557,True
4602.09604,213.262527,718.42289,504.487762,13656,4602.091264,1.41242,3984.48,1.05206,233,0.915364,60,-4.1081,458.12408,193,1.0514,0.2007,True
4602.10345,431.626556,937.990744,560.602661,13657,4602.098676,1.45559,4287.74,1.04569,446,0.884534,60,-0.4806,567.02795,193,1.045,0.1591,True
4602.11086,1385.283691,1885.063971,784.997803,13658,4602.106082,1.42199,4171.03,1.0403,165,0.886745,60,-2.8298,1567.27,193,1.0402,0.1173,True
4602.1195,234.038849,747.510727,487.545044,13659,4602.11472,1.56634,4443.83,1.03625,162,0.845381,60,0.9392,346.68063,193,1.0364,0.0683,True
4602.12691,304.404907,812.381561,586.189392,13660,4602.122129,1.50139,4150.68,1.03432,160,0.882291,60,1.9948,515.1318,193,1.0347,0.0261,True
4602.13678,1140.941528,1653.697106,915.35321,13661,4602.132006,1.50721,4274.48,1.03432,158,0.844399,60,-2.4769,1676.93,193,1.0348,-0.0301,True
4602.14419,687.141846,1194.258362,419.699646,13662,4602.139417,1.39765,4215.32,1.03576,167,0.817455,60,2.4266,398.64554,193,1.0366,-0.0722,True
4602.15161,1119.016968,1648.157518,563.516846,13663,4602.146831,1.53985,3912.8,1.03875,167,0.889744,60,1.5874,511.7705,193,1.0399,-0.1142,True
4602.1615,693.953674,1230.145931,527.531311,13664,4602.156724,1.44461,3755.36,1.04514,163,0.878041,60,19.0542,784.2564,193,1.0466,-0.1701,True
4602.16891,2200.529541,2750.484561,531.400757,13665,4602.164129,1.44633,3566.16,1.05146,145,0.848637,60,10.8589,623.5152,193,1.0534,-0.2116,True
4602.17879,698.447449,1270.465051,384.574646,13666,4602.17401,1.48252,3662.62,1.06283,160,0.825136,60,7.9656,323.61234,193,1.0649,-0.2665,True
4602.19616,-244.346741,368.121689,618.043884,13668,4602.191384,1.48125,3655.73,1.08962,143,0.847838,60,7.6204,870.8,193,1.0926,-0.3614,True
4602.20481,-131.666138,504.114518,561.586914,13669,4602.200027,1.45271,3786.17,1.10609,143,0.819768,60,-3.8142,561.3881,193,1.11,-0.4078,True
4602.21221,608.617737,1265.732221,436.863312,13670,4602.207427,1.43907,3621.45,1.12333,191,0.800358,60,-7.4053,503.6114,193,1.1271,-0.4469,True
4602.22208,-1835.018188,-1144.872267,587.695251,13671,4602.2173,1.39199,3648.73,1.14896,193,0.850063,60,0.8327,685.7479,193,1.1532,-0.4983,True
4602.22949,299.998901,1014.229742,771.28363,13672,4602.22471,1.38969,3847.82,1.17033,181,0.858298,60,-12.8148,1291.7223,193,1.1755,-0.5362,True
4602.2369,-489.624298,246.200182,695.023376,13673,4602.232118,1.41226,3805.88,1.19508,215,0.838713,60,3.6974,847.99567,193,1.2002,-0.5735,True
4602.24554,-371.947906,370.209315,438.54599,13674,4602.240761,1.53411,3932.08,1.2268,223,0.868336,60,-2.6452,253.78998,193,1.2325,-0.6164,True
4602.25295,590.217041,1364.78956,529.248047,13675,4602.248167,1.48869,3850.69,1.25545,139,0.832434,60,-11.5978,472.00604,193,1.2633,-0.6525,True
4602.26283,227.328094,982.707297,513.061523,13676,4602.258046,1.6729,3980.73,1.3016,356,0.826632,60,-0.045,196.61844,193,1.3096,-0.6998,True
4602.27024,-1157.169922,-327.468234,578.214661,13677,4602.265456,1.50014,4142.28,1.33934,196,0.834749,60,4.5105,479.47336,193,1.3485,-0.7346,True
4602.27766,-1104.961304,-241.301284,476.003876,13678,4602.272877,1.47737,5171.75,1.38089,145,0.801124,60,10.5147,316.91446,193,1.3916,-0.7689,True
4602.87921,-624.817261,-240.776276,796.01825,13690,4602.874395,1.58423,9484.77,2.99574,108,0.515903,60,-1.3721,137.21889,193,2.9651,1.2022,True
4602.88728,-282.584076,48.676246,840.923767,13691,4602.882459,1.50645,9483.89,2.74065,117,0.485773,60,-9.2815,135.59546,193,2.7088,1.1704,True
4602.89469,-623.357483,-266.865409,965.501343,13692,4602.889868,1.5929,9175.95,2.53845,150,0.522592,60,1.7315,175.90068,193,2.5099,1.141,True
4602.9021,-238.230087,155.16788,656.059631,13693,4602.897278,1.73422,7704.21,2.35738,289,0.66641,60,22.6074,131.93182,193,2.3389,1.1115,True
4602.90581,674.206055,1056.114436,618.372803,13694,4602.900985,1.67813,7568.13,2.28117,240,0.667778,60,-10.4924,117.04151,193,2.2622,1.0966,True
4602.91322,130.078903,496.979214,1115.619995,13695,4602.908399,1.56865,7776.35,2.14414,136,0.600374,60,-0.0846,312.1489,193,2.1237,1.0667,True
4602.92063,96.720901,492.05772,577.695618,13696,4602.915808,1.6568,7777.7,2.01833,155,0.608501,60,-11.1895,95.67461,193,2.0025,1.0366,True
4602.92803,-955.446045,-539.960905,673.711426,13697,4602.92321,1.71932,7331.89,1.90845,205,0.658738,60,1.7304,144.35883,193,1.8957,1.0061,True
4602.93544,95.552467,531.082568,675.438416,13698,4602.93062,1.82136,8353.22,1.8118,355,0.549921,60,-4.1843,80.33469,193,1.8009,0.9753,True
4602.94285,-421.345367,14.881405,675.696594,13699,4602.938024,1.68203,7800.77,1.72628,334,0.617485,60,-6.634,146.5493,193,1.7166,0.9442,True
4602.95025,-531.014404,-89.99634,513.200073,13700,4602.945426,1.5833,6572.9,1.6502,139,0.717079,60,-14.1764,137.36545,193,1.6413,0.9126,True
4602.95766,-847.229614,-385.194192,538.618591,13701,4602.952841,1.70085,6660.73,1.58221,341,0.729909,60,-1.7942,129.51382,193,1.5737,0.8805,True
4602.96507,-1139.826172,-668.699773,431.129272,13702,4602.960249,1.64785,6714.69,1.5212,315,0.721397,60,-2.0422,85.7223,193,1.513,0.848,True
4602.97247,-1438.047852,-954.904511,545.307617,13703,4602.967645,1.6744,6499.56,1.46628,340,0.754949,60,3.6033,137.6249,193,1.4583,0.8151,True
4602.97988,-657.29071,-163.400456,497.887817,13704,4602.975052,1.72323,6241.09,1.41669,254,0.765625,60,-12.6427,118.98142,193,1.4089,0.7816,True
4602.98728,-753.773193,-263.872485,511.590088,13705,4602.982459,1.42185,6089.17,1.36956,161,0.767117,60,-13.9777,213.34375,193,1.3642,0.7476,True
4602.99469,-880.386047,-373.752601,456.298523,13706,4602.989861,1.55104,6005.61,1.32905,260,0.761562,60,-15.9919,128.23863,193,1.3239,0.713,True
4603.00209,-394.308075,121.452629,641.074219,13707,4602.997268,1.7996,6209.51,1.29226,398,0.754482,60,-11.8537,133.04117,193,1.2873,0.6779,True
4603.0095,-703.517944,-180.958055,484.255127,13708,4603.004674,1.66652,6051.83,1.25879,323,0.757385,60,0.2836,127.193214,193,1.2541,0.6422,True
4603.0169,-1332.815918,-805.401501,430.613312,13709,4603.012076,1.68713,6003.23,1.22833,337,0.746669,60,0.1084,96.2149,193,1.2242,0.6059,True
4603.02431,147.158173,674.967503,717.935669,13710,4603.019482,1.52921,5678.41,1.20059,145,0.78262,60,-15.0402,356.9649,193,1.1971,0.5691,True
4603.03172,-356.598236,171.650242,582.647766,13711,4603.02689,1.48601,5496.73,1.17662,127,0.78505,60,-14.6168,362.58322,193,1.1727,0.5317,True
4603.03913,287.474823,818.275388,520.613647,13712,4603.034297,1.51051,5931.69,1.15354,153,0.740302,60,-13.2877,201.96147,193,1.1507,0.4937,True
4603.04654,-827.88623,-294.512761,615.154419,13713,4603.041709,1.56023,6291.59,1.13362,128,0.687801,60,-16.9011,176.49817,193,1.131,0.4551,True
4603.05395,182.411819,712.483452,462.948578,13714,4603.049122,1.50749,6096.08,1.11547,167,0.732151,60,-7.9863,156.64294,193,1.1135,0.4161,True
