Name,MOA phase,Field,Chip,RA,Dec,Remarks,RA_deg,Dec_deg
MOA-2008-BLG-034,MOA-2,gb9,1,17:58:05.43,-28:26:26.92,,269.52262499999995,-28.44081111111111
MOA-2008-BLG-035,MOA-2,gb12,8,18:08:15.03,-30:49:35.69,,272.06262499999997,-30.826580555555555
MOA-2008-BLG-036,MOA-2,gb16,4,18:09:55.60,-29:28:13.33,,272.4816666666666,-29.470369444444444
MOA-2008-BLG-037,MOA-2,gb16,10,18:13:33.96,-28:36:46.16,,273.39149999999995,-28.612822222222224
MOA-2008-BLG-038,MOA-2,gb17,6,18:12:47.54,-28:21:04.83,,273.1980833333333,-28.351341666666666
MOA-2008-BLG-039,MOA-2,gb9,3,17:58:19.08,-29:17:50.21,,269.57949999999994,-29.297280555555556
MOA-2008-BLG-040,MOA-2,gb14,5,18:05:23.82,-28:04:10.11,,271.3492499999999,-28.069475
MOA-2008-BLG-041,MOA-2,gb15,6,18:08:40.30,-26:20:39.53,,272.16791666666666,-26.344313888888887
MOA-2008-BLG-042,MOA-2,gb3,2,17:51:31.96,-32:18:10.56,,267.8831666666666,-32.30293333333333
MOA-2008-BLG-043,MOA-2,gb8,10,18:00:41.17,-30:23:36.89,,270.1715416666666,-30.393580555555555
MOA-2008-BLG-044,MOA-2,gb9,3,17:58:30.66,-29:20:05.58,,269.62774999999993,-29.334883333333334
MOA-2008-BLG-045,MOA-2,gb5,6,17:54:31.13,-29:49:58.16,,268.62970833333327,-29.832822222222223
MOA-2008-BLG-046,MOA-2,gb15,6,18:07:29.97,-26:30:06.70,,271.874875,-26.50186111111111
MOA-2008-BLG-047,MOA-2,gb14,10,18:07:32.83,-26:48:14.55,,271.8867916666666,-26.804041666666667
MOA-2008-BLG-048,MOA-2,gb8,7,18:01:51.65,-31:26:19.79,,270.4652083333333,-31.438830555555555
MOA-2008-BLG-049,MOA-2,gb10,3,17:58:39.46,-27:27:10.28,,269.6644166666666,-27.452855555555555
MOA-2008-BLG-050,MOA-2,gb5,2,17:53:45.00,-28:51:49.11,,268.43749999999994,-28.86364166666667
MOA-2008-BLG-051,MOA-2,gb15,8,18:06:24.47,-25:39:55.14,,271.6019583333333,-25.665316666666666
MOA-2008-BLG-052,MOA-2,gb5,9,17:56:43.96,-29:01:34.51,,269.18316666666664,-29.026252777777778
MOA-2008-BLG-053,MOA-2,gb1,3,17:45:16.44,-34:18:31.10,,266.3185,-34.308638888888886
MOA-2008-BLG-054,MOA-2,gb3,6,17:54:29.87,-33:27:47.22,,268.6244583333333,-33.46311666666667
MOA-2008-BLG-055,MOA-2,gb7,5,17:59:07.65,-33:27:20.93,,269.78187499999996,-33.45581388888889
MOA-2008-BLG-056,MOA-2,gb12,3,18:04:40.34,-30:51:28.52,,271.1680833333333,-30.857922222222225
MOA-2008-BLG-057,MOA-2,gb12,5,18:04:22.57,-31:35:44.76,,271.09404166666667,-31.595766666666666
MOA-2008-BLG-058,MOA-2,gb15,3,18:05:05.06,-25:46:46.21,,271.2710833333333,-25.779502777777775
MOA-2008-BLG-059,MOA-2,gb19,2,18:15:12.66,-25:13:45.32,,273.80274999999995,-25.229255555555554
MOA-2008-BLG-060,MOA-2,gb20,3,18:17:47.14,-23:41:52.47,,274.44641666666666,-23.697908333333334
MOA-2008-BLG-061,MOA-2,gb3,5,17:53:58.27,-33:17:42.26,,268.4927916666666,-33.29507222222222
MOA-2008-BLG-062,MOA-2,gb8,4,17:57:43.97,-31:13:51.96,,269.4332083333333,-31.231099999999998
MOA-2008-BLG-063,MOA-2,gb9,10,18:00:37.42,-28:32:01.62,,270.1559166666666,-28.533783333333336
MOA-2008-BLG-064,MOA-2,gb14,6,18:06:10.13,-28:11:49.61,,271.5422083333333,-28.19711388888889
MOA-2008-BLG-065,MOA-2,gb5,3,17:52:59.71,-29:19:33.81,,268.24879166666665,-29.326058333333332
MOA-2008-BLG-066,MOA-2,gb9,8,18:02:16.55,-29:06:04.88,,270.56895833333334,-29.101355555555557
MOA-2008-BLG-067,MOA-2,gb14,2,18:03:55.32,-27:06:33.66,,270.98049999999995,-27.109350000000003
MOA-2008-BLG-068,MOA-2,gb14,4,18:04:25.53,-27:57:54.51,,271.10637499999996,-27.965141666666668
MOA-2008-BLG-069,MOA-2,gb9,2,17:59:41.30,-29:02:16.23,,269.9220833333333,-29.03784166666667
MOA-2008-BLG-070,MOA-2,gb5,2,17:51:59.13,-29:01:58.41,,267.996375,-29.032891666666664
MOA-2008-BLG-071,MOA-2,gb16,3,18:11:02.57,-29:08:51.85,,272.7607083333333,-29.14773611111111
MOA-2008-BLG-072,MOA-2,gb20,1,18:15:38.60,-23:10:52.88,,273.9108333333333,-23.181355555555555
MOA-2008-BLG-073,MOA-2,gb10,4,17:58:23.08,-27:53:29.06,,269.5961666666666,-27.891405555555554
MOA-2008-BLG-074,MOA-2,gb7,2,17:59:40.48,-32:23:10.43,,269.91866666666664,-32.38623055555556
MOA-2008-BLG-075,MOA-2,gb2,3,17:52:53.38,-34:33:12.02,,268.2224166666667,-34.55333888888889
MOA-2008-BLG-076,MOA-2,gb5,1,17:53:19.30,-28:26:12.31,,268.3304166666666,-28.436752777777777
MOA-2008-BLG-077,MOA-2,gb1,5,17:47:08.22,-34:46:54.13,,266.78425,-34.781702777777774
MOA-2008-BLG-078,MOA-2,gb18,8,18:12:26.23,-25:51:18.76,,273.1092916666666,-25.855211111111114
MOA-2008-BLG-079,MOA-2,gb19,10,18:18:18.69,-24:42:44.49,,274.57787499999995,-24.712358333333334
MOA-2008-BLG-080,MOA-2,gb11,10,18:06:19.36,-32:11:33.43,,271.5806666666667,-32.19261944444444
MOA-2008-BLG-081,MOA-2,gb18,2,18:11:48.59,-25:24:48.05,,272.9524583333333,-25.41334722222222
MOA-2008-BLG-082,MOA-2,gb14,8,18:07:57.17,-27:33:28.78,,271.9882083333333,-27.557994444444446
MOA-2008-BLG-083,MOA-2,gb2,3,17:51:26.55,-34:39:05.62,,267.86062499999997,-34.65156111111111
MOA-2008-BLG-084,MOA-2,gb9,4,17:57:40.19,-29:34:41.00,,269.4174583333333,-29.578055555555554
MOA-2008-BLG-085,MOA-2,gb7,5,17:57:48.12,-33:35:39.71,,269.4505,-33.59436388888889
MOA-2008-BLG-086,MOA-2,gb14,5,18:03:19.63,-28:05:33.30,,270.8317916666666,-28.092583333333334
MOA-2008-BLG-087,MOA-2,gb7,3,17:59:54.85,-32:43:20.03,,269.9785416666667,-32.722230555555555
MOA-2008-BLG-088,MOA-2,gb16,9,18:13:35.62,-28:45:20.05,,273.3984166666666,-28.755569444444443
MOA-2008-BLG-089,MOA-2,gb7,10,18:01:11.28,-32:03:28.46,,270.29699999999997,-32.05790555555555
MOA-2008-BLG-090,MOA-2,gb5,1,17:52:20.04,-28:39:44.12,,268.08349999999996,-28.662255555555554
MOA-2008-BLG-091,MOA-2,gb9,8,18:00:33.81,-29:16:54.95,,270.14087499999994,-29.281930555555554
MOA-2008-BLG-092,MOA-2,gb4,1,17:53:59.40,-30:26:15.60,,268.49749999999995,-30.43766666666667
MOA-2008-BLG-093,MOA-2,gb10,3,17:59:23.38,-27:20:05.57,,269.8474166666667,-27.334880555555554
MOA-2008-BLG-094,MOA-2,gb5,9,17:54:11.42,-28:57:25.77,,268.5475833333333,-28.957158333333332
MOA-2008-BLG-095,MOA-2,gb10,10,18:01:14.95,-26:54:33.29,,270.3122916666666,-26.90924722222222
MOA-2008-BLG-096,MOA-2,gb20,5,18:15:26.62,-24:33:45.66,,273.86091666666664,-24.562683333333332
MOA-2008-BLG-097,MOA-2,gb4,1,17:52:45.51,-30:19:36.35,,268.189625,-30.326763888888888
MOA-2008-BLG-098,MOA-2,gb5,5,17:53:29.88,-29:49:10.10,,268.37449999999995,-29.81947222222222
MOA-2008-BLG-099,MOA-2,gb3,4,17:52:40.96,-33:02:23.77,,268.17066666666665,-33.03993611111111
MOA-2008-BLG-100,MOA-2,gb10,1,17:59:56.57,-26:55:51.70,,269.9857083333333,-26.93102777777778
MOA-2008-BLG-101,MOA-2,gb18,7,18:14:11.62,-26:10:04.97,,273.54841666666664,-26.168047222222224
MOA-2008-BLG-102,MOA-2,gb20,10,18:20:28.01,-23:11:43.26,,275.1167083333333,-23.19535
MOA-2008-BLG-103,MOA-2,gb9,5,17:57:53.82,-29:50:18.16,,269.4742499999999,-29.838377777777776
MOA-2008-BLG-104,MOA-2,gb9,9,18:01:01.73,-28:49:08.02,,270.25720833333327,-28.818894444444446
MOA-2008-BLG-105,MOA-2,gb5,10,17:55:41.55,-28:32:11.02,,268.92312499999997,-28.536394444444447
MOA-2008-BLG-106,MOA-2,gb22,2,18:35:07.81,-23:26:56.81,,278.7825416666666,-23.44911388888889
MOA-2008-BLG-107,MOA-2,gb21,4,18:16:22.19,-22:19:45.27,,274.0924583333333,-22.329241666666665
MOA-2008-BLG-108,MOA-2,gb10,2,17:59:56.94,-27:16:13.13,,269.98724999999996,-27.27031388888889
MOA-2008-BLG-109,MOA-2,gb4,5,17:51:00.93,-31:47:02.42,,267.753875,-31.784005555555556
MOA-2008-BLG-110,MOA-2,gb9,9,18:01:14.72,-28:51:32.86,,270.31133333333327,-28.85912777777778
MOA-2008-BLG-111,MOA-2,gb9,1,17:59:38.54,-28:41:34.14,,269.91058333333336,-28.692816666666666
MOA-2008-BLG-112,MOA-2,gb5,6,17:54:58.89,-30:01:03.56,,268.74537499999997,-30.017655555555553
MOA-2008-BLG-113,MOA-2,gb9,3,17:58:59.69,-29:21:40.70,,269.7487083333333,-29.361305555555557
MOA-2008-BLG-114,MOA-2,gb1,6,17:49:02.51,-34:57:29.60,,267.2604583333333,-34.958222222222226
MOA-2008-BLG-115,MOA-2,gb1,9,17:49:08.75,-33:51:30.12,,267.2864583333333,-33.85836666666667
MOA-2008-BLG-116,MOA-2,gb4,3,17:53:22.18,-30:52:48.25,,268.3424166666666,-30.880069444444445
MOA-2008-BLG-117,MOA-2,gb7,1,17:59:25.55,-32:10:08.43,,269.8564583333333,-32.16900833333333
MOA-2008-BLG-118,MOA-2,gb17,4,18:10:19.53,-27:55:03.51,,272.581375,-27.91764166666667
MOA-2008-BLG-119,MOA-2,gb19,4,18:15:49.88,-25:59:24.37,,273.95783333333327,-25.99010277777778
MOA-2008-BLG-120,MOA-2,gb2,6,17:55:16.29,-35:09:50.73,,268.817875,-35.164091666666664
MOA-2008-BLG-121,MOA-2,gb9,1,17:58:36.39,-28:41:38.20,,269.65162499999997,-28.693944444444444
MOA-2008-BLG-122,MOA-2,gb16,1,18:09:15.16,-28:32:18.10,,272.31316666666663,-28.53836111111111
MOA-2008-BLG-123,MOA-2,gb2,3,17:53:09.38,-34:32:16.33,,268.2890833333333,-34.53786944444444
MOA-2008-BLG-124,MOA-2,gb14,3,18:03:19.11,-27:32:32.35,,270.82962499999996,-27.542319444444445
MOA-2008-BLG-125,MOA-2,gb20,3,18:17:16.35,-23:38:01.55,,274.318125,-23.63376388888889
MOA-2008-BLG-126,MOA-2,gb10,6,18:01:23.25,-28:03:01.72,,270.34687499999995,-28.05047777777778
MOA-2008-BLG-127,MOA-2,gb1,8,17:48:53.33,-34:19:52.71,,267.2222083333333,-34.33130833333334
MOA-2008-BLG-128,MOA-2,gb4,6,17:55:23.54,-31:36:23.94,,268.84808333333336,-31.606650000000002
MOA-2008-BLG-129,MOA-2,gb9,6,18:00:40.94,-29:57:36.26,,270.1705833333333,-29.960072222222223
MOA-2008-BLG-130,MOA-2,gb13,5,18:03:17.67,-29:51:10.24,,270.823625,-29.852844444444447
MOA-2008-BLG-131,MOA-2,gb19,8,18:19:59.76,-25:32:59.28,,274.99899999999997,-25.5498
MOA-2008-BLG-132,MOA-2,gb20,3,18:17:16.35,-23:38:01.46,,274.318125,-23.63373888888889
MOA-2008-BLG-133,MOA-2,gb9,4,17:57:33.05,-29:40:12.23,,269.3877083333333,-29.67006388888889
MOA-2008-BLG-134,MOA-2,gb5,3,17:51:39.83,-29:13:26.34,,267.9159583333333,-29.223983333333333
MOA-2008-BLG-135,MOA-2,gb1,4,17:45:36.05,-34:28:12.29,,266.4002083333333,-34.470080555555555
MOA-2008-BLG-136,MOA-2,gb4,10,17:55:18.06,-30:24:33.64,,268.82525,-30.409344444444443
MOA-2008-BLG-137,MOA-2,gb10,8,18:02:59.42,-27:38:14.78,,270.7475833333333,-27.637438888888887
MOA-2008-BLG-138,MOA-2,gb7,8,18:01:12.60,-32:40:56.46,,270.30249999999995,-32.68235
MOA-2008-BLG-139,MOA-2,gb5,6,17:56:39.02,-30:01:41.48,,269.16258333333326,-30.028188888888888
MOA-2008-BLG-140,MOA-2,gb5,10,17:54:48.92,-28:38:21.70,,268.7038333333333,-28.63936111111111
MOA-2008-BLG-141,MOA-2,gb13,4,18:05:25.36,-29:40:25.13,,271.35566666666665,-29.673647222222222
MOA-2008-BLG-142,MOA-2,gb3,1,17:51:47.19,-32:04:36.93,,267.94662500000004,-32.076925
MOA-2008-BLG-143,MOA-2,gb4,7,17:55:01.84,-31:15:17.90,,268.7576666666667,-31.25497222222222
MOA-2008-BLG-144,MOA-2,gb10,6,18:02:37.88,-28:09:55.37,,270.6578333333333,-28.165380555555554
MOA-2008-BLG-145,MOA-2,gb14,7,18:07:57.43,-27:56:38.74,,271.98929166666665,-27.944094444444445
MOA-2008-BLG-146,MOA-2,gb6,6,17:55:35.17,-28:12:08.49,,268.8965416666667,-28.202358333333333
MOA-2008-BLG-147,MOA-2,gb9,2,17:59:07.19,-28:51:32.89,,269.7799583333333,-28.859136111111113
MOA-2008-BLG-148,MOA-2,gb21,8,18:19:00.44,-21:57:51.00,,274.7518333333333,-21.964166666666667
MOA-2008-BLG-149,MOA-2,gb4,10,17:56:51.75,-30:19:30.09,,269.215625,-30.325025
MOA-2008-BLG-150,MOA-2,gb1,3,17:46:09.36,-34:19:27.48,,266.539,-34.3243
MOA-2008-BLG-151,MOA-2,gb1,3,17:46:36.77,-34:18:19.16,,266.6532083333333,-34.305322222222216
MOA-2008-BLG-152,MOA-2,gb8,3,17:58:12.07,-30:54:02.77,,269.5502916666666,-30.900769444444443
MOA-2008-BLG-153,MOA-2,gb9,2,17:57:44.64,-28:58:25.03,,269.436,-28.97361944444444
MOA-2008-BLG-154,MOA-2,gb9,3,17:57:57.84,-29:06:55.69,,269.491,-29.115469444444447
MOA-2008-BLG-155,MOA-2,gb13,4,18:04:49.82,-29:42:33.33,,271.2075833333333,-29.70925833333333
MOA-2008-BLG-156,MOA-2,gb13,8,18:06:59.34,-29:23:39.46,,271.74725,-29.394294444444444
MOA-2008-BLG-157,MOA-2,gb13,10,18:08:01.61,-28:25:10.86,,272.0067083333333,-28.419683333333335
MOA-2008-BLG-158,MOA-2,gb16,6,18:14:04.70,-29:57:03.83,,273.5195833333333,-29.95106388888889
MOA-2008-BLG-159,MOA-2,gb12,10,18:07:29.18,-30:09:49.06,,271.8715833333333,-30.163627777777776
MOA-2008-BLG-160,MOA-2,gb9,10,18:01:20.72,-28:27:21.44,,270.3363333333333,-28.455955555555555
MOA-2008-BLG-161,MOA-2,gb8,1,17:59:37.91,-30:11:55.20,,269.9079583333333,-30.198666666666668
MOA-2008-BLG-162,MOA-2,gb2,9,17:54:40.08,-34:05:25.18,,268.667,-34.09032777777778
MOA-2008-BLG-163,MOA-2,gb3,9,17:55:39.18,-32:17:41.65,,268.91324999999995,-32.29490277777778
MOA-2008-BLG-164,MOA-2,gb5,6,17:54:29.17,-30:03:11.96,,268.62154166666664,-30.053322222222224
MOA-2008-BLG-165,MOA-2,gb9,3,17:58:48.11,-29:20:24.21,,269.7004583333333,-29.34005833333333
MOA-2008-BLG-166,MOA-2,gb10,3,17:58:27.10,-27:26:00.32,,269.6129166666666,-27.433422222222223
MOA-2008-BLG-167,MOA-2,gb10,4,17:58:31.51,-27:50:03.18,,269.63129166666664,-27.834216666666666
MOA-2008-BLG-168,MOA-2,gb10,9,18:02:06.59,-27:17:36.26,,270.52745833333336,-27.29340555555556
MOA-2008-BLG-169,MOA-2,gb17,3,18:10:09.81,-27:33:47.04,,272.540875,-27.563066666666668
MOA-2008-BLG-170,MOA-2,gb4,7,17:56:36.88,-31:11:51.89,,269.15366666666665,-31.197747222222223
MOA-2008-BLG-171,MOA-2,gb14,8,18:06:31.24,-27:22:47.36,,271.63016666666664,-27.379822222222224
MOA-2008-BLG-172,MOA-2,gb20,9,18:20:56.42,-23:21:51.76,,275.23508333333325,-23.36437777777778
MOA-2008-BLG-173,MOA-2,gb10,5,17:59:26.51,-28:19:32.95,,269.8604583333333,-28.325819444444445
MOA-2008-BLG-174,MOA-2,gb9,1,17:59:35.45,-28:24:11.78,,269.89770833333336,-28.40327222222222
MOA-2008-BLG-175,MOA-2,gb9,6,18:00:47.77,-30:05:16.72,,270.19904166666663,-30.087977777777777
MOA-2008-BLG-176,MOA-2,gb18,3,18:09:43.29,-25:43:08.72,,272.43037499999997,-25.719088888888887
MOA-2008-BLG-177,MOA-2,gb10,4,17:59:22.96,-27:42:30.14,,269.84566666666666,-27.70837222222222
MOA-2008-BLG-178,MOA-2,gb13,10,18:06:38.97,-28:40:03.03,,271.662375,-28.667508333333334
MOA-2008-BLG-179,MOA-2,gb16,4,18:11:39.91,-29:45:32.67,,272.91629166666667,-29.759075
MOA-2008-BLG-180,MOA-2,gb4,10,17:54:51.03,-30:10:19.21,,268.71262499999995,-30.172002777777777
MOA-2008-BLG-181,MOA-2,gb5,5,17:52:24.83,-29:52:58.00,,268.1034583333333,-29.88277777777778
MOA-2008-BLG-182,MOA-2,gb9,10,18:02:19.18,-28:33:55.18,,270.5799166666667,-28.565327777777778
MOA-2008-BLG-183,MOA-2,gb9,1,17:59:51.28,-28:42:14.94,,269.96366666666665,-28.70415
MOA-2008-BLG-184,MOA-2,gb1,2,17:44:52.26,-33:54:56.02,,266.21774999999997,-33.91556111111111
MOA-2008-BLG-185,MOA-2,gb4,6,17:55:12.89,-31:41:43.05,,268.8037083333333,-31.695291666666666
MOA-2008-BLG-186,MOA-2,gb10,5,17:57:53.78,-28:07:52.07,,269.4740833333333,-28.131130555555558
MOA-2008-BLG-187,MOA-2,gb7,6,18:02:09.75,-33:23:42.46,,270.54062500000003,-33.39512777777778
MOA-2008-BLG-188,MOA-2,gb14,9,18:08:47.08,-27:12:00.95,,272.1961666666666,-27.200263888888887
MOA-2008-BLG-189,MOA-2,gb14,9,18:07:27.31,-27:09:01.35,,271.8637916666666,-27.150374999999997
MOA-2008-BLG-190,MOA-2,gb5,4,17:52:43.36,-29:42:14.42,,268.18066666666664,-29.704005555555554
MOA-2008-BLG-191,MOA-2,gb5,9,17:55:45.03,-28:50:06.83,,268.93762499999997,-28.835230555555555
MOA-2008-BLG-192,MOA-2,gb3,3,17:53:17.62,-32:52:30.79,,268.3234166666667,-32.87521944444445
MOA-2008-BLG-193,MOA-2,gb7,5,17:58:02.18,-33:16:47.37,,269.50908333333325,-33.279825
MOA-2008-BLG-194,MOA-2,gb8,1,17:59:41.00,-30:25:19.90,,269.9208333333333,-30.422194444444447
MOA-2008-BLG-195,MOA-2,gb8,4,17:58:31.79,-31:16:27.48,,269.63245833333326,-31.2743
MOA-2008-BLG-196,MOA-2,gb13,4,18:05:24.70,-29:40:10.86,,271.3529166666666,-29.669683333333335
MOA-2008-BLG-197,MOA-2,gb6,6,17:56:48.43,-28:08:46.09,,269.2017916666667,-28.14613611111111
MOA-2008-BLG-198,MOA-2,gb2,2,17:51:54.97,-33:58:55.78,,267.97904166666666,-33.98216111111111
MOA-2008-BLG-199,MOA-2,gb10,2,17:59:21.84,-27:15:04.60,,269.84099999999995,-27.251277777777776
MOA-2008-BLG-200,MOA-2,gb8,2,17:59:25.16,-30:31:30.50,,269.8548333333333,-30.52513888888889
MOA-2008-BLG-201,MOA-2,gb8,3,17:57:34.65,-31:01:17.62,,269.39437499999997,-31.02156111111111
MOA-2008-BLG-202,MOA-2,gb13,3,18:04:51.02,-29:15:40.83,,271.21258333333327,-29.261341666666667
MOA-2008-BLG-203,MOA-2,gb5,10,17:55:33.66,-28:23:26.33,,268.89025,-28.39064722222222
MOA-2008-BLG-204,MOA-2,gb4,4,17:51:08.01,-31:13:58.20,,267.783375,-31.232833333333332
MOA-2008-BLG-205,MOA-2,gb7,5,17:57:02.76,-33:21:38.29,,269.26149999999996,-33.36063611111111
MOA-2008-BLG-206,MOA-2,gb14,10,18:06:53.16,-26:48:14.90,,271.7215,-26.80413888888889
MOA-2008-BLG-207,MOA-2,gb13,4,18:04:40.02,-29:42:22.84,,271.16675,-29.706344444444444
MOA-2008-BLG-208,MOA-2,gb12,10,18:09:02.69,-30:12:39.63,,272.2612083333333,-30.211008333333332
MOA-2008-BLG-209,MOA-2,gb10,4,17:58:48.49,-27:46:30.72,,269.70204166666656,-27.775199999999998
MOA-2008-BLG-210,MOA-2,gb18,3,18:10:07.75,-25:51:55.39,,272.53229166666665,-25.865386111111114
MOA-2008-BLG-211,MOA-2,gb2,9,17:54:44.34,-34:05:10.25,,268.68474999999995,-34.08618055555556
MOA-2008-BLG-212,MOA-2,gb4,4,17:52:47.85,-31:15:12.61,,268.199375,-31.25350277777778
MOA-2008-BLG-213,MOA-2,gb9,3,17:57:18.75,-29:06:16.91,,269.32812499999994,-29.104697222222224
MOA-2008-BLG-214,MOA-2,gb5,6,17:55:00.04,-29:58:53.95,,268.75016666666664,-29.981652777777775
MOA-2008-BLG-215,MOA-2,gb5,9,17:54:27.98,-28:57:48.45,,268.61658333333327,-28.96345833333333
MOA-2008-BLG-216,MOA-2,gb9,3,17:57:15.89,-29:09:54.06,,269.3162083333333,-29.165016666666666
MOA-2008-BLG-217,MOA-2,gb9,7,18:01:52.14,-29:39:41.13,,270.46725,-29.661424999999998
MOA-2008-BLG-218,MOA-2,gb5,4,17:52:22.06,-29:33:51.35,,268.09191666666663,-29.56426388888889
MOA-2008-BLG-219,MOA-2,gb17,1,18:09:50.17,-26:49:49.99,,272.4590416666666,-26.83055277777778
MOA-2008-BLG-220,MOA-2,gb1,7,17:48:39.93,-34:31:43.05,,267.16637499999996,-34.528625
MOA-2008-BLG-221,MOA-2,gb3,6,17:54:41.85,-33:23:23.69,,268.67437499999994,-33.38991388888889
MOA-2008-BLG-222,MOA-2,gb3,9,17:54:17.89,-32:28:19.76,,268.5745416666666,-32.47215555555556
MOA-2008-BLG-223,MOA-2,gb6,7,17:55:45.01,-27:51:32.92,,268.9375416666667,-27.859144444444446
MOA-2008-BLG-224,MOA-2,gb7,4,17:58:15.17,-32:57:55.87,,269.56320833333325,-32.965519444444446
MOA-2008-BLG-225,MOA-2,gb8,1,17:58:36.19,-30:22:08.71,,269.6507916666666,-30.369086111111113
MOA-2008-BLG-226,MOA-2,gb8,6,18:00:03.53,-31:38:34.86,,270.0147083333333,-31.643016666666668
MOA-2008-BLG-227,MOA-2,gb9,2,17:57:41.89,-28:49:06.80,,269.42454166666664,-28.818555555555555
MOA-2008-BLG-228,MOA-2,gb14,5,18:05:38.25,-28:03:53.78,,271.40937499999995,-28.06493888888889
MOA-2008-BLG-229,MOA-2,gb16,9,18:14:41.49,-28:57:02.06,,273.672875,-28.95057222222222
MOA-2008-BLG-230,MOA-2,gb5,5,17:52:35.29,-29:59:15.87,,268.14704166666667,-29.98774166666667
MOA-2008-BLG-231,MOA-2,gb8,5,17:57:48.89,-31:34:58.62,,269.4537083333333,-31.58295
MOA-2008-BLG-232,MOA-2,gb9,5,17:58:56.97,-29:57:44.35,,269.73737499999993,-29.962319444444443
MOA-2008-BLG-233,MOA-2,gb11,2,18:03:19.77,-32:27:39.97,,270.832375,-32.46110277777778
MOA-2008-BLG-234,MOA-2,gb13,7,18:07:52.72,-29:28:11.40,,271.9696666666666,-29.46983333333333
