Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2014-BLG-1115,BLG504.07,2153N,17:55:30.95,-28:27:50.8,2456830.22,2014-06-21.72,48.608,0.154,6.545,2.04,0.545,19.994,20.653,268.8789583333333,-28.46411111111111
2014-BLG-1116,BLG505.19,5101N,17:58:53.74,-28:56:21.0,2456825.919,2014-06-17.42,16.206,0.013,76.571,4.71,0.481,20.119,20.913,269.72391666666664,-28.939166666666665
2014-BLG-1117,BLG534.28,1589N,17:52:53.66,-30:38:31.4,2456823.992,2014-06-15.49,7.755,0.168,6.008,1.947,0.437,20.184,21.082,268.2235833333333,-30.642055555555554
2014-BLG-1118,BLG500.05,199,17:51:36.36,-29:12:30.6,2456841.91,2014-07-03.41,10.323,0.808,1.523,0.456,1.0,16.728,16.728,267.9015,-29.2085
2014-BLG-1119,BLG505.19,213023,17:58:46.93,-29:05:56.1,2456828.299,2014-06-19.80,5.209,0.68,1.715,0.585,1.0,19.492,19.492,269.69554166666666,-29.098916666666664
2014-BLG-1120,BLG505.22,147024,17:56:34.10,-29:12:20.9,2456825.788,2014-06-17.29,8.032,0.919,1.406,0.37,1.0,19.731,19.731,269.1420833333333,-29.205805555555553
2014-BLG-1121,BLG511.08,5580,18:06:07.36,-27:38:30.9,2456828.045,2014-06-19.55,15.404,1.246,1.21,0.207,1.0,18.081,18.081,271.53066666666666,-27.641916666666667
2014-BLG-1122,BLG513.17,85619,18:05:55.57,-29:40:56.3,2456838.311,2014-06-29.81,20.579,0.047,21.378,3.325,0.527,18.445,19.14,271.4815416666666,-29.68230555555556
2014-BLG-1123,BLG522.12,86078,18:13:38.65,-26:21:23.8,2456839.908,2014-07-01.41,15.55,1.536,1.125,0.128,1.0,15.622,15.622,273.4110416666666,-26.356611111111114
2014-BLG-1124,BLG534.23,116982,17:50:12.44,-30:52:33.5,2456871.028,2014-08-01.53,45.392,0.703,1.674,0.559,1.0,18.58,18.58,267.55183333333326,-30.875972222222224
2014-BLG-1125,BLG645.27,32250,17:59:08.56,-26:09:28.6,2456826.326,2014-06-17.83,26.741,0.104,9.683,2.465,1.0,20.548,20.548,269.78566666666666,-26.157944444444443
2014-BLG-1126,BLG660.01,57961,17:48:12.46,-33:22:20.7,2456825.022,2014-06-16.52,136.435,0.012,85.882,4.835,0.033,17.885,21.605,267.05191666666667,-33.372416666666666
2014-BLG-1127,BLG501.19,5030N,17:53:09.51,-29:40:26.8,2456829.503,2014-06-21.00,13.864,0.076,13.11,2.794,0.595,19.987,20.55,268.28962499999994,-29.674111111111113
2014-BLG-1128,BLG504.12,2784N,17:57:47.48,-28:16:09.2,2456826.266,2014-06-17.77,17.61,0.008,119.4,5.193,0.108,20.107,22.523,269.4478333333333,-28.269222222222222
2014-BLG-1129,BLG504.19,1968N,17:58:39.23,-27:47:03.3,2456823.774,2014-06-15.27,35.638,0.071,14.192,2.88,0.224,20.259,21.884,269.66345833333327,-27.78425
2014-BLG-1130,BLG500.17,166273,17:54:36.51,-28:25:09.3,2456856.385,2014-07-17.89,19.188,0.072,13.943,2.861,0.834,17.891,18.088,268.65212499999996,-28.41925
2014-BLG-1131,BLG501.18,13223,17:54:22.86,-29:44:46.1,2456827.571,2014-06-19.07,0.745,1.189,1.234,0.228,1.0,16.658,16.658,268.59524999999996,-29.74613888888889
2014-BLG-1132,BLG501.18,72862,17:54:11.93,-29:44:22.3,2456830.611,2014-06-22.11,10.056,0.068,14.7,2.918,0.093,18.664,21.237,268.5497083333333,-29.739527777777777
2014-BLG-1133,BLG501.26,5132,17:54:16.70,-29:28:37.9,2456826.907,2014-06-18.41,3.816,1.916,1.069,0.072,1.0,16.005,16.005,268.56958333333324,-29.477194444444443
2014-BLG-1134,BLG504.05,203802,17:56:34.28,-28:28:02.8,2456829.082,2014-06-20.58,2.037,1.251,1.208,0.205,1.0,16.683,16.683,269.14283333333333,-28.467444444444443
2014-BLG-1135,BLG506.30,176825,17:56:34.57,-29:55:45.4,2456826.679,2014-06-18.18,2.342,0.886,1.437,0.394,1.0,19.678,19.678,269.1440416666667,-29.929277777777777
2014-BLG-1136,BLG508.21,74697,17:57:22.33,-32:51:17.0,2456833.618,2014-06-25.12,58.451,0.095,10.543,2.557,0.05,17.817,21.08,269.3430416666666,-32.85472222222222
2014-BLG-1137,BLG511.20,59531,18:03:51.10,-27:17:08.8,2456824.573,2014-06-16.07,24.263,1.481,1.138,0.14,1.0,18.405,18.405,270.9629166666667,-27.285777777777778
2014-BLG-1138,BLG512.01,118863,18:05:06.51,-29:04:23.0,2456828.812,2014-06-20.31,12.487,0.192,5.288,1.808,0.243,19.842,21.378,271.27712499999996,-29.073055555555555
2014-BLG-1139,BLG512.05,96570,18:02:28.26,-28:59:17.4,2456840.32,2014-07-01.82,12.978,0.824,1.503,0.443,1.0,18.305,18.305,270.61775,-28.988166666666668
2014-BLG-1140,BLG513.06,18620,18:01:57.90,-30:20:00.4,2456830.093,2014-06-21.59,15.63,0.44,2.433,0.965,1.0,19.77,19.77,270.49125,-30.333444444444442
2014-BLG-1141,BLG516.01,105234,18:05:18.75,-33:58:30.1,2456835.34,2014-06-26.84,23.916,0.616,1.846,0.666,1.0,19.627,19.627,271.32812499999994,-33.97502777777778
2014-BLG-1142,BLG522.13,79066,18:12:58.68,-26:25:51.0,2456825.299,2014-06-16.80,2.93,0.256,4.002,1.506,1.0,19.307,19.307,273.24449999999996,-26.430833333333336
2014-BLG-1143,BLG534.09,66000,17:54:05.21,-31:13:01.0,2456861.522,2014-07-23.02,53.716,1.24,1.212,0.209,1.0,18.261,18.261,268.52170833333327,-31.216944444444444
2014-BLG-1144,BLG534.11,96349,17:52:30.04,-31:19:23.3,2456835.812,2014-06-27.31,23.531,0.018,55.474,4.36,0.508,20.346,21.081,268.12516666666664,-31.323138888888888
2014-BLG-1145,BLG534.18,80641,17:54:05.37,-30:50:55.2,2456840.746,2014-07-02.25,30.535,0.038,26.075,3.541,0.107,17.937,20.368,268.52237499999995,-30.848666666666666
2014-BLG-1146,BLG535.20,85518,17:52:24.82,-32:13:52.6,2456894.105,2014-08-24.61,53.702,0.429,2.49,0.99,0.519,18.123,18.834,268.10341666666665,-32.23127777777778
2014-BLG-1147,BLG615.20,124682,17:24:49.41,-29:36:00.8,2456837.497,2014-06-29.00,7.38,0.765,1.578,0.495,1.0,15.365,15.365,261.20587499999993,-29.600222222222225
2014-BLG-1148,BLG621.06,54229,17:33:52.84,-22:35:18.1,2456830.665,2014-06-22.16,19.723,0.163,6.19,1.979,1.0,20.052,20.052,263.4701666666666,-22.58836111111111
2014-BLG-1149,BLG501.19,4921N,17:53:31.47,-29:43:33.9,2456826.387,2014-06-17.89,19.019,0.384,2.747,1.097,1.0,20.093,20.093,268.38112499999994,-29.72608333333333
2014-BLG-1150,BLG534.06,1612N,17:50:17.00,-31:26:12.2,2456826.617,2014-06-18.12,1.337,0.222,4.586,1.654,1.0,20.162,20.162,267.5708333333333,-31.436722222222222
2014-BLG-1151,BLG500.08,149909,17:54:40.30,-28:39:47.0,2456829.704,2014-06-21.20,7.004,0.642,1.788,0.631,1.0,20.056,20.056,268.66791666666666,-28.663055555555555
2014-BLG-1152,BLG501.04,101376,17:51:49.93,-30:27:18.7,2456831.142,2014-06-22.64,32.409,0.943,1.386,0.354,1.0,19.482,19.482,267.95804166666665,-30.455194444444444
2014-BLG-1153,BLG512.28,220529,18:03:34.89,-28:03:23.9,2456853.527,2014-07-15.03,16.456,0.368,2.855,1.139,1.0,17.93,17.93,270.89537499999994,-28.05663888888889
2014-BLG-1154,BLG513.14,144396,18:01:24.88,-29:52:56.6,2456831.859,2014-06-23.36,13.291,1.09,1.284,0.271,1.0,18.634,18.634,270.35366666666664,-29.88238888888889
2014-BLG-1155,BLG515.24,67349,18:01:08.63,-32:03:37.1,2456838.644,2014-06-30.14,30.276,0.04,25.145,3.501,1.0,20.464,20.464,270.28595833333327,-32.06030555555555
2014-BLG-1156,BLG515.28,104226,18:03:55.15,-31:44:13.8,2456856.348,2014-07-17.85,21.301,1.092,1.283,0.27,1.0,17.097,17.097,270.97979166666664,-31.737166666666667
2014-BLG-1157,BLG521.26,137794,18:10:41.51,-29:57:39.5,2456831.225,2014-06-22.73,31.333,0.788,1.548,0.474,1.0,19.43,19.43,272.6729583333333,-29.96097222222222
2014-BLG-1158,BLG521.32,113610,18:06:33.20,-29:52:34.7,2456846.318,2014-07-07.82,17.322,0.603,1.876,0.683,0.368,17.099,18.184,271.6383333333333,-29.876305555555557
2014-BLG-1159,BLG522.14,109046,18:12:17.78,-26:13:27.9,2456895.543,2014-08-26.04,249.277,0.236,4.333,1.592,0.122,18.644,20.927,273.0740833333333,-26.224416666666666
2014-BLG-1160,BLG534.18,140638,17:53:49.95,-30:47:31.8,2456827.856,2014-06-19.36,26.979,1.004,1.339,0.317,1.0,19.344,19.344,268.45812499999994,-30.792166666666667
2014-BLG-1161,BLG603.08,69101,17:48:56.80,-34:09:58.1,2456822.922,2014-06-14.42,8.78,0.829,1.498,0.438,1.0,19.119,19.119,267.2366666666667,-34.16613888888889
2014-BLG-1162,BLG603.19,103779,17:47:08.48,-33:56:40.1,2456827.641,2014-06-19.14,8.854,0.85,1.474,0.421,1.0,19.469,19.469,266.78533333333337,-33.94447222222222
2014-BLG-1163,BLG604.23,83162,17:43:59.66,-35:14:27.6,2456888.281,2014-08-18.78,89.55,0.507,2.158,0.835,1.0,19.272,19.272,265.9985833333333,-35.241
2014-BLG-1164,BLG611.23,163219,17:33:55.15,-26:54:38.3,2456873.609,2014-08-04.11,120.031,0.032,31.408,3.743,0.142,19.498,21.621,263.47979166666664,-26.910638888888887
2014-BLG-1165,BLG626.07,27454,17:38:29.58,-24:27:16.5,2456826.155,2014-06-17.66,21.969,0.096,10.467,2.55,0.188,18.803,20.616,264.6232499999999,-24.454583333333332
2014-BLG-1166,BLG661.11,43912,17:40:51.54,-33:36:12.1,2456828.101,2014-06-19.60,12.127,0.394,2.685,1.072,1.0,20.018,20.018,265.21475,-33.60336111111111
2014-BLG-1167,BLG667.03,49865,17:36:26.17,-26:17:25.5,2456824.046,2014-06-15.55,3.339,1.398,1.159,0.16,1.0,15.24,15.24,264.10904166666666,-26.29041666666667
2014-BLG-1168,BLG500.19,1876N,17:53:22.57,-28:20:52.8,2456829.375,2014-06-20.88,3.452,0.0,89680.0,12.382,1.0,20.077,20.077,268.34404166666667,-28.348
2014-BLG-1169,BLG503.23,148453,17:49:49.75,-34:33:02.9,2456828.796,2014-06-20.30,35.435,0.294,3.507,1.362,0.371,19.356,20.434,267.4572916666666,-34.550805555555556
2014-BLG-1170,BLG503.32,39476,17:49:27.93,-34:20:22.4,2456836.301,2014-06-27.80,7.099,0.593,1.902,0.698,1.0,18.263,18.263,267.366375,-34.339555555555556
2014-BLG-1171,BLG505.05,12910,17:57:03.43,-29:45:14.0,2456887.346,2014-08-17.85,39.703,0.316,3.28,1.29,0.535,16.965,17.644,269.2642916666666,-29.753888888888888
2014-BLG-1172,BLG505.11,85097,17:58:20.64,-29:23:09.9,2456828.051,2014-06-19.55,21.624,0.789,1.546,0.473,1.0,19.887,19.887,269.5859999999999,-29.386083333333332
2014-BLG-1173,BLG505.21,139908,17:57:33.37,-29:03:17.6,2456830.479,2014-06-21.98,1.274,1.405,1.157,0.159,1.0,17.28,17.28,269.3890416666666,-29.05488888888889
2014-BLG-1174,BLG505.28,184408,17:58:04.24,-28:51:55.0,2456827.251,2014-06-18.75,23.857,0.466,2.317,0.912,0.167,18.828,20.769,269.51766666666657,-28.86527777777778
2014-BLG-1175,BLG507.32,139494,17:55:07.98,-31:16:49.5,2456827.741,2014-06-19.24,28.918,0.778,1.56,0.483,1.0,20.123,20.123,268.78324999999995,-31.280416666666667
2014-BLG-1176,BLG511.24,129988,18:00:39.53,-27:20:35.2,2456860.075,2014-07-21.57,84.161,0.08,12.462,2.739,0.345,19.979,21.135,270.1647083333333,-27.34311111111111
2014-BLG-1177,BLG511.28,132660,18:03:30.18,-27:02:13.0,2456838.205,2014-06-29.70,15.688,1.838,1.077,0.081,1.0,15.551,15.551,270.87575,-27.036944444444448
2014-BLG-1178,BLG512.06,9380,18:01:58.07,-29:12:05.8,2456841.764,2014-07-03.26,42.079,0.996,1.345,0.322,1.0,19.039,19.039,270.4919583333333,-29.20161111111111
2014-BLG-1179,BLG512.32,118853,18:00:47.79,-28:09:27.3,2456851.061,2014-07-12.56,47.635,0.462,2.335,0.921,0.396,19.4,20.406,270.199125,-28.15758333333333
2014-BLG-1180,BLG518.08,100665,18:11:08.47,-26:49:52.3,2456842.154,2014-07-03.65,34.542,0.389,2.716,1.085,0.195,18.264,20.04,272.78529166666664,-26.831194444444446
2014-BLG-1181,BLG518.29,70496,18:08:26.53,-26:12:44.8,2456840.464,2014-07-01.96,21.902,0.018,55.913,4.369,0.833,19.816,20.014,272.1105416666666,-26.212444444444444
2014-BLG-1182,BLG519.17,43939,18:11:27.37,-27:58:48.9,2456833.049,2014-06-24.55,12.434,0.333,3.123,1.237,1.0,20.195,20.195,272.8640416666666,-27.980249999999998
2014-BLG-1183,BLG519.32,137180,18:06:07.36,-27:38:30.9,2456828.465,2014-06-19.96,14.891,1.256,1.206,0.203,1.0,18.618,18.618,271.53066666666666,-27.641916666666667
2014-BLG-1184,BLG525.25,81956,18:11:15.59,-29:46:35.4,2456847.418,2014-07-08.92,16.065,0.949,1.381,0.35,1.0,17.143,17.143,272.81495833333327,-29.7765
2014-BLG-1185,BLG528.13,130028,18:18:24.53,-24:20:26.2,2456838.175,2014-06-29.68,9.277,0.8,1.532,0.463,1.0,17.24,17.24,274.6022083333333,-24.34061111111111
2014-BLG-1186,BLG609.26,81986,17:41:59.63,-34:17:18.1,2456931.649,2014-10-01.15,178.008,0.01,104.0,5.042,1.0,19.068,19.068,265.4984583333333,-34.28836111111111
2014-BLG-1187,BLG615.29,13530,17:24:40.81,-29:22:24.8,2456857.052,2014-07-18.55,26.769,0.686,1.704,0.579,1.0,17.501,17.501,261.1700416666666,-29.373555555555555
2014-BLG-1188,BLG648.30,21538,17:46:03.59,-26:24:19.9,2456843.573,2014-07-05.07,18.966,0.346,3.018,1.199,1.0,18.315,18.315,266.51495833333325,-26.405527777777777
2014-BLG-1189,BLG506.11,39678,17:58:21.88,-30:45:13.4,2456832.453,2014-06-23.95,21.764,0.006,177.7,5.624,0.064,18.994,21.971,269.59116666666665,-30.753722222222223
2014-BLG-1190,BLG512.12,159871,18:03:04.54,-28:43:00.0,2456835.099,2014-06-26.60,14.765,0.795,1.538,0.467,1.0,18.74,18.74,270.76891666666666,-28.716666666666665
2014-BLG-1191,BLG534.22,85257,17:50:56.55,-30:58:31.0,2456831.747,2014-06-23.25,11.342,0.215,4.731,1.687,0.276,19.702,21.099,267.7356249999999,-30.975277777777777
2014-BLG-1192,BLG613.25,70862,17:27:09.56,-29:08:51.2,2456830.251,2014-06-21.75,14.49,0.655,1.762,0.615,1.0,19.329,19.329,261.7898333333333,-29.147555555555556
2014-BLG-1193,BLG617.14,6899,17:14:47.57,-29:56:44.3,2456829.123,2014-06-20.62,23.637,0.895,1.428,0.387,1.0,18.493,18.493,258.6982083333333,-29.94563888888889
2014-BLG-1194,BLG621.11,1068,17:35:55.62,-22:30:49.0,2456849.41,2014-07-10.91,19.438,1.26,1.205,0.202,1.0,17.718,17.718,263.98175,-22.51361111111111
2014-BLG-1195,BLG621.21,19254,17:35:03.80,-22:05:30.3,2456825.356,2014-06-16.86,28.948,1.08,1.29,0.276,1.0,18.73,18.73,263.7658333333333,-22.091749999999998
2014-BLG-1196,BLG632.15,47952,17:43:44.95,-23:38:49.0,2456986.858,2014-11-25.36,231.994,0.98,1.357,0.331,1.0,17.252,17.252,265.9372916666666,-23.646944444444443
2014-BLG-1197,BLG637.24,15514,17:48:54.52,-21:25:59.1,2456861.344,2014-07-22.84,44.566,0.221,4.606,1.658,1.0,18.88,18.88,267.2271666666667,-21.433083333333336
2014-BLG-1198,BLG501.26,61582,17:54:10.53,-29:25:10.2,2456833.501,2014-06-25.00,5.69,1.92,1.068,0.072,1.0,16.704,16.704,268.54387499999996,-29.419500000000003
2014-BLG-1199,BLG502.08,113516,17:54:29.92,-33:34:19.0,2456972.65,2014-11-11.15,173.975,0.143,7.038,2.119,1.0,19.837,19.837,268.62466666666666,-33.57194444444445
2014-BLG-1200,BLG504.10,110704,17:58:47.38,-28:15:53.3,2456826.799,2014-06-18.30,19.953,1.26,1.204,0.202,1.0,18.704,18.704,269.6974166666666,-28.264805555555554
2014-BLG-1201,BLG505.15,141327,17:55:24.50,-29:21:47.6,2456830.661,2014-06-22.16,5.163,1.128,1.263,0.254,1.0,18.813,18.813,268.8520833333333,-29.363222222222223
2014-BLG-1202,BLG505.30,89094,17:57:00.33,-28:42:12.7,2456832.262,2014-06-23.76,8.867,0.161,6.274,1.994,0.188,20.239,22.056,269.25137499999994,-28.703527777777776
2014-BLG-1203,BLG506.27,48903,17:58:58.99,-30:07:23.8,2456839.399,2014-06-30.90,22.822,0.047,21.496,3.331,0.058,18.018,21.119,269.7457916666666,-30.12327777777778
2014-BLG-1204,BLG508.15,30792,17:55:31.45,-32:55:42.8,2456837.432,2014-06-28.93,10.225,0.102,9.876,2.486,1.0,19.524,19.524,268.88104166666665,-32.928555555555555
2014-BLG-1205,BLG512.02,155538,18:04:09.55,-29:13:36.4,2456847.141,2014-07-08.64,414.854,0.051,19.768,3.24,0.057,19.391,22.5,271.03979166666664,-29.226777777777777
2014-BLG-1206,BLG523.26,35516,18:16:14.83,-26:46:42.0,2456853.141,2014-07-14.64,31.026,0.924,1.402,0.367,1.0,18.463,18.463,274.06179166666664,-26.778333333333332
2014-BLG-1207,BLG534.20,148375,17:52:32.76,-30:47:05.9,2456830.484,2014-06-21.98,2.347,0.221,4.613,1.66,0.458,19.052,19.9,268.13649999999996,-30.784972222222223
2014-BLG-1208,BLG534.29,129020,17:51:49.93,-30:27:18.6,2456832.744,2014-06-24.24,23.427,0.934,1.393,0.36,1.0,19.501,19.501,267.95804166666665,-30.455166666666667
2014-BLG-1209,BLG544.03,54962,18:14:43.54,-24:01:58.9,2456832.921,2014-06-24.42,22.182,0.228,4.466,1.625,1.0,20.671,20.671,273.6814166666666,-24.033027777777775
2014-BLG-1210,BLG580.11,93376,18:08:59.60,-25:45:48.7,2456842.07,2014-07-03.57,47.651,0.093,10.807,2.584,0.15,19.041,21.104,272.2483333333333,-25.763527777777778
2014-BLG-1211,BLG638.21,64208,17:50:37.37,-22:47:07.4,2456831.221,2014-06-22.72,3.103,1.415,1.154,0.156,1.0,17.615,17.615,267.6557083333333,-22.78538888888889
2014-BLG-1212,BLG653.02,72396,17:36:47.39,-29:04:32.2,2456886.388,2014-08-16.89,57.993,0.534,2.069,0.789,1.0,18.424,18.424,264.1974583333333,-29.07561111111111
2014-BLG-1213,BLG653.14,61358,17:34:00.42,-28:37:24.6,2456827.941,2014-06-19.44,16.785,0.678,1.718,0.587,1.0,19.945,19.945,263.50174999999996,-28.6235
2014-BLG-1214,BLG683.06,54606,17:45:28.65,-25:52:00.3,2456857.908,2014-07-19.41,35.633,0.921,1.404,0.369,1.0,17.235,17.235,266.369375,-25.86675
2014-BLG-1215,BLG512.22,10700N,18:02:10.31,-28:27:01.8,2456837.311,2014-06-28.81,43.982,0.388,2.723,1.088,1.0,20.161,20.161,270.54295833333333,-28.450499999999998
2014-BLG-1216,BLG638.21,273N,17:51:01.26,-22:47:10.5,2456830.252,2014-06-21.75,24.414,0.279,3.689,1.417,1.0,20.326,20.326,267.75525,-22.786250000000003
2014-BLG-1217,BLG500.10,55236,17:53:35.48,-28:54:05.8,2456832.368,2014-06-23.87,19.237,0.966,1.367,0.339,1.0,19.874,19.874,268.3978333333333,-28.90161111111111
2014-BLG-1218,BLG501.10,128955,17:53:19.86,-30:02:41.2,2456844.607,2014-07-06.11,29.326,0.128,7.862,2.239,0.079,18.144,20.9,268.3327499999999,-30.044777777777778
2014-BLG-1219,BLG505.09,5693,17:59:58.67,-29:27:35.7,2456844.885,2014-07-06.38,15.518,1.683,1.098,0.102,1.0,17.195,17.195,269.9944583333333,-29.459916666666665
2014-BLG-1220,BLG512.06,66869,18:01:42.22,-29:07:37.0,2456862.245,2014-07-23.75,78.61,0.14,7.203,2.144,0.065,17.961,20.927,270.42591666666664,-29.126944444444444
2014-BLG-1221,BLG512.11,86188,18:03:48.78,-28:45:38.1,2456826.252,2014-06-17.75,12.794,1.812,1.08,0.084,1.0,18.103,18.103,270.95324999999997,-28.760583333333333
2014-BLG-1222,BLG512.14,84252,18:01:39.59,-28:45:49.1,2456835.48,2014-06-26.98,39.746,0.178,5.691,1.888,0.086,19.504,22.165,270.4149583333333,-28.763638888888888
2014-BLG-1223,BLG513.22,136887,18:02:05.11,-29:38:15.4,2456873.49,2014-08-03.99,54.073,0.599,1.885,0.688,1.0,18.708,18.708,270.5212916666666,-29.63761111111111
2014-BLG-1224,BLG524.20,51627,18:14:50.30,-28:33:10.9,2456846.529,2014-07-08.03,21.005,0.057,17.569,3.112,0.427,18.173,19.096,273.7095833333333,-28.55302777777778
2014-BLG-1225,BLG605.25,62379,17:42:15.25,-36:31:31.8,2456844.049,2014-07-05.55,43.905,0.222,4.581,1.652,1.0,20.658,20.658,265.56354166666665,-36.5255
2014-BLG-1226,BLG610.01,6508,17:42:15.24,-36:31:31.7,2456844.847,2014-07-06.35,35.559,0.286,3.598,1.39,1.0,20.271,20.271,265.5634999999999,-36.52547222222222
2014-BLG-1227,BLG610.11,97421,17:40:04.40,-36:12:54.6,2456863.588,2014-07-25.09,64.451,0.332,3.138,1.242,1.0,20.296,20.296,265.0183333333333,-36.21516666666667
2014-BLG-1228,BLG614.13,59857,17:23:40.97,-28:54:33.3,2456828.277,2014-06-19.78,10.19,0.321,3.239,1.276,1.0,20.166,20.166,260.92070833333327,-28.90925
2014-BLG-1229,BLG683.25,3652,17:43:58.38,-25:32:01.4,2456833.003,2014-06-24.50,18.612,0.17,5.935,1.934,1.0,20.022,20.022,265.99324999999993,-25.533722222222224
2014-BLG-1230,BLG715.18,87825,17:36:47.70,-24:28:12.9,2456838.271,2014-06-29.77,13.049,0.093,10.763,2.58,1.0,19.832,19.832,264.19874999999996,-24.47025
2014-BLG-1231,BLG500.26,53245,17:54:15.00,-28:03:27.2,2456839.051,2014-06-30.55,25.802,0.294,3.51,1.363,0.42,20.436,21.378,268.56249999999994,-28.057555555555556
2014-BLG-1232,BLG504.06,69274,17:56:18.95,-28:32:22.1,2456844.287,2014-07-05.79,20.714,0.038,26.382,3.553,0.558,18.905,19.538,269.0789583333333,-28.539472222222223
2014-BLG-1233,BLG506.28,41186,17:58:26.86,-29:53:14.2,2456833.391,2014-06-24.89,1.525,0.3,3.444,1.343,1.0,18.747,18.747,269.6119166666666,-29.887277777777776
2014-BLG-1234,BLG519.11,10815,18:09:24.80,-28:12:42.8,2456836.679,2014-06-28.18,36.789,0.042,23.838,3.443,0.076,18.814,21.613,272.35333333333324,-28.21188888888889
2014-BLG-1235,BLG519.24,60516,18:06:35.17,-27:53:31.0,2456835.198,2014-06-26.70,6.269,0.429,2.489,0.99,1.0,19.017,19.017,271.6465416666667,-27.891944444444444
2014-BLG-1236,BLG603.16,110063,17:42:33.03,-34:20:43.3,2456840.804,2014-07-02.30,32.774,0.179,5.661,1.882,0.073,17.867,20.707,265.63762499999996,-34.34536111111111
2014-BLG-1237,BLG603.29,126387,17:45:38.63,-33:33:09.7,2456855.557,2014-07-17.06,36.891,0.033,29.868,3.688,1.0,20.346,20.346,266.41095833333327,-33.55269444444444
2014-BLG-1238,BLG609.21,75283,17:39:42.99,-34:32:17.7,2456855.514,2014-07-17.01,34.701,0.206,4.94,1.734,1.0,19.712,19.712,264.92912499999994,-34.53825
2014-BLG-1239,BLG632.02,2982,17:47:15.56,-24:01:40.0,2456851.007,2014-07-12.51,23.852,0.07,14.243,2.884,0.215,17.685,19.352,266.8148333333333,-24.02777777777778
2014-BLG-1240,BLG500.12,1824N,17:52:19.06,-28:50:33.8,2456832.512,2014-06-24.01,12.969,0.145,6.943,2.104,0.273,20.1,21.509,268.07941666666665,-28.84272222222222
2014-BLG-1241,BLG501.12,5071N,17:51:58.22,-30:03:12.6,2456833.517,2014-06-25.02,18.659,0.104,9.672,2.464,0.244,20.039,21.569,267.99258333333336,-30.0535
2014-BLG-1242,BLG505.03,3619N,17:58:28.11,-29:48:02.9,2456837.938,2014-06-29.44,38.052,0.145,6.952,2.105,0.401,20.102,21.094,269.61712499999993,-29.800805555555556
2014-BLG-1243,BLG505.12,5381N,17:57:38.32,-29:19:22.3,2456831.825,2014-06-23.32,11.981,0.064,15.688,2.989,0.144,20.012,22.117,269.4096666666666,-29.32286111111111
2014-BLG-1244,BLG511.19,2182N,18:04:34.39,-27:13:27.5,2456829.024,2014-06-20.52,15.167,0.397,2.666,1.064,1.0,20.071,20.071,271.14329166666664,-27.224305555555553
2014-BLG-1245,BLG615.01,119N,17:26:18.73,-30:12:49.2,2456826.658,2014-06-18.16,31.748,0.018,54.66,4.344,0.257,20.081,21.556,261.57804166666665,-30.213666666666665
2014-BLG-1246,BLG501.01,140966,17:54:02.63,-30:11:28.0,2456834.784,2014-06-26.28,2.914,0.086,11.665,2.667,1.0,19.706,19.706,268.5109583333333,-30.191111111111113
2014-BLG-1247,BLG501.19,83877,17:53:31.50,-29:43:33.5,2456826.262,2014-06-17.76,24.889,0.285,3.617,1.396,0.374,19.744,20.812,268.38124999999997,-29.72597222222222
2014-BLG-1248,BLG506.32,72380,17:55:23.88,-29:55:24.0,2456845.2,2014-07-06.70,8.648,1.084,1.288,0.275,0.665,15.185,15.629,268.8495,-29.923333333333336
2014-BLG-1249,BLG516.07,81773,18:01:00.28,-34:06:54.8,2456837.46,2014-06-28.96,23.273,0.903,1.421,0.381,1.0,19.327,19.327,270.2511666666666,-34.11522222222222
2014-BLG-1250,BLG524.01,110149,18:16:08.54,-28:58:09.9,2456845.93,2014-07-07.43,36.151,0.301,3.439,1.341,1.0,19.753,19.753,274.0355833333333,-28.969416666666664
2014-BLG-1251,BLG611.22,36691,17:35:11.23,-26:53:34.9,2456884.125,2014-08-14.62,59.83,0.906,1.418,0.379,1.0,17.925,17.925,263.7967916666666,-26.893027777777778
2014-BLG-1252,BLG653.17,97073,17:38:04.20,-28:23:39.7,2456833.352,2014-06-24.85,3.317,0.67,1.734,0.597,1.0,19.007,19.007,264.5175,-28.39436111111111
2014-BLG-1253,BLG662.04,24933,17:29:45.20,-31:02:06.4,2456890.379,2014-08-20.88,78.789,0.277,3.718,1.426,0.356,18.389,19.511,262.4383333333333,-31.035111111111114
2014-BLG-1254,BLG714.09,64359,17:42:11.01,-25:30:55.0,2456840.245,2014-07-01.75,61.714,0.095,10.605,2.564,0.123,18.66,20.931,265.5458749999999,-25.51527777777778
2014-BLG-1255,BLG504.06,70620,17:56:18.92,-28:32:21.5,2456844.338,2014-07-05.84,15.584,0.048,20.921,3.301,0.636,18.496,18.988,269.0788333333333,-28.539305555555558
2014-BLG-1256,BLG504.24,882,17:55:38.15,-27:58:24.0,2456834.342,2014-06-25.84,0.555,0.81,1.519,0.454,1.0,18.126,18.126,268.9089583333333,-27.973333333333333
2014-BLG-1257,BLG507.03,93673,17:58:07.62,-32:13:44.6,2456834.01,2014-06-25.51,2.773,0.392,2.695,1.076,1.0,19.323,19.323,269.53174999999993,-32.229055555555554
2014-BLG-1258,BLG516.07,55322,18:01:05.99,-34:01:22.3,2456836.157,2014-06-27.66,12.887,0.459,2.347,0.926,1.0,20.471,20.471,270.2749583333333,-34.02286111111111
