Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2013-BLG-0436,BLG611.12,419N,17:35:25.44,-27:27:28.4,2456389.468,2013-04-06.97,14.123,0.008,124.6,5.239,0.407,20.17,21.146,263.85599999999994,-27.45788888888889
2013-BLG-0437,BLG675.06,19N,17:39:17.08,-27:50:59.3,2456380.785,2013-03-29.29,44.188,0.061,16.512,3.045,0.409,20.22,21.191,264.8211666666666,-27.849805555555555
2013-BLG-0438,BLG501.20,17547,17:52:55.57,-29:45:32.8,2456391.104,2013-04-08.60,6.973,0.223,4.564,1.648,0.635,19.918,20.411,268.23154166666666,-29.75911111111111
2013-BLG-0439,BLG501.21,31797,17:52:11.81,-29:37:31.9,2456389.019,2013-04-06.52,6.005,0.109,9.182,2.407,0.255,19.089,20.573,268.0492083333333,-29.62552777777778
2013-BLG-0440,BLG504.07,9079,17:55:41.67,-28:33:03.1,2456390.951,2013-04-08.45,4.224,0.289,3.567,1.381,1.0,19.592,19.592,268.923625,-28.55086111111111
2013-BLG-0441,BLG504.13,210964,17:56:30.94,-28:03:57.1,2456388.458,2013-04-05.96,8.249,0.54,2.049,0.779,1.0,18.511,18.511,269.1289166666666,-28.06586111111111
2013-BLG-0442,BLG506.01,114835,17:59:28.91,-30:58:45.0,2456404.57,2013-04-22.07,27.823,0.316,3.283,1.291,0.348,18.725,19.872,269.8704583333333,-30.979166666666664
2013-BLG-0443,BLG511.22,104811,18:02:06.33,-27:19:52.4,2456391.78,2013-04-09.28,20.45,0.188,5.394,1.83,0.45,20.131,20.997,270.52637500000003,-27.331222222222223
2013-BLG-0444,BLG519.28,83560,18:09:23.36,-27:27:13.5,2456404.756,2013-04-22.26,24.954,0.043,23.329,3.42,0.8,19.574,19.816,272.34733333333327,-27.45375
2013-BLG-0445,BLG522.27,103163,18:15:04.18,-25:33:36.0,2456389.703,2013-04-07.20,23.526,1.791,1.083,0.087,1.0,17.557,17.557,273.76741666666663,-25.560000000000002
2013-BLG-0446,BLG573.24,37921,18:06:56.18,-31:39:27.2,2456446.047,2013-06-02.55,71.884,0.0,2241.3,8.376,0.356,17.768,18.888,271.73408333333333,-31.657555555555554
2013-BLG-0447,BLG603.25,100341,17:42:35.76,-33:56:03.9,2456387.871,2013-04-05.37,11.315,0.388,2.722,1.087,1.0,20.089,20.089,265.64899999999994,-33.934416666666664
2013-BLG-0448,BLG653.28,88450,17:35:59.74,-28:01:02.8,2456383.855,2013-04-01.35,17.543,1.414,1.155,0.156,1.0,17.803,17.803,263.9989166666666,-28.017444444444443
2013-BLG-0449,BLG504.11,427N,17:58:25.74,-28:04:52.6,2456394.812,2013-04-12.31,40.734,0.105,9.53,2.448,0.49,20.099,20.874,269.6072499999999,-28.08127777777778
2013-BLG-0450,BLG500.17,135604,17:54:41.37,-28:19:44.5,2456393.739,2013-04-11.24,6.151,0.595,1.895,0.694,1.0,18.878,18.878,268.672375,-28.329027777777778
2013-BLG-0451,BLG501.28,107119,17:52:38.13,-29:22:26.0,2456484.526,2013-07-11.03,110.66,1.475,1.139,0.141,1.0,19.003,19.003,268.15887499999997,-29.37388888888889
2013-BLG-0452,BLG502.32,68883,17:49:23.81,-33:10:57.8,2456394.11,2013-04-11.61,16.511,0.566,1.972,0.737,1.0,19.623,19.623,267.3492083333333,-33.18272222222222
2013-BLG-0453,BLG505.09,174586,17:59:27.89,-29:25:30.4,2456403.904,2013-04-21.40,179.359,0.26,3.936,1.488,0.151,19.222,21.274,269.8662083333333,-29.42511111111111
2013-BLG-0454,BLG610.27,18039,17:41:24.50,-35:30:37.8,2456399.444,2013-04-16.94,17.043,1.515,1.13,0.133,1.0,17.411,17.411,265.3520833333333,-35.5105
2013-BLG-0455,BLG611.22,136028,17:34:49.25,-26:54:25.8,2456395.861,2013-04-13.36,7.927,1.938,1.066,0.07,1.0,14.94,14.94,263.7052083333333,-26.907166666666665
2013-BLG-0456,BLG534.26,3438N,17:54:14.84,-30:40:18.2,2456389.851,2013-04-07.35,2.264,0.149,6.776,2.077,1.0,19.932,19.932,268.56183333333325,-30.671722222222222
2013-BLG-0457,BLG504.26,79258,17:59:43.56,-27:28:17.1,2456393.949,2013-04-11.45,10.551,0.076,13.268,2.807,0.271,19.29,20.709,269.93149999999997,-27.471416666666666
2013-BLG-0458,BLG511.29,77427,18:02:53.22,-27:01:15.4,2456461.194,2013-06-17.69,41.168,1.118,1.269,0.258,1.0,16.385,16.385,270.72175,-27.020944444444442
2013-BLG-0459,BLG513.24,87499,18:00:49.51,-29:42:36.3,2456390.538,2013-04-08.04,9.433,1.521,1.129,0.131,1.0,17.8,17.8,270.20629166666663,-29.710083333333333
2013-BLG-0460,BLG516.23,20975,18:02:03.93,-33:22:27.6,2456394.573,2013-04-12.07,11.629,0.065,15.317,2.963,1.0,19.629,19.629,270.516375,-33.37433333333333
2013-BLG-0461,BLG519.24,143886,18:06:14.72,-27:43:08.6,2456400.82,2013-04-18.32,7.298,0.01,103.8,5.04,1.0,17.016,17.016,271.5613333333333,-27.719055555555553
2013-BLG-0462,BLG580.28,130310,18:08:48.12,-25:03:18.5,2456394.316,2013-04-11.82,14.519,0.038,26.273,3.549,0.278,19.291,20.68,272.2005,-25.05513888888889
2013-BLG-0463,BLG604.17,88488,17:48:36.21,-35:13:14.3,2456388.629,2013-04-06.13,3.014,0.848,1.476,0.423,1.0,18.552,18.552,267.150875,-35.22063888888889
2013-BLG-0464,BLG630.05,63548,17:44:53.45,-21:19:50.9,2456411.879,2013-04-29.38,39.567,0.264,3.888,1.474,1.0,18.336,18.336,266.22270833333334,-21.330805555555557
2013-BLG-0465,BLG632.27,60192,17:47:00.47,-22:59:54.4,2456398.059,2013-04-15.56,16.612,0.46,2.341,0.924,1.0,19.098,19.098,266.7519583333333,-22.998444444444445
2013-BLG-0466,BLG660.04,20680,17:46:13.47,-33:20:37.1,2456388.404,2013-04-05.90,8.4,0.831,1.495,0.437,1.0,18.559,18.559,266.55612499999995,-33.34363888888889
2013-BLG-0467,BLG501.20,1122N,17:52:55.60,-29:45:32.3,2456391.12,2013-04-08.62,46.196,0.024,41.344,4.041,0.092,20.097,22.689,268.2316666666666,-29.758972222222223
2013-BLG-0468,BLG506.04,102192,17:57:23.56,-31:01:00.1,2456397.408,2013-04-14.91,9.707,0.056,17.877,3.131,1.0,18.794,18.794,269.3481666666666,-31.016694444444443
2013-BLG-0469,BLG612.05,66342,17:29:10.98,-28:32:12.1,2456391.713,2013-04-09.21,23.502,0.026,38.483,3.963,0.297,19.575,20.894,262.29575,-28.536694444444446
2013-BLG-0470,BLG504.05,51992,17:56:52.87,-28:35:31.0,2456421.448,2013-05-08.95,31.662,1.769,1.086,0.09,1.0,15.816,15.816,269.22029166666664,-28.591944444444444
2013-BLG-0471,BLG505.11,68809,17:58:24.90,-29:27:58.2,2456398.678,2013-04-16.18,8.119,0.105,9.588,2.454,1.0,20.091,20.091,269.60374999999993,-29.466166666666666
2013-BLG-0472,BLG512.04,133506,18:02:53.84,-29:07:08.3,2456394.494,2013-04-11.99,17.035,0.693,1.691,0.57,1.0,19.292,19.292,270.72433333333333,-29.118972222222222
2013-BLG-0473,BLG512.28,31840,18:04:00.06,-28:07:29.3,2456396.812,2013-04-14.31,8.25,0.639,1.795,0.635,1.0,19.381,19.381,271.00025,-28.124805555555557
2013-BLG-0474,BLG604.21,132350,17:45:20.00,-35:14:10.9,2456398.944,2013-04-16.44,14.152,0.115,8.71,2.35,1.0,19.508,19.508,266.3333333333333,-35.236361111111115
2013-BLG-0475,BLG505.18,17723,17:59:56.60,-29:08:11.2,2456397.695,2013-04-15.20,8.32,0.754,1.593,0.506,1.0,19.006,19.006,269.98583333333335,-29.136444444444443
2013-BLG-0476,BLG513.14,8929,18:01:58.73,-30:04:07.1,2456397.098,2013-04-14.60,10.239,0.055,18.209,3.151,0.179,18.171,20.038,270.4947083333333,-30.068638888888888
2013-BLG-0477,BLG611.30,167544,17:34:37.21,-26:38:16.0,2456394.539,2013-04-12.04,4.131,0.0,19364.0,10.717,1.0,20.857,20.857,263.65504166666665,-26.637777777777778
2013-BLG-0478,BLG612.04,95194,17:29:41.23,-28:36:18.2,2456396.245,2013-04-13.74,16.417,0.426,2.506,0.997,1.0,19.4,19.4,262.42179166666665,-28.605055555555555
2013-BLG-0479,BLG501.18,172589,17:54:00.73,-29:34:03.5,2456424.108,2013-05-11.61,92.488,0.02,49.939,4.246,1.0,19.984,19.984,268.5030416666666,-29.56763888888889
2013-BLG-0480,BLG504.14,150032,17:56:06.25,-28:03:37.1,2456393.939,2013-04-11.44,16.841,0.171,5.906,1.928,0.199,20.205,21.957,269.02604166666663,-28.060305555555555
2013-BLG-0481,BLG505.14,83692,17:56:17.58,-29:21:23.2,2456417.105,2013-05-04.61,56.136,0.428,2.493,0.992,0.455,19.487,20.342,269.07325,-29.356444444444445
2013-BLG-0482,BLG505.32,105190,17:55:21.45,-28:46:54.9,2456395.329,2013-04-12.83,10.286,1.048,1.309,0.292,1.0,19.215,19.215,268.83937499999996,-28.781916666666667
2013-BLG-0483,BLG507.19,83457,17:58:57.58,-31:41:01.2,2456396.665,2013-04-14.16,15.312,0.107,9.376,2.43,1.0,20.313,20.313,269.7399166666666,-31.683666666666667
2013-BLG-0484,BLG511.06,99455,18:01:30.22,-27:59:37.4,2456401.989,2013-04-19.49,23.303,0.19,5.332,1.817,0.162,18.674,20.65,270.3759166666666,-27.993722222222225
2013-BLG-0485,BLG511.15,165496,18:00:41.07,-27:31:10.6,2456399.241,2013-04-16.74,4.928,1.313,1.186,0.185,1.0,18.512,18.512,270.17112499999996,-27.51961111111111
2013-BLG-0486,BLG512.15,63466,18:01:04.74,-28:50:50.5,2456420.477,2013-05-07.98,25.95,0.177,5.713,1.892,0.596,18.229,18.791,270.26975,-28.84736111111111
2013-BLG-0487,BLG513.07,89571,18:00:56.06,-30:21:59.7,2456395.065,2013-04-12.56,2.459,0.682,1.71,0.582,1.0,19.313,19.313,270.2335833333333,-30.366583333333335
2013-BLG-0488,BLG534.29,144121,17:51:33.56,-30:39:04.6,2456439.171,2013-05-26.67,114.225,0.009,111.0,5.113,0.393,19.738,20.753,267.88983333333334,-30.651277777777775
2013-BLG-0489,BLG648.07,16193,17:44:46.49,-27:10:11.5,2456402.154,2013-04-19.65,36.93,0.122,8.226,2.288,0.202,18.609,20.346,266.1937083333333,-27.16986111111111
2013-BLG-0490,BLG501.04,723N,17:51:49.48,-30:17:32.0,2456393.704,2013-04-11.20,0.865,0.011,94.008,4.933,1.0,20.189,20.189,267.95616666666666,-30.292222222222225
2013-BLG-0491,BLG505.30,100552,17:56:51.81,-28:37:11.5,2456400.365,2013-04-17.86,8.822,0.1,10.026,2.503,0.163,19.248,21.219,269.215875,-28.61986111111111
2013-BLG-0492,BLG506.22,72243,17:56:55.07,-30:11:26.3,2456409.058,2013-04-26.56,45.733,0.469,2.303,0.906,0.42,19.13,20.072,269.2294583333333,-30.190638888888888
2013-BLG-0493,BLG507.22,18029,17:57:06.35,-31:33:40.9,2456410.845,2013-04-28.34,33.761,0.034,29.557,3.677,0.683,19.663,20.077,269.27645833333327,-31.56136111111111
2013-BLG-0494,BLG511.06,159162,18:01:20.56,-27:56:44.3,2456396.261,2013-04-13.76,6.228,0.958,1.373,0.344,1.0,18.969,18.969,270.3356666666666,-27.94563888888889
2013-BLG-0495,BLG512.15,209474,18:00:38.01,-28:42:19.6,2456398.752,2013-04-16.25,5.492,0.595,1.897,0.695,0.479,17.725,18.523,270.1583749999999,-28.705444444444442
2013-BLG-0496,BLG512.16,82195,18:00:22.21,-28:47:38.9,2456408.909,2013-04-26.41,29.642,0.311,3.329,1.306,0.207,18.622,20.332,270.09254166666665,-28.79413888888889
2013-BLG-0497,BLG500.04,481N,17:51:50.44,-28:57:20.6,2456398.872,2013-04-16.37,17.34,0.048,20.848,3.298,0.493,20.188,20.956,267.9601666666666,-28.95572222222222
2013-BLG-0498,BLG500.10,1476N,17:53:44.34,-28:51:26.5,2456395.286,2013-04-12.79,14.478,0.26,3.944,1.49,1.0,19.54,19.54,268.43474999999995,-28.857361111111114
2013-BLG-0499,BLG512.15,865N,18:01:00.35,-28:38:27.4,2456396.615,2013-04-14.12,54.888,0.163,6.21,1.983,0.255,20.093,21.576,270.2514583333333,-28.640944444444443
2013-BLG-0500,BLG513.24,433N,18:01:10.21,-29:38:40.7,2456396.015,2013-04-13.52,20.508,0.04,25.185,3.503,0.201,20.15,21.892,270.29254166666664,-29.64463888888889
2013-BLG-0501,BLG501.11,130,17:52:57.59,-30:07:54.7,2456399.144,2013-04-16.64,1.125,1.29,1.194,0.192,1.0,15.294,15.294,268.2399583333333,-30.13186111111111
2013-BLG-0502,BLG501.29,18565,17:52:07.53,-29:21:23.0,2456405.316,2013-04-22.82,7.337,0.631,1.812,0.645,0.259,17.17,18.635,268.03137499999997,-29.35638888888889
2013-BLG-0503,BLG502.07,30827,17:49:36.71,-33:56:43.4,2456400.475,2013-04-17.98,12.16,0.542,2.042,0.775,1.0,19.442,19.442,267.4029583333333,-33.945388888888886
2013-BLG-0504,BLG504.14,34219,17:56:25.62,-28:05:53.0,2456403.169,2013-04-20.67,30.585,2.027,1.058,0.062,1.0,16.29,16.29,269.10675,-28.098055555555554
2013-BLG-0505,BLG504.20,185122,17:57:57.03,-27:45:58.8,2456399.248,2013-04-16.75,2.491,0.384,2.745,1.096,1.0,19.483,19.483,269.487625,-27.766333333333332
2013-BLG-0506,BLG505.24,39396,17:55:43.29,-28:58:06.7,2456502.911,2013-07-29.41,47.13,0.526,2.094,0.803,1.0,17.562,17.562,268.930375,-28.968527777777776
2013-BLG-0507,BLG506.07,83501,17:55:23.29,-30:51:56.7,2456421.104,2013-05-08.60,19.337,0.424,2.515,1.001,1.0,18.764,18.764,268.84704166666666,-30.865750000000002
2013-BLG-0508,BLG512.31,151116,18:01:30.22,-27:59:37.4,2456402.044,2013-04-19.54,30.411,0.148,6.828,2.086,0.135,18.781,20.956,270.3759166666666,-27.993722222222225
2013-BLG-0509,BLG534.31,80084,17:50:16.34,-30:43:19.5,2456400.603,2013-04-18.10,49.679,1.578,1.117,0.12,1.0,18.211,18.211,267.5680833333333,-30.72208333333333
2013-BLG-0510,BLG580.04,7535,18:08:32.84,-26:07:49.3,2456415.782,2013-05-03.28,40.011,0.412,2.582,1.03,1.0,19.936,19.936,272.13683333333324,-26.13036111111111
2013-BLG-0511,BLG580.04,93754,18:08:20.67,-26:08:12.7,2456395.889,2013-04-13.39,9.054,0.885,1.438,0.395,1.0,19.15,19.15,272.0861249999999,-26.13686111111111
2013-BLG-0512,BLG505.18,4263N,17:59:39.08,-29:03:35.3,2456401.041,2013-04-18.54,11.756,0.115,8.716,2.351,1.0,20.203,20.203,269.9128333333333,-29.059805555555556
2013-BLG-0513,BLG505.32,4033N,17:55:23.82,-28:51:06.5,2456407.534,2013-04-25.03,25.915,0.157,6.439,2.022,0.874,19.7,19.846,268.84925,-28.851805555555558
2013-BLG-0514,BLG508.14,239N,17:56:18.99,-33:00:43.3,2456398.568,2013-04-16.07,17.392,0.214,4.748,1.691,1.0,20.177,20.177,269.079125,-33.012027777777774
2013-BLG-0515,BLG603.15,309N,17:43:36.76,-34:10:24.9,2456405.923,2013-04-23.42,58.756,0.089,11.324,2.635,0.433,20.227,21.136,265.9031666666666,-34.17358333333333
2013-BLG-0516,BLG611.12,1486N,17:35:40.31,-27:26:18.4,2456397.924,2013-04-15.42,11.287,0.037,27.011,3.579,0.075,20.144,22.96,263.9179583333333,-27.438444444444446
2013-BLG-0517,BLG504.27,135099,17:58:47.50,-27:33:16.0,2456397.541,2013-04-15.04,2.75,0.608,1.863,0.676,1.0,19.456,19.456,269.69791666666663,-27.554444444444446
2013-BLG-0518,BLG505.10,152392,17:58:54.86,-29:19:14.3,2456398.81,2013-04-16.31,0.822,1.143,1.256,0.247,1.0,18.672,18.672,269.7285833333333,-29.32063888888889
2013-BLG-0519,BLG506.20,5137,17:58:27.04,-30:23:43.6,2456398.585,2013-04-16.09,0.619,1.001,1.341,0.318,1.0,19.552,19.552,269.6126666666666,-30.395444444444443
2013-BLG-0520,BLG512.31,71303,18:01:48.66,-28:09:44.8,2456399.635,2013-04-17.14,3.185,0.282,3.654,1.407,0.414,19.357,20.313,270.45275,-28.162444444444443
2013-BLG-0521,BLG524.24,4414,18:12:11.56,-28:34:20.3,2456396.006,2013-04-13.51,9.646,0.092,10.895,2.593,0.085,15.494,18.176,273.0481666666666,-28.572305555555555
2013-BLG-0522,BLG534.13,92917,17:50:47.17,-31:20:32.0,2456412.339,2013-04-29.84,9.885,0.318,3.263,1.284,1.0,17.971,17.971,267.69654166666663,-31.342222222222222
2013-BLG-0523,BLG535.23,47289,17:50:02.02,-32:04:32.0,2456415.129,2013-05-02.63,22.652,0.394,2.686,1.073,1.0,20.012,20.012,267.5084166666666,-32.07555555555556
2013-BLG-0524,BLG648.13,24511,17:46:02.34,-26:47:29.7,2456370.039,2013-03-18.54,22.432,0.191,5.299,1.811,1.0,18.767,18.767,266.50974999999994,-26.791583333333335
2013-BLG-0525,BLG653.19,81939,17:36:41.82,-28:21:48.0,2456398.644,2013-04-16.14,40.122,0.822,1.505,0.444,1.0,19.082,19.082,264.17425,-28.363333333333333
2013-BLG-0526,BLG654.05,32840,17:35:03.18,-30:24:10.6,2456398.117,2013-04-15.62,64.086,0.079,12.703,2.76,0.546,20.215,20.872,263.76324999999997,-30.402944444444444
2013-BLG-0527,BLG513.18,787N,18:05:03.29,-29:42:13.5,2456527.004,2013-08-22.50,0.0,0.079,12.664,2.756,1.0,18.468,18.468,271.2637083333333,-29.70375
2013-BLG-0528,BLG534.22,1745N,17:51:11.58,-31:00:35.2,2456399.897,2013-04-17.40,10.098,0.001,728.7,7.156,0.267,20.107,21.543,267.79825,-31.009777777777778
2013-BLG-0529,BLG500.02,109849,17:53:21.12,-29:12:34.9,2456386.491,2013-04-03.99,25.864,1.893,1.071,0.075,1.0,17.184,17.184,268.33799999999997,-29.209694444444445
2013-BLG-0530,BLG524.07,46890,18:12:06.19,-29:13:26.6,2456397.999,2013-04-15.50,9.476,0.394,2.683,1.072,1.0,19.5,19.5,273.02579166666663,-29.224055555555555
2013-BLG-0531,BLG580.16,42623,18:05:44.98,-25:46:19.0,2456400.303,2013-04-17.80,2.728,1.458,1.143,0.145,1.0,14.715,14.715,271.43741666666665,-25.771944444444443
2013-BLG-0532,BLG603.17,49042,17:48:51.77,-34:04:21.5,2456416.632,2013-05-04.13,18.109,0.846,1.478,0.424,1.0,18.439,18.439,267.2157083333333,-34.07263888888889
2013-BLG-0533,BLG604.13,61838,17:44:57.31,-35:27:32.8,2456399.736,2013-04-17.24,11.918,0.502,2.175,0.844,1.0,19.748,19.748,266.23879166666666,-35.45911111111111
2013-BLG-0534,BLG645.05,41128,17:56:48.19,-27:12:11.3,2456508.922,2013-08-04.42,79.256,1.385,1.163,0.164,1.0,13.381,13.381,269.20079166666665,-27.203138888888887
2013-BLG-0535,BLG660.05,101935,17:45:11.75,-33:18:41.4,2456404.689,2013-04-22.19,6.451,0.834,1.492,0.434,1.0,16.32,16.32,266.2989583333333,-33.311499999999995
2013-BLG-0536,BLG507.32,129615,17:55:01.24,-31:18:33.5,2456465.754,2013-06-22.25,48.087,1.252,1.207,0.205,1.0,17.188,17.188,268.75516666666664,-31.309305555555557
2013-BLG-0537,BLG514.16,6198,18:00:32.59,-31:19:23.0,2456396.018,2013-04-13.52,20.87,0.955,1.376,0.347,1.0,19.071,19.071,270.13579166666665,-31.323055555555555
2013-BLG-0538,BLG519.22,48760,18:07:48.64,-27:57:27.7,2456406.706,2013-04-24.21,9.555,1.094,1.282,0.269,1.0,18.217,18.217,271.95266666666663,-27.957694444444442
2013-BLG-0539,BLG612.23,55193,17:28:35.57,-27:55:08.9,2456405.928,2013-04-23.43,21.599,1.003,1.34,0.318,1.0,19.059,19.059,262.1482083333333,-27.91913888888889
2013-BLG-0540,BLG613.01,113313,17:31:52.26,-29:35:53.0,2456472.192,2013-06-28.69,144.748,1.874,1.073,0.077,1.0,17.93,17.93,262.9677499999999,-29.598055555555554
2013-BLG-0541,BLG624.12,58882,17:40:08.71,-21:52:48.3,2456397.421,2013-04-14.92,23.435,0.392,2.694,1.076,1.0,20.327,20.327,265.03629166666667,-21.880083333333335
2013-BLG-0542,BLG632.30,147240,17:44:44.29,-22:54:51.2,2456396.13,2013-04-13.63,11.06,0.658,1.755,0.611,1.0,19.412,19.412,266.18454166666663,-22.91422222222222
2013-BLG-0543,BLG500.03,158627,17:52:31.21,-29:12:06.1,2456402.436,2013-04-19.94,5.249,0.133,7.56,2.196,0.662,19.823,20.27,268.1300416666666,-29.201694444444446
2013-BLG-0544,BLG500.11,122128,17:52:36.23,-28:40:58.2,2456401.531,2013-04-19.03,0.931,0.0,76793.0,12.213,1.0,20.571,20.571,268.15095833333334,-28.682833333333335
2013-BLG-0545,BLG500.17,181459,17:54:36.57,-28:21:06.7,2456401.076,2013-04-18.58,3.647,0.579,1.938,0.718,1.0,20.015,20.015,268.65237499999995,-28.351861111111113
2013-BLG-0546,BLG501.12,16163,17:52:08.42,-30:02:34.7,2456404.299,2013-04-21.80,19.487,0.661,1.75,0.608,1.0,20.149,20.149,268.0350833333333,-30.042972222222225
2013-BLG-0547,BLG505.19,66236,17:59:00.20,-29:10:31.5,2456418.4,2013-05-05.90,35.96,0.304,3.402,1.329,0.202,18.511,20.248,269.75083333333333,-29.175416666666667
2013-BLG-0548,BLG534.10,22549,17:53:34.24,-31:12:56.4,2456407.536,2013-04-25.04,17.136,0.12,8.382,2.308,0.203,18.254,19.986,268.3926666666666,-31.215666666666667
2013-BLG-0549,BLG545.10,27959,18:15:26.77,-24:58:35.5,2456433.567,2013-05-21.07,53.392,0.094,10.618,2.565,1.0,19.837,19.837,273.86154166666665,-24.976527777777775
2013-BLG-0550,BLG603.09,140029,17:47:48.65,-34:13:41.2,2456467.958,2013-06-24.46,53.2,0.333,3.128,1.238,0.625,18.048,18.558,266.9527083333333,-34.22811111111111
2013-BLG-0551,BLG501.21,1791N,17:52:08.76,-29:35:06.3,2456402.086,2013-04-19.59,9.895,0.045,22.446,3.378,0.169,20.129,22.057,268.0365,-29.585083333333333
2013-BLG-0552,BLG505.24,1334N,17:55:42.54,-29:05:46.5,2456410.496,2013-04-28.00,22.179,0.115,8.715,2.351,1.0,20.063,20.063,268.92725,-29.096249999999998
2013-BLG-0553,BLG523.14,95N,18:12:39.45,-27:29:58.1,2456405.921,2013-04-23.42,34.148,0.161,6.253,1.99,1.0,20.037,20.037,273.16437499999995,-27.499472222222224
2013-BLG-0554,BLG502.06,57616,17:50:14.10,-34:02:39.2,2456409.722,2013-04-27.22,4.701,0.314,3.306,1.298,1.0,17.154,17.154,267.5587499999999,-34.04422222222222
2013-BLG-0555,BLG504.08,160224,18:00:09.27,-28:13:55.3,2456403.707,2013-04-21.21,1.6,1.746,1.089,0.093,1.0,16.117,16.117,270.03862499999997,-28.232027777777777
2013-BLG-0556,BLG506.09,63858,17:59:43.59,-30:35:11.5,2456427.499,2013-05-15.00,13.236,0.137,7.368,2.168,1.0,15.797,15.797,269.931625,-30.586527777777775
2013-BLG-0557,BLG506.32,74433,17:55:27.17,-29:56:05.6,2456407.528,2013-04-25.03,11.919,0.263,3.906,1.479,0.288,18.811,20.162,268.8632083333333,-29.93488888888889
2013-BLG-0558,BLG513.03,75266,18:03:39.57,-30:24:05.5,2456436.225,2013-05-23.73,17.311,0.474,2.282,0.896,1.0,15.587,15.587,270.91487499999994,-30.401527777777776
2013-BLG-0559,BLG613.05,102411,17:29:14.01,-29:36:01.9,2456409.149,2013-04-26.65,18.831,0.077,13.099,2.793,0.369,18.966,20.047,262.308375,-29.600527777777778
2013-BLG-0560,BLG631.01,55453,17:47:35.90,-22:41:23.9,2456401.302,2013-04-18.80,26.701,0.055,18.34,3.159,0.108,18.879,21.298,266.8995833333333,-22.689972222222224
2013-BLG-0561,BLG613.06,46N,17:28:55.05,-29:37:23.8,2456398.102,2013-04-15.60,53.05,0.063,15.95,3.007,0.329,19.992,21.2,262.22937499999995,-29.62327777777778
2013-BLG-0562,BLG501.20,57174,17:52:46.27,-29:47:39.9,2456405.246,2013-04-22.75,14.597,0.127,7.927,2.248,0.122,19.052,21.338,268.1927916666666,-29.794416666666667
2013-BLG-0563,BLG503.29,32504,17:51:48.16,-34:10:15.5,2456400.435,2013-04-17.93,3.242,0.242,4.224,1.564,1.0,19.089,19.089,267.9506666666666,-34.17097222222222
2013-BLG-0564,BLG504.25,40433,17:54:49.25,-27:52:43.2,2456421.046,2013-05-08.55,31.262,0.218,4.679,1.675,1.0,20.559,20.559,268.7052083333333,-27.878666666666668
2013-BLG-0565,BLG506.25,56583,17:54:41.28,-30:13:25.2,2456409.671,2013-04-27.17,13.361,0.559,1.991,0.748,1.0,19.563,19.563,268.67199999999997,-30.223666666666666
2013-BLG-0566,BLG506.28,146442,17:58:07.13,-29:53:40.6,2456410.722,2013-04-28.22,15.979,0.121,8.304,2.298,0.143,18.163,20.275,269.52970833333325,-29.89461111111111
2013-BLG-0567,BLG508.14,115662,17:55:43.74,-33:06:20.2,2456427.041,2013-05-14.54,40.784,1.833,1.078,0.081,1.0,16.37,16.37,268.93224999999995,-33.10561111111111
2013-BLG-0568,BLG511.30,3276,18:02:31.82,-27:01:02.9,2456434.758,2013-05-22.26,61.716,0.15,6.718,2.068,0.058,16.671,19.763,270.63258333333334,-27.01747222222222
2013-BLG-0569,BLG513.03,62636,18:03:51.67,-30:14:26.6,2456412.544,2013-04-30.04,82.56,0.0,421178.0,14.061,0.113,19.624,21.988,270.96529166666664,-30.240722222222225
2013-BLG-0570,BLG534.03,91631,17:52:30.19,-31:30:20.1,2456414.939,2013-05-02.44,51.244,0.06,16.793,3.063,0.424,20.367,21.298,268.12579166666666,-31.505583333333334
2013-BLG-0571,BLG534.18,55597,17:54:11.76,-31:01:22.7,2456403.708,2013-04-21.21,5.879,0.203,5.006,1.749,0.221,18.592,20.231,268.5489999999999,-31.022972222222222
2013-BLG-0572,BLG580.03,133248,18:08:50.58,-26:08:41.8,2456403.521,2013-04-21.02,6.455,1.179,1.239,0.232,1.0,18.625,18.625,272.21074999999996,-26.144944444444445
2013-BLG-0573,BLG612.04,73429,17:29:58.01,-28:29:59.5,2456414.193,2013-05-01.69,24.663,1.443,1.147,0.149,1.0,18.157,18.157,262.4917083333333,-28.499861111111112
2013-BLG-0574,BLG505.31,4816N,17:56:03.58,-28:48:15.6,2456403.558,2013-04-21.06,8.555,0.087,11.481,2.65,0.284,20.023,21.389,269.01491666666664,-28.804333333333336
2013-BLG-0575,BLG612.22,191N,17:29:23.91,-27:58:27.8,2456403.381,2013-04-20.88,17.498,0.064,15.693,2.989,0.429,20.081,20.999,262.349625,-27.97438888888889
2013-BLG-0576,BLG501.07,23826,17:50:02.92,-30:11:19.6,2456407.76,2013-04-25.26,16.856,0.026,38.08,3.952,0.083,18.836,21.543,267.51216666666664,-30.188777777777776
2013-BLG-0577,BLG504.07,76816,17:55:32.39,-28:24:40.2,2456407.53,2013-04-25.03,7.329,0.542,2.041,0.775,0.092,15.922,18.51,268.8849583333333,-28.411166666666666
2013-BLG-0578,BLG505.01,10263,17:59:59.85,-29:44:06.9,2456445.337,2013-06-01.84,28.649,1.059,1.302,0.287,1.0,16.02,16.02,269.999375,-29.73525
2013-BLG-0579,BLG535.29,45087,17:51:47.89,-31:51:16.9,2456407.767,2013-04-25.27,14.222,0.649,1.774,0.622,1.0,18.119,18.119,267.9495416666667,-31.854694444444444
