Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2013-BLG-0029,BLG504.07,61651,17:55:31.61,-28:29:31.4,2456329.633,2013-02-06.13,6.082,0.556,2.001,0.753,0.311,14.159,15.428,268.88170833333334,-28.492055555555556
2013-BLG-0030,BLG504.11,73930,17:58:24.96,-28:07:48.1,2456346.377,2013-02-22.88,47.722,0.459,2.346,0.926,0.101,15.308,17.799,269.6039999999999,-28.130027777777777
2013-BLG-0031,BLG504.18,31629,17:59:54.46,-27:47:25.2,2456301.466,2013-01-08.97,34.662,0.588,1.913,0.704,1.0,16.435,16.435,269.9769166666666,-27.790333333333336
2013-BLG-0032,BLG504.20,21894,17:58:27.12,-27:48:59.5,2456318.869,2013-01-26.37,44.408,1.459,1.143,0.145,1.0,17.108,17.108,269.61299999999994,-27.81652777777778
2013-BLG-0033,BLG504.21,79681,17:57:38.78,-27:45:04.0,2456346.964,2013-02-23.46,35.236,0.422,2.525,1.006,1.0,19.054,19.054,269.4115833333333,-27.75111111111111
2013-BLG-0034,BLG504.32,58960,17:55:16.11,-27:30:49.5,2456341.405,2013-02-17.91,5.77,0.405,2.621,1.046,1.0,19.234,19.234,268.817125,-27.51375
2013-BLG-0035,BLG505.06,221052,17:55:54.27,-29:37:21.1,2456341.514,2013-02-18.01,5.165,0.521,2.108,0.81,1.0,19.377,19.377,268.97612499999997,-29.62252777777778
2013-BLG-0036,BLG505.07,53002,17:55:27.34,-29:48:54.5,2456406.227,2013-04-23.73,48.328,0.631,1.812,0.645,1.0,15.972,15.972,268.8639166666666,-29.81513888888889
2013-BLG-0037,BLG505.09,64142,17:59:49.02,-29:25:36.2,2456348.267,2013-02-24.77,62.635,0.069,14.56,2.908,0.21,19.039,20.734,269.95425,-29.426722222222224
2013-BLG-0038,BLG505.12,21866,17:57:52.99,-29:23:02.5,2456338.965,2013-02-15.46,7.327,0.481,2.253,0.882,1.0,18.726,18.726,269.4707916666666,-29.384027777777778
2013-BLG-0039,BLG505.14,210486,17:55:53.05,-29:15:19.8,2456344.871,2013-02-21.37,22.786,0.061,16.449,3.04,0.114,19.009,21.372,268.9710416666667,-29.2555
2013-BLG-0040,BLG505.18,58580,17:59:48.22,-29:09:44.5,2456348.209,2013-02-24.71,34.371,0.569,1.965,0.733,1.0,13.605,13.605,269.9509166666666,-29.16236111111111
2013-BLG-0041,BLG505.21,128269,17:57:29.16,-29:08:37.1,2456342.078,2013-02-18.58,16.933,0.317,3.268,1.286,1.0,19.622,19.622,269.37149999999997,-29.143638888888887
2013-BLG-0042,BLG505.23,401,17:56:20.28,-29:12:37.1,2456354.137,2013-03-02.64,37.475,0.548,2.025,0.766,0.603,17.103,17.652,269.08449999999993,-29.210305555555554
2013-BLG-0043,BLG505.24,114451,17:55:15.17,-29:09:49.2,2456340.458,2013-02-16.96,12.493,0.542,2.043,0.776,1.0,19.622,19.622,268.8132083333333,-29.163666666666664
2013-BLG-0044,BLG505.25,81523,17:54:48.24,-28:58:30.6,2456301.356,2013-01-08.86,35.878,0.863,1.46,0.411,1.0,17.683,17.683,268.70099999999996,-28.975166666666667
2013-BLG-0045,BLG505.25,168690,17:54:27.96,-29:03:20.1,2456308.604,2013-01-16.10,55.452,1.246,1.21,0.207,1.0,17.884,17.884,268.6164999999999,-29.055583333333335
2013-BLG-0046,BLG505.26,62016,17:59:41.60,-28:48:49.4,2456354.343,2013-03-02.84,15.325,0.066,15.217,2.956,0.873,16.866,17.014,269.92333333333335,-28.81372222222222
2013-BLG-0047,BLG505.28,86122,17:58:25.43,-28:43:52.3,2456177.922,2012-09-07.42,147.856,2.764,1.022,0.024,1.0,16.204,16.204,269.6059583333333,-28.731194444444444
2013-BLG-0048,BLG506.15,9687,17:55:41.07,-30:40:29.5,2456353.039,2013-03-01.54,25.394,0.066,15.081,2.946,0.173,16.378,18.28,268.92112499999996,-30.674861111111113
2013-BLG-0049,BLG506.16,109313,17:54:23.47,-30:36:54.4,2456377.945,2013-03-26.45,21.66,0.278,3.699,1.42,1.0,18.052,18.052,268.5977916666666,-30.615111111111112
2013-BLG-0050,BLG506.27,80311,17:59:03.53,-29:57:48.7,2456355.992,2013-03-04.49,13.29,0.046,21.966,3.354,1.0,18.901,18.901,269.7647083333333,-29.963527777777777
2013-BLG-0051,BLG506.30,22971,17:57:00.14,-29:59:00.7,2456340.2,2013-02-16.70,21.137,0.078,12.916,2.778,0.142,19.797,21.913,269.2505833333333,-29.98352777777778
2013-BLG-0052,BLG506.32,143559,17:55:08.60,-30:05:41.1,2456355.165,2013-03-03.67,24.927,0.361,2.9,1.156,0.373,18.808,19.879,268.7858333333333,-30.094749999999998
2013-BLG-0053,BLG507.12,56697,17:57:41.17,-31:50:48.5,2456340.052,2013-02-16.55,19.511,0.166,6.094,1.962,1.0,20.316,20.316,269.4215416666666,-31.846805555555555
2013-BLG-0054,BLG507.20,92396,17:58:13.64,-31:39:19.7,2456343.997,2013-02-20.50,89.381,0.133,7.576,2.199,1.0,19.14,19.14,269.55683333333326,-31.655472222222222
2013-BLG-0055,BLG507.23,144260,17:55:46.30,-31:37:39.7,2456349.596,2013-02-26.10,10.629,0.04,25.232,3.505,0.414,19.653,20.61,268.94291666666663,-31.627694444444444
2013-BLG-0056,BLG507.30,173246,17:56:31.41,-31:08:49.5,2456312.402,2013-01-19.90,100.347,0.184,5.511,1.853,0.07,16.814,19.701,269.13087499999995,-31.147083333333335
2013-BLG-0057,BLG507.31,122188,17:56:03.37,-31:07:56.9,2456451.001,2013-06-07.50,131.8,0.586,1.918,0.707,0.732,16.623,16.961,269.0140416666667,-31.132472222222223
2013-BLG-0058,BLG508.07,63605,17:55:24.16,-33:16:04.6,2456341.973,2013-02-18.47,10.516,0.0,14399.0,10.396,0.723,17.959,18.311,268.85066666666665,-33.267944444444446
2013-BLG-0059,BLG508.14,101568,17:56:00.07,-32:55:59.1,2456352.093,2013-02-28.59,144.931,0.13,7.758,2.224,0.068,17.896,20.811,269.0002916666666,-32.93308333333333
2013-BLG-0060,BLG511.07,5083,18:01:07.83,-27:57:45.2,2456341.997,2013-02-18.50,82.354,0.055,18.215,3.151,0.084,16.934,19.629,270.282625,-27.962555555555554
2013-BLG-0061,BLG511.10,137530,18:04:24.76,-27:25:35.2,2456348.896,2013-02-25.40,15.953,0.501,2.178,0.845,1.0,13.269,13.269,271.10316666666665,-27.426444444444446
2013-BLG-0062,BLG511.11,165661,18:03:28.42,-27:31:52.9,2456351.637,2013-02-28.14,6.015,1.803,1.082,0.085,1.0,15.826,15.826,270.8684166666667,-27.53136111111111
2013-BLG-0063,BLG511.13,75576,18:02:27.19,-27:28:00.8,2456297.879,2013-01-05.38,54.824,0.435,2.46,0.978,1.0,18.923,18.923,270.61329166666667,-27.46688888888889
2013-BLG-0064,BLG511.14,117145,18:01:28.79,-27:29:47.5,2456354.834,2013-03-03.33,3.049,0.832,1.493,0.435,0.482,15.393,16.185,270.3699583333333,-27.49652777777778
2013-BLG-0065,BLG511.15,64575,18:00:59.32,-27:32:57.4,2456327.891,2013-02-04.39,115.162,0.12,8.377,2.308,0.144,18.643,20.747,270.2471666666666,-27.549277777777778
2013-BLG-0066,BLG511.15,82684,18:00:59.25,-27:25:59.5,2456340.925,2013-02-17.43,16.674,0.079,12.628,2.753,0.209,18.84,20.542,270.24687499999993,-27.433194444444446
2013-BLG-0067,BLG511.16,15511,18:00:26.03,-27:33:23.7,2456341.254,2013-02-17.75,88.954,0.011,88.504,4.867,0.054,17.296,20.474,270.1084583333333,-27.556583333333332
2013-BLG-0068,BLG512.01,151759,18:04:57.52,-29:07:50.3,2456361.61,2013-03-10.11,18.877,0.386,2.734,1.092,1.0,17.134,17.134,271.2396666666666,-29.13063888888889
2013-BLG-0069,BLG512.03,89774,18:03:55.00,-28:59:57.9,2456368.479,2013-03-16.98,58.91,0.161,6.28,1.995,0.152,18.166,20.209,270.9791666666667,-28.99941666666667
2013-BLG-0070,BLG512.07,143363,18:00:55.93,-29:00:31.1,2456435.226,2013-05-22.73,105.244,0.805,1.526,0.459,1.0,18.175,18.175,270.2330416666666,-29.00863888888889
2013-BLG-0071,BLG512.14,201179,18:01:26.54,-28:43:22.8,2456363.712,2013-03-12.21,16.261,1.419,1.153,0.155,1.0,17.178,17.178,270.3605833333333,-28.723
2013-BLG-0072,BLG512.19,185911,18:04:15.52,-28:33:06.8,2456356.148,2013-03-04.65,193.861,0.042,24.022,3.452,0.21,19.155,20.849,271.06466666666665,-28.55188888888889
2013-BLG-0073,BLG512.20,160000,18:03:41.68,-28:20:59.5,2456359.15,2013-03-07.65,58.37,1.655,1.103,0.107,1.0,15.619,15.619,270.92366666666663,-28.34986111111111
2013-BLG-0074,BLG512.22,207322,18:02:05.91,-28:23:19.9,2456338.033,2013-02-14.53,87.643,0.738,1.618,0.522,1.0,18.086,18.086,270.524625,-28.38886111111111
2013-BLG-0075,BLG512.28,219597,18:03:29.37,-28:03:16.1,2456355.169,2013-03-03.67,5.681,1.19,1.233,0.228,1.0,15.389,15.389,270.872375,-28.054472222222223
2013-BLG-0076,BLG512.30,77847,18:02:31.04,-28:09:39.3,2456380.126,2013-03-28.63,19.035,0.977,1.359,0.333,1.0,16.475,16.475,270.6293333333333,-28.160916666666665
2013-BLG-0077,BLG513.26,58528,18:05:23.02,-29:16:29.2,2456348.264,2013-02-24.76,37.884,0.142,7.101,2.128,0.265,17.68,19.123,271.34591666666665,-29.27477777777778
2013-BLG-0078,BLG513.32,34110,18:00:58.03,-29:29:23.3,2456336.9,2013-02-13.40,5.549,0.35,2.986,1.188,1.0,18.478,18.478,270.24179166666664,-29.489805555555556
2013-BLG-0079,BLG514.01,72706,18:05:12.56,-31:36:14.5,2456383.468,2013-03-31.97,48.531,1.224,1.219,0.215,1.0,16.092,16.092,271.30233333333325,-31.60402777777778
2013-BLG-0080,BLG514.21,19332,18:03:30.39,-30:55:10.8,2456328.968,2013-02-05.47,91.852,0.352,2.973,1.183,1.0,19.399,19.399,270.876625,-30.919666666666668
2013-BLG-0081,BLG514.31,86783,18:01:34.06,-30:41:19.9,2456338.47,2013-02-14.97,24.058,0.721,1.643,0.539,1.0,18.574,18.574,270.39191666666665,-30.688861111111112
2013-BLG-0082,BLG515.02,116105,18:04:27.47,-32:42:10.3,2456486.362,2013-07-12.86,12.777,2.091,1.053,0.056,1.0,17.97,17.97,271.1144583333333,-32.70286111111111
2013-BLG-0083,BLG515.08,93737,18:05:52.64,-32:32:08.2,2456366.51,2013-03-15.01,129.479,0.153,6.597,2.048,0.259,19.094,20.562,271.4693333333333,-32.53561111111111
2013-BLG-0084,BLG515.23,59658,18:01:58.53,-32:06:39.7,2456349.31,2013-02-25.81,12.506,0.03,32.815,3.79,0.344,18.298,19.456,270.49387499999995,-32.11102777777778
2013-BLG-0085,BLG518.12,107235,18:08:16.48,-26:54:27.5,2456325.442,2013-02-01.94,15.214,0.001,1085.8,7.589,0.503,15.616,16.362,272.0686666666667,-26.907638888888886
2013-BLG-0086,BLG518.17,18018,18:11:32.24,-26:35:07.9,2456373.673,2013-03-22.17,48.753,1.152,1.251,0.244,1.0,13.938,13.938,272.8843333333333,-26.585527777777777
2013-BLG-0087,BLG519.01,155210,18:10:26.75,-28:21:23.6,2456335.889,2013-02-12.39,36.175,0.072,13.925,2.86,0.1,19.113,21.609,272.6114583333333,-28.356555555555556
2013-BLG-0088,BLG519.03,124520,18:09:06.37,-28:21:34.2,2456348.311,2013-02-24.81,17.977,0.1,10.052,2.506,0.561,20.286,20.913,272.2765416666666,-28.3595
2013-BLG-0089,BLG519.04,4921,18:08:45.23,-28:33:14.5,2456357.475,2013-03-05.97,101.544,0.318,3.26,1.283,0.185,17.374,19.207,272.1884583333333,-28.55402777777778
2013-BLG-0090,BLG519.16,57290,18:05:44.63,-28:15:34.7,2456349.549,2013-02-26.05,117.414,0.24,4.262,1.574,0.533,19.947,20.63,271.4359583333333,-28.25963888888889
2013-BLG-0091,BLG519.17,42955,18:11:20.64,-27:59:02.2,2456332.314,2013-02-08.81,51.968,0.005,182.6,5.654,0.65,19.438,19.906,272.83599999999996,-27.983944444444447
2013-BLG-0092,BLG519.21,80699,18:08:40.47,-27:43:57.2,2456350.567,2013-02-27.07,3.43,1.453,1.145,0.147,1.0,17.825,17.825,272.16862499999996,-27.732555555555553
2013-BLG-0093,BLG519.24,87054,18:06:28.83,-27:45:39.4,2456341.905,2013-02-18.41,3.702,0.334,3.117,1.234,1.0,18.67,18.67,271.620125,-27.760944444444444
2013-BLG-0094,BLG519.26,118671,18:10:27.96,-27:28:15.0,2456325.554,2013-02-02.05,36.282,0.414,2.568,1.024,1.0,18.794,18.794,272.6165,-27.47083333333333
2013-BLG-0095,BLG519.29,68301,18:08:36.17,-27:31:00.2,2456360.188,2013-03-08.69,23.434,0.904,1.42,0.381,1.0,18.487,18.487,272.1507083333333,-27.51672222222222
2013-BLG-0096,BLG519.31,40451,18:07:09.40,-27:39:25.1,2456387.023,2013-04-04.52,110.528,0.334,3.121,1.236,0.055,15.828,18.986,271.78916666666663,-27.656972222222223
2013-BLG-0097,BLG520.23,24179,18:07:26.08,-29:03:18.0,2456326.028,2013-02-02.53,12.552,0.0,8379.1,9.808,1.0,17.742,17.742,271.85866666666664,-29.055
2013-BLG-0098,BLG520.25,70041,18:05:50.63,-29:03:08.8,2456343.007,2013-02-19.51,35.544,1.128,1.264,0.254,1.0,17.89,17.89,271.4609583333333,-29.052444444444443
2013-BLG-0099,BLG520.28,190725,18:09:06.89,-28:37:53.4,2456401.567,2013-04-19.07,34.42,0.358,2.928,1.166,1.0,16.693,16.693,272.27870833333327,-28.6315
2013-BLG-0100,BLG534.01,72537,17:54:02.22,-31:25:53.5,2456316.221,2013-01-23.72,14.454,1.465,1.142,0.144,1.0,15.92,15.92,268.50924999999995,-31.431527777777777
2013-BLG-0101,BLG534.03,22539,17:52:55.20,-31:30:42.5,2456363.633,2013-03-12.13,35.359,0.006,174.7,5.606,1.0,19.826,19.826,268.23,-31.511805555555554
2013-BLG-0102,BLG534.04,244,17:52:07.08,-31:41:26.1,2456374.834,2013-03-23.33,2.121,0.389,2.712,1.083,1.0,16.892,16.892,268.0295,-31.690583333333333
2013-BLG-0103,BLG534.08,144390,17:54:26.97,-31:16:57.8,2456355.989,2013-03-04.49,28.193,0.407,2.608,1.041,1.0,17.086,17.086,268.61237499999993,-31.282722222222223
2013-BLG-0104,BLG534.09,24563,17:54:21.86,-31:11:40.3,2456361.984,2013-03-10.48,55.433,0.021,47.279,4.187,1.0,19.41,19.41,268.5910833333333,-31.19452777777778
2013-BLG-0105,BLG534.10,33013,17:53:35.52,-31:06:17.0,2456393.322,2013-04-10.82,40.953,1.561,1.12,0.123,1.0,16.75,16.75,268.39799999999997,-31.104722222222225
2013-BLG-0106,BLG534.11,108111,17:52:26.80,-31:12:56.9,2456319.656,2013-01-27.16,10.902,0.574,1.949,0.725,1.0,16.594,16.594,268.1116666666667,-31.215805555555555
2013-BLG-0107,BLG534.25,35160,17:49:00.64,-30:51:53.2,2456348.588,2013-02-25.09,17.61,0.445,2.413,0.956,1.0,19.868,19.868,267.25266666666664,-30.86477777777778
2013-BLG-0108,BLG535.01,62063,17:53:58.16,-32:41:10.4,2456490.347,2013-07-16.85,404.161,0.077,13.009,2.786,0.036,16.292,19.896,268.4923333333333,-32.68622222222222
2013-BLG-0109,BLG535.01,100874,17:53:47.39,-32:41:20.3,2456346.599,2013-02-23.10,6.676,0.728,1.633,0.532,1.0,18.352,18.352,268.4474583333333,-32.68897222222222
2013-BLG-0110,BLG535.08,2163,17:54:53.51,-32:34:56.2,2456336.883,2013-02-13.38,3.388,0.215,4.722,1.685,1.0,19.107,19.107,268.7229583333333,-32.58227777777778
2013-BLG-0111,BLG535.15,8724,17:49:43.61,-32:30:46.9,2456363.008,2013-03-11.51,52.668,0.015,67.265,4.569,0.422,19.979,20.915,267.4317083333333,-32.51302777777778
2013-BLG-0112,BLG535.24,15274,17:49:40.97,-32:13:18.5,2456350.891,2013-02-27.39,15.641,0.095,10.549,2.558,1.0,20.716,20.716,267.42070833333327,-32.221805555555555
2013-BLG-0113,BLG535.27,18718,17:53:27.29,-31:51:04.2,2456340.073,2013-02-16.57,41.059,0.226,4.518,1.637,1.0,19.732,19.732,268.3637083333333,-31.851166666666668
2013-BLG-0114,BLG580.07,53669,18:06:23.15,-25:59:25.6,2456341.1,2013-02-17.60,61.51,0.0,12164040.0,17.713,0.428,18.656,19.577,271.5964583333333,-25.990444444444446
2013-BLG-0115,BLG580.14,86474,18:06:57.11,-25:49:43.0,2456341.211,2013-02-17.71,30.713,0.205,4.957,1.738,1.0,20.072,20.072,271.7379583333333,-25.828611111111112
2013-BLG-0116,BLG580.16,45146,18:05:41.61,-25:47:40.9,2456345.574,2013-02-22.07,34.04,0.092,10.953,2.599,0.108,19.182,21.595,271.42337499999996,-25.794694444444445
2013-BLG-0117,BLG580.25,11603,18:05:55.07,-25:24:40.9,2456340.909,2013-02-17.41,4.664,0.79,1.545,0.472,1.0,16.046,16.046,271.4794583333333,-25.41136111111111
2013-BLG-0118,BLG580.28,23764,18:09:15.33,-24:59:41.1,2456387.814,2013-04-05.31,58.732,0.683,1.71,0.582,1.0,17.535,17.535,272.31387499999994,-24.99475
2013-BLG-0119,BLG603.05,154151,17:44:41.83,-34:30:23.9,2456343.992,2013-02-20.49,27.013,0.349,2.998,1.192,1.0,17.891,17.891,266.17429166666665,-34.50663888888889
2013-BLG-0120,BLG603.13,389,17:45:19.55,-34:25:47.8,2456522.785,2013-08-18.29,151.71,1.191,1.233,0.228,1.0,17.081,17.081,266.33145833333333,-34.429944444444445
2013-BLG-0121,BLG611.09,73039,17:37:29.04,-27:26:24.2,2456367.351,2013-03-15.85,33.907,0.474,2.283,0.896,0.299,16.109,17.42,264.371,-27.440055555555556
2013-BLG-0122,BLG611.12,139503,17:35:23.31,-27:12:06.2,2456381.751,2013-03-30.25,70.189,0.808,1.523,0.456,0.342,17.259,18.423,263.84712499999995,-27.201722222222223
2013-BLG-0123,BLG611.14,50394,17:34:18.79,-27:17:47.9,2456334.944,2013-02-11.44,9.004,0.161,6.283,1.995,1.0,19.739,19.739,263.57829166666664,-27.29663888888889
2013-BLG-0124,BLG611.20,79483,17:36:17.49,-26:56:04.6,2456359.898,2013-03-08.40,26.869,0.016,64.015,4.516,0.685,19.714,20.124,264.072875,-26.93461111111111
2013-BLG-0125,BLG611.21,42526,17:35:50.62,-26:52:27.8,2456353.412,2013-03-01.91,23.789,0.253,4.049,1.518,0.037,16.465,20.031,263.9609166666666,-26.87438888888889
2013-BLG-0126,BLG611.21,142265,17:35:32.32,-26:53:44.0,2456343.276,2013-02-19.78,32.925,0.01,104.9,5.052,0.739,19.153,19.482,263.8846666666666,-26.895555555555553
2013-BLG-0127,BLG611.26,3367,17:37:49.19,-26:47:27.3,2456330.418,2013-02-06.92,13.672,1.009,1.336,0.314,1.0,18.045,18.045,264.4549583333333,-26.790916666666668
2013-BLG-0128,BLG611.28,65332,17:36:15.13,-26:38:24.4,2456373.586,2013-03-22.09,38.51,0.034,29.063,3.658,0.739,19.759,20.087,264.06304166666666,-26.64011111111111
2013-BLG-0129,BLG611.28,136125,17:35:55.98,-26:45:42.0,2456378.343,2013-03-26.84,50.514,0.641,1.791,0.633,1.0,16.515,16.515,263.98324999999994,-26.761666666666667
2013-BLG-0130,BLG500.13,22391,17:51:32.29,-28:40:56.1,2456361.718,2013-03-10.22,31.559,0.048,20.97,3.304,0.325,20.139,21.36,267.8845416666667,-28.68225
2013-BLG-0131,BLG500.20,75423,17:52:47.37,-28:22:58.5,2456359.62,2013-03-08.12,12.837,0.173,5.859,1.92,1.0,19.617,19.617,268.19737499999997,-28.382916666666667
2013-BLG-0132,BLG504.02,91541,17:59:03.51,-28:25:15.7,2456370.732,2013-03-19.23,32.542,0.251,4.071,1.524,1.0,18.872,18.872,269.76462499999997,-28.42102777777778
2013-BLG-0133,BLG504.02,195546,17:58:46.20,-28:27:48.1,2456346.069,2013-02-22.57,114.722,0.29,3.558,1.378,0.177,18.858,20.737,269.69249999999994,-28.46336111111111
2013-BLG-0134,BLG505.16,8182,17:54:56.85,-29:28:24.5,2456354.095,2013-03-02.59,3.997,0.149,6.766,2.076,0.13,18.341,20.557,268.73687499999994,-29.47347222222222
2013-BLG-0135,BLG505.25,179817,17:54:25.14,-28:59:30.4,2456358.563,2013-03-07.06,40.034,0.17,5.941,1.935,0.172,19.086,20.998,268.60474999999997,-28.991777777777777
2013-BLG-0136,BLG506.06,40429,17:56:16.67,-30:50:48.2,2456356.036,2013-03-04.54,11.72,0.486,2.236,0.873,1.0,19.879,19.879,269.0694583333333,-30.846722222222223
2013-BLG-0137,BLG513.24,16644,18:01:09.31,-29:43:00.1,2456368.051,2013-03-16.55,86.027,0.224,4.555,1.646,0.228,18.907,20.511,270.2887916666666,-29.716694444444443
2013-BLG-0138,BLG514.24,73510,18:01:08.09,-30:48:00.6,2456375.572,2013-03-24.07,77.102,0.46,2.342,0.924,0.421,18.781,19.72,270.2837083333333,-30.800166666666666
2013-BLG-0139,BLG519.02,605,18:10:08.25,-28:36:04.0,2456381.727,2013-03-30.23,47.482,0.384,2.748,1.098,0.169,17.561,19.492,272.534375,-28.601111111111113
2013-BLG-0140,BLG520.12,74494,18:08:41.45,-29:18:28.8,2456354.449,2013-03-02.95,60.277,0.023,43.153,4.088,0.068,19.084,22.001,272.1727083333333,-29.308
2013-BLG-0141,BLG603.20,145320,17:46:19.63,-34:00:19.6,2456355.135,2013-03-03.63,7.133,0.038,26.178,3.545,1.0,19.734,19.734,266.5817916666666,-34.00544444444444
2013-BLG-0142,BLG603.31,109511,17:43:58.73,-33:46:31.7,2456352.542,2013-03-01.04,24.161,0.944,1.384,0.353,1.0,18.778,18.778,265.9947083333333,-33.77547222222222
2013-BLG-0143,BLG511.15,119016,18:00:48.65,-27:29:30.5,2456357.518,2013-03-06.02,4.878,1.15,1.253,0.244,1.0,17.897,17.897,270.2027083333333,-27.49180555555556
