Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2011-BLG-0333,BLG512.05,90561,18:02:29.89,-29:01:58.4,2455692.701,2011-05-11.20,17.838,0.972,1.363,0.336,1.0,18.514,18.514,270.6245416666667,-29.032888888888888
2011-BLG-0334,BLG501.15,70861,17:49:31.95,-30:06:00.6,2455686.06,2011-05-04.56,17.373,0.081,12.441,2.737,0.173,20.656,22.559,267.38312499999995,-30.100166666666667
2011-BLG-0335,BLG501.26,32556,17:54:17.31,-29:19:24.7,2455687.076,2011-05-05.58,10.969,0.123,8.166,2.28,0.16,18.719,20.709,268.57212499999997,-29.323527777777777
2011-BLG-0336,BLG505.30,156045,17:56:42.76,-28:36:59.9,2455688.629,2011-05-07.13,11.679,0.671,1.731,0.596,1.0,19.995,19.995,269.17816666666664,-28.61663888888889
2011-BLG-0337,BLG611.18,158367,17:37:27.26,-26:57:06.3,2455687.013,2011-05-05.51,22.868,0.717,1.651,0.544,1.0,19.397,19.397,264.36358333333334,-26.95175
2011-BLG-0338,BLG504.05,93434,17:56:56.01,-28:24:00.5,2455693.415,2011-05-11.91,54.666,0.046,21.735,3.343,0.046,18.795,22.137,269.23337499999997,-28.400138888888886
2011-BLG-0339,BLG504.17,205788,18:00:09.31,-27:45:12.4,2455706.903,2011-05-25.40,27.804,0.24,4.263,1.574,0.798,19.383,19.628,270.0387916666666,-27.753444444444444
2011-BLG-0340,BLG506.28,86623,17:58:19.25,-29:55:54.4,2455693.597,2011-05-12.10,13.766,0.754,1.594,0.506,1.0,19.137,19.137,269.5802083333333,-29.93177777777778
2011-BLG-0341,BLG506.31,146466,17:55:49.28,-30:03:42.6,2455799.32,2011-08-25.82,115.162,0.272,3.783,1.445,0.293,18.138,19.471,268.95533333333333,-30.061833333333333
2011-BLG-0342,BLG511.09,59492,18:05:10.46,-27:36:32.9,2455682.978,2011-05-01.48,13.327,1.181,1.237,0.231,1.0,19.1,19.1,271.2935833333333,-27.60913888888889
2011-BLG-0343,BLG511.11,74801,18:03:52.25,-27:30:14.3,2455684.509,2011-05-03.01,10.17,0.239,4.275,1.577,0.239,19.081,20.635,270.9677083333333,-27.503972222222224
2011-BLG-0344,BLG512.08,144824,18:05:52.00,-28:36:54.2,2455736.677,2011-06-24.18,81.461,0.152,6.618,2.052,0.338,18.64,19.817,271.4666666666666,-28.615055555555557
2011-BLG-0345,BLG512.13,63681,18:02:23.53,-28:50:53.6,2455724.712,2011-06-12.21,47.571,0.051,19.481,3.224,0.304,17.997,19.288,270.59804166666663,-28.848222222222223
2011-BLG-0346,BLG512.21,198435,18:02:51.37,-28:29:01.3,2455685.753,2011-05-04.25,7.155,0.07,14.338,2.891,0.066,19.385,22.338,270.7140416666667,-28.483694444444446
2011-BLG-0347,BLG611.18,161883,17:37:27.28,-26:57:07.0,2455687.673,2011-05-06.17,28.607,0.434,2.466,0.98,1.0,20.144,20.144,264.3636666666667,-26.951944444444443
2011-BLG-0348,BLG501.01,115879,17:53:57.12,-30:18:10.8,2455713.611,2011-06-01.11,18.999,0.464,2.326,0.917,1.0,18.348,18.348,268.488,-30.303
2011-BLG-0349,BLG501.08,220503,17:54:33.83,-29:51:18.8,2455687.94,2011-05-06.44,8.848,0.236,4.331,1.592,0.127,18.376,20.617,268.6409583333333,-29.855222222222224
2011-BLG-0350,BLG501.26,34442,17:54:19.84,-29:19:19.3,2455688.448,2011-05-06.95,8.46,0.11,9.119,2.4,0.219,19.231,20.881,268.5826666666666,-29.322027777777777
2011-BLG-0351,BLG504.12,43267,17:57:49.31,-28:01:57.8,2455695.253,2011-05-13.75,30.442,0.291,3.544,1.374,0.177,19.375,21.255,269.4554583333333,-28.032722222222223
2011-BLG-0352,BLG504.20,178142,17:58:02.05,-27:48:34.0,2455702.909,2011-05-21.41,23.719,0.105,9.596,2.455,0.748,19.687,20.002,269.5085416666666,-27.809444444444445
2011-BLG-0353,BLG505.29,140965,17:57:28.58,-28:45:45.7,2455689.652,2011-05-08.15,9.982,0.05,20.193,3.263,0.427,20.102,21.026,269.36908333333326,-28.762694444444445
2011-BLG-0354,BLG506.18,156857,17:59:28.55,-30:17:13.9,2455713.21,2011-05-31.71,23.19,0.939,1.389,0.357,1.0,18.52,18.52,269.86895833333335,-30.287194444444445
2011-BLG-0355,BLG511.17,76334,18:05:57.15,-27:10:12.0,2455713.04,2011-05-31.54,46.362,0.213,4.767,1.696,0.258,18.288,19.761,271.48812499999997,-27.17
2011-BLG-0356,BLG514.15,101985,18:01:00.90,-31:09:37.5,2455712.888,2011-05-31.39,15.185,0.657,1.759,0.613,1.0,16.725,16.725,270.25374999999997,-31.160416666666666
2011-BLG-0357,BLG534.23,112782,17:50:08.98,-30:53:40.3,2455688.656,2011-05-07.16,6.254,1.639,1.106,0.109,1.0,17.669,17.669,267.5374166666666,-30.89452777777778
2011-BLG-0358,BLG512.24,123521,18:00:56.02,-28:33:46.4,2455687.018,2011-05-05.52,0.912,0.618,1.842,0.663,1.0,19.69,19.69,270.23341666666664,-28.56288888888889
2011-BLG-0359,BLG513.17,81261,18:05:47.41,-29:42:08.8,2455686.859,2011-05-05.36,1.671,0.575,1.949,0.725,1.0,18.105,18.105,271.4475416666666,-29.702444444444442
2011-BLG-0360,BLG534.26,72114,17:54:03.86,-30:31:31.9,2455689.025,2011-05-07.53,9.954,1.088,1.285,0.272,1.0,18.815,18.815,268.5160833333333,-30.52552777777778
2011-BLG-0361,BLG611.11,119658,17:36:12.02,-27:20:28.6,2455686.667,2011-05-05.17,0.466,0.023,43.68,4.101,1.0,20.556,20.556,264.0500833333333,-27.341277777777776
2011-BLG-0362,BLG504.11,81953,17:58:17.46,-28:05:59.4,2455702.803,2011-05-21.30,22.542,1.564,1.12,0.123,1.0,18.12,18.12,269.57275,-28.099833333333333
2011-BLG-0363,BLG500.03,51879,17:52:51.29,-29:12:54.6,2455690.746,2011-05-09.25,4.403,0.964,1.368,0.34,1.0,18.885,18.885,268.21370833333333,-29.215166666666665
2011-BLG-0364,BLG506.16,54710,17:54:48.50,-30:32:24.6,2455703.19,2011-05-21.69,4.769,0.701,1.677,0.561,1.0,16.091,16.091,268.7020833333333,-30.540166666666668
2011-BLG-0365,BLG506.28,142890,17:58:07.60,-29:55:42.9,2455692.224,2011-05-10.72,21.025,0.172,5.888,1.925,0.243,19.675,21.213,269.53166666666664,-29.928583333333336
2011-BLG-0366,BLG611.28,102276,17:36:10.51,-26:39:32.7,2455704.295,2011-05-22.80,12.934,1.618,1.109,0.113,1.0,15.445,15.445,264.04379166666666,-26.65908333333333
2011-BLG-0367,BLG500.17,53866,17:54:57.85,-28:30:45.5,2455707.678,2011-05-26.18,11.284,0.022,45.737,4.151,0.93,17.589,17.668,268.7410416666666,-28.51263888888889
2011-BLG-0368,BLG500.18,62443,17:54:09.76,-28:31:45.4,2455695.297,2011-05-13.80,26.653,0.095,10.567,2.56,0.312,19.997,21.262,268.5406666666666,-28.529277777777775
2011-BLG-0369,BLG501.10,169420,17:53:20.50,-29:52:01.9,2455690.717,2011-05-09.22,2.322,0.013,75.724,4.698,0.081,18.445,21.178,268.3354166666666,-29.867194444444443
2011-BLG-0370,BLG501.32,9221,17:50:07.25,-29:20:50.8,2455783.099,2011-08-09.60,5.719,1.871,1.073,0.077,1.0,16.864,16.864,267.5302083333333,-29.34744444444444
2011-BLG-0371,BLG512.16,190924,18:00:01.27,-28:48:20.5,2455692.07,2011-05-10.57,3.636,0.323,3.214,1.267,1.0,19.278,19.278,270.0052916666666,-28.805694444444445
2011-BLG-0372,BLG500.01,82762,17:54:17.71,-29:03:16.3,2456660.666,2014-01-03.17,12738.308,0.129,7.775,2.227,1.0,19.968,19.968,268.5737916666666,-29.05452777777778
2011-BLG-0373,BLG504.05,29230,17:57:10.73,-28:26:17.2,2455693.434,2011-05-11.93,3.79,0.798,1.534,0.465,1.0,18.668,18.668,269.2947083333333,-28.438111111111112
2011-BLG-0374,BLG500.01,195183,17:53:55.16,-29:04:28.7,2455715.141,2011-06-02.64,15.91,1.068,1.297,0.283,1.0,16.913,16.913,268.47983333333326,-29.074638888888888
2011-BLG-0375,BLG500.18,45897,17:54:15.35,-28:36:02.3,2455695.716,2011-05-14.22,7.362,1.958,1.064,0.068,1.0,16.214,16.214,268.5639583333333,-28.60063888888889
2011-BLG-0376,BLG504.17,82096,18:00:23.96,-27:47:57.5,2455696.407,2011-05-14.91,3.011,1.134,1.26,0.251,1.0,18.007,18.007,270.09983333333327,-27.799305555555556
2011-BLG-0377,BLG506.26,56617,17:59:48.22,-30:02:45.8,2455714.114,2011-06-01.61,43.462,0.487,2.234,0.873,0.073,17.03,19.868,269.9509166666666,-30.046055555555558
2011-BLG-0378,BLG512.04,219778,18:02:45.11,-28:57:41.0,2455695.39,2011-05-13.89,9.867,0.653,1.767,0.618,1.0,19.186,19.186,270.68795833333337,-28.961388888888887
2011-BLG-0379,BLG512.24,104979,18:01:04.78,-28:20:46.4,2455692.68,2011-05-11.18,26.189,0.09,11.171,2.62,0.073,19.603,22.44,270.26991666666663,-28.34622222222222
2011-BLG-0380,BLG512.24,147147,18:00:49.93,-28:24:13.8,2455696.777,2011-05-15.28,5.506,1.642,1.105,0.109,1.0,16.668,16.668,270.20804166666665,-28.40383333333333
2011-BLG-0381,BLG513.30,108593,18:02:15.61,-29:14:14.3,2455694.537,2011-05-13.04,18.513,1.04,1.314,0.297,1.0,18.68,18.68,270.5650416666667,-29.237305555555558
2011-BLG-0382,BLG534.17,56284,17:54:44.27,-31:00:17.7,2455697.959,2011-05-16.46,7.958,0.044,22.721,3.391,0.267,18.603,20.039,268.6844583333333,-31.004916666666666
2011-BLG-0383,BLG500.11,37616,17:53:02.20,-28:39:06.3,2455704.1,2011-05-22.60,22.093,0.094,10.638,2.567,0.431,19.527,20.441,268.25916666666666,-28.65175
2011-BLG-0384,BLG501.03,197962,17:52:19.00,-30:10:09.2,2455696.199,2011-05-14.70,4.148,0.028,36.221,3.897,0.717,18.728,19.088,268.07916666666665,-30.169222222222224
2011-BLG-0385,BLG501.05,128806,17:51:09.51,-30:11:12.4,2455694.985,2011-05-13.48,2.864,0.017,57.503,4.399,0.545,19.094,19.754,267.789625,-30.186777777777777
2011-BLG-0386,BLG501.17,164520,17:54:41.27,-29:34:20.1,2455701.137,2011-05-19.64,13.908,0.376,2.796,1.116,0.336,19.324,20.508,268.6719583333333,-29.57225
2011-BLG-0387,BLG504.15,43134,17:55:31.47,-28:14:28.1,2455693.633,2011-05-12.13,0.07,0.151,6.676,2.061,0.06,16.056,19.115,268.881125,-28.24113888888889
2011-BLG-0388,BLG505.21,133661,17:57:27.24,-29:06:18.1,2455700.651,2011-05-19.15,12.365,1.058,1.303,0.288,1.0,18.673,18.673,269.36349999999993,-29.105027777777778
2011-BLG-0389,BLG506.07,172823,17:55:06.03,-30:54:15.7,2455695.913,2011-05-14.41,5.218,1.018,1.329,0.309,1.0,18.971,18.971,268.77512499999995,-30.90436111111111
2011-BLG-0390,BLG506.15,58142,17:55:23.63,-30:38:07.7,2455694.299,2011-05-12.80,4.308,0.551,2.016,0.761,1.0,20.529,20.529,268.8484583333333,-30.635472222222223
2011-BLG-0391,BLG506.27,39655,17:59:15.98,-29:53:00.5,2455693.266,2011-05-11.77,5.116,0.12,8.409,2.312,0.148,18.497,20.574,269.8165833333333,-29.88347222222222
2011-BLG-0392,BLG512.09,173287,18:04:58.27,-28:48:24.3,2455729.612,2011-06-17.11,20.362,0.215,4.731,1.687,0.907,17.84,17.946,271.2427916666666,-28.80675
2011-BLG-0393,BLG512.25,135364,18:00:10.32,-28:26:36.1,2455705.035,2011-05-23.54,21.266,1.081,1.289,0.276,1.0,18.657,18.657,270.04299999999995,-28.443361111111113
2011-BLG-0394,BLG513.03,58415,18:03:54.76,-30:14:28.9,2455697.012,2011-05-15.51,5.931,1.317,1.184,0.183,1.0,17.614,17.614,270.97816666666665,-30.24136111111111
2011-BLG-0395,BLG513.12,253,18:03:24.63,-30:07:46.9,2455777.609,2011-08-04.11,47.155,0.529,2.082,0.796,1.0,17.177,17.177,270.852625,-30.129694444444446
2011-BLG-0396,BLG534.08,152316,17:54:25.80,-31:13:27.3,2455708.294,2011-05-26.79,31.16,0.223,4.574,1.651,0.366,19.155,20.245,268.60749999999996,-31.224249999999998
2011-BLG-0397,BLG611.28,149377,17:35:54.80,-26:39:47.0,2455696.937,2011-05-15.44,5.748,2.381,1.036,0.038,1.0,16.537,16.537,263.97833333333324,-26.663055555555555
2011-BLG-0398,BLG500.02,97679,17:53:25.08,-28:58:20.2,2455764.998,2011-07-22.50,108.241,1.809,1.081,0.084,1.0,17.352,17.352,268.3545,-28.972277777777776
2011-BLG-0399,BLG501.17,171633,17:54:26.42,-29:49:06.5,2455698.427,2011-05-16.93,11.301,2.593,1.027,0.029,1.0,15.522,15.522,268.61008333333325,-29.818472222222223
2011-BLG-0400,BLG511.13,95345,18:02:09.95,-27:37:00.3,2455700.579,2011-05-19.08,10.197,0.0,31680.0,11.252,0.068,17.595,20.507,270.5414583333333,-27.61675
2011-BLG-0401,BLG500.31,22849,17:50:41.66,-28:01:49.1,2455717.394,2011-06-04.89,23.236,1.212,1.224,0.219,1.0,18.818,18.818,267.6735833333333,-28.030305555555554
2011-BLG-0402,BLG501.10,170825,17:53:20.77,-29:50:37.1,2455729.964,2011-06-17.46,40.412,0.669,1.735,0.598,1.0,18.898,18.898,268.3365416666666,-29.843638888888886
2011-BLG-0403,BLG505.26,183372,17:59:20.81,-28:46:24.1,2455703.085,2011-05-21.59,7.137,0.836,1.49,0.433,1.0,18.353,18.353,269.8367083333333,-28.77336111111111
2011-BLG-0404,BLG506.19,134181,17:58:44.89,-30:24:32.6,2455696.132,2011-05-14.63,2.98,0.288,3.579,1.384,0.24,18.489,20.04,269.68704166666663,-30.409055555555554
2011-BLG-0405,BLG511.03,104820,18:03:33.57,-27:55:00.6,2455707.192,2011-05-25.69,9.119,0.519,2.118,0.815,1.0,18.328,18.328,270.88987499999996,-27.916833333333333
2011-BLG-0406,BLG513.12,113304,18:03:03.66,-29:55:55.2,2455699.321,2011-05-17.82,8.861,0.328,3.168,1.252,1.0,19.696,19.696,270.76525,-29.932000000000002
2011-BLG-0407,BLG534.01,109123,17:53:52.47,-31:29:19.1,2455740.703,2011-06-28.20,75.715,0.072,13.93,2.86,0.117,17.721,20.055,268.468625,-31.48863888888889
2011-BLG-0408,BLG501.26,203032,17:53:48.61,-29:15:47.5,2455697.033,2011-05-15.53,60.244,0.14,7.178,2.14,0.049,18.831,22.111,268.4525416666666,-29.263194444444444
2011-BLG-0409,BLG512.11,228551,18:03:35.96,-28:38:19.5,2455724.325,2011-06-11.82,26.602,1.721,1.093,0.096,1.0,17.086,17.086,270.8998333333333,-28.638749999999998
2011-BLG-0410,BLG611.19,75216,17:37:06.39,-26:55:18.4,2455742.297,2011-06-29.80,34.437,0.558,1.994,0.749,0.38,15.633,16.682,264.27662499999997,-26.92177777777778
2011-BLG-0411,BLG500.11,163238,17:52:22.42,-28:41:06.7,2455697.414,2011-05-15.91,4.192,2.107,1.052,0.055,1.0,17.403,17.403,268.09341666666666,-28.685194444444445
2011-BLG-0412,BLG505.07,128456,17:55:20.01,-29:45:56.6,2455704.919,2011-05-23.42,18.219,1.597,1.113,0.117,1.0,18.238,18.238,268.833375,-29.765722222222223
2011-BLG-0413,BLG505.08,184369,18:00:11.98,-29:17:20.9,2455716.107,2011-06-03.61,0.248,1.341,1.176,0.176,1.0,16.993,16.993,270.0499166666666,-29.28913888888889
2011-BLG-0414,BLG512.08,6836,18:06:06.26,-28:51:49.7,2455726.678,2011-06-14.18,24.048,0.618,1.842,0.663,1.0,18.287,18.287,271.5260833333333,-28.863805555555558
2011-BLG-0415,BLG514.29,9177,18:03:27.14,-30:39:43.8,2455743.931,2011-07-01.43,30.667,0.301,3.432,1.339,1.0,18.021,18.021,270.8630833333333,-30.662166666666664
2011-BLG-0416,BLG534.01,74972,17:54:07.90,-31:27:35.1,2455698.441,2011-05-16.94,2.77,0.102,9.845,2.483,0.681,19.391,19.809,268.5329166666666,-31.45975
2011-BLG-0417,BLG611.22,151676,17:34:33.12,-27:06:39.3,2455811.265,2011-09-06.76,56.46,0.253,4.044,1.517,1.0,15.743,15.743,263.638,-27.110916666666668
2011-BLG-0418,BLG500.09,31383,17:54:20.51,-28:44:18.0,2455709.199,2011-05-27.70,20.226,0.111,9.037,2.39,0.649,19.129,19.599,268.58545833333324,-28.738333333333333
2011-BLG-0419,BLG500.19,143154,17:53:16.95,-28:20:25.4,2455702.618,2011-05-21.12,4.939,0.216,4.715,1.684,1.0,20.44,20.44,268.32062499999995,-28.34038888888889
2011-BLG-0420,BLG501.22,113565,17:50:56.18,-29:49:30.2,2455766.108,2011-07-23.61,35.479,0.025,39.873,4.002,1.0,16.352,16.352,267.7340833333333,-29.825055555555554
2011-BLG-0421,BLG504.19,174804,17:58:38.78,-27:54:50.3,2455705.959,2011-05-24.46,8.787,0.045,22.469,3.379,0.053,16.251,19.44,269.6615833333333,-27.91397222222222
2011-BLG-0422,BLG501.18,98892,17:54:10.31,-29:38:26.2,2455709.5,2011-05-28.00,29.803,0.081,12.347,2.729,0.232,18.508,20.095,268.5429583333333,-29.64061111111111
2011-BLG-0423,BLG512.23,214710,18:01:24.16,-28:23:20.9,2455700.954,2011-05-19.45,32.61,1.274,1.199,0.197,1.0,18.425,18.425,270.35066666666665,-28.389138888888887
2011-BLG-0424,BLG500.08,30586,17:55:03.61,-28:40:39.3,2455732.039,2011-06-19.54,16.808,0.293,3.516,1.365,0.867,16.294,16.448,268.76504166666666,-28.677583333333335
2011-BLG-0425,BLG501.12,38138,17:52:09.47,-29:53:36.6,2455703.121,2011-05-21.62,47.486,0.078,12.872,2.774,0.129,20.206,22.433,268.0394583333333,-29.8935
2011-BLG-0426,BLG501.27,14417,17:53:37.05,-29:25:55.1,2455708.459,2011-05-26.96,10.107,0.878,1.445,0.4,1.0,18.494,18.494,268.40437499999996,-29.431972222222225
2011-BLG-0427,BLG504.12,74402,17:57:39.84,-28:09:48.4,2455822.091,2011-09-17.59,100.321,0.509,2.149,0.831,0.291,15.772,17.113,269.416,-28.163444444444444
2011-BLG-0428,BLG505.29,88564,17:57:42.64,-28:43:29.9,2455707.197,2011-05-25.70,9.619,0.608,1.865,0.677,1.0,19.728,19.728,269.42766666666665,-28.72497222222222
2011-BLG-0429,BLG534.02,46517,17:53:23.15,-31:37:39.2,2455705.996,2011-05-24.50,24.999,0.073,13.75,2.846,0.131,19.667,21.873,268.3464583333333,-31.627555555555556
2011-BLG-0430,BLG534.26,89138,17:53:58.98,-30:44:34.3,2455707.686,2011-05-26.19,13.854,0.777,1.561,0.484,1.0,18.808,18.808,268.49575,-30.74286111111111
2011-BLG-0431,BLG534.30,145288,17:50:54.51,-30:29:31.5,2455705.188,2011-05-23.69,17.07,0.23,4.426,1.615,0.372,19.902,20.978,267.727125,-30.492083333333333
2011-BLG-0432,BLG611.01,110249,17:37:25.49,-27:34:32.0,2455705.217,2011-05-23.72,1.52,0.438,2.444,0.97,1.0,19.407,19.407,264.3562083333333,-27.575555555555557
2011-BLG-0433,BLG511.07,16428,18:01:11.12,-27:53:15.9,2455717.232,2011-06-04.73,5.953,0.404,2.623,1.047,1.0,15.798,15.798,270.2963333333333,-27.88775
2011-BLG-0434,BLG511.11,169755,18:03:26.96,-27:33:12.0,2455711.903,2011-05-30.40,8.761,0.112,8.978,2.383,1.0,19.0,19.0,270.8623333333333,-27.553333333333335
2011-BLG-0435,BLG513.03,85491,18:03:41.78,-30:20:58.0,2455768.865,2011-07-26.36,0.893,0.811,1.519,0.454,1.0,17.372,17.372,270.9240833333333,-30.349444444444444
2011-BLG-0436,BLG513.24,37113,18:01:02.94,-29:49:49.6,2455705.26,2011-05-23.76,14.76,0.855,1.469,0.417,1.0,18.993,18.993,270.26224999999994,-29.830444444444446
2011-BLG-0437,BLG611.04,20121,17:35:45.33,-27:36:17.0,2455709.629,2011-05-28.13,24.262,0.205,4.953,1.737,0.387,19.77,20.801,263.93887499999994,-27.604722222222225
2011-BLG-0438,BLG511.20,13660,18:04:01.85,-27:16:54.5,2455731.678,2011-06-19.18,212.426,0.074,13.512,2.827,0.051,18.509,21.733,271.0077083333333,-27.281805555555554
2011-BLG-0439,BLG512.20,198776,18:03:28.06,-28:28:44.3,2455714.73,2011-06-02.23,17.734,0.226,4.508,1.635,0.397,19.064,20.068,270.86691666666667,-28.47897222222222
2011-BLG-0440,BLG534.26,110273,17:53:49.46,-30:35:13.9,2455711.487,2011-05-29.99,46.381,0.396,2.672,1.067,0.079,17.623,20.38,268.45608333333325,-30.587194444444442
2011-BLG-0441,BLG611.06,23277,17:34:21.45,-27:33:59.0,2455708.242,2011-05-26.74,1.667,2.002,1.061,0.064,1.0,17.292,17.292,263.58937499999996,-27.56638888888889
2011-BLG-0442,BLG611.08,130902,17:38:06.52,-27:16:12.0,2455711.164,2011-05-29.66,2.786,1.283,1.196,0.194,1.0,15.478,15.478,264.52716666666663,-27.27
2011-BLG-0443,BLG611.13,17161,17:35:01.88,-27:20:23.2,2455711.419,2011-05-29.92,15.762,0.056,18.001,3.138,0.225,19.676,21.297,263.7578333333333,-27.339777777777776
2011-BLG-0444,BLG611.17,71919,17:38:17.41,-27:06:04.2,2455710.126,2011-05-28.63,2.65,1.407,1.157,0.158,1.0,16.996,16.996,264.5725416666666,-27.101166666666668
2011-BLG-0445,BLG501.32,17283,17:49:55.29,-29:28:45.5,2455708.145,2011-05-26.64,6.722,0.277,3.716,1.425,0.413,20.374,21.334,267.4803749999999,-29.479305555555555
2011-BLG-0446,BLG505.12,27378,17:57:51.86,-29:20:26.5,2455731.664,2011-06-19.16,18.272,1.485,1.137,0.139,1.0,16.325,16.325,269.4660833333333,-29.340694444444445
2011-BLG-0447,BLG513.06,26420,18:01:53.13,-30:14:25.2,2455720.463,2011-06-07.96,24.124,0.121,8.331,2.302,0.208,18.366,20.07,270.47137499999997,-30.240333333333336
2011-BLG-0448,BLG534.20,70144,17:52:43.71,-30:57:20.4,2455740.412,2011-06-27.91,36.569,1.853,1.075,0.079,1.0,16.86,16.86,268.182125,-30.955666666666666
2011-BLG-0449,BLG506.14,124309,17:55:58.96,-30:28:13.8,2455710.606,2011-05-29.11,1.573,1.592,1.114,0.117,1.0,16.379,16.379,268.99566666666664,-30.470499999999998
2011-BLG-0450,BLG500.02,159530,17:53:17.67,-28:57:15.6,2455721.324,2011-06-08.82,12.719,1.278,1.198,0.196,1.0,17.897,17.897,268.32362499999994,-28.954333333333334
2011-BLG-0451,BLG504.12,6738,17:57:51.46,-28:15:46.8,2455720.795,2011-06-08.29,13.569,0.604,1.874,0.682,0.383,18.333,19.376,269.46441666666664,-28.263
2011-BLG-0452,BLG504.12,61583,17:57:40.51,-28:14:28.3,2455713.664,2011-06-01.16,38.852,0.097,10.299,2.532,0.034,18.692,22.348,269.4187916666666,-28.241194444444446
2011-BLG-0453,BLG504.24,130836,17:55:10.01,-27:46:03.1,2455713.507,2011-06-01.01,16.148,0.056,17.929,3.134,0.113,20.256,22.627,268.79170833333336,-27.767527777777776
2011-BLG-0454,BLG505.23,29466,17:56:22.67,-28:57:13.2,2455703.757,2011-05-22.26,0.064,1.989,1.062,0.065,1.0,16.967,16.967,269.0944583333333,-28.953666666666667
2011-BLG-0455,BLG505.30,169047,17:56:40.01,-28:51:13.4,2455712.821,2011-05-31.32,3.124,0.332,3.138,1.241,1.0,20.23,20.23,269.1667083333333,-28.853722222222224
2011-BLG-0456,BLG511.28,66126,18:03:46.35,-26:52:56.9,2455719.503,2011-06-07.00,11.116,1.163,1.246,0.239,1.0,18.447,18.447,270.943125,-26.882472222222223
2011-BLG-0457,BLG512.06,100796,18:01:43.11,-28:59:00.6,2455748.014,2011-07-05.51,57.39,0.49,2.219,0.865,1.0,19.788,19.788,270.42962499999993,-28.9835
2011-BLG-0458,BLG512.26,93023,18:05:20.61,-28:05:13.6,2455719.404,2011-06-06.90,85.869,0.108,9.32,2.424,0.083,19.107,21.804,271.335875,-28.08711111111111
2011-BLG-0459,BLG500.01,153935,17:53:59.72,-28:59:11.3,2455712.036,2011-05-30.54,3.489,1.146,1.254,0.246,1.0,17.77,17.77,268.4988333333333,-28.986472222222222
2011-BLG-0460,BLG505.20,95534,17:58:25.34,-28:59:53.6,2455730.722,2011-06-18.22,24.162,1.371,1.167,0.168,1.0,18.232,18.232,269.6055833333333,-28.998222222222225
2011-BLG-0461,BLG506.12,132356,17:57:15.46,-30:36:42.4,2455716.839,2011-06-04.34,9.54,2.097,1.053,0.056,1.0,17.303,17.303,269.3144166666666,-30.611777777777778
2011-BLG-0462,BLG501.12,175240,17:51:40.19,-29:53:26.3,2455763.327,2011-07-20.83,147.724,0.004,232.7,5.917,0.078,16.396,19.164,267.9174583333333,-29.890638888888887
2011-BLG-0463,BLG611.23,10450,17:34:29.08,-27:04:22.1,2455725.467,2011-06-12.97,6.931,0.739,1.615,0.521,1.0,16.264,16.264,263.6211666666666,-27.072805555555554
2011-BLG-0464,BLG501.20,75303,17:52:42.10,-29:43:43.4,2455715.357,2011-06-02.86,0.596,0.498,2.191,0.852,1.0,19.372,19.372,268.17541666666665,-29.72872222222222
2011-BLG-0465,BLG505.11,102456,17:58:25.32,-29:15:57.0,2455781.461,2011-08-07.96,35.673,0.516,2.126,0.819,0.882,14.944,15.08,269.60549999999995,-29.265833333333333
2011-BLG-0466,BLG512.04,117341,18:03:03.00,-29:11:18.7,2455721.669,2011-06-09.17,25.647,0.282,3.657,1.408,0.397,18.816,19.82,270.7625,-29.18852777777778
2011-BLG-0467,BLG512.25,95525,18:00:22.14,-28:21:33.0,2455724.409,2011-06-11.91,22.116,0.502,2.176,0.844,0.229,17.813,19.415,270.09225,-28.359166666666667
2011-BLG-0468,BLG534.19,179562,17:52:59.06,-30:53:14.1,2455719.214,2011-06-06.71,5.701,1.073,1.294,0.28,1.0,18.577,18.577,268.2460833333333,-30.887249999999998
2011-BLG-0469,BLG512.07,130016,18:00:50.10,-29:05:33.4,2455716.138,2011-06-03.64,6.277,0.186,5.442,1.839,0.17,18.799,20.721,270.20874999999995,-29.09261111111111
2011-BLG-0470,BLG501.03,65785,17:52:49.74,-30:20:57.6,2455723.701,2011-06-11.20,22.102,0.071,14.072,2.871,0.069,19.018,21.926,268.20725,-30.34933333333333
2011-BLG-0471,BLG501.20,8627,17:52:58.61,-29:46:20.6,2455721.816,2011-06-09.32,0.276,0.046,21.859,3.349,0.319,18.41,19.651,268.24420833333335,-29.772388888888887
2011-BLG-0472,BLG501.26,37228,17:54:21.32,-29:16:50.7,2455737.656,2011-06-25.16,33.01,0.197,5.148,1.779,0.129,15.891,18.117,268.58883333333324,-29.280749999999998
2011-BLG-0473,BLG504.17,30875,18:00:36.24,-27:46:12.6,2455727.174,2011-06-14.67,6.809,0.749,1.602,0.511,1.0,17.88,17.88,270.15099999999995,-27.770166666666665
2011-BLG-0474,BLG506.07,145002,17:55:15.70,-30:47:44.2,2455709.396,2011-05-27.90,20.339,2.239,1.043,0.046,1.0,15.66,15.66,268.8154166666667,-30.795611111111114
2011-BLG-0475,BLG506.12,75130,17:57:27.72,-30:44:11.4,2455757.272,2011-07-14.77,20.306,0.844,1.48,0.426,1.0,15.867,15.867,269.36549999999994,-30.7365
2011-BLG-0476,BLG501.09,76074,17:54:09.68,-30:01:13.8,2455722.512,2011-06-10.01,0.847,0.172,5.873,1.922,1.0,18.694,18.694,268.5403333333333,-30.0205
