Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2011-BLG-0038,BLG506.26,121791,17:59:34.23,-29:57:53.4,2455599.602,2011-02-07.10,7.748,0.242,4.227,1.565,1.0,19.12,19.12,269.89262499999995,-29.96483333333333
2011-BLG-0039,BLG506.30,54155,17:56:48.54,-30:03:57.6,2455582.631,2011-01-21.13,102.79,0.283,3.643,1.404,0.675,18.626,19.053,269.20225,-30.066
2011-BLG-0040,BLG511.05,175761,18:02:08.33,-27:50:07.2,2455602.343,2011-02-09.84,19.33,1.468,1.141,0.143,1.0,15.859,15.859,270.5347083333333,-27.83533333333333
2011-BLG-0041,BLG511.15,22395,18:01:11.07,-27:29:21.8,2455637.444,2011-03-16.94,45.512,1.774,1.085,0.089,1.0,16.149,16.149,270.29612499999996,-27.48938888888889
2011-BLG-0042,BLG511.18,161377,18:04:54.25,-27:16:42.3,2455596.28,2011-02-03.78,51.617,0.431,2.477,0.985,0.452,15.759,16.62,271.2260416666667,-27.278416666666665
2011-BLG-0043,BLG511.19,54460,18:04:35.84,-27:19:29.0,2455578.573,2011-01-17.07,63.787,0.95,1.38,0.35,1.0,17.869,17.869,271.1493333333333,-27.32472222222222
2011-BLG-0044,BLG511.22,112330,18:02:03.63,-27:15:42.3,2455607.479,2011-02-14.98,27.498,0.155,6.498,2.032,0.353,19.501,20.633,270.515125,-27.26175
2011-BLG-0045,BLG512.09,76855,18:05:19.97,-28:45:14.5,2455640.565,2011-03-20.07,69.391,0.244,4.194,1.556,0.134,17.095,19.28,271.3332083333333,-28.75402777777778
2011-BLG-0046,BLG512.11,116036,18:03:38.43,-28:54:16.5,2455604.788,2011-02-12.29,16.791,0.586,1.919,0.708,1.0,17.809,17.809,270.91012499999994,-28.90458333333333
2011-BLG-0047,BLG512.15,208665,18:00:40.40,-28:42:20.0,2455607.147,2011-02-14.65,5.707,1.191,1.233,0.227,1.0,17.247,17.247,270.1683333333333,-28.705555555555556
2011-BLG-0048,BLG512.27,204619,18:04:13.14,-28:09:31.8,2455595.049,2011-02-02.55,54.961,0.193,5.257,1.802,1.0,19.871,19.871,271.05474999999996,-28.15883333333333
2011-BLG-0049,BLG512.31,56794,18:01:44.90,-28:14:08.0,2455604.673,2011-02-12.17,9.775,1.371,1.167,0.168,1.0,17.112,17.112,270.4370833333333,-28.235555555555557
2011-BLG-0050,BLG611.17,8505,17:38:32.25,-27:03:56.8,2455643.276,2011-03-22.78,50.364,0.223,4.561,1.648,0.855,18.073,18.243,264.6343749999999,-27.06577777777778
2011-BLG-0051,BLG500.03,113234,17:52:42.17,-29:09:05.7,2455621.376,2011-02-28.88,19.548,0.576,1.945,0.722,1.0,18.41,18.41,268.1757083333333,-29.15158333333333
2011-BLG-0052,BLG500.14,35322,17:50:39.93,-28:41:16.2,2455623.486,2011-03-02.99,15.056,0.148,6.819,2.084,1.0,18.869,18.869,267.66637499999996,-28.687833333333334
2011-BLG-0053,BLG500.20,119373,17:52:34.53,-28:23:09.5,2455614.063,2011-02-21.56,15.654,0.112,8.98,2.383,1.0,20.01,20.01,268.143875,-28.38597222222222
2011-BLG-0054,BLG501.13,137000,17:50:56.33,-30:01:20.0,2455620.8,2011-02-28.30,5.665,1.233,1.215,0.211,1.0,16.745,16.745,267.7347083333333,-30.022222222222222
2011-BLG-0055,BLG501.18,208448,17:53:50.56,-29:39:04.7,2455605.289,2011-02-12.79,63.705,0.202,5.03,1.754,0.071,18.117,20.986,268.4606666666666,-29.651305555555552
2011-BLG-0056,BLG504.03,24349,17:58:31.37,-28:27:43.8,2455613.372,2011-02-20.87,9.057,1.745,1.089,0.093,1.0,16.613,16.613,269.63070833333325,-28.462166666666665
2011-BLG-0057,BLG504.04,152695,17:57:22.76,-28:24:31.4,2455598.032,2011-02-05.53,15.512,0.089,11.236,2.627,0.133,17.229,19.423,269.3448333333333,-28.40872222222222
2011-BLG-0058,BLG504.09,94511,17:59:49.72,-28:02:37.0,2455626.905,2011-03-06.41,20.316,1.112,1.272,0.261,1.0,17.388,17.388,269.95716666666664,-28.04361111111111
2011-BLG-0059,BLG505.14,26719,17:56:20.75,-29:21:00.5,2455607.888,2011-02-15.39,3.025,1.698,1.096,0.1,1.0,17.22,17.22,269.0864583333333,-29.35013888888889
2011-BLG-0060,BLG505.17,208535,18:00:06.95,-29:01:13.4,2455586.921,2011-01-25.42,31.92,0.293,3.521,1.367,1.0,18.438,18.438,270.0289583333333,-29.02038888888889
2011-BLG-0061,BLG506.04,17536,17:57:48.45,-30:57:18.4,2455792.106,2011-08-18.61,882979.269,0.0,5156.9,9.281,1.0,27.227,27.227,269.451875,-30.955111111111112
2011-BLG-0062,BLG506.27,178636,17:58:37.87,-30:00:38.8,2455621.506,2011-03-01.01,251.799,0.016,61.344,4.469,0.031,19.344,23.131,269.6577916666666,-30.01077777777778
2011-BLG-0063,BLG506.29,160019,17:57:19.94,-30:02:53.5,2455623.132,2011-03-02.63,58.503,0.238,4.296,1.583,0.641,19.708,20.191,269.3330833333333,-30.048194444444444
2011-BLG-0064,BLG511.04,114504,18:02:57.03,-27:52:52.2,2455751.37,2011-07-08.87,144.212,1.49,1.136,0.138,1.0,16.09,16.09,270.737625,-27.88116666666667
2011-BLG-0065,BLG511.06,77134,18:01:42.56,-27:49:48.7,2455614.31,2011-02-21.81,13.307,0.398,2.662,1.063,1.0,19.463,19.463,270.42733333333325,-27.830194444444444
2011-BLG-0066,BLG511.21,47561,18:03:02.64,-27:14:04.6,2455622.711,2011-03-02.21,9.367,0.244,4.196,1.557,1.0,18.533,18.533,270.76099999999997,-27.23461111111111
2011-BLG-0067,BLG511.32,43539,18:00:58.82,-26:52:13.7,2455602.348,2011-02-09.85,43.963,1.041,1.314,0.296,1.0,18.374,18.374,270.2450833333333,-26.870472222222222
2011-BLG-0068,BLG512.04,60280,18:03:12.55,-29:11:49.2,2455590.931,2011-01-29.43,40.258,0.747,1.604,0.513,1.0,17.744,17.744,270.80229166666663,-29.197
2011-BLG-0069,BLG512.17,98917,18:05:58.23,-28:19:37.5,2455632.911,2011-03-12.41,83.303,0.186,5.436,1.838,0.302,19.009,20.309,271.492625,-28.327083333333334
2011-BLG-0070,BLG512.23,47415,18:01:52.18,-28:20:34.8,2455617.043,2011-02-24.54,108.816,0.159,6.35,2.007,0.106,18.327,20.766,270.4674166666666,-28.343
2011-BLG-0071,BLG534.02,105474,17:53:10.54,-31:28:10.6,2455629.046,2011-03-08.55,45.818,0.252,4.064,1.522,0.348,18.696,19.842,268.29391666666663,-31.46961111111111
2011-BLG-0072,BLG534.29,107167,17:51:40.85,-30:40:13.6,2455610.362,2011-02-17.86,8.167,0.249,4.108,1.534,1.0,20.208,20.208,267.92020833333333,-30.670444444444446
2011-BLG-0073,BLG534.32,55610,17:49:43.93,-30:30:31.5,2455620.903,2011-02-28.40,34.866,0.424,2.517,1.002,1.0,19.681,19.681,267.4330416666666,-30.50875
2011-BLG-0074,BLG534.32,85469,17:49:39.07,-30:27:08.4,2455610.735,2011-02-18.23,32.596,0.658,1.757,0.612,1.0,19.268,19.268,267.41279166666664,-30.452333333333332
2011-BLG-0075,BLG611.19,127977,17:36:48.96,-26:54:38.1,2455618.131,2011-02-25.63,25.337,0.132,7.647,2.209,1.0,20.881,20.881,264.204,-26.91058333333333
2011-BLG-0076,BLG611.23,139342,17:33:49.76,-27:04:53.8,2455605.964,2011-02-13.46,14.016,1.472,1.14,0.142,1.0,18.036,18.036,263.45733333333334,-27.081611111111112
2011-BLG-0077,BLG506.23,35361,17:56:22.87,-30:12:45.4,2455620.66,2011-02-28.16,7.681,0.237,4.311,1.586,1.0,20.174,20.174,269.09529166666664,-30.21261111111111
2011-BLG-0078,BLG512.32,73717,18:01:03.84,-28:07:04.4,2455619.194,2011-02-26.69,9.552,0.144,7.014,2.115,0.259,18.695,20.161,270.26599999999996,-28.11788888888889
2011-BLG-0079,BLG501.03,51485,17:52:45.35,-30:25:39.8,2455647.481,2011-03-26.98,48.215,0.471,2.296,0.903,0.408,17.972,18.944,268.1889583333333,-30.427722222222222
2011-BLG-0080,BLG501.08,191275,17:54:25.67,-30:00:57.0,2455622.084,2011-03-01.58,39.623,0.004,226.9,5.89,0.087,19.309,21.964,268.6069583333333,-30.015833333333333
2011-BLG-0081,BLG501.10,66844,17:53:24.16,-30:02:34.9,2455660.621,2011-04-09.12,223.065,0.11,9.142,2.403,0.031,16.466,20.244,268.35066666666665,-30.04302777777778
2011-BLG-0082,BLG501.11,33448,17:52:57.75,-29:55:08.1,2455702.24,2011-05-20.74,65.22,0.26,3.944,1.49,0.838,18.176,18.368,268.24062499999997,-29.918916666666668
2011-BLG-0083,BLG501.25,32746,17:49:06.38,-29:33:21.1,2455642.21,2011-03-21.71,15.74,0.716,1.652,0.545,1.0,18.047,18.047,267.2765833333333,-29.555861111111113
2011-BLG-0084,BLG501.27,34442,17:53:38.27,-29:19:00.0,2455622.331,2011-03-01.83,25.845,0.176,5.741,1.897,0.136,18.616,20.786,268.4094583333333,-29.316666666666666
2011-BLG-0085,BLG504.24,874,17:55:38.20,-27:58:26.6,2455635.834,2011-03-15.33,17.124,0.177,5.722,1.894,1.0,18.435,18.435,268.90916666666664,-27.974055555555555
2011-BLG-0086,BLG505.02,142076,17:58:55.07,-29:39:50.5,2455655.7,2011-04-04.20,42.812,0.233,4.378,1.603,0.821,18.888,19.102,269.7294583333333,-29.664027777777775
2011-BLG-0087,BLG505.24,20391,17:55:40.98,-29:05:51.2,2455654.06,2011-04-02.56,75.383,0.369,2.845,1.135,0.341,18.5,19.668,268.92075,-29.097555555555555
2011-BLG-0088,BLG505.30,88072,17:57:01.35,-28:40:56.2,2455624.513,2011-03-04.01,3.109,0.095,10.548,2.558,1.0,19.928,19.928,269.25562499999995,-28.682277777777777
2011-BLG-0089,BLG506.01,43116,17:59:42.12,-30:58:52.9,2455644.711,2011-03-24.21,60.16,0.368,2.854,1.139,1.0,19.242,19.242,269.9255,-30.98136111111111
2011-BLG-0090,BLG506.06,150336,17:56:02.40,-30:48:24.2,2455622.921,2011-03-02.42,27.528,0.276,3.721,1.427,0.449,18.789,19.659,269.01,-30.806722222222223
2011-BLG-0091,BLG506.15,53210,17:55:29.14,-30:37:31.8,2455631.903,2011-03-11.40,6.787,0.95,1.38,0.35,1.0,16.618,16.618,268.8714166666667,-30.6255
2011-BLG-0092,BLG506.24,69652,17:55:32.12,-30:14:44.4,2455617.485,2011-02-24.98,8.994,0.784,1.552,0.477,1.0,19.155,19.155,268.8838333333333,-30.24566666666667
2011-BLG-0093,BLG506.25,27227,17:54:53.93,-30:12:00.2,2455625.534,2011-03-05.03,16.075,0.19,5.329,1.817,0.359,19.533,20.645,268.7247083333333,-30.200055555555554
2011-BLG-0094,BLG506.29,55398,17:57:34.63,-30:01:53.2,2455622.384,2011-03-01.88,3.556,0.503,2.172,0.842,1.0,17.608,17.608,269.3942916666666,-30.031444444444443
2011-BLG-0095,BLG511.19,86322,18:04:27.08,-27:08:58.5,2455639.875,2011-03-19.38,105.912,0.221,4.606,1.658,0.194,18.621,20.403,271.1128333333333,-27.149583333333332
2011-BLG-0096,BLG511.25,38036,18:00:24.48,-27:22:28.7,2455624.887,2011-03-04.39,1.043,0.26,3.95,1.492,1.0,17.495,17.495,270.1019999999999,-27.37463888888889
2011-BLG-0097,BLG512.03,130935,18:03:43.41,-29:03:06.4,2455629.902,2011-03-09.40,22.477,0.332,3.135,1.241,0.337,18.951,20.133,270.93087499999996,-29.05177777777778
2011-BLG-0098,BLG512.14,193638,18:01:19.47,-28:47:34.3,2455642.714,2011-03-22.21,37.711,1.001,1.341,0.319,1.0,18.186,18.186,270.33112499999993,-28.79286111111111
2011-BLG-0099,BLG512.22,198507,18:02:03.61,-28:25:31.5,2455637.436,2011-03-16.94,17.286,0.699,1.68,0.563,1.0,17.148,17.148,270.51504166666666,-28.425416666666667
2011-BLG-0100,BLG512.23,72762,18:01:45.92,-28:31:34.8,2455620.737,2011-02-28.24,11.575,0.088,11.415,2.644,0.167,18.563,20.508,270.44133333333326,-28.526333333333334
2011-BLG-0101,BLG512.23,186353,18:01:18.65,-28:31:14.4,2455634.138,2011-03-13.64,10.297,1.697,1.096,0.1,1.0,17.317,17.317,270.32770833333325,-28.520666666666667
2011-BLG-0102,BLG512.27,133230,18:04:26.00,-28:11:26.5,2455625.527,2011-03-05.03,4.203,1.009,1.335,0.314,1.0,18.041,18.041,271.1083333333333,-28.190694444444446
2011-BLG-0103,BLG514.11,34155,18:04:05.14,-31:20:28.1,2455621.581,2011-03-01.08,10.766,0.394,2.681,1.071,1.0,18.872,18.872,271.02141666666665,-31.34113888888889
2011-BLG-0104,BLG534.20,182764,17:52:15.88,-30:50:30.8,2455624.945,2011-03-04.45,24.938,0.019,53.389,4.319,0.195,18.962,20.735,268.0661666666666,-30.84188888888889
2011-BLG-0105,BLG501.12,11232,17:52:07.57,-30:02:22.8,2455634.869,2011-03-14.37,5.862,0.333,3.124,1.237,0.624,16.801,17.314,268.03154166666667,-30.03966666666667
2011-BLG-0106,BLG501.14,20329,17:50:47.56,-29:56:43.1,2455626.466,2011-03-05.97,12.456,0.346,3.02,1.2,0.882,16.088,16.225,267.6981666666666,-29.945305555555557
2011-BLG-0107,BLG504.03,49842,17:58:23.39,-28:35:53.2,2455633.778,2011-03-13.28,10.878,0.535,2.065,0.787,1.0,18.716,18.716,269.5974583333333,-28.59811111111111
2011-BLG-0108,BLG504.03,190301,17:57:56.99,-28:27:18.5,2455629.503,2011-03-09.00,42.35,0.184,5.514,1.854,0.12,18.534,20.838,269.4874583333333,-28.45513888888889
2011-BLG-0109,BLG504.03,196416,17:58:00.18,-28:25:58.3,2455641.197,2011-03-20.70,28.813,0.126,8.005,2.258,1.0,19.899,19.899,269.50075,-28.432861111111112
2011-BLG-0110,BLG504.09,47355,17:59:55.93,-27:59:59.5,2455668.375,2011-04-16.88,109.929,0.397,2.663,1.063,0.475,18.616,19.423,269.9830416666666,-27.999861111111112
2011-BLG-0111,BLG505.05,27160,17:57:02.04,-29:41:07.6,2455623.677,2011-03-03.18,14.521,0.688,1.699,0.576,1.0,17.73,17.73,269.25849999999997,-29.685444444444446
2011-BLG-0112,BLG505.05,158950,17:56:47.63,-29:34:36.4,2455656.419,2011-04-04.92,27.533,0.103,9.703,2.467,0.934,18.345,18.419,269.1984583333333,-29.576777777777778
2011-BLG-0113,BLG505.11,174023,17:58:06.47,-29:14:07.9,2455629.291,2011-03-08.79,2.806,0.146,6.917,2.1,1.0,19.134,19.134,269.5269583333333,-29.23552777777778
2011-BLG-0114,BLG505.15,160204,17:55:15.54,-29:15:58.4,2455633.512,2011-03-13.01,171.085,0.01,96.618,4.963,0.061,20.058,23.097,268.81475,-29.266222222222222
2011-BLG-0115,BLG505.16,144479,17:54:39.08,-29:17:58.9,2455624.115,2011-03-03.62,58.449,0.143,7.046,2.12,0.338,19.828,21.005,268.66283333333325,-29.299694444444444
2011-BLG-0116,BLG505.26,201980,17:59:29.42,-28:42:19.5,2455638.397,2011-03-17.90,15.781,0.077,12.941,2.78,1.0,19.352,19.352,269.8725833333333,-28.705416666666665
2011-BLG-0117,BLG505.31,131659,17:56:06.48,-28:42:52.0,2455630.229,2011-03-09.73,4.493,0.491,2.215,0.863,1.0,19.586,19.586,269.027,-28.714444444444442
2011-BLG-0118,BLG506.04,99840,17:57:27.33,-31:02:00.6,2455643.969,2011-03-23.47,19.581,0.917,1.408,0.371,1.0,18.478,18.478,269.36387499999995,-31.0335
2011-BLG-0119,BLG511.04,40775,18:03:19.23,-27:43:25.0,2455635.356,2011-03-14.86,17.019,1.37,1.167,0.168,1.0,16.434,16.434,270.83012499999995,-27.723611111111108
2011-BLG-0120,BLG511.18,86233,18:05:14.13,-27:06:47.4,2455670.185,2011-04-18.68,30.337,0.843,1.482,0.427,1.0,16.965,16.965,271.30887499999994,-27.113166666666668
2011-BLG-0121,BLG512.04,153908,18:02:57.41,-28:59:44.9,2455626.925,2011-03-06.42,2.876,0.655,1.762,0.615,1.0,18.727,18.727,270.73920833333335,-28.995805555555556
2011-BLG-0122,BLG513.06,99176,18:01:35.43,-30:18:16.0,2455666.749,2011-04-15.25,147.876,0.095,10.58,2.561,0.412,17.43,18.393,270.39762499999995,-30.304444444444446
2011-BLG-0123,BLG513.11,133435,18:03:35.38,-30:01:42.3,2455602.018,2011-02-09.52,27.013,0.29,3.559,1.378,1.0,16.795,16.795,270.8974166666667,-30.028416666666665
2011-BLG-0124,BLG513.13,35272,18:02:35.65,-29:51:08.3,2455638.415,2011-03-17.91,22.086,0.915,1.41,0.373,1.0,17.967,17.967,270.6485416666667,-29.852305555555557
2011-BLG-0125,BLG513.20,112226,18:03:32.95,-29:49:43.0,2455723.194,2011-06-10.69,124.574,0.302,3.427,1.337,0.153,15.572,17.611,270.88729166666667,-29.828611111111112
2011-BLG-0126,BLG513.32,87396,18:00:54.04,-29:17:46.6,2455618.27,2011-02-25.77,19.453,0.2,5.084,1.766,1.0,18.979,18.979,270.2251666666666,-29.296277777777778
2011-BLG-0127,BLG534.12,90204,17:51:47.35,-31:07:43.8,2455631.264,2011-03-10.76,4.29,1.129,1.263,0.253,1.0,17.789,17.789,267.9472916666666,-31.128833333333333
2011-BLG-0128,BLG611.06,25111,17:34:22.53,-27:34:40.2,2455638.179,2011-03-17.68,21.685,0.013,77.399,4.722,0.537,20.458,21.133,263.59387499999997,-27.577833333333334
2011-BLG-0129,BLG611.13,111086,17:34:49.66,-27:18:12.9,2455630.712,2011-03-10.21,7.37,0.474,2.283,0.896,1.0,19.748,19.748,263.7069166666666,-27.303583333333336
2011-BLG-0130,BLG500.09,38586,17:54:19.05,-28:41:47.0,2455640.091,2011-03-19.59,71.747,0.034,29.101,3.66,0.157,19.576,21.589,268.57937499999997,-28.69638888888889
2011-BLG-0131,BLG504.06,97046,17:56:15.49,-28:23:43.6,2455359.254,2010-06-11.75,5.791,1.219,1.221,0.217,1.0,19.69,19.69,269.0645416666666,-28.395444444444443
2011-BLG-0132,BLG504.12,185461,17:57:19.22,-28:11:49.1,2455651.107,2011-03-30.61,86.963,0.413,2.573,1.026,0.045,16.148,19.525,269.3300833333333,-28.19697222222222
2011-BLG-0133,BLG505.01,201689,17:59:26.67,-29:34:37.5,2455644.431,2011-03-23.93,29.016,0.084,11.987,2.697,0.441,19.185,20.074,269.861125,-29.577083333333334
2011-BLG-0134,BLG505.17,77775,18:00:27.38,-29:03:35.7,2455651.719,2011-03-31.22,99.167,0.119,8.47,2.32,0.048,17.717,21.02,270.1140833333333,-29.059916666666666
2011-BLG-0135,BLG505.24,56705,17:55:34.93,-29:10:08.2,2455642.306,2011-03-21.81,18.739,0.261,3.93,1.486,0.314,18.743,20.001,268.89554166666665,-29.168944444444445
2011-BLG-0136,BLG505.28,68690,17:58:18.40,-28:49:07.7,2455650.469,2011-03-29.97,9.835,0.521,2.11,0.811,0.83,15.39,15.592,269.57666666666665,-28.818805555555556
2011-BLG-0137,BLG505.28,208865,17:58:00.08,-28:42:27.7,2455681.474,2011-04-29.97,73.163,0.414,2.568,1.024,0.733,18.348,18.685,269.50033333333323,-28.707694444444442
2011-BLG-0138,BLG505.30,123811,17:56:49.98,-28:45:26.6,2455666.825,2011-04-15.32,59.69,0.036,27.721,3.607,0.631,19.653,20.154,269.20824999999996,-28.75738888888889
2011-BLG-0139,BLG506.08,131253,18:00:08.99,-30:41:46.7,2455717.421,2011-06-04.92,107.773,0.355,2.945,1.173,0.379,17.918,18.971,270.0374583333333,-30.696305555555554
2011-BLG-0140,BLG506.11,147950,17:58:01.26,-30:30:53.5,2455644.973,2011-03-24.47,27.69,0.552,2.012,0.759,1.0,19.967,19.967,269.50524999999993,-30.51486111111111
2011-BLG-0141,BLG511.06,21524,18:01:53.97,-27:51:52.7,2455609.625,2011-02-17.12,37.798,0.598,1.889,0.691,1.0,19.443,19.443,270.47487499999994,-27.86463888888889
2011-BLG-0142,BLG511.07,64886,18:01:04.11,-27:52:05.1,2455636.083,2011-03-15.58,3.64,1.135,1.26,0.251,1.0,18.065,18.065,270.2671249999999,-27.868083333333335
2011-BLG-0143,BLG511.08,54214,18:05:56.07,-27:34:19.8,2455627.832,2011-03-07.33,25.428,0.413,2.575,1.027,1.0,17.67,17.67,271.4836249999999,-27.572166666666668
