Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2007-BLG-041,BLG225.4,175223,18:05:30.63,-27:24:43.5,2454167.917,2007-03-08.42,106.909,0.423,2.518,1.003,0.133,15.887,18.075,271.3776249999999,-27.41208333333333
2007-BLG-042,BLG226.7,104499,18:06:21.50,-27:45:51.6,2454151.808,2007-02-20.31,23.464,0.064,15.670,2.988,0.481,18.119,18.914,271.58958333333334,-27.764333333333333
2007-BLG-043,BLG227.1,81639,18:09:44.67,-27:54:11.0,2454179.891,2007-03-20.39,63.759,0.227,4.483,1.629,0.51,17.91,18.642,272.43612499999995,-27.903055555555554
2007-BLG-044,BLG227.2,136237,18:10:08.76,-27:42:42.7,2454124.948,2007-01-24.45,152.676,0.108,9.328,2.424,0.066,16.514,19.459,272.5365,-27.711861111111112
2007-BLG-045,BLG227.6,89322,18:08:47.71,-27:36:37.2,2454143.085,2007-02-11.59,11.638,0.540,2.049,0.779,1.0,16.591,16.591,272.1987916666666,-27.610333333333333
2007-BLG-046,BLG232.7,76716,17:58:58.91,-27:09:11.8,2454149.647,2007-02-18.15,7.394,0.000,8173.9,9.781,1.0,19.105,19.105,269.7454583333333,-27.153277777777777
2007-BLG-047,BLG242.2,108109,18:09:20.32,-26:33:45.9,2454149.287,2007-02-17.79,79.102,1.319,1.183,0.183,1.0,15.607,15.607,272.33466666666664,-26.56275
2007-BLG-048,BLG250.8,118089,18:08:23.79,-26:06:41.6,2454153.087,2007-02-21.59,12.737,0.610,1.860,0.674,1.0,15.686,15.686,272.09912499999996,-26.111555555555558
2007-BLG-049,BLG225.4,129095,18:05:38.87,-27:27:31.7,2454169.134,2007-03-09.63,13.965,0.423,2.518,1.003,0.453,17.504,18.365,271.4119583333333,-27.458805555555553
2007-BLG-050,BLG205.4,114301,17:58:19.39,-28:38:59.0,2454221.904,2007-05-01.40,52.593,0.003,326.3,6.284,1.0,17.76,17.76,269.5807916666666,-28.649722222222223
2007-BLG-051,BLG215.7,108301,17:58:56.51,-28:20:51.0,2454161.58,2007-03-02.08,4.018,1.666,1.101,0.105,1.0,16.293,16.293,269.73545833333327,-28.3475
2007-BLG-052,BLG216.2,180122,18:03:05.13,-28:19:02.3,2453903.857,2006-06-17.36,0.315,1.578,1.117,0.120,1.0,17.964,17.964,270.771375,-28.317305555555556
2007-BLG-053,BLG139.3,53551,17:48:40.32,-33:33:01.3,2454176.005,2007-03-16.50,34.060,1.488,1.136,0.139,1.0,17.806,17.806,267.16799999999995,-33.55036111111111
2007-BLG-054,BLG155.7,97707,17:51:47.70,-32:29:52.9,2454193.079,2007-04-02.58,21.844,0.140,7.187,2.141,1.0,16.737,16.737,267.94874999999996,-32.49802777777778
2007-BLG-055,BLG185.6,1687,18:04:40.88,-30:38:19.0,2454164.77,2007-03-05.27,6.918,0.637,1.800,0.638,1.0,18.659,18.659,271.1703333333333,-30.63861111111111
2007-BLG-056,BLG188.2,191707,18:00:08.74,-30:04:16.9,2454176.343,2007-03-16.84,21.103,0.696,1.685,0.567,1.0,18.199,18.199,270.03641666666664,-30.07136111111111
2007-BLG-057,BLG225.6,118769,18:04:17.05,-27:36:36.5,2454176.397,2007-03-16.90,90.039,0.017,57.931,4.407,0.274,18.966,20.37,271.07104166666664,-27.61013888888889
2007-BLG-058,BLG102.7,2539,17:55:01.64,-29:38:40.4,2454163.519,2007-03-04.02,8.952,0.322,3.224,1.271,1.0,18.854,18.854,268.7568333333333,-29.644555555555556
2007-BLG-059,BLG172.4,17779,17:56:04.29,-31:05:21.0,2454175.174,2007-03-15.67,7.693,0.700,1.679,0.562,1.0,17.322,17.322,269.017875,-31.089166666666664
2007-BLG-060,BLG163.4,93990,17:53:37.50,-31:35:04.6,2454167.401,2007-03-07.90,78.404,0.060,16.785,3.062,0.085,17.691,20.373,268.40625,-31.58461111111111
2007-BLG-061,BLG149.6,21787,17:54:24.39,-33:00:00.5,2454173.861,2007-03-14.36,20.783,0.000,51335,11.776,1.0,20.02,20.02,268.60162499999996,-33.00013888888889
2007-BLG-062,BLG172.4,1736,17:55:29.62,-31:03:58.5,2454175.198,2007-03-15.70,19.907,0.217,4.689,1.678,0.261,18.287,19.747,268.8734166666666,-31.06625
2007-BLG-063,BLG232.3,35161,18:00:04.46,-27:02:04.5,2454213.108,2007-04-22.61,71.707,0.154,6.541,2.039,0.463,18.502,19.338,270.0185833333333,-27.034583333333334
2007-BLG-064,BLG101.2,62086,17:55:01.10,-29:58:23.7,2454167.358,2007-03-07.86,5.000,0.696,1.685,0.567,1.0,18.609,18.609,268.75458333333336,-29.973249999999997
2007-BLG-065,BLG105.3,109087,18:02:29.41,-29:22:03.9,2454172.978,2007-03-13.48,8.419,0.234,4.365,1.600,1.0,18.998,18.998,270.6225416666667,-29.36775
2007-BLG-066,BLG122.6,153864,17:48:11.91,-34:38:57.0,2454164.728,2007-03-05.23,8.686,0.413,2.572,1.026,1.0,19.39,19.39,267.049625,-34.649166666666666
2007-BLG-067,BLG215.8,108144,17:58:52.99,-28:29:14.6,2454155.278,2007-02-23.78,49.390,0.116,8.687,2.347,0.473,18.933,19.746,269.7207916666666,-28.48738888888889
2007-BLG-068,BLG122.3,1734,17:49:28.15,-34:47:04.0,2454184.954,2007-03-25.45,54.260,0.892,1.431,0.389,1.0,18.236,18.236,267.36729166666663,-34.78444444444444
2007-BLG-069,BLG205.8,75647,17:56:12.30,-29:05:42.4,2454188.879,2007-03-29.38,-,-,-,-,1.0,18.14,18.14,269.05125,-29.09511111111111
2007-BLG-070,BLG180.4,168760,17:52:42.03,-30:21:26.0,2454173.522,2007-03-14.02,9.140,0.568,1.967,0.735,1.0,19.024,19.024,268.175125,-30.357222222222223
2007-BLG-071,BLG181.1,47648,17:56:30.04,-30:56:14.6,2454175.028,2007-03-15.53,14.773,0.111,9.080,2.395,0.567,18.908,19.524,269.12516666666664,-30.93738888888889
2007-BLG-072,BLG219.2,83904,18:11:09.27,-28:21:59.8,2454259.282,2007-06-07.78,87.306,1.773,1.085,0.089,1.0,14.293,14.293,272.78862499999997,-28.366611111111112
2007-BLG-073,BLG234.2,189016,18:06:13.55,-27:08:10.8,2454173.307,2007-03-13.81,6.400,0.271,3.795,1.448,1.0,17.842,17.842,271.5564583333333,-27.136333333333333
2007-BLG-074,BLG101.7,234394,17:53:24.12,-29:50:55.7,2454171.169,2007-03-11.67,9.139,0.711,1.660,0.550,1.0,18.583,18.583,268.35049999999995,-29.848805555555554
2007-BLG-075,BLG194.8,43098,17:50:12.64,-29:40:21.6,2454183.545,2007-03-24.05,12.238,1.274,1.199,0.197,1.0,16.984,16.984,267.55266666666665,-29.672666666666668
2007-BLG-076,BLG208.5,23324,18:04:19.44,-28:41:56.4,2454189.709,2007-03-30.21,51.723,0.073,13.772,2.848,0.304,18.81,20.102,271.08099999999996,-28.699
2007-BLG-077,BLG208.6,72425,18:04:18.65,-28:49:35.2,2454213.69,2007-04-23.19,138.920,0.162,6.226,1.985,0.575,19.515,20.116,271.0777083333333,-28.826444444444444
2007-BLG-078,BLG214.3,189273,17:58:29.16,-28:08:53.2,2454172.002,2007-03-12.50,29.291,0.067,14.992,2.940,0.312,19.161,20.427,269.6214999999999,-28.14811111111111
2007-BLG-079,BLG102.5,10594,17:55:11.67,-29:19:27.7,2454173.859,2007-03-14.36,6.588,0.419,2.543,1.014,1.0,18.892,18.892,268.798625,-29.32436111111111
2007-BLG-080,BLG155.2,125711,17:53:32.49,-32:28:20.7,2454211.006,2007-04-20.51,51.132,0.227,4.485,1.629,0.756,18.014,18.318,268.38537499999995,-32.47241666666667
2007-BLG-081,BLG173.8,83643,17:58:02.23,-31:29:07.1,2454174.248,2007-03-14.75,12.943,0.799,1.534,0.464,1.0,18.619,18.619,269.5092916666666,-31.485305555555556
2007-BLG-082,BLG219.8,92845,18:10:06.18,-28:28:59.7,2454216.11,2007-04-25.61,60.506,0.498,2.188,0.850,0.281,17.39,18.768,272.52574999999996,-28.483249999999998
2007-BLG-083,BLG232.2,60308,18:00:40.69,-27:12:45.9,2454178.177,2007-03-18.68,8.197,0.078,12.917,2.778,0.358,18.394,19.509,270.16954166666665,-27.21275
2007-BLG-084,BLG241.8,74845,18:05:34.90,-26:46:44.6,2454190.995,2007-03-31.50,41.258,0.571,1.958,0.729,1.0,18.78,18.78,271.3954166666666,-26.779055555555555
2007-BLG-085,BLG242.3,153358,18:09:29.29,-26:22:02.9,2454271.481,2007-06-19.98,105.256,0.523,2.104,0.807,1.0,18.117,18.117,272.3720416666666,-26.367472222222222
2007-BLG-086,BLG171.1,92550,17:53:38.97,-31:27:51.0,2454201.73,2007-04-11.23,15.461,0.236,4.317,1.588,0.935,15.906,15.979,268.412375,-31.464166666666667
2007-BLG-087,BLG218.2,150328,18:08:49.80,-28:18:07.4,2454200.738,2007-04-10.24,37.787,0.201,5.060,1.760,0.668,18.666,19.104,272.2075,-28.302055555555555
2007-BLG-088,BLG226.3,112128,18:07:59.47,-27:35:51.1,2454190.347,2007-03-30.85,19.226,0.966,1.367,0.340,1.0,17.772,17.772,271.9977916666666,-27.597527777777778
2007-BLG-089,BLG234.7,116594,18:04:02.64,-27:09:36.5,2454201.608,2007-04-11.11,35.413,1.514,1.130,0.133,1.0,17.057,17.057,271.01099999999997,-27.160138888888888
2007-BLG-090,BLG101.1,202758,17:53:52.49,-29:59:54.7,2454182.056,2007-03-22.56,6.714,0.313,3.316,1.301,1.0,18.847,18.847,268.46870833333327,-29.998527777777777
2007-BLG-091,BLG103.4,69581,17:57:30.52,-29:52:59.6,2454212.17,2007-04-21.67,73.646,2.040,1.057,0.060,1.0,16.93,16.93,269.3771666666666,-29.883222222222223
2007-BLG-092,BLG104.5,30552,17:58:31.69,-29:17:44.4,2454186.261,2007-03-26.76,11.845,0.841,1.484,0.428,1.0,18.341,18.341,269.6320416666666,-29.29566666666667
2007-BLG-093,BLG104.6,50516,17:57:48.55,-29:24:23.5,2454184.593,2007-03-25.09,24.102,0.994,1.346,0.322,1.0,18.012,18.012,269.4522916666666,-29.406527777777775
2007-BLG-094,BLG129.1,123914,17:44:52.87,-34:21:36.7,2454193.68,2007-04-03.18,11.105,0.701,1.677,0.561,1.0,15.43,15.43,266.22029166666664,-34.360194444444446
2007-BLG-095,BLG140.5,72,17:49:29.41,-33:27:24.5,2454192.643,2007-04-02.14,10.434,0.645,1.783,0.628,1.0,15.001,15.001,267.3725416666666,-33.45680555555556
2007-BLG-096,BLG155.2,104165,17:52:53.53,-32:29:57.3,2454177.049,2007-03-17.55,8.542,1.000,1.341,0.319,1.0,18.306,18.306,268.22304166666663,-32.49925
2007-BLG-097,BLG156.4,122199,17:56:08.28,-32:11:00.7,2454177.919,2007-03-18.42,17.074,0.901,1.422,0.383,1.0,19.051,19.051,269.0345,-32.183527777777776
2007-BLG-098,BLG157.7,160889,17:57:25.57,-32:27:14.3,2454186.604,2007-03-27.10,19.155,0.248,4.120,1.537,1.0,19.207,19.207,269.3565416666666,-32.45397222222223
2007-BLG-099,BLG196.8,70052,18:03:28.46,-29:43:50.9,2454172.227,2007-03-12.73,12.182,0.719,1.647,0.542,1.0,18.531,18.531,270.86858333333333,-29.730805555555555
2007-BLG-100,BLG215.5,30128,17:59:29.37,-28:08:04.7,2454182.896,2007-03-23.40,18.638,0.023,44.411,4.119,0.702,19.678,20.062,269.872375,-28.134638888888887
2007-BLG-101,BLG104.2,88635,17:59:06.11,-29:30:50.5,2454193.225,2007-04-02.73,467.170,0.005,215.6,5.834,0.04,19.76,23.248,269.77545833333335,-29.514027777777777
2007-BLG-102,BLG130.4,128816,17:47:16.05,-33:54:21.6,2454178.167,2007-03-18.67,4.691,0.345,3.029,1.203,1.0,19.626,19.626,266.816875,-33.906
2007-BLG-103,BLG141.5,113653,17:53:09.55,-33:20:15.2,2454172.396,2007-03-12.90,31.250,0.134,7.488,2.186,0.255,18.877,20.362,268.28979166666664,-33.33755555555556
2007-BLG-104,BLG147.4,86027,17:50:02.53,-32:47:30.2,2454181.068,2007-03-21.57,25.641,0.604,1.875,0.682,1.0,19.169,19.169,267.51054166666665,-32.79172222222222
2007-BLG-105,BLG241.3,82036,18:06:05.70,-26:26:14.8,2454202.72,2007-04-12.22,54.536,0.017,57.395,4.397,0.264,19.112,20.559,271.52374999999995,-26.437444444444445
2007-BLG-106,BLG227.6,122939,18:08:22.99,-27:33:58.3,2454185.503,2007-03-26.00,11.888,0.483,2.249,0.880,1.0,19.317,19.317,272.0957916666666,-27.566194444444445
2007-BLG-107,BLG131.4,121780,17:49:42.43,-33:54:10.5,2454215.801,2007-04-25.30,31.404,0.642,1.788,0.631,1.0,17.716,17.716,267.42679166666665,-33.90291666666666
2007-BLG-108,BLG140.4,79627,17:51:26.40,-33:23:03.2,2454198.807,2007-04-08.31,56.792,0.933,1.394,0.361,1.0,18.713,18.713,267.85999999999996,-33.38422222222222
2007-BLG-109,BLG215.3,109361,18:00:14.04,-28:12:17.9,2454236.05,2007-05-15.55,90.200,0.330,3.152,1.247,1.0,19.483,19.483,270.0585,-28.20497222222222
2007-BLG-110,BLG100.7,11089,17:50:12.77,-30:08:35.6,2454185.595,2007-03-26.09,7.902,0.787,1.548,0.474,1.0,18.466,18.466,267.5532083333333,-30.14322222222222
2007-BLG-111,BLG138.7,120565,17:44:38.51,-33:38:16.1,2454185.219,2007-03-25.72,8.964,1.820,1.079,0.083,1.0,16.095,16.095,266.16045833333334,-33.63780555555555
2007-BLG-112,BLG194.8,104452,17:50:04.90,-29:34:26.7,2454132.916,2007-02-01.42,35.628,0.262,3.910,1.481,1.0,18.021,18.021,267.5204166666666,-29.574083333333334
2007-BLG-113,BLG215.2,196528,18:01:00.84,-28:19:19.8,2454182.678,2007-03-23.18,1.380,0.462,2.334,0.920,1.0,18.27,18.27,270.2535,-28.322166666666668
2007-BLG-114,BLG215.5,90055,17:59:50.55,-28:03:46.4,2454180.732,2007-03-21.23,7.534,0.000,95024,12.445,0.797,18.161,18.407,269.960625,-28.06288888888889
2007-BLG-115,BLG102.4,184164,17:56:27.57,-29:14:11.7,2454189.829,2007-03-30.33,29.202,0.337,3.091,1.225,1.0,19.921,19.921,269.1148749999999,-29.236583333333336
2007-BLG-116,BLG138.1,3072,17:45:17.65,-33:53:25.6,2454233.962,2007-05-13.46,88.759,0.630,1.813,0.646,1.0,19.598,19.598,266.32354166666664,-33.89044444444444
2007-BLG-117,BLG164.2,136283,17:56:11.98,-31:51:56.6,2454187.163,2007-03-27.66,18.289,0.698,1.682,0.564,1.0,19.055,19.055,269.0499166666666,-31.865722222222225
2007-BLG-118,BLG173.2,67199,17:58:57.76,-31:21:10.7,2454182.747,2007-03-23.25,11.975,0.237,4.315,1.588,1.0,20.307,20.307,269.7406666666666,-31.352972222222224
2007-BLG-119,BLG194.1,149492,17:52:06.13,-29:35:30.1,2454204.749,2007-04-14.25,21.936,1.000,1.341,0.319,1.0,18.212,18.212,268.02554166666664,-29.591694444444443
2007-BLG-120,BLG224.1,118442,18:02:27.32,-27:53:58.3,2454184.068,2007-03-24.57,4.227,0.614,1.851,0.669,1.0,18.845,18.845,270.61383333333333,-27.899527777777777
2007-BLG-121,BLG180.2,69992,17:53:16.28,-30:44:36.3,2454199.538,2007-04-09.04,27.595,1.939,1.066,0.070,1.0,13.32,13.32,268.3178333333333,-30.74341666666667
2007-BLG-122,BLG197.8,5979,18:06:01.77,-29:44:39.3,2454204.467,2007-04-13.97,19.023,0.606,1.870,0.680,1.0,18.041,18.041,271.50737499999997,-29.74425
2007-BLG-123,BLG103.4,15379,17:56:57.53,-29:55:11.3,2454201.779,2007-04-11.28,11.841,1.344,1.175,0.175,1.0,15.738,15.738,269.2397083333333,-29.919805555555556
2007-BLG-124,BLG172.7,55685,17:54:30.72,-31:19:46.8,2454190.591,2007-03-31.09,18.409,0.016,62.448,4.489,1.0,19.978,19.978,268.62799999999993,-31.329666666666668
2007-BLG-125,BLG214.2,135603,17:58:05.73,-28:20:33.5,2454178.702,2007-03-19.20,6.333,0.291,3.550,1.376,1.0,18.772,18.772,269.5238749999999,-28.34263888888889
2007-BLG-126,BLG172.6,46462,17:54:14.78,-31:11:21.1,2454193.218,2007-04-02.72,6.409,0.098,10.278,2.530,1.0,16.389,16.389,268.56158333333326,-31.189194444444446
2007-BLG-127,BLG141.7,99618,17:53:10.02,-33:37:14.8,2454201.657,2007-04-11.16,15.093,0.065,15.337,2.964,1.0,19.417,19.417,268.29175,-33.620777777777775
2007-BLG-128,BLG173.2,35158,17:59:17.69,-31:21:28.0,2454219.746,2007-04-29.25,46.975,1.304,1.189,0.188,1.0,18.597,18.597,269.82370833333334,-31.35777777777778
2007-BLG-129,BLG205.6,105548,17:56:50.87,-28:48:22.7,2454192.549,2007-04-02.05,1.697,1.014,1.332,0.311,1.0,18.051,18.051,269.2119583333333,-28.806305555555557
2007-BLG-130,BLG105.7,67627,18:01:06.33,-29:33:38.4,2454193.335,2007-04-02.83,15.360,0.505,2.164,0.838,1.0,19.529,19.529,270.276375,-29.560666666666666
2007-BLG-131,BLG181.7,69457,17:54:27.76,-30:45:43.7,2454206.126,2007-04-15.63,29.068,0.060,16.699,3.057,0.557,19.243,19.878,268.6156666666666,-30.762138888888888
2007-BLG-132,BLG184.6,132224,18:02:10.63,-30:32:09.0,2454191.581,2007-04-01.08,9.743,0.395,2.679,1.070,1.0,19.306,19.306,270.54429166666665,-30.535833333333336
2007-BLG-133,BLG183.6,84710,18:00:21.97,-30:36:02.0,2454191.588,2007-04-01.09,4.036,0.625,1.826,0.654,1.0,18.582,18.582,270.0915416666666,-30.600555555555555
2007-BLG-134,BLG214.1,93024,17:58:43.13,-28:31:57.5,2454204.821,2007-04-14.32,35.129,0.315,3.293,1.294,0.48,18.997,19.792,269.6797083333333,-28.532638888888886
2007-BLG-135,BLG214.8,83713,17:56:56.74,-28:32:13.2,2454197.663,2007-04-07.16,31.600,0.078,12.841,2.771,0.444,19.595,20.477,269.2364166666666,-28.537000000000003
2007-BLG-136,BLG218.1,82172,18:09:06.88,-28:32:28.2,2454191.059,2007-03-31.56,2.124,1.094,1.282,0.270,1.0,16.945,16.945,272.2786666666666,-28.54116666666667
2007-BLG-137,BLG219.5,10399,18:09:30.92,-28:08:08.0,2454206.89,2007-04-16.39,35.192,0.040,24.846,3.488,0.232,18.294,19.879,272.37883333333326,-28.135555555555555
2007-BLG-138,BLG223.5,112918,17:58:31.21,-27:27:17.2,2454195.947,2007-04-05.45,16.351,0.489,2.225,0.868,1.0,19.562,19.562,269.6300416666666,-27.454777777777778
2007-BLG-139,BLG105.6,55318,18:00:38.48,-29:24:19.6,2454196.484,2007-04-05.98,13.959,0.559,1.991,0.748,1.0,18.737,18.737,270.1603333333333,-29.40544444444444
2007-BLG-140,BLG131.6,126083,17:48:26.75,-34:04:20.8,2454205.426,2007-04-14.93,39.866,0.082,12.276,2.723,0.104,18.844,21.302,267.1114583333333,-34.07244444444445
2007-BLG-141,BLG173.4,72279,17:59:10.68,-31:01:44.7,2454198.899,2007-04-08.40,20.155,0.067,15.033,2.943,0.181,18.926,20.782,269.79449999999997,-31.029083333333332
2007-BLG-142,BLG183.7,117123,18:00:06.72,-30:41:51.8,2454193.467,2007-04-02.97,9.733,0.530,2.080,0.795,1.0,19.776,19.776,270.02799999999996,-30.69772222222222
2007-BLG-143,BLG190.6,132088,18:03:13.21,-29:55:32.6,2454193.867,2007-04-03.37,2.432,0.781,1.556,0.480,1.0,18.237,18.237,270.8050416666666,-29.925722222222223
2007-BLG-144,BLG206.1,56447,18:00:21.04,-29:08:17.3,2454194.408,2007-04-03.91,6.770,1.084,1.287,0.274,1.0,17.489,17.489,270.0876666666666,-29.13813888888889
