Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2008-BLG-253,BLG173.7,151452,17:57:36.73,-31:17:01.8,2454593.902,2008-05-07.40,2.942,0.874,1.449,0.403,1.0,19.0,19.0,269.40304166666664,-31.283833333333334
2008-BLG-254,BLG180.8,166549,17:52:02.10,-30:49:55.6,2454593.238,2008-05-06.74,7.832,0.091,11.018,2.605,0.431,19.281,20.195,268.00875,-30.83211111111111
2008-BLG-255,BLG205.7,99135,17:56:49.07,-28:56:58.1,2454595.0,2008-05-08.50,1.228,0.903,1.421,0.381,1.0,18.056,18.056,269.20445833333326,-28.949472222222223
2008-BLG-256,BLG216.3,197421,18:03:23.01,-28:08:28.7,2454594.36,2008-05-07.86,1.896,0.667,1.738,0.600,1.0,18.738,18.738,270.845875,-28.141305555555554
2008-BLG-257,BLG224.6,157451,18:00:51.57,-27:34:20.8,2454597.245,2008-05-10.74,8.117,0.009,109.8,5.102,0.374,19.157,20.224,270.21487499999995,-27.572444444444443
2008-BLG-258,BLG227.3,64818,18:10:26.13,-27:37:35.4,2454595.116,2008-05-08.62,4.351,0.680,1.715,0.586,1.0,18.629,18.629,272.60887499999995,-27.6265
2008-BLG-259,BLG234.2,29775,18:05:57.64,-27:14:12.6,2454589.044,2008-05-02.54,12.886,0.000,42239,11.564,1.0,18.955,18.955,271.49016666666665,-27.236833333333333
2008-BLG-260,BLG235.8,506,18:06:31.23,-27:22:47.4,2454597.878,2008-05-11.38,8.336,0.083,12.105,2.707,0.249,16.863,18.372,271.63012499999996,-27.379833333333334
2008-BLG-261,BLG101.6,203907,17:52:43.35,-29:42:15.1,2454598.558,2008-05-12.06,13.218,0.043,23.461,3.426,0.3,19.47,20.779,268.18062499999996,-29.704194444444443
2008-BLG-262,BLG105.2,146996,18:02:34.01,-29:29:43.6,2454602.196,2008-05-15.70,9.563,1.049,1.309,0.292,1.0,18.518,18.518,270.6417083333333,-29.495444444444445
2008-BLG-263,BLG141.6,33880,17:52:23.97,-33:33:54.7,2454609.417,2008-05-22.92,53.904,0.114,8.831,2.365,1.0,20.753,20.753,268.099875,-33.565194444444444
2008-BLG-264,BLG188.7,42335,17:58:50.37,-30:12:18.4,2454596.515,2008-05-10.02,9.582,0.000,102869,12.531,0.051,18.464,21.687,269.70987499999995,-30.205111111111112
2008-BLG-265,BLG100.6,108973,17:50:25.91,-29:52:48.1,2454657.038,2008-07-09.54,38.742,0.814,1.515,0.451,1.0,17.428,17.428,267.6079583333333,-29.880027777777777
2008-BLG-266,BLG101.1,227691,17:54:24.40,-30:00:02.3,2454602.833,2008-05-16.33,10.392,1.001,1.341,0.318,1.0,18.41,18.41,268.60166666666663,-30.00063888888889
2008-BLG-267,BLG104.1,163422,18:00:01.20,-29:39:13.2,2454601.51,2008-05-15.01,9.989,0.943,1.386,0.354,1.0,19.174,19.174,270.005,-29.653666666666666
2008-BLG-268,BLG147.8,173221,17:49:33.47,-33:11:19.5,2454620.46,2008-06-02.96,34.913,0.638,1.797,0.636,1.0,18.706,18.706,267.3894583333333,-33.18875
2008-BLG-269,BLG164.6,137006,17:55:12.87,-31:41:41.5,2454605.147,2008-05-18.65,14.415,1.993,1.061,0.065,1.0,15.287,15.287,268.803625,-31.694861111111113
2008-BLG-270,BLG185.6,99844,18:05:20.03,-30:33:46.1,2454603.58,2008-05-17.08,2.619,0.255,4.018,1.510,1.0,17.511,17.511,271.3334583333333,-30.562805555555556
2008-BLG-271,BLG189.7,151357,18:00:47.73,-30:05:15.2,2454594.421,2008-05-07.92,28.039,0.280,3.672,1.412,0.382,19.105,20.149,270.198875,-30.087555555555554
2008-BLG-272,BLG214.6,183538,17:56:48.47,-28:08:46.4,2454599.829,2008-05-13.33,2.487,0.179,5.661,1.882,1.0,18.162,18.162,269.2019583333333,-28.14622222222222
2008-BLG-273,BLG215.1,66735,18:00:38.32,-28:33:14.5,2454598.822,2008-05-12.32,6.524,1.208,1.225,0.221,1.0,17.731,17.731,270.1596666666666,-28.55402777777778
2008-BLG-274,BLG223.5,120885,17:58:54.35,-27:27:20.2,2454598.554,2008-05-12.05,3.591,1.276,1.199,0.197,1.0,17.772,17.772,269.7264583333333,-27.45561111111111
2008-BLG-275,BLG251.5,15102,18:10:22.39,-25:44:52.1,2454608.478,2008-05-21.98,57.587,0.062,16.133,3.019,0.089,19.116,21.741,272.59329166666663,-25.747805555555555
2008-BLG-276,BLG251.7,33785,18:11:03.05,-26:03:02.1,2454602.532,2008-05-16.03,13.665,0.505,2.164,0.838,1.0,19.646,19.646,272.7627083333333,-26.050583333333336
2008-BLG-277,BLG148.3,141904,17:53:17.70,-32:52:30.6,2454599.287,2008-05-12.79,4.072,0.125,8.032,2.262,1.0,19.532,19.532,268.32374999999996,-32.875166666666665
2008-BLG-278,BLG156.3,140008,17:55:45.59,-32:17:38.5,2454600.539,2008-05-14.04,18.850,0.557,1.998,0.752,1.0,20.108,20.108,268.9399583333333,-32.29402777777778
2008-BLG-279,BLG182.4,148091,17:58:36.17,-30:22:08.4,2454617.352,2008-05-30.85,3.773,0.052,19.256,3.211,1.0,17.032,17.032,269.6507083333333,-30.369
2008-BLG-280,BLG182.5,66701,17:57:31.54,-30:26:00.5,2454601.789,2008-05-15.29,7.106,0.242,4.219,1.563,0.399,19.136,20.133,269.3814166666666,-30.43347222222222
2008-BLG-281,BLG183.5,110876,17:59:41.00,-30:25:19.9,2454599.291,2008-05-12.79,2.818,0.174,5.811,1.911,1.0,19.197,19.197,269.9208333333333,-30.422194444444447
2008-BLG-282,BLG183.8,142869,18:00:00.57,-30:49:52.6,2454598.754,2008-05-12.25,7.477,1.877,1.073,0.076,1.0,16.471,16.471,270.002375,-30.83127777777778
2008-BLG-283,BLG190.3,44874,18:04:46.25,-30:00:14.3,2454608.767,2008-05-22.27,23.756,0.200,5.071,1.763,0.135,18.278,20.451,271.1927083333333,-30.003972222222224
2008-BLG-284,BLG195.3,80981,17:54:29.84,-29:11:30.9,2454609.04,2008-05-22.54,37.999,0.074,13.631,2.836,0.141,18.621,20.745,268.62433333333325,-29.191916666666668
2008-BLG-285,BLG205.3,55434,17:57:41.98,-28:49:06.7,2454620.193,2008-06-02.69,28.121,0.223,4.561,1.648,0.658,18.747,19.201,269.4249166666666,-28.818527777777778
2008-BLG-286,BLG102.5,144976,17:55:31.93,-29:15:07.8,2454622.106,2008-06-04.61,36.494,0.034,29.751,3.684,0.351,18.473,19.611,268.88304166666666,-29.252166666666668
2008-BLG-287,BLG164.5,101719,17:54:49.81,-31:34:38.8,2454594.876,2008-05-08.38,60.637,0.457,2.356,0.930,1.0,19.932,19.932,268.7075416666666,-31.577444444444446
2008-BLG-288,BLG196.4,70955,18:04:51.04,-29:15:40.7,2454602.403,2008-05-15.90,8.024,0.256,3.995,1.504,1.0,19.364,19.364,271.2126666666666,-29.261305555555555
2008-BLG-289,BLG185.7,143125,18:05:48.55,-30:41:29.5,2454606.657,2008-05-20.16,6.115,0.947,1.382,0.352,1.0,17.441,17.441,271.4522916666666,-30.69152777777778
2008-BLG-290,BLG214.4,173385,17:58:29.34,-27:59:22.4,2454632.638,2008-06-15.14,18.694,0.010,104.5,5.047,1.0,16.947,16.947,269.62224999999995,-27.989555555555558
2008-BLG-291,BLG223.4,98755,17:59:32.09,-27:26:27.6,2454601.23,2008-05-14.73,4.508,0.840,1.484,0.429,1.0,19.205,19.205,269.8837083333333,-27.441
2008-BLG-292,BLG223.7,111474,17:58:48.50,-27:46:30.5,2454601.779,2008-05-15.28,2.446,0.049,20.419,3.275,1.0,19.948,19.948,269.7020833333333,-27.77513888888889
2008-BLG-293,BLG233.1,48460,18:03:07.40,-27:21:33.3,2454618.775,2008-06-01.27,124.762,0.119,8.454,2.318,0.062,18.417,21.44,270.7808333333333,-27.359250000000003
2008-BLG-294,BLG103.3,141154,17:56:48.64,-29:57:41.2,2454677.442,2008-07-29.94,140.097,0.166,6.099,1.963,0.22,18.265,19.906,269.20266666666663,-29.961444444444442
2008-BLG-295,BLG131.6,11344,17:48:15.46,-34:10:01.9,2454603.006,2008-05-16.51,32.646,0.994,1.346,0.323,1.0,18.983,18.983,267.06441666666666,-34.16719444444444
2008-BLG-296,BLG179.3,112580,17:50:34.36,-30:34:16.3,2454604.925,2008-05-18.43,5.492,0.578,1.940,0.719,1.0,19.024,19.024,267.6431666666666,-30.571194444444444
2008-BLG-297,BLG131.6,110368,17:49:08.97,-34:05:53.6,2454606.264,2008-05-19.76,12.202,0.599,1.886,0.689,1.0,20.09,20.09,267.287375,-34.098222222222226
2008-BLG-298,BLG149.6,185137,17:55:09.37,-32:53:55.4,2454605.529,2008-05-19.03,7.782,0.889,1.434,0.391,1.0,18.94,18.94,268.78904166666666,-32.89872222222222
2008-BLG-299,BLG179.7,103779,17:49:24.25,-30:41:24.1,2454609.799,2008-05-23.30,20.684,0.055,18.241,3.153,0.552,20.059,20.704,267.3510416666666,-30.69002777777778
2008-BLG-300,BLG194.3,100873,17:51:15.72,-29:17:31.7,2454611.824,2008-05-25.32,22.513,0.110,9.130,2.401,0.542,19.75,20.416,267.8155,-29.29213888888889
2008-BLG-301,BLG205.1,87189,17:57:18.83,-29:06:17.6,2454619.999,2008-06-02.50,26.832,0.165,6.107,1.965,0.698,18.398,18.788,269.3284583333333,-29.10488888888889
2008-BLG-302,BLG214.5,173982,17:56:35.63,-27:59:27.6,2454604.955,2008-05-18.45,9.135,0.360,2.914,1.161,1.0,19.761,19.761,269.1484583333333,-27.991
2008-BLG-303,BLG100.2,128414,17:52:09.42,-30:03:00.9,2454635.13,2008-06-17.63,36.067,0.018,54.843,4.348,0.75,19.367,19.678,268.03925,-30.050250000000002
2008-BLG-304,BLG102.1,206711,17:57:13.10,-29:41:09.8,2454619.013,2008-06-01.51,23.326,0.477,2.273,0.891,1.0,19.27,19.27,269.3045833333333,-29.686055555555555
2008-BLG-305,BLG163.7,105459,17:51:51.40,-31:50:44.4,2454606.897,2008-05-20.40,2.272,0.841,1.483,0.428,1.0,17.537,17.537,267.96416666666664,-31.845666666666666
2008-BLG-306,BLG180.8,47059,17:51:23.70,-30:54:20.5,2454639.346,2008-06-21.85,75.076,0.376,2.796,1.116,0.212,18.349,20.034,267.84874999999994,-30.905694444444443
2008-BLG-307,BLG195.4,166497,17:54:28.02,-28:57:48.5,2454613.702,2008-05-27.20,25.127,0.018,55.228,4.355,0.181,18.578,20.433,268.6167499999999,-28.963472222222222
2008-BLG-308,BLG101.5,192543,17:52:22.07,-29:33:51.3,2454614.853,2008-05-28.35,14.064,0.082,12.267,2.722,1.0,20.003,20.003,268.0919583333333,-29.56425
2008-BLG-309,BLG101.8,203861,17:52:35.26,-29:59:15.7,2454552.247,2008-03-26.75,7.583,0.636,1.802,0.640,1.0,19.172,19.172,268.14691666666664,-29.987694444444447
2008-BLG-310,BLG105.1,93607,18:01:52.16,-29:39:40.7,2454736.994,2008-09-27.49,76.739,0.379,2.777,1.109,0.855,15.36,15.531,270.4673333333333,-29.661305555555554
2008-BLG-311,BLG155.3,97774,17:52:53.94,-32:19:40.3,2454620.905,2008-06-03.41,201.199,0.029,34.922,3.858,0.037,18.94,22.511,268.22475,-32.32786111111111
2008-BLG-312,BLG157.8,41907,17:56:25.08,-32:41:54.9,2454626.087,2008-06-08.59,32.006,0.054,18.404,3.162,0.672,19.384,19.816,269.1045,-32.69858333333333
2008-BLG-313,BLG205.4,64268,17:58:03.96,-28:40:13.7,2454632.6,2008-06-15.10,29.400,0.385,2.739,1.094,1.0,18.922,18.922,269.51649999999995,-28.670472222222223
2008-BLG-314,BLG207.4,107235,18:03:49.79,-28:40:29.0,2454621.651,2008-06-04.15,45.988,0.268,3.832,1.458,0.16,18.393,20.38,270.9574583333333,-28.674722222222222
2008-BLG-315,BLG103.6,131935,17:55:00.07,-29:58:53.4,2454618.348,2008-05-31.85,6.346,1.402,1.158,0.159,1.0,14.71,14.71,268.75029166666667,-29.981499999999997
2008-BLG-316,BLG131.7,3700,17:47:53.90,-34:20:24.0,2454613.504,2008-05-27.00,3.296,0.069,14.455,2.900,1.0,19.959,19.959,266.9745833333333,-34.34
2008-BLG-317,BLG195.1,189906,17:54:58.63,-29:25:34.0,2454617.47,2008-05-30.97,7.056,0.070,14.215,2.882,0.418,18.558,19.506,268.7442916666666,-29.426111111111112
2008-BLG-318,BLG101.7,44861,17:53:28.43,-29:57:44.5,2454717.661,2008-09-08.16,50.081,0.254,4.032,1.514,1.0,15.99,15.99,268.3684583333333,-29.96236111111111
2008-BLG-319,BLG121.2,91661,17:47:04.26,-34:52:06.0,2454606.487,2008-05-19.99,34.808,1.129,1.263,0.253,1.0,18.337,18.337,266.76775,-34.86833333333333
2008-BLG-320,BLG129.8,20839,17:43:11.84,-34:30:04.6,2454707.064,2008-08-28.56,55.888,0.746,1.606,0.514,1.0,14.632,14.632,265.79933333333327,-34.50127777777778
2008-BLG-321,BLG155.3,155506,17:53:37.21,-32:17:39.8,2454616.919,2008-05-30.42,0.362,0.517,2.122,0.817,1.0,17.947,17.947,268.40504166666665,-32.29438888888889
2008-BLG-322,BLG194.8,89842,17:50:46.18,-29:37:04.5,2454634.273,2008-06-16.77,27.832,0.500,2.183,0.847,1.0,18.802,18.802,267.6924166666666,-29.617916666666666
2008-BLG-323,BLG197.1,9895,18:07:28.72,-29:46:08.9,2454623.31,2008-06-05.81,8.564,0.717,1.651,0.544,1.0,15.119,15.119,271.86966666666666,-29.76913888888889
2008-BLG-324,BLG206.8,159545,17:59:11.43,-29:02:29.0,2454618.877,2008-06-01.38,7.817,0.612,1.856,0.671,1.0,18.454,18.454,269.797625,-29.04138888888889
2008-BLG-325,BLG208.6,119522,18:04:23.72,-28:47:10.4,2454632.332,2008-06-14.83,25.658,0.358,2.926,1.166,0.102,15.075,17.552,271.0988333333333,-28.786222222222225
2008-BLG-326,BLG214.1,16570,17:57:59.87,-28:34:10.6,2454620.776,2008-06-03.28,32.978,0.344,3.034,1.205,0.535,19.01,19.689,269.4994583333333,-28.56961111111111
2008-BLG-327,BLG223.4,127881,18:00:24.51,-27:27:53.4,2454617.016,2008-05-30.52,14.947,0.008,117.7,5.177,0.122,19.044,21.326,270.10212499999994,-27.46483333333333
2008-BLG-328,BLG224.5,6749,18:00:48.97,-27:31:04.3,2454616.271,2008-05-29.77,2.712,1.201,1.229,0.224,1.0,17.69,17.69,270.2040416666666,-27.51786111111111
2008-BLG-329,BLG234.3,74418,18:05:59.19,-27:02:09.5,2454616.481,2008-05-29.98,7.339,0.620,1.837,0.660,1.0,18.284,18.284,271.49662499999994,-27.035972222222224
2008-BLG-330,BLG101.2,149874,17:54:02.31,-29:53:54.1,2454686.099,2008-08-07.60,13.184,0.119,8.472,2.320,1.0,18.373,18.373,268.50962499999997,-29.89836111111111
2008-BLG-331,BLG194.4,77547,17:52:08.17,-29:09:16.3,2454634.239,2008-06-16.74,56.046,0.495,2.202,0.857,1.0,19.733,19.733,268.0340416666666,-29.154527777777776
2008-BLG-332,BLG205.1,121999,17:58:19.08,-29:05:51.2,2454624.388,2008-06-06.89,18.521,1.395,1.160,0.161,1.0,18.186,18.186,269.57949999999994,-29.097555555555555
2008-BLG-333,BLG156.6,104140,17:54:16.67,-32:19:27.9,2454638.851,2008-06-21.35,10.503,0.039,25.757,3.527,1.0,15.066,15.066,268.5694583333333,-32.32441666666667
2008-BLG-334,BLG227.4,97244,18:09:56.97,-27:26:45.1,2454620.036,2008-06-02.54,8.784,0.406,2.612,1.042,1.0,19.444,19.444,272.48737499999993,-27.44586111111111
2008-BLG-335,BLG242.6,128035,18:07:28.64,-26:22:07.4,2454664.873,2008-07-17.37,104.358,0.118,8.484,2.321,0.132,17.363,19.564,271.8693333333333,-26.36872222222222
2008-BLG-336,BLG249.4,103814,18:07:10.95,-25:41:01.1,2454640.829,2008-06-23.33,53.246,0.101,9.947,2.494,0.329,18.653,19.859,271.795625,-25.68363888888889
2008-BLG-337,BLG148.8,153264,17:52:04.05,-33:12:00.2,2454617.21,2008-05-30.71,45.022,0.036,27.432,3.596,0.134,19.296,21.475,268.01687499999997,-33.20005555555556
2008-BLG-338,BLG185.1,9376,18:06:30.30,-30:57:06.6,2454634.681,2008-06-17.18,11.048,0.610,1.860,0.674,0.635,16.026,16.518,271.62624999999997,-30.951833333333333
2008-BLG-339,BLG188.2,101110,17:59:07.14,-30:07:24.3,2454615.569,2008-05-29.07,24.972,0.337,3.095,1.227,1.0,16.578,16.578,269.77975,-30.123416666666667
2008-BLG-340,BLG195.5,136352,17:53:17.90,-28:57:48.7,2454631.643,2008-06-14.14,6.607,0.124,8.126,2.275,1.0,16.653,16.653,268.3245833333333,-28.963527777777777
2008-BLG-341,BLG214.7,64559,17:56:30.59,-28:23:09.7,2454623.038,2008-06-05.54,24.094,0.068,14.769,2.923,0.247,19.337,20.857,269.12745833333327,-28.386027777777777
2008-BLG-342,BLG181.4,45164,17:55:28.26,-30:26:49.3,2454626.477,2008-06-08.98,-,-,-,-,1.0,19.598,19.598,268.86775,-30.447027777777777
2008-BLG-343,BLG195.2,48266,17:53:44.44,-29:20:29.4,2454632.797,2008-06-15.30,26.663,0.071,14.030,2.868,0.181,18.427,20.284,268.43516666666665,-29.3415
2008-BLG-344,BLG196.5,61262,18:03:22.06,-29:15:31.2,2454812.957,2008-12-12.46,137.669,0.000,129683,12.782,0.381,14.88,15.926,270.84191666666663,-29.258666666666667
2008-BLG-345,BLG171.3,114629,17:53:00.99,-31:07:12.3,2454634.41,2008-06-16.91,13.160,1.196,1.231,0.225,1.0,16.763,16.763,268.25412499999993,-31.120083333333334
2008-BLG-346,BLG214.2,222776,17:58:44.90,-28:18:16.0,2454632.147,2008-06-14.65,48.959,0.035,28.496,3.637,0.29,19.611,20.956,269.68708333333325,-28.304444444444446
2008-BLG-347,BLG234.2,30030,18:05:58.92,-27:13:56.3,2454620.418,2008-06-02.92,-,-,-,-,1.0,15.966,15.966,271.49549999999994,-27.232305555555556
2008-BLG-348,BLG105.7,46971,18:00:27.60,-29:34:52.1,2454626.59,2008-06-09.09,14.486,0.247,4.142,1.543,1.0,19.098,19.098,270.11499999999995,-29.581138888888887
2008-BLG-349,BLG131.3,70497,17:49:19.62,-34:07:33.5,2454632.676,2008-06-15.18,23.782,0.029,34.923,3.858,1.0,19.55,19.55,267.33174999999994,-34.125972222222224
2008-BLG-350,BLG147.6,93444,17:49:10.76,-32:55:35.5,2454663.765,2008-07-16.27,117.256,0.291,3.543,1.374,0.045,16.347,19.724,267.2948333333333,-32.92652777777778
2008-BLG-351,BLG163.7,71363,17:51:41.21,-31:53:20.8,2454623.588,2008-06-06.09,3.618,1.331,1.179,0.179,1.0,16.7,16.7,267.92170833333336,-31.88911111111111
2008-BLG-352,BLG180.5,165490,17:52:11.30,-30:23:13.4,2454634.711,2008-06-17.21,36.215,0.267,3.840,1.461,0.31,18.514,19.784,268.0470833333333,-30.387055555555555
2008-BLG-353,BLG105.6,73116,18:01:15.64,-29:23:50.7,2454630.763,2008-06-13.26,29.458,0.874,1.449,0.403,1.0,17.969,17.969,270.31516666666664,-29.397416666666665
2008-BLG-354,BLG121.3,3980,17:46:40.29,-34:47:17.0,2454632.9,2008-06-15.40,87.932,0.145,6.934,2.102,0.067,18.239,21.174,266.6678749999999,-34.78805555555555
2008-BLG-355,BLG182.2,86614,17:59:08.81,-30:45:34.1,2454644.244,2008-06-26.74,-,-,-,-,1.0,18.394,18.394,269.7867083333333,-30.75947222222222
2008-BLG-356,BLG206.8,117770,17:59:21.93,-29:06:26.1,2454624.36,2008-06-06.86,9.402,1.254,1.207,0.204,1.0,17.811,17.811,269.84137499999997,-29.10725
2008-BLG-357,BLG208.4,101507,18:05:25.64,-28:37:07.7,2454631.879,2008-06-14.38,7.202,0.953,1.378,0.348,1.0,17.998,17.998,271.35683333333327,-28.618805555555557
2008-BLG-358,BLG233.4,24113,18:03:31.43,-26:54:55.0,2454627.933,2008-06-10.43,52.274,0.019,53.955,4.330,0.051,18.781,22.008,270.8809583333333,-26.915277777777778
2008-BLG-359,BLG251.7,29192,18:10:49.09,-26:03:12.6,2454627.084,2008-06-09.58,3.386,0.000,51806,11.786,1.0,19.621,19.621,272.70454166666667,-26.0535
2008-BLG-360,BLG180.5,80382,17:52:22.33,-30:27:09.7,2454629.838,2008-06-12.34,-,-,-,-,1.0,18.863,18.863,268.09304166666664,-30.452694444444443
2008-BLG-361,BLG181.2,58866,17:55:24.55,-30:45:52.1,2454650.361,2008-07-02.86,30.017,1.990,1.062,0.065,1.0,16.378,16.378,268.8522916666667,-30.76447222222222
2008-BLG-362,BLG182.4,44367,17:58:02.71,-30:27:13.9,2454627.409,2008-06-09.91,4.152,1.473,1.140,0.142,1.0,17.546,17.546,269.5112916666666,-30.45386111111111
2008-BLG-363,BLG188.2,116491,17:59:23.32,-30:06:25.8,2454633.14,2008-06-15.64,21.120,0.419,2.541,1.012,1.0,19.737,19.737,269.8471666666667,-30.107166666666668
2008-BLG-364,BLG194.7,58242,17:50:00.27,-29:26:52.3,2454648.401,2008-06-30.90,24.818,0.223,4.558,1.647,0.109,16.305,18.708,267.50112499999994,-29.447861111111113
2008-BLG-365,BLG198.3,92852,18:10:33.31,-29:23:25.4,2454626.857,2008-06-09.36,1.253,0.582,1.929,0.713,1.0,19.238,19.238,272.63879166666663,-29.39038888888889
2008-BLG-366,BLG232.2,16271,18:00:36.23,-27:14:38.3,2454656.435,2008-07-08.94,-,-,-,-,1.0,17.695,17.695,270.15095833333334,-27.243972222222222
2008-BLG-367,BLG233.4,140092,18:03:42.02,-26:48:55.4,2454627.954,2008-06-10.45,4.331,0.010,102.1,5.023,0.697,18.705,19.097,270.9250833333333,-26.81538888888889
2008-BLG-368,BLG179.4,153137,17:50:53.55,-30:22:50.3,2454630.571,2008-06-13.07,4.157,1.733,1.091,0.094,1.0,14.766,14.766,267.7231249999999,-30.38063888888889
2008-BLG-369,BLG182.6,93724,17:56:50.50,-30:32:34.2,2454639.508,2008-06-22.01,23.414,0.227,4.492,1.631,0.318,18.998,20.242,269.2104166666666,-30.542833333333334
2008-BLG-370,BLG205.1,56124,17:57:43.37,-29:07:59.7,2454626.607,2008-06-09.11,32.244,0.451,2.382,0.942,1.0,20.039,20.039,269.4307083333333,-29.13325
2008-BLG-371,BLG208.6,177105,18:04:30.47,-28:44:57.2,2454699.817,2008-08-21.32,78.058,0.128,7.846,2.237,0.249,17.533,19.044,271.12695833333333,-28.749222222222222
2008-BLG-372,BLG101.7,152182,17:53:06.67,-29:52:17.7,2454648.593,2008-07-01.09,12.852,1.319,1.184,0.183,1.0,13.819,13.819,268.27779166666664,-29.871583333333334
2008-BLG-373,BLG121.5,141973,17:46:14.32,-34:30:18.3,2454632.84,2008-06-15.34,7.064,0.404,2.626,1.048,1.0,18.977,18.977,266.5596666666666,-34.50508333333333
2008-BLG-374,BLG149.5,34347,17:54:56.33,-32:50:32.4,2454685.141,2008-08-06.64,40.375,1.367,1.168,0.169,1.0,15.98,15.98,268.73470833333323,-32.842333333333336
2008-BLG-375,BLG197.1,122939,18:07:08.09,-29:39:33.5,2454773.007,2008-11-02.51,117.105,0.155,6.521,2.036,0.402,17.941,18.932,271.7837083333333,-29.659305555555555
2008-BLG-376,BLG217.3,23961,18:06:07.65,-28:15:03.8,2454632.462,2008-06-14.96,17.612,1.787,1.084,0.087,1.0,17.786,17.786,271.53187499999996,-28.251055555555556
2008-BLG-377,BLG102.1,70663,17:56:49.24,-29:45:23.9,2454631.073,2008-06-13.57,2.049,0.423,2.522,1.004,1.0,18.811,18.811,269.2051666666667,-29.75663888888889
2008-BLG-378,BLG104.3,108338,17:59:45.73,-29:23:30.8,2454658.602,2008-07-11.10,14.065,0.325,3.197,1.262,1.0,15.811,15.811,269.94054166666666,-29.39188888888889
2008-BLG-379,BLG179.2,41824,17:51:18.60,-30:46:15.5,2454655.298,2008-07-07.80,27.972,0.069,14.447,2.899,0.403,17.519,18.505,267.8275,-30.77097222222222
2008-BLG-380,BLG180.7,529,17:51:18.57,-30:46:15.1,2454655.302,2008-07-07.80,21.203,0.091,11.010,2.604,0.519,17.476,18.187,267.827375,-30.77086111111111
2008-BLG-381,BLG180.8,156443,17:51:42.57,-30:49:10.6,2454638.735,2008-06-21.23,48.998,0.047,21.502,3.331,0.12,19.171,21.47,267.92737500000004,-30.81961111111111
2008-BLG-382,BLG207.1,5946,18:02:41.50,-29:10:36.5,2454632.005,2008-06-14.51,19.246,0.129,7.824,2.234,0.523,19.775,20.478,270.67291666666665,-29.176805555555557
2008-BLG-383,BLG207.4,2008,18:02:43.49,-28:41:37.4,2454640.859,2008-06-23.36,26.611,0.103,9.750,2.472,0.541,17.692,18.358,270.68120833333336,-28.693722222222224
2008-BLG-384,BLG208.7,13717,18:04:08.37,-29:00:18.9,2454634.555,2008-06-17.05,22.170,0.045,22.187,3.365,0.043,17.442,20.871,271.03487499999994,-29.00525
2008-BLG-385,BLG214.1,12550,17:57:59.81,-28:34:09.9,2454620.605,2008-06-03.10,11.916,1.503,1.133,0.135,1.0,16.891,16.891,269.4992083333333,-28.569416666666665
2008-BLG-386,BLG101.8,64753,17:52:24.01,-30:03:51.0,2454651.74,2008-07-04.24,46.342,1.040,1.314,0.297,1.0,18.149,18.149,268.10004166666664,-30.06416666666667
2008-BLG-387,BLG103.8,79309,17:55:27.41,-30:19:19.9,2454628.161,2008-06-10.66,10.853,1.859,1.075,0.078,1.0,17.293,17.293,268.86420833333335,-30.322194444444445
2008-BLG-388,BLG138.7,15302,17:44:21.75,-33:44:53.9,2454632.306,2008-06-14.81,5.950,0.179,5.659,1.882,1.0,20.196,20.196,266.090625,-33.748305555555554
2008-BLG-389,BLG142.6,77769,17:55:07.08,-33:31:55.4,2454651.383,2008-07-03.88,60.328,1.893,1.071,0.074,1.0,16.388,16.388,268.7795,-33.53205555555555
2008-BLG-390,BLG157.7,132318,17:56:33.15,-32:28:08.4,2454645.062,2008-06-27.56,25.100,0.301,3.432,1.339,0.601,18.657,19.21,269.138125,-32.469
2008-BLG-391,BLG180.7,69604,17:51:55.86,-30:44:51.1,2454642.8,2008-06-25.30,26.816,1.341,1.176,0.176,1.0,17.49,17.49,267.98275,-30.74752777777778
2008-BLG-392,BLG189.7,113747,18:01:05.61,-30:08:25.7,2454639.976,2008-06-22.48,14.409,0.090,11.193,2.622,1.0,19.58,19.58,270.27337499999993,-30.140472222222222
2008-BLG-393,BLG207.6,1782,18:01:15.64,-28:51:59.9,2454656.106,2008-07-08.61,25.254,0.036,28.019,3.619,0.399,17.999,18.996,270.31516666666664,-28.86663888888889
2008-BLG-394,BLG122.6,144429,17:47:57.27,-34:38:57.0,2454677.028,2008-07-29.53,22.852,0.328,3.171,1.253,1.0,16.218,16.218,266.98862499999996,-34.649166666666666
2008-BLG-395,BLG148.6,88303,17:51:41.04,-32:56:16.3,2454633.788,2008-06-16.29,-,-,-,-,1.0,18.049,18.049,267.921,-32.93786111111111
2008-BLG-396,BLG195.4,18952,17:54:14.98,-29:04:58.0,2454647.829,2008-06-30.33,21.745,0.438,2.446,0.971,0.485,17.788,18.573,268.5624166666666,-29.08277777777778
2008-BLG-397,BLG219.2,121654,18:11:09.45,-28:18:05.9,2454642.108,2008-06-24.61,6.435,0.144,7.014,2.115,0.801,17.652,17.893,272.78937499999995,-28.30163888888889
2008-BLG-398,BLG249.5,87354,18:05:52.03,-25:41:08.3,2454618.399,2008-05-31.90,19.059,1.804,1.081,0.085,1.0,17.302,17.302,271.4667916666666,-25.68563888888889
