Event,Field,Star No,RA (J2000),Dec (J2000),Tmax (HJD),Tmax (UT),tau,Umin,Amax,Dmag,fbl,Ibl,I0,RA_deg,Dec_deg
2008-BLG-399,BLG101.1,8418,17:53:55.88,-30:06:05.7,2454633.843,2008-06-16.34,5.376,1.708,1.095,0.098,1.0,17.291,17.291,268.4828333333333,-30.101583333333334
2008-BLG-400,BLG148.6,134773,17:51:45.28,-32:54:03.1,2454636.168,2008-06-18.67,15.860,0.743,1.609,0.517,1.0,18.922,18.922,267.9386666666667,-32.90086111111111
2008-BLG-401,BLG208.7,195303,18:05:06.17,-28:54:10.8,2454632.089,2008-06-14.59,2.374,0.994,1.346,0.323,1.0,18.675,18.675,271.2757083333333,-28.903
2008-BLG-402,BLG215.3,154253,18:01:27.02,-28:11:42.0,2454640.836,2008-06-23.34,22.956,0.103,9.755,2.473,0.165,18.551,20.509,270.3625833333333,-28.195
2008-BLG-403,BLG217.8,72288,18:04:42.28,-28:32:39.0,2454634.616,2008-06-17.12,3.038,0.882,1.441,0.397,1.0,18.452,18.452,271.17616666666663,-28.54416666666667
2008-BLG-404,BLG224.8,25914,18:01:20.79,-27:57:59.1,2454695.489,2008-08-16.99,47.022,0.472,2.291,0.900,0.744,17.386,17.707,270.33662499999997,-27.966416666666667
2008-BLG-405,BLG226.2,59965,18:07:39.56,-27:47:21.7,2454634.66,2008-06-17.16,7.443,1.019,1.328,0.308,1.0,18.516,18.516,271.9148333333333,-27.789361111111113
2008-BLG-406,BLG179.4,112339,17:51:00.20,-30:24:54.9,2454776.447,2008-11-05.95,135.727,0.443,2.420,0.960,1.0,17.821,17.821,267.75083333333333,-30.41525
2008-BLG-407,BLG181.6,154816,17:54:38.33,-30:30:30.7,2454641.018,2008-06-23.52,14.191,0.213,4.780,1.699,1.0,19.496,19.496,268.6597083333333,-30.50852777777778
2008-BLG-408,BLG215.1,119147,18:00:40.41,-28:30:24.8,2454654.171,2008-07-06.67,70.366,0.097,10.323,2.535,0.039,17.623,21.145,270.16837499999997,-28.506888888888888
2008-BLG-409,BLG216.2,121641,18:03:03.99,-28:21:49.6,2454636.789,2008-06-19.29,8.138,0.141,7.148,2.135,1.0,19.261,19.261,270.766625,-28.36377777777778
2008-BLG-410,BLG219.7,8158,18:09:21.38,-28:25:06.8,2454656.429,2008-07-08.93,47.612,0.486,2.234,0.873,1.0,19.529,19.529,272.3390833333333,-28.418555555555557
2008-BLG-411,BLG102.7,109337,17:56:06.21,-29:36:25.9,2454646.984,2008-06-29.48,10.462,1.117,1.269,0.259,1.0,18.16,18.16,269.025875,-29.607194444444445
2008-BLG-412,BLG149.7,126546,17:54:57.49,-33:04:22.0,2454648.073,2008-06-30.57,12.754,0.273,3.764,1.439,1.0,18.587,18.587,268.7395416666666,-33.07277777777778
2008-BLG-413,BLG181.5,103203,17:54:33.30,-30:25:20.9,2454676.526,2008-07-29.03,71.227,0.042,23.590,3.432,0.352,18.814,19.946,268.63874999999996,-30.422472222222222
2008-BLG-414,BLG194.8,90806,17:50:43.98,-29:37:19.0,2454644.885,2008-06-27.39,19.779,0.337,3.095,1.227,1.0,19.807,19.807,267.68325,-29.621944444444445
2008-BLG-415,BLG205.2,33807,17:58:24.81,-29:00:55.0,2454643.507,2008-06-26.01,7.086,0.963,1.370,0.342,1.0,18.541,18.541,269.60337499999997,-29.01527777777778
2008-BLG-416,BLG216.6,109413,18:01:27.02,-28:11:42.0,2454640.558,2008-06-23.06,13.885,0.175,5.783,1.905,0.323,18.503,19.731,270.3625833333333,-28.195
2008-BLG-417,BLG223.7,60341,17:58:44.95,-27:46:44.5,2454682.022,2008-08-03.52,30.552,0.538,2.053,0.781,0.588,17.093,17.669,269.6872916666666,-27.779027777777777
2008-BLG-418,BLG233.1,103837,18:03:42.45,-27:18:50.5,2454635.471,2008-06-17.97,26.804,1.075,1.293,0.279,1.0,18.484,18.484,270.926875,-27.314027777777778
2008-BLG-419,BLG194.3,120588,17:52:04.67,-29:17:33.9,2454642.425,2008-06-24.93,1.691,0.517,2.123,0.818,1.0,19.546,19.546,268.0194583333333,-29.29275
2008-BLG-420,BLG194.4,19730,17:52:06.86,-29:13:08.0,2454642.256,2008-06-24.76,0.862,1.297,1.191,0.190,1.0,16.374,16.374,268.0285833333333,-29.218888888888888
2008-BLG-421,BLG195.4,81558,17:54:38.55,-29:01:44.8,2454772.249,2008-11-01.75,145.712,0.697,1.683,0.565,1.0,18.336,18.336,268.6606249999999,-29.02911111111111
2008-BLG-422,BLG198.6,98607,18:09:22.78,-29:21:55.4,2454644.173,2008-06-26.67,51.855,0.094,10.707,2.574,0.774,19.256,19.534,272.3449166666666,-29.36538888888889
2008-BLG-423,BLG156.8,37741,17:54:54.60,-32:42:46.2,2454662.279,2008-07-14.78,77.804,0.014,69.291,4.602,0.468,19.658,20.483,268.7274999999999,-32.712833333333336
2008-BLG-424,BLG157.5,26984,17:57:12.26,-32:16:00.7,2454642.614,2008-06-25.11,2.990,0.705,1.670,0.557,1.0,18.748,18.748,269.3010833333333,-32.26686111111111
2008-BLG-425,BLG171.3,77047,17:52:45.86,-31:09:56.5,2454643.338,2008-06-25.84,12.848,0.070,14.221,2.882,1.0,19.97,19.97,268.1910833333333,-31.165694444444444
2008-BLG-426,BLG171.5,61470,17:52:10.87,-31:01:43.0,2454645.394,2008-06-27.89,2.067,0.143,7.066,2.123,1.0,19.481,19.481,268.0452916666666,-31.02861111111111
2008-BLG-427,BLG173.5,149447,17:56:52.51,-30:58:12.1,2454646.778,2008-06-29.28,17.079,0.117,8.579,2.334,0.416,19.118,20.07,269.2187916666666,-30.970027777777776
2008-BLG-428,BLG223.3,104993,17:59:54.24,-27:36:36.3,2454662.575,2008-07-15.07,20.815,0.999,1.342,0.320,1.0,17.593,17.593,269.976,-27.610083333333336
2008-BLG-429,BLG223.3,171027,18:00:35.24,-27:33:50.3,2454647.183,2008-06-29.68,19.908,1.581,1.116,0.120,1.0,17.914,17.914,270.1468333333333,-27.563972222222223
2008-BLG-430,BLG172.2,66950,17:56:08.84,-31:21:22.7,2454645.963,2008-06-28.46,5.960,0.604,1.874,0.682,1.0,19.479,19.479,269.03683333333333,-31.356305555555558
2008-BLG-431,BLG180.1,16629,17:53:07.18,-30:56:28.4,2454648.03,2008-06-30.53,6.614,0.126,7.964,2.253,0.157,18.519,20.526,268.2799166666666,-30.941222222222223
2008-BLG-432,BLG182.6,45203,17:56:41.71,-30:36:36.7,2454646.355,2008-06-28.86,12.875,0.183,5.542,1.859,0.078,17.71,20.486,269.17379166666666,-30.610194444444446
2008-BLG-433,BLG194.2,59914,17:52:10.61,-29:29:25.6,2454701.434,2008-08-22.93,140.296,0.305,3.392,1.326,0.07,16.397,19.289,268.0442083333333,-29.490444444444446
2008-BLG-434,BLG224.2,27248,18:02:36.19,-27:50:04.8,2454653.848,2008-07-06.35,16.235,0.047,21.286,3.320,1.0,19.382,19.382,270.65079166666663,-27.834666666666667
2008-BLG-435,BLG180.1,18738,17:53:07.20,-30:56:27.5,2454647.98,2008-06-30.48,4.306,0.216,4.706,1.682,1.0,19.657,19.657,268.28,-30.94097222222222
2008-BLG-436,BLG205.3,24823,17:58:06.44,-28:52:14.2,2454647.895,2008-06-30.39,6.403,0.598,1.888,0.690,1.0,19.272,19.272,269.5268333333333,-28.87061111111111
2008-BLG-437,BLG139.5,77996,17:47:02.78,-33:22:24.8,2454654.103,2008-07-06.60,11.424,1.365,1.169,0.169,1.0,18.252,18.252,266.7615833333333,-33.373555555555555
2008-BLG-438,BLG194.2,29621,17:52:11.33,-29:31:48.8,2454649.272,2008-07-01.77,9.784,0.688,1.699,0.575,1.0,19.104,19.104,268.0472083333333,-29.53022222222222
2008-BLG-439,BLG102.4,90472,17:57:03.83,-29:18:39.2,2454675.454,2008-07-27.95,14.374,0.388,2.718,1.086,0.809,15.935,16.165,269.2659583333333,-29.31088888888889
2008-BLG-440,BLG194.2,120361,17:51:52.55,-29:26:18.5,2454650.662,2008-07-03.16,25.729,0.027,37.426,3.933,0.055,18.88,22.025,267.9689583333333,-29.438472222222224
2008-BLG-441,BLG194.8,47844,17:50:21.03,-29:39:20.2,2454675.394,2008-07-27.89,24.898,0.541,2.045,0.777,1.0,17.742,17.742,267.58762499999995,-29.65561111111111
2008-BLG-442,BLG250.3,44682,18:08:54.40,-25:51:48.8,2454710.326,2008-08-31.83,35.378,0.810,1.520,0.454,1.0,15.994,15.994,272.22666666666663,-25.863555555555557
2008-BLG-443,BLG156.2,116378,17:55:05.27,-32:27:51.0,2454649.684,2008-07-02.18,2.921,0.354,2.953,1.176,1.0,19.102,19.102,268.7719583333333,-32.46416666666667
2008-BLG-444,BLG171.2,8984,17:53:05.26,-31:22:53.4,2454657.514,2008-07-10.01,11.301,0.261,3.927,1.485,1.0,19.845,19.845,268.27191666666664,-31.3815
2008-BLG-445,BLG196.5,117366,18:03:24.10,-29:13:00.2,2454652.54,2008-07-05.04,2.028,1.625,1.108,0.112,1.0,15.874,15.874,270.85041666666666,-29.21672222222222
2008-BLG-446,BLG214.2,81820,17:58:10.91,-28:23:15.5,2454670.054,2008-07-22.55,39.482,0.240,4.252,1.572,1.0,19.356,19.356,269.5454583333333,-28.387638888888887
2008-BLG-447,BLG232.1,3210,18:00:06.72,-27:23:57.9,2454669.918,2008-07-22.42,26.307,0.224,4.554,1.646,1.0,18.974,18.974,270.02799999999996,-27.399416666666667
2008-BLG-448,BLG241.2,92381,18:07:12.88,-26:35:43.8,2454649.155,2008-07-01.66,9.231,0.000,238346,13.443,0.337,19.312,20.491,271.80366666666663,-26.595499999999998
2008-BLG-449,BLG105.6,71338,18:01:15.59,-29:23:51.0,2454619.731,2008-06-02.23,6.752,0.922,1.403,0.368,1.0,17.198,17.198,270.31495833333327,-29.3975
2008-BLG-450,BLG130.4,87771,17:47:08.86,-33:58:23.0,2454653.526,2008-07-06.03,0.942,0.974,1.361,0.334,1.0,17.024,17.024,266.7869166666666,-33.973055555555554
2008-BLG-451,BLG224.4,187844,18:03:11.43,-27:25:15.4,2454667.045,2008-07-19.55,28.792,0.341,3.060,1.214,1.0,19.658,19.658,270.797625,-27.420944444444444
2008-BLG-452,BLG224.7,162047,18:00:52.12,-27:43:59.4,2454661.923,2008-07-14.42,24.725,0.202,5.017,1.751,0.481,19.204,19.998,270.2171666666666,-27.733166666666666
2008-BLG-453,BLG226.6,92616,18:05:59.34,-27:36:34.9,2454647.586,2008-06-30.09,9.360,0.084,11.946,2.693,1.0,18.521,18.521,271.49724999999995,-27.609694444444447
2008-BLG-454,BLG100.4,158411,17:51:42.84,-29:42:43.8,2454655.442,2008-07-07.94,3.883,1.352,1.173,0.173,1.0,17.602,17.602,267.9285,-29.712166666666665
2008-BLG-455,BLG163.3,13636,17:53:22.09,-31:47:52.9,2454667.152,2008-07-19.65,38.684,0.959,1.373,0.344,1.0,18.833,18.833,268.3420416666666,-31.79802777777778
2008-BLG-456,BLG214.3,99829,17:58:48.74,-28:13:04.0,2454658.085,2008-07-10.59,2.697,0.813,1.516,0.452,1.0,17.559,17.559,269.70308333333327,-28.217777777777776
2008-BLG-457,BLG214.7,106794,17:56:12.10,-28:20:03.5,2454661.07,2008-07-13.57,23.806,0.628,1.819,0.650,1.0,18.542,18.542,269.05041666666665,-28.334305555555556
2008-BLG-458,BLG101.2,68749,17:53:44.69,-29:56:03.8,2454662.79,2008-07-15.29,13.473,0.189,5.350,1.821,1.0,18.837,18.837,268.4362083333333,-29.93438888888889
2008-BLG-459,BLG105.2,29528,18:02:44.69,-29:35:48.6,2454673.388,2008-07-25.89,10.406,0.257,3.985,1.501,1.0,15.693,15.693,270.68620833333335,-29.596833333333333
2008-BLG-460,BLG182.1,48828,17:58:17.86,-30:55:02.0,2454669.344,2008-07-21.84,8.696,0.560,1.990,0.747,1.0,16.219,16.219,269.5744166666666,-30.91722222222222
2008-BLG-461,BLG183.2,107801,18:01:10.57,-30:42:14.8,2454659.767,2008-07-12.27,9.363,0.720,1.645,0.540,1.0,18.908,18.908,270.2940416666666,-30.70411111111111
2008-BLG-462,BLG223.4,160339,18:00:06.70,-27:23:57.5,2454669.958,2008-07-22.46,27.770,0.227,4.497,1.632,1.0,18.824,18.824,270.0279166666666,-27.399305555555554
2008-BLG-463,BLG121.4,38517,17:46:37.12,-34:35:54.9,2454688.984,2008-08-10.48,128.839,0.248,4.130,1.540,0.114,18.221,20.576,266.6546666666666,-34.59858333333334
2008-BLG-464,BLG185.7,8196,18:04:54.29,-30:46:13.3,2454659.04,2008-07-11.54,7.622,0.264,3.891,1.475,1.0,19.199,19.199,271.2262083333333,-30.77036111111111
2008-BLG-465,BLG215.4,24613,18:00:49.42,-28:07:59.2,2454658.053,2008-07-10.55,16.685,1.084,1.287,0.274,1.0,18.668,18.668,270.2059166666666,-28.133111111111113
2008-BLG-466,BLG223.4,47610,17:59:23.72,-27:28:48.7,2454657.501,2008-07-10.00,8.784,0.779,1.559,0.482,1.0,18.499,18.499,269.8488333333333,-27.480194444444443
2008-BLG-467,BLG224.7,94393,18:01:40.16,-27:47:43.2,2454671.717,2008-07-24.22,39.481,0.690,1.696,0.574,1.0,19.354,19.354,270.41733333333326,-27.795333333333335
2008-BLG-468,BLG102.3,112426,17:57:40.70,-29:26:47.7,2454664.31,2008-07-16.81,10.284,0.560,1.988,0.746,1.0,19.198,19.198,269.41958333333326,-29.446583333333333
2008-BLG-469,BLG104.6,3037,17:57:40.71,-29:26:47.6,2454664.16,2008-07-16.66,9.910,0.591,1.906,0.701,1.0,19.029,19.029,269.41962499999994,-29.446555555555555
2008-BLG-470,BLG141.5,35443,17:52:10.50,-33:24:08.2,2454669.695,2008-07-22.20,27.651,0.252,4.067,1.523,1.0,20.155,20.155,268.04375,-33.402277777777776
2008-BLG-471,BLG172.4,127090,17:56:29.03,-30:59:51.9,2454667.8,2008-07-20.30,13.289,0.349,2.996,1.191,0.57,18.132,18.744,269.1209583333333,-30.99775
2008-BLG-472,BLG172.5,121693,17:54:51.29,-31:00:32.5,2454663.431,2008-07-15.93,9.497,0.173,5.851,1.918,1.0,20.063,20.063,268.71370833333333,-31.009027777777778
2008-BLG-473,BLG183.8,111125,18:00:19.60,-30:51:55.3,2454661.385,2008-07-13.88,3.063,1.669,1.101,0.104,1.0,15.282,15.282,270.0816666666666,-30.865361111111113
2008-BLG-474,BLG189.5,29675,18:01:12.28,-29:52:40.0,2454670.524,2008-07-23.02,33.763,0.836,1.489,0.432,1.0,19.083,19.083,270.3011666666666,-29.87777777777778
2008-BLG-475,BLG205.1,146537,17:57:43.85,-29:03:09.4,2454665.735,2008-07-18.23,16.064,0.111,9.032,2.389,0.374,19.071,20.139,269.4327083333333,-29.052611111111112
2008-BLG-476,BLG207.6,53896,18:01:16.62,-28:50:24.7,2454663.082,2008-07-15.58,1.151,1.228,1.217,0.214,1.0,15.426,15.426,270.31924999999995,-28.840194444444442
2008-BLG-477,BLG207.8,167343,18:01:36.22,-29:04:22.0,2454663.822,2008-07-16.32,11.825,0.450,2.387,0.945,1.0,18.931,18.931,270.4009166666666,-29.072777777777777
2008-BLG-478,BLG214.1,50445,17:57:36.94,-28:33:15.6,2454690.382,2008-08-11.88,27.199,0.243,4.211,1.561,1.0,16.95,16.95,269.4039166666666,-28.554333333333336
2008-BLG-479,BLG215.5,5975,17:59:06.57,-28:06:21.7,2454661.934,2008-07-14.43,0.311,0.496,2.198,0.855,1.0,17.172,17.172,269.777375,-28.10602777777778
2008-BLG-480,BLG215.7,110565,17:58:53.24,-28:20:37.6,2454667.96,2008-07-20.46,32.168,0.109,9.228,2.413,0.083,17.973,20.672,269.7218333333333,-28.343777777777778
2008-BLG-481,BLG250.5,4294,18:07:24.51,-25:44:50.2,2454660.932,2008-07-13.43,6.392,1.200,1.229,0.224,1.0,18.085,18.085,271.85212499999994,-25.74727777777778
2008-BLG-482,BLG130.6,67480,17:46:05.47,-34:08:39.2,2454673.761,2008-07-26.26,19.748,0.549,2.020,0.764,1.0,19.266,19.266,266.5227916666666,-34.14422222222222
2008-BLG-483,BLG155.6,14611,17:51:35.29,-32:25:22.0,2454718.26,2008-09-08.76,108.671,0.120,8.388,2.309,0.576,19.348,19.948,267.89704166666667,-32.422777777777775
2008-BLG-484,BLG207.7,108094,18:01:18.24,-28:55:50.7,2454676.15,2008-07-28.65,77.937,0.640,1.793,0.634,1.0,19.389,19.389,270.32599999999996,-28.93075
2008-BLG-485,BLG223.2,28246,18:00:15.35,-27:49:37.1,2454731.05,2008-09-21.55,36.986,0.529,2.083,0.797,1.0,16.37,16.37,270.0639583333333,-27.82697222222222
2008-BLG-486,BLG173.2,25574,17:58:54.33,-31:21:34.6,2454675.402,2008-07-27.90,18.947,0.272,3.776,1.443,1.0,19.858,19.858,269.72637499999996,-31.359611111111114
2008-BLG-487,BLG138.1,72300,17:45:20.92,-33:48:42.9,2454667.613,2008-07-20.11,9.668,1.010,1.335,0.313,1.0,18.666,18.666,266.33716666666663,-33.81191666666666
2008-BLG-488,BLG180.4,202019,17:53:33.31,-30:22:04.0,2454702.337,2008-08-23.84,42.792,0.306,3.380,1.322,1.0,18.618,18.618,268.38879166666663,-30.36777777777778
2008-BLG-489,BLG219.2,1633,18:10:34.53,-28:25:33.8,2454799.506,2008-11-29.01,132.230,0.554,2.007,0.756,1.0,18.647,18.647,272.643875,-28.426055555555557
2008-BLG-490,BLG100.2,178270,17:52:22.07,-30:00:16.4,2454675.592,2008-07-28.09,15.707,0.979,1.357,0.332,1.0,18.674,18.674,268.0919583333333,-30.004555555555555
2008-BLG-491,BLG101.5,24201,17:52:56.72,-29:38:58.2,2454716.516,2008-09-07.02,30.693,0.637,1.800,0.638,0.658,16.119,16.573,268.2363333333333,-29.6495
2008-BLG-492,BLG101.5,242820,17:53:38.24,-29:32:58.2,2454671.106,2008-07-23.61,6.773,0.559,1.993,0.749,1.0,19.181,19.181,268.4093333333333,-29.549500000000002
2008-BLG-493,BLG101.8,90321,17:52:55.57,-30:04:29.0,2454674.85,2008-07-27.35,52.565,0.033,29.976,3.692,0.188,18.944,20.759,268.23154166666666,-30.07472222222222
2008-BLG-494,BLG101.8,192639,17:52:22.04,-30:00:16.6,2454675.973,2008-07-28.47,17.071,0.942,1.386,0.355,1.0,18.438,18.438,268.0918333333333,-30.00461111111111
2008-BLG-495,BLG103.4,84576,17:56:33.50,-29:52:29.0,2454670.345,2008-07-22.84,9.062,1.113,1.272,0.261,1.0,17.278,17.278,269.13958333333335,-29.87472222222222
2008-BLG-496,BLG156.6,86285,17:54:51.68,-32:21:46.5,2454670.26,2008-07-22.76,16.050,0.400,2.645,1.056,1.0,20.085,20.085,268.7153333333333,-32.36291666666667
2008-BLG-497,BLG173.3,83580,17:58:25.40,-31:08:27.3,2454675.753,2008-07-28.25,8.634,0.754,1.594,0.506,1.0,18.94,18.94,269.6058333333333,-31.140916666666666
2008-BLG-498,BLG205.8,34889,17:55:57.18,-29:08:48.7,2454673.483,2008-07-25.98,4.420,0.172,5.868,1.921,1.0,19.054,19.054,268.98825,-29.14686111111111
2008-BLG-499,BLG206.2,153659,18:00:18.75,-28:54:20.5,2454692.171,2008-08-13.67,30.736,0.506,2.162,0.837,1.0,18.584,18.584,270.07812499999994,-28.905694444444443
2008-BLG-500,BLG207.5,46901,18:02:21.23,-28:42:10.5,2454671.548,2008-07-24.05,28.069,0.529,2.084,0.797,1.0,19.398,19.398,270.58845833333334,-28.702916666666667
2008-BLG-501,BLG214.2,184088,17:57:54.83,-28:19:14.2,2454758.257,2008-10-18.76,161.850,0.198,5.121,1.773,0.064,16.317,19.299,269.47845833333326,-28.32061111111111
2008-BLG-502,BLG214.7,103014,17:57:26.74,-28:22:28.8,2454671.152,2008-07-23.65,24.971,0.781,1.556,0.480,1.0,18.943,18.943,269.3614166666666,-28.374666666666666
2008-BLG-503,BLG223.1,81416,18:00:25.50,-27:56:54.3,2454680.913,2008-08-02.41,5.603,0.808,1.522,0.456,1.0,14.719,14.719,270.10625,-27.948416666666667
2008-BLG-504,BLG223.2,50800,17:59:37.76,-27:47:18.5,2454678.003,2008-07-30.50,4.145,1.112,1.272,0.261,1.0,15.964,15.964,269.9073333333333,-27.788472222222225
2008-BLG-505,BLG232.1,29623,18:01:00.42,-27:22:50.9,2454674.26,2008-07-26.76,17.909,1.483,1.137,0.140,1.0,16.925,16.925,270.25174999999996,-27.380805555555558
2008-BLG-506,BLG242.6,115992,18:08:21.73,-26:25:15.3,2454672.785,2008-07-25.29,30.251,0.027,36.404,3.903,0.057,18.572,21.677,272.09054166666664,-26.420916666666667
2008-BLG-507,BLG188.3,38384,18:00:04.74,-30:02:56.6,2454680.54,2008-08-02.04,8.735,0.459,2.347,0.926,1.0,17.914,17.914,270.01975,-30.049055555555558
2008-BLG-508,BLG195.5,57828,17:53:03.65,-29:02:46.8,2454674.435,2008-07-26.93,3.361,1.291,1.193,0.192,1.0,17.27,17.27,268.2652083333333,-29.046333333333337
2008-BLG-509,BLG215.3,80611,18:00:58.39,-28:13:38.4,2454679.561,2008-08-01.06,5.516,0.072,13.990,2.865,0.326,15.184,16.402,270.24329166666666,-28.22733333333333
2008-BLG-510,BLG250.2,25143,18:09:37.65,-26:02:26.7,2454688.757,2008-08-10.26,21.642,0.060,16.741,3.059,1.0,19.211,19.211,272.40687499999996,-26.040750000000003
2008-BLG-511,BLG101.7,140188,17:52:44.59,-29:53:02.9,2454677.778,2008-07-30.28,1.606,0.798,1.534,0.465,1.0,18.48,18.48,268.18579166666666,-29.884138888888888
2008-BLG-512,BLG104.1,99312,17:59:25.09,-29:40:48.9,2454684.308,2008-08-05.81,13.080,0.165,6.132,1.969,0.26,17.849,19.31,269.85454166666665,-29.68025
2008-BLG-513,BLG180.1,105282,17:52:43.51,-30:51:33.2,2454706.273,2008-08-27.77,-,-,-,-,1.0,15.712,15.712,268.1812916666666,-30.859222222222222
2008-BLG-514,BLG141.8,17561,17:53:00.71,-33:53:05.4,2454720.494,2008-09-10.99,31.506,1.071,1.295,0.281,1.0,18.142,18.142,268.2529583333333,-33.88483333333333
2008-BLG-515,BLG194.4,4227,17:51:11.02,-29:13:03.7,2454686.136,2008-08-07.64,28.342,0.124,8.104,2.272,0.403,19.793,20.778,267.7959166666667,-29.217694444444444
2008-BLG-516,BLG195.5,68254,17:53:21.00,-29:00:58.0,2454799.489,2008-11-28.99,104.986,0.841,1.483,0.428,1.0,17.681,17.681,268.3374999999999,-29.016111111111112
2008-BLG-517,BLG208.6,62171,18:04:16.53,-28:50:22.2,2454707.909,2008-08-29.41,18.985,1.002,1.340,0.318,1.0,15.19,15.19,271.06887499999993,-28.839499999999997
2008-BLG-518,BLG219.3,54898,18:11:12.34,-28:14:56.7,2454681.717,2008-08-03.22,28.397,0.161,6.283,1.995,0.187,18.947,20.766,272.8014166666666,-28.249083333333335
2008-BLG-519,BLG232.2,132543,18:00:40.63,-27:07:01.1,2454682.994,2008-08-04.49,19.208,1.021,1.327,0.307,1.0,18.04,18.04,270.16929166666665,-27.116972222222223
2008-BLG-520,BLG100.6,109616,17:50:28.71,-29:52:19.9,2454709.568,2008-08-31.07,113.894,0.071,14.059,2.870,0.114,18.422,20.778,267.6196249999999,-29.872194444444446
2008-BLG-521,BLG104.6,132763,17:58:50.37,-29:22:31.2,2454686.771,2008-08-08.27,10.199,0.368,2.852,1.138,1.0,19.135,19.135,269.70987499999995,-29.375333333333334
2008-BLG-522,BLG194.2,77690,17:51:36.55,-29:28:31.9,2454689.169,2008-08-10.67,9.020,0.854,1.470,0.418,1.0,17.964,17.964,267.90229166666666,-29.475527777777778
2008-BLG-523,BLG207.6,68163,18:01:33.99,-28:49:43.3,2454681.808,2008-08-03.31,1.020,0.835,1.490,0.433,1.0,17.654,17.654,270.391625,-28.828694444444444
2008-BLG-524,BLG208.5,68604,18:04:09.05,-28:40:18.1,2454697.152,2008-08-18.65,29.653,0.089,11.223,2.625,1.0,19.256,19.256,271.0377083333333,-28.671694444444444
2008-BLG-525,BLG217.6,87642,18:05:10.46,-28:13:25.3,2454697.459,2008-08-18.96,13.054,0.297,3.472,1.352,0.619,16.723,17.243,271.2935833333333,-28.223694444444444
2008-BLG-526,BLG223.4,133926,18:00:35.17,-27:26:56.2,2454704.466,2008-08-25.97,35.549,0.193,5.264,1.803,1.0,19.61,19.61,270.1465416666666,-27.448944444444443
2008-BLG-527,BLG227.1,107694,18:10:37.08,-27:54:08.4,2454689.482,2008-08-10.98,12.476,0.795,1.538,0.467,1.0,18.145,18.145,272.6545,-27.90233333333333
2008-BLG-528,BLG104.3,132022,17:59:04.25,-29:20:26.1,2454694.585,2008-08-16.09,14.820,0.395,2.675,1.068,1.0,18.551,18.551,269.76770833333336,-29.34058333333333
2008-BLG-529,BLG148.6,111665,17:52:22.56,-32:55:51.1,2454685.014,2008-08-06.51,8.373,0.570,1.961,0.731,1.0,18.966,18.966,268.09399999999994,-32.930861111111106
2008-BLG-530,BLG148.7,142163,17:51:53.45,-33:03:21.0,2454686.917,2008-08-08.42,3.884,0.353,2.965,1.180,1.0,18.139,18.139,267.97270833333334,-33.05583333333333
2008-BLG-531,BLG173.5,130451,17:57:43.44,-30:59:40.7,2454693.379,2008-08-14.88,35.459,0.776,1.563,0.485,1.0,18.594,18.594,269.4309999999999,-30.99463888888889
2008-BLG-532,BLG184.4,4235,18:03:38.70,-30:28:40.5,2454686.946,2008-08-08.45,2.815,0.858,1.466,0.415,1.0,17.516,17.516,270.91125,-30.477916666666665
2008-BLG-533,BLG184.4,11973,18:03:38.77,-30:28:40.6,2454686.98,2008-08-08.48,6.458,0.258,3.965,1.496,1.0,19.62,19.62,270.91154166666666,-30.477944444444443
2008-BLG-534,BLG188.4,27986,17:59:46.68,-29:54:32.1,2454737.316,2008-09-27.82,77.565,0.876,1.447,0.401,1.0,17.637,17.637,269.9445,-29.908916666666666
2008-BLG-535,BLG233.3,24976,18:03:29.08,-27:04:06.2,2454688.081,2008-08-09.58,15.861,0.438,2.447,0.971,1.0,19.982,19.982,270.8711666666666,-27.06838888888889
2008-BLG-536,BLG241.5,90440,18:05:24.62,-26:15:56.6,2454684.451,2008-08-05.95,1.942,1.038,1.316,0.298,1.0,16.819,16.819,271.3525833333333,-26.265722222222223
2008-BLG-537,BLG101.3,253277,17:54:42.47,-29:42:54.3,2454688.291,2008-08-09.79,4.836,0.711,1.661,0.551,1.0,17.76,17.76,268.67695833333323,-29.715083333333332
2008-BLG-538,BLG156.6,150056,17:54:09.42,-32:19:07.6,2454695.607,2008-08-17.11,35.077,0.999,1.342,0.320,1.0,18.821,18.821,268.53925,-32.31877777777778
2008-BLG-539,BLG195.4,60456,17:54:04.98,-29:00:56.0,2454702.557,2008-08-24.06,12.476,0.469,2.304,0.906,0.621,16.603,17.121,268.52074999999996,-29.015555555555554
2008-BLG-540,BLG157.3,51786,17:58:05.31,-32:21:27.7,2454744.137,2008-10-04.64,155.281,0.642,1.788,0.631,1.0,18.896,18.896,269.52212499999996,-32.35769444444445
2008-BLG-541,BLG173.6,110776,17:57:07.81,-31:10:01.8,2454754.653,2008-10-15.15,235.480,0.149,6.778,2.078,0.326,19.523,20.741,269.28254166666665,-31.167166666666667
2008-BLG-542,BLG101.3,120746,17:54:43.76,-29:46:04.0,2454696.076,2008-08-17.58,32.895,0.488,2.227,0.869,1.0,19.134,19.134,268.6823333333333,-29.767777777777777
2008-BLG-543,BLG205.2,38649,17:58:33.99,-29:01:03.3,2454688.72,2008-08-10.22,8.195,0.038,26.274,3.549,0.589,19.737,20.311,269.641625,-29.01758333333333
2008-BLG-544,BLG223.5,75129,17:58:57.37,-27:29:49.4,2454720.495,2008-09-10.99,51.769,0.324,3.210,1.266,0.096,15.241,17.781,269.7390416666666,-27.497055555555555
