Name,MOA phase,Field,Chip,RA,Dec,Remarks,RA_deg,Dec_deg
MOA-2012-BLG-023,MOA-2,gb10,3,+17:57:02.8536,-27:20:57.5592,,269.26188999999994,-27.349321999999997
MOA-2012-BLG-024,MOA-2,gb10,4,+17:59:31.3920,-27:54:13.1796,,269.88079999999997,-27.903661
MOA-2012-BLG-025,MOA-2,gb14,8,+18:07:13.3154,-27:20:51.2880,,271.8054808333333,-27.347579999999997
MOA-2012-BLG-026,MOA-2,gb15,5,+18:05:09.3072,-26:29:20.1408,,271.2887799999999,-26.488928
MOA-2012-BLG-027,MOA-2,gb3,2,+17:53:02.9095,-32:24:26.9784,,268.26212291666667,-32.407494
MOA-2012-BLG-028,MOA-2,gb3,3,+17:53:27.5690,-32:40:55.2756,,268.3648708333333,-32.682021
MOA-2012-BLG-029,MOA-2,gb3,3,+17:51:30.9391,-32:46:00.5232,,267.87891291666665,-32.766812
MOA-2012-BLG-030,MOA-2,gb3,4,+17:53:49.7494,-33:10:31.9548,,268.4572891666666,-33.175543
MOA-2012-BLG-031,MOA-2,gb4,3,+17:51:21.5078,-31:05:53.8476,,267.8396158333333,-31.098291
MOA-2012-BLG-032,MOA-2,gb4,4,+17:52:39.2856,-31:13:10.7040,,268.16369,-31.21964
MOA-2012-BLG-033,MOA-2,gb4,8,+17:55:56.7096,-31:02:53.3652,,268.98629,-31.048157000000003
MOA-2012-BLG-034,MOA-2,gb5,3,+17:53:54.2722,-29:09:27.0252,,268.4761341666666,-29.157507
MOA-2012-BLG-035,MOA-2,gb8,10,+18:02:40.8463,-30:14:01.0320,,270.6701929166667,-30.233620000000002
MOA-2012-BLG-036,MOA-2,gb9,10,+18:00:20.1377,-28:37:38.4240,,270.0839070833333,-28.62734
MOA-2012-BLG-037,MOA-2,gb9,5,+17:59:41.8337,-29:55:10.2792,,269.9243070833333,-29.919522
MOA-2012-BLG-038,MOA-2,gb9,5,+17:59:53.7775,-29:47:07.6560,,269.9740729166666,-29.78546
MOA-2012-BLG-039,MOA-2,gb9,5,+17:58:45.5030,-29:51:36.4788,,269.68959583333327,-29.860133
MOA-2012-BLG-040,MOA-2,gb8,1,+17:58:06.4128,-30:19:18.0156,,269.52671999999995,-30.321671
MOA-2012-BLG-041,MOA-2,gb19,4,+18:16:58.6531,-25:58:49.0440,,274.24438791666665,-25.98029
MOA-2012-BLG-042,MOA-2,gb19,9,+18:19:40.8250,-25:15:27.1008,,274.9201041666666,-25.257528
MOA-2012-BLG-043,MOA-2,gb4,1,+17:52:59.1226,-30:15:54.8316,,268.24634416666663,-30.265231
MOA-2012-BLG-044,MOA-2,gb4,1,+17:52:52.7498,-30:12:05.2488,,268.2197908333333,-30.201458
MOA-2012-BLG-045,MOA-2,gb5,6,+17:54:40.8060,-29:56:25.7244,,268.67002499999995,-29.940479
MOA-2012-BLG-046,MOA-2,gb8,3,+17:59:48.1018,-30:51:19.7352,,269.95042416666666,-30.855482000000002
MOA-2012-BLG-047,MOA-2,gb1,1,+17:47:03.9674,-33:31:27.2100,,266.7665308333333,-33.524225
MOA-2012-BLG-048,MOA-2,gb1,2,+17:45:54.6408,-33:56:29.6628,,266.47766999999993,-33.941573
MOA-2012-BLG-049,MOA-2,gb4,1,+17:51:54.9259,-30:18:14.5836,,267.97885791666664,-30.304051
MOA-2012-BLG-050,MOA-2,gb4,3,+17:53:16.6783,-30:59:26.0844,,268.31949291666666,-30.990579
MOA-2012-BLG-051,MOA-2,gb17,8,+18:14:26.9695,-27:36:49.7592,,273.61237291666663,-27.613822000000003
MOA-2012-BLG-052,MOA-2,gb4,4,+17:52:52.7563,-31:10:50.2068,,268.21981791666667,-31.180613
MOA-2012-BLG-053,MOA-2,gb9,10,+18:02:07.8773,-28:38:01.3236,CV,270.5328220833333,-28.633701
MOA-2012-BLG-054,MOA-2,gb10,3,+17:57:38.4694,-27:22:30.1980,,269.4102891666666,-27.375055
MOA-2012-BLG-055,MOA-2,gb11,6,+18:06:35.3998,-33:26:46.7088,,271.64749916666665,-33.446307999999995
MOA-2012-BLG-056,MOA-2,gb11,7,+18:06:26.8116,-33:15:20.0880,,271.611715,-33.25558
MOA-2012-BLG-057,MOA-2,gb13,4,+18:04:26.5678,-29:32:14.7084,,271.1106991666666,-29.537419000000003
MOA-2012-BLG-058,MOA-2,gb14,4,+18:03:31.9308,-27:43:56.5716,,270.883045,-27.732380999999997
MOA-2012-BLG-059,MOA-2,gb16,2,+18:11:42.5558,-29:01:35.2776,,272.9273158333333,-29.026466
MOA-2012-BLG-060,MOA-2,gb18,4,+18:10:53.8757,-25:58:00.5628,,272.7244820833333,-25.966822999999998
MOA-2012-BLG-061,MOA-2,gb19,9,+18:20:18.7786,-25:10:05.2788,,275.0782441666666,-25.168133
MOA-2012-BLG-062,MOA-2,gb2,9,+17:55:20.5445,-34:13:51.6864,,268.8356020833333,-34.231024000000005
MOA-2012-BLG-063,MOA-2,gb5,9,+17:55:18.8261,-28:52:32.2428,,268.8284420833333,-28.875623
MOA-2012-BLG-064,MOA-2,gb5,9,+17:54:05.2850,-28:52:21.0972,,268.5220208333333,-28.872527
MOA-2012-BLG-065,MOA-2,gb1,7,+17:48:05.5514,-34:29:58.8048,,267.0231308333333,-34.499668
MOA-2012-BLG-066,MOA-2,gb7,9,+18:02:19.5473,-32:13:39.2556,,270.58144708333333,-32.227571000000005
MOA-2012-BLG-067,MOA-2,gb10,5,+17:58:49.0778,-28:09:39.6324,,269.7044908333333,-28.161009
MOA-2012-BLG-068,MOA-2,gb11,2,+18:05:43.6534,-32:27:30.7332,,271.4318891666666,-32.458537
MOA-2012-BLG-069,MOA-2,gb13,6,+18:06:47.0534,-29:48:27.0792,,271.69605583333333,-29.807522000000002
MOA-2012-BLG-070,MOA-2,gb14,5,+18:04:39.4102,-28:17:12.4260,,271.16420916666664,-28.286785000000002
MOA-2012-BLG-071,MOA-2,gb17,3,+18:09:26.7211,-27:28:38.4096,CV,272.3613379166666,-27.477335999999998
MOA-2012-BLG-072,MOA-2,gb19,3,+18:17:46.0140,-25:22:55.2396,,274.44172499999996,-25.382011000000002
MOA-2012-BLG-073,MOA-2,gb21,4,+18:17:01.5170,-22:30:21.0528,,274.2563208333333,-22.505848
MOA-2012-BLG-074,MOA-2,gb3,8,+17:56:29.1055,-32:50:20.1480,,269.12127291666667,-32.838930000000005
MOA-2012-BLG-075,MOA-2,gb4,1,+17:53:25.0666,-30:16:45.8652,,268.35444416666667,-30.279407
MOA-2012-BLG-076,MOA-2,gb4,4,+17:52:55.5670,-31:13:17.7420,,268.2315291666667,-31.221594999999997
MOA-2012-BLG-077,MOA-2,gb4,4,+17:53:28.9735,-31:19:10.7220,,268.37072291666664,-31.319645
MOA-2012-BLG-078,MOA-2,gb4,7,+17:56:54.4368,-31:21:18.7920,,269.22682,-31.355220000000003
MOA-2012-BLG-079,MOA-2,gb4,7,+17:54:36.7387,-31:27:31.8744,,268.65307791666663,-31.458854
MOA-2012-BLG-080,MOA-2,gb8,4,+17:56:54.3864,-31:21:18.5796,,269.22661,-31.355161000000003
MOA-2012-BLG-081,MOA-2,gb12,6,+18:06:16.3766,-31:45:06.9012,,271.5682358333333,-31.751917
MOA-2012-BLG-082,MOA-2,gb14,3,+18:05:57.6410,-27:39:21.9852,,271.49017083333325,-27.656107
MOA-2012-BLG-083,MOA-2,gb13,7,+18:07:10.9320,-29:33:27.7020,,271.79555,-29.557695
MOA-2012-BLG-084,MOA-2,gb18,1,+18:10:10.9351,-25:01:39.7200,,272.54556291666665,-25.0277
MOA-2012-BLG-085,MOA-2,gb3,1,+17:53:10.6354,-32:01:20.1396,,268.29431416666665,-32.022261
MOA-2012-BLG-086,MOA-2,gb19,2,+18:16:59.1389,-25:02:53.2032,,274.24641208333327,-25.048112000000003
MOA-2012-BLG-087,MOA-2,gb15,2,+18:04:31.9255,-25:23:30.1200,,271.1330229166667,-25.3917
MOA-2012-BLG-088,MOA-2,gb17,6,+18:13:48.1126,-28:17:19.5684,,273.4504691666666,-28.288769000000002
MOA-2012-BLG-089,MOA-2,gb20,4,+18:16:28.3829,-24:07:21.7920,,274.1182620833333,-24.12272
MOA-2012-BLG-090,MOA-2,gb4,3,+17:52:21.9410,-31:03:05.9076,,268.0914208333333,-31.051641
MOA-2012-BLG-091,MOA-2,gb5,4,+17:51:21.1174,-29:31:19.4700,CV,267.83798916666666,-29.522074999999997
MOA-2012-BLG-092,MOA-2,gb5,10,+17:56:08.6304,-28:41:38.2380,,269.03596,-28.693955
MOA-2012-BLG-093,MOA-2,gb2,6,+17:57:16.8917,-35:11:55.4388,,269.3203820833333,-35.198733
MOA-2012-BLG-094,MOA-2,gb10,7,+18:01:05.7209,-27:49:24.5136,,270.27383708333326,-27.823476
MOA-2012-BLG-095,MOA-2,gb10,3,+17:59:51.0283,-27:23:31.3512,,269.96261791666666,-27.392042
MOA-2012-BLG-096,MOA-2,gb5,4,+17:52:56.1523,-29:35:46.5252,,268.23396791666664,-29.596256999999998
MOA-2012-BLG-097,MOA-2,gb9,3,+17:58:03.0665,-29:17:10.6836,,269.5127770833333,-29.286301
MOA-2012-BLG-098,MOA-2,gb9,7,+18:01:57.8880,-29:33:24.1488,,270.49119999999994,-29.556708
MOA-2012-BLG-099,MOA-2,gb1,10,+17:48:29.5517,-33:26:18.5748,,267.1231320833333,-33.438492999999994
MOA-2012-BLG-100,MOA-2,gb1,5,+17:45:51.7325,-34:57:42.3108,,266.4655520833333,-34.961753
MOA-2012-BLG-101,MOA-2,gb10,4,+17:58:59.0054,-27:41:20.9760,,269.7458558333333,-27.68916
MOA-2012-BLG-102,MOA-2,gb10,8,+18:01:02.4715,-27:35:11.0220,,270.2602979166666,-27.586395
MOA-2012-BLG-103,MOA-2,gb14,1,+18:05:05.2385,-26:54:08.1540,,271.2718270833333,-26.902265
MOA-2012-BLG-104,MOA-2,gb14,7,+18:08:55.3092,-27:40:57.5940,,272.23045499999995,-27.682665
MOA-2012-BLG-105,MOA-2,gb3,10,+17:54:30.5700,-32:05:35.1528,,268.627375,-32.093098000000005
MOA-2012-BLG-106,MOA-2,gb3,3,+17:52:58.5737,-32:35:48.3576,,268.2440570833333,-32.596766
MOA-2012-BLG-107,MOA-2,gb5,5,+17:52:25.9051,-29:47:27.6540,,268.10793791666663,-29.791015
MOA-2012-BLG-108,MOA-2,gb7,6,+18:02:03.1027,-33:32:08.5020,,270.5129279166667,-33.535695
MOA-2012-BLG-109,MOA-2,gb8,4,+17:59:28.9162,-31:23:50.5860,,269.8704841666667,-31.397385
MOA-2012-BLG-110,MOA-2,gb9,8,+18:02:19.2144,-29:23:15.2952,,270.58006,-29.387582
MOA-2012-BLG-111,MOA-2,gb14,4,+18:05:22.2914,-27:50:58.9092,,271.34288083333325,-27.849697
MOA-2012-BLG-112,MOA-2,gb9,7,+18:01:52.7297,-29:44:34.4688,,270.4697070833333,-29.742908
MOA-2012-BLG-113,MOA-2,gb9,3,+17:57:27.2369,-29:12:56.2968,,269.36348708333327,-29.215638
MOA-2012-BLG-114,MOA-2,gb13,2,+18:04:33.7824,-29:01:44.6232,,271.14076,-29.029062
MOA-2012-BLG-115,MOA-2,gb16,2,+18:10:30.4584,-28:44:00.4632,,272.62691,-28.733462
MOA-2012-BLG-116,MOA-2,gb4,8,+17:56:52.8406,-30:56:06.8604,,269.2201691666666,-30.935239
MOA-2012-BLG-117,MOA-2,gb18,7,+18:12:23.5594,-26:12:43.4520,,273.0981641666666,-26.21207
MOA-2012-BLG-118,MOA-2,gb13,7,+18:07:58.0536,-29:31:21.3312,,271.99188999999996,-29.522592
MOA-2012-BLG-119,MOA-2,gb14,1,+18:05:23.2207,-26:53:11.2200,,271.3467529166666,-26.88645
MOA-2012-BLG-120,MOA-2,gb12,2,+18:05:38.3038,-30:40:42.7440,,271.4095991666666,-30.67854
MOA-2012-BLG-121,MOA-2,gb5,7,+17:55:07.6764,-29:30:02.7108,,268.78198499999996,-29.500753
MOA-2012-BLG-122,MOA-2,gb6,6,+17:54:28.3380,-28:11:46.3956,,268.6180749999999,-28.196221
MOA-2012-BLG-123,MOA-2,gb1,1,+17:46:54.8146,-33:38:00.6504,,266.72839416666665,-33.633514
MOA-2012-BLG-124,MOA-2,gb18,3,+18:09:07.4746,-25:47:16.6056,,272.2811441666666,-25.787946
MOA-2012-BLG-125,MOA-2,gb20,3,+18:16:27.6096,-23:41:28.8204,CV,274.11503999999996,-23.691339
MOA-2012-BLG-126,MOA-2,gb5,9,+17:55:54.0706,-28:53:33.3816,,268.97529416666663,-28.892606
MOA-2012-BLG-127,MOA-2,gb8,9,+18:01:44.5452,-30:40:43.6548,,270.43560499999995,-30.678793000000002
MOA-2012-BLG-128,MOA-2,gb2,7,+17:55:21.9895,-34:58:23.4048,,268.84162291666667,-34.973168
MOA-2012-BLG-129,MOA-2,gb13,5,+18:04:14.9081,-30:00:02.1456,,271.0621170833333,-30.000596
MOA-2012-BLG-130,MOA-2,gb3,4,+17:52:15.7536,-33:11:06.3672,,268.06564,-33.18510199999999
MOA-2012-BLG-131,MOA-2,gb14,9,+18:07:17.3268,-27:01:21.8172,,271.82219499999997,-27.022727
MOA-2012-BLG-132,MOA-2,gb5,4,+17:52:18.4001,-29:37:30.9252,,268.0766670833333,-29.625257
MOA-2012-BLG-133,MOA-2,gb4,4,+17:52:16.8365,-31:29:25.8108,,268.0701520833333,-31.490503
MOA-2012-BLG-134,MOA-2,gb18,8,+18:12:06.7942,-25:51:21.0564,,273.02830916666665,-25.855849000000003
MOA-2012-BLG-135,MOA-2,gb10,10,+18:00:12.1469,-26:39:43.4880,,270.0506120833333,-26.66208
MOA-2012-BLG-136,MOA-2,gb14,3,+18:04:47.4557,-27:31:03.9720,,271.19773208333334,-27.51777
MOA-2012-BLG-137,MOA-2,gb18,9,+18:13:59.7773,-25:26:22.3548,,273.49907208333326,-25.439543
MOA-2012-BLG-138,MOA-2,gb4,10,+17:55:32.5421,-30:09:37.1232,,268.88559208333334,-30.160311999999998
MOA-2012-BLG-139,MOA-2,gb9,2,+17:59:06.9821,-28:48:07.1280,,269.7790920833333,-28.80198
MOA-2012-BLG-140,MOA-2,gb16,3,+18:09:00.1265,-29:10:49.6416,CV,272.2505270833333,-29.180456
MOA-2012-BLG-141,MOA-2,gb16,7,+18:13:06.4894,-29:27:59.7168,,273.2770391666666,-29.466587999999998
MOA-2012-BLG-142,MOA-2,gb1,10,+17:49:07.6675,-33:30:41.8788,,267.28194791666664,-33.511633
MOA-2012-BLG-143,MOA-2,gb16,5,+18:09:29.6047,-29:57:07.8444,,272.3733529166666,-29.952179
MOA-2012-BLG-144,MOA-2,gb1,8,+17:49:02.9278,-34:09:42.2208,,267.2621991666666,-34.161728
MOA-2012-BLG-145,MOA-2,gb10,2,+17:59:26.7031,-27:11:15.1764,,269.86126291666665,-27.187549
MOA-2012-BLG-146,MOA-2,gb12,9,+18:06:54.3122,-30:30:59.5188,,271.7263008333333,-30.516533
MOA-2012-BLG-147,MOA-2,gb12,9,+18:06:17.7919,-30:46:41.7324,,271.57413291666666,-30.778259
MOA-2012-BLG-148,MOA-2,gb13,2,+18:05:48.6610,-28:52:01.8480,,271.4527541666666,-28.86718
MOA-2012-BLG-149,MOA-2,gb13,4,+18:05:20.3506,-29:43:54.2964,,271.33479416666665,-29.731748999999997
MOA-2012-BLG-150,MOA-2,gb13,5,+18:03:44.9338,-30:02:18.7692,,270.9372241666666,-30.038547
MOA-2012-BLG-151,MOA-2,gb19,3,+18:15:47.6942,-25:33:49.5972,,273.9487258333333,-25.563777
MOA-2012-BLG-152,MOA-2,gb19,6,+18:19:15.1915,-26:17:56.1084,,274.8132979166666,-26.298919
MOA-2012-BLG-153,MOA-2,gb21,8,+18:19:37.8850,-21:50:40.6824,,274.90785416666665,-21.844634
MOA-2012-BLG-154,MOA-2,gb21,9,+18:20:43.4666,-21:32:33.4860,,275.18111083333326,-21.542635
MOA-2012-BLG-155,MOA-2,gb4,10,+17:55:57.8674,-30:16:31.9584,,268.99111416666665,-30.275544
MOA-2012-BLG-156,MOA-2,gb5,3,+17:53:30.7289,-29:20:19.2228,,268.3780370833333,-29.338673
MOA-2012-BLG-157,MOA-2,gb5,7,+17:55:06.3293,-29:32:47.5260,,268.77637208333334,-29.546535000000002
MOA-2012-BLG-158,MOA-2,gb8,2,+17:57:52.2766,-30:45:27.3456,,269.46781916666663,-30.757596
MOA-2012-BLG-159,MOA-2,gb17,1,+18:10:38.1547,-26:42:29.2248,,272.65897791666663,-26.708118
MOA-2012-BLG-160,MOA-2,gb4,5,+17:53:40.8785,-31:41:25.0512,,268.4203270833333,-31.690292
MOA-2012-BLG-161,MOA-2,gb13,3,+18:05:00.5784,-29:09:21.8304,,271.25240999999994,-29.156063999999997
MOA-2012-BLG-162,MOA-2,gb1,2,+17:46:02.3700,-34:00:46.0188,,266.50987499999997,-34.012783
MOA-2012-BLG-163,MOA-2,gb1,2,+17:46:30.2950,-33:46:43.3128,,266.62622916666663,-33.778698
MOA-2012-BLG-164,MOA-2,gb4,3,+17:52:44.6582,-30:55:42.3840,,268.1860758333333,-30.928440000000002
MOA-2012-BLG-165,MOA-2,gb4,5,+17:53:12.5218,-31:49:02.4204,,268.30217416666665,-31.817339
MOA-2012-BLG-166,MOA-2,gb5,3,+17:52:55.1316,-29:10:04.5156,,268.22971499999994,-29.167921
MOA-2012-BLG-167,MOA-2,gb3,1,+17:53:41.2286,-31:55:44.0292,,268.4217858333333,-31.928897000000003
MOA-2012-BLG-168,MOA-2,gb20,7,+18:20:32.5306,-24:14:58.8948,,275.1355441666666,-24.249693
MOA-2012-BLG-169,MOA-2,gb8,3,+17:59:28.1717,-31:06:39.7944,,269.8673820833333,-31.111054000000003
MOA-2012-BLG-170,MOA-2,gb2,3,+17:51:11.4835,-34:35:22.5528,,267.7978479166666,-34.589598
MOA-2012-BLG-171,MOA-2,gb5,10,+17:55:13.7359,-28:26:22.3872,,268.80723291666663,-28.439552
MOA-2012-BLG-172,MOA-2,gb4,1,+17:51:18.4843,-30:17:35.9700,,267.82701791666665,-30.293325000000003
MOA-2012-BLG-173,MOA-2,gb8,6,+18:00:58.8468,-31:47:52.6020,,270.24519499999997,-31.797945000000002
MOA-2012-BLG-174,MOA-2,gb3,2,+17:53:48.4776,-32:26:17.6928,,268.45198999999997,-32.438247999999994
MOA-2012-BLG-175,MOA-2,gb1,2,+17:46:23.6904,-33:56:25.4040,,266.59871,-33.940389999999994
MOA-2012-BLG-176,MOA-2,gb14,10,+18:06:30.3238,-26:47:25.3068,,271.6263491666666,-26.790363000000003
MOA-2012-BLG-177,MOA-2,gb14,10,+18:07:29.8186,-26:56:12.3720,,271.87424416666664,-26.93677
MOA-2012-BLG-178,MOA-2,gb3,3,+17:53:16.8122,-32:48:53.7660,,268.32005083333326,-32.814935
MOA-2012-BLG-179,MOA-2,gb3,4,+17:51:46.1794,-33:06:47.0952,,267.94241416666665,-33.113082
MOA-2012-BLG-180,MOA-2,gb9,9,+18:00:30.0247,-28:44:40.9308,,270.1251029166666,-28.744703
MOA-2012-BLG-181,MOA-2,gb4,4,+17:51:21.4090,-31:14:11.0688,,267.83920416666666,-31.236408
MOA-2012-BLG-182,MOA-2,gb10,5,+17:58:53.2733,-28:14:09.2724,,269.7219720833333,-28.235909
MOA-2012-BLG-183,MOA-2,gb13,6,+18:06:11.5046,-29:59:10.8636,,271.5479358333333,-29.986351000000003
MOA-2012-BLG-184,MOA-2,gb5,8,+17:55:35.0189,-29:14:58.0236,,268.89591208333337,-29.249451
MOA-2012-BLG-185,MOA-2,gb5,9,+17:55:52.7357,-28:59:03.9840,,268.9697320833333,-28.98444
MOA-2012-BLG-186,MOA-2,gb13,1,+18:04:29.5795,-28:29:59.5176,,271.1232479166666,-28.499866
MOA-2012-BLG-187,MOA-2,gb13,7,+18:08:02.1590,-29:28:11.4492,,272.0089958333333,-29.469846999999998
MOA-2012-BLG-188,MOA-2,gb3,2,+17:53:25.8926,-32:25:28.3152,,268.3578858333333,-32.424532
MOA-2012-BLG-189,MOA-2,gb5,9,+17:54:46.6697,-28:59:51.3672,,268.69445708333325,-28.997602
MOA-2012-BLG-190,MOA-2,gb2,10,+17:57:00.6516,-33:52:13.6884,,269.25271499999997,-33.870469
MOA-2012-BLG-191,MOA-2,gb6,9,+17:56:25.6882,-27:13:22.5048,,269.1070341666666,-27.222918
MOA-2012-BLG-192,MOA-2,gb13,8,+18:07:45.1310,-29:22:19.2864,,271.9380458333333,-29.372024
MOA-2012-BLG-193,MOA-2,gb10,4,+17:59:46.1875,-27:49:10.7832,,269.94244791666665,-27.819662
MOA-2012-BLG-194,MOA-2,gb9,10,+18:02:42.8398,-28:34:08.5584,,270.67849916666665,-28.569043999999998
MOA-2012-BLG-195,MOA-2,gb2,9,+17:55:47.7070,-34:07:32.1132,,268.94877916666667,-34.125587
MOA-2012-BLG-196,MOA-2,gb18,6,+18:12:31.3711,-26:35:54.3444,,273.1307129166666,-26.598429
MOA-2012-BLG-197,MOA-2,gb5,2,+17:51:50.4756,-28:44:09.6828,,267.960315,-28.736023
MOA-2012-BLG-198,MOA-2,gb5,2,+17:51:40.3966,-28:52:57.2052,,267.91831916666666,-28.882557000000002
MOA-2012-BLG-199,MOA-2,gb1,5,+17:45:26.4545,-34:54:37.3464,,266.3602270833333,-34.910374
MOA-2012-BLG-200,MOA-2,gb16,8,+18:12:40.4323,-29:13:35.7960,,273.16846791666666,-29.226609999999997
MOA-2012-BLG-201,MOA-2,gb17,10,+18:14:05.3009,-26:55:32.0448,,273.5220870833333,-26.925568000000002
MOA-2012-BLG-202,MOA-2,gb18,10,+18:12:34.8420,-25:02:59.7876,,273.14517499999994,-25.049941
MOA-2012-BLG-203,MOA-2,gb4,6,+17:55:54.8789,-31:50:25.2636,,268.97866208333335,-31.840351
MOA-2012-BLG-204,MOA-2,gb10,5,+17:58:08.7046,-28:03:08.9100,,269.5362691666666,-28.052475
MOA-2012-BLG-205,MOA-2,gb4,10,+17:54:15.8566,-30:14:11.0976,,268.5660691666666,-30.236416000000002
MOA-2012-BLG-206,MOA-2,gb5,1,+17:51:32.3695,-28:33:41.4360,,267.88487291666667,-28.561510000000002
MOA-2012-BLG-207,MOA-2,gb8,9,+18:02:14.1187,-30:33:43.2216,,270.55882791666664,-30.562006
MOA-2012-BLG-208,MOA-2,gb3,10,+17:55:38.7084,-31:58:50.8800,,268.91128499999996,-31.9808
MOA-2012-BLG-209,MOA-2,gb8,4,+17:57:49.6601,-31:25:56.7444,,269.4569170833333,-31.432429000000003
MOA-2012-BLG-210,MOA-2,gb7,5,+17:58:50.5702,-33:17:11.5728,,269.7107091666666,-33.286547999999996
MOA-2012-BLG-211,MOA-2,gb5,9,+17:54:24.5033,-28:56:35.7720,,268.6020970833333,-28.943270000000002
MOA-2012-BLG-212,MOA-2,gb14,9,+18:07:28.9402,-27:08:53.2068,,271.8705841666666,-27.148113
MOA-2012-BLG-213,MOA-2,gb17,8,+18:13:57.2635,-27:37:04.5048,,273.4885979166666,-27.617918
MOA-2012-BLG-214,MOA-2,gb14,2,+18:04:55.2146,-27:12:52.0344,,271.23006083333325,-27.214454
MOA-2012-BLG-215,MOA-2,gb9,10,+18:01:58.0961,-28:25:55.4196,,270.49206708333327,-28.432061
MOA-2012-BLG-216,MOA-2,gb9,10,+18:02:46.8910,-28:31:57.4356,,270.69537916666667,-28.532621
MOA-2012-BLG-217,MOA-2,gb20,3,+18:16:44.5042,-23:49:42.4164,,274.18543416666665,-23.828449
MOA-2012-BLG-218,MOA-2,gb7,1,+17:57:52.8850,-32:03:28.9908,,269.4703541666666,-32.058052999999994
MOA-2012-BLG-219,MOA-2,gb9,10,+18:02:46.6442,-28:35:24.1332,,270.6943508333333,-28.590037
MOA-2012-BLG-220,MOA-2,gb19,3,+18:16:07.4489,-25:31:36.0192,,274.0310370833333,-25.526671999999998
MOA-2012-BLG-221,MOA-2,gb13,1,+18:04:00.1474,-28:31:55.6932,CV,271.0006141666666,-28.532137
MOA-2012-BLG-222,MOA-2,gb5,2,+17:53:05.5783,-29:00:52.2000,,268.2732429166667,-29.0145
MOA-2012-BLG-223,MOA-2,gb14,6,+18:06:13.5221,-28:08:19.6404,,271.55634208333333,-28.138789
MOA-2012-BLG-224,MOA-2,gb16,3,+18:10:15.0355,-29:20:17.8440,,272.5626479166666,-29.338289999999997
MOA-2012-BLG-225,MOA-2,gb9,10,+18:00:51.1178,-28:41:30.5844,,270.2129908333333,-28.691829
MOA-2012-BLG-226,MOA-2,gb9,6,+18:00:20.1562,-29:59:39.1056,,270.0839841666666,-29.994196000000002
MOA-2012-BLG-227,MOA-2,gb2,2,+17:52:19.5290,-34:03:54.2268,,268.0813708333333,-34.065062999999995
MOA-2012-BLG-228,MOA-2,gb14,5,+18:05:35.6345,-28:07:21.5184,,271.39847708333326,-28.122644
MOA-2012-BLG-229,MOA-2,gb18,6,+18:12:22.3298,-26:27:13.2444,,273.0930408333333,-26.453679
