Name,MOA phase,Field,Chip,RA,Dec,Remarks,RA_deg,Dec_deg
MOA-2010-BLG-001,MOA-2,gb1,1,+17:44:58.4338,-33:26:52.7748,,266.2434741666666,-33.447993
MOA-2010-BLG-002,MOA-2,gb1,5,+17:44:50.0808,-34:53:57.2100,,266.20867,-34.899225
MOA-2010-BLG-003,MOA-2,gb10,9,+18:01:33.4567,-27:17:47.6448,,270.38940291666665,-27.296568
MOA-2010-BLG-004,MOA-2,gb13,2,+18:05:26.1134,-28:44:28.7088,,271.3588058333333,-28.741308
MOA-2010-BLG-005,MOA-2,gb16,7,+18:14:36.9521,-29:40:32.0232,,273.6539670833333,-29.675562000000003
MOA-2010-BLG-006,MOA-2,gb2,5,+17:50:54.1610,-35:12:46.5732,,267.72567083333325,-35.212937000000004
MOA-2010-BLG-007,MOA-2,gb2,6,+17:54:14.1617,-35:07:17.0832,,268.55900708333326,-35.121412
MOA-2010-BLG-008,MOA-2,gb2,9,+17:56:30.3374,-34:06:18.1332,,269.1264058333333,-34.105037
MOA-2010-BLG-009,MOA-2,gb4,1,+17:53:14.9810,-30:23:50.1432,,268.3124208333333,-30.397261999999998
MOA-2010-BLG-010,MOA-2,gb4,10,+17:56:36.7584,-30:13:27.3540,,269.15315999999996,-30.224265
MOA-2010-BLG-011,MOA-2,gb4,9,+17:56:31.2466,-30:30:58.4460,,269.1301941666667,-30.516235
MOA-2010-BLG-012,MOA-2,gb5,1,+17:52:03.3562,-28:31:20.4636,,268.01398416666666,-28.522351
MOA-2010-BLG-013,MOA-2,gb5,8,+17:56:33.4526,-29:20:16.6380,,269.1393858333333,-29.337954999999997
MOA-2010-BLG-014,MOA-2,gb9,10,+18:01:28.1638,-28:39:53.3664,,270.3673491666666,-28.664824
MOA-2010-BLG-015,MOA-2,gb10,8,+18:01:38.0657,-27:20:25.3644,,270.40860708333327,-27.340379
MOA-2010-BLG-016,MOA-2,gb12,9,+18:08:39.0883,-30:38:25.3356,,272.16286791666664,-30.640371
MOA-2010-BLG-017,MOA-2,gb14,8,+18:07:29.7780,-27:26:12.8004,,271.87407499999995,-27.436889
MOA-2010-BLG-018,MOA-2,gb16,1,+18:09:36.3403,-28:39:41.5908,,272.4014179166666,-28.661552999999998
MOA-2010-BLG-019,MOA-2,gb4,1,+17:51:30.5014,-30:12:09.1728,,267.8770891666666,-30.202548
MOA-2010-BLG-020,MOA-2,gb4,2,+17:52:49.8840,-30:36:06.4152,,268.20784999999995,-30.601782
MOA-2010-BLG-021,MOA-2,gb5,3,+17:52:36.9739,-29:23:42.8604,,268.15405791666666,-29.395239
MOA-2010-BLG-022,MOA-2,gb5,4,+17:53:54.4692,-29:33:05.1408,,268.4769549999999,-29.551428
MOA-2010-BLG-023,MOA-2,gb5,7,+17:55:41.9134,-29:30:25.2756,,268.9246391666666,-29.507021
MOA-2010-BLG-024,MOA-2,gb8,1,+17:58:28.3882,-30:18:18.0216,,269.61828416666657,-30.305006000000002
MOA-2010-BLG-025,MOA-2,gb9,6,+18:02:27.2448,-29:58:01.8912,,270.61352,-29.967191999999997
MOA-2010-BLG-026,MOA-2,gb7,8,+18:00:10.8943,-32:45:23.1480,,270.04539291666663,-32.75643
MOA-2010-BLG-027,MOA-2,gb18,9,+18:12:17.8654,-25:18:27.7560,,273.0744391666666,-25.30771
MOA-2010-BLG-028,MOA-2,gb5,4,+17:52:30.1481,-29:45:10.5408,,268.1256170833333,-29.752928
MOA-2010-BLG-029,MOA-2,gb5,5,+17:52:59.5934,-29:48:19.8180,,268.24830583333335,-29.805505
MOA-2010-BLG-030,MOA-2,gb8,4,+17:58:46.6286,-31:29:57.2028,,269.69428583333325,-31.499223
MOA-2010-BLG-031,MOA-2,gb8,8,+18:01:43.9054,-31:03:38.0520,,270.4329391666666,-31.060570000000002
MOA-2010-BLG-032,MOA-2,gb10,2,+17:57:45.1423,-27:11:03.6600,,269.4380929166666,-27.184350000000002
MOA-2010-BLG-033,MOA-2,gb10,9,+18:01:12.2914,-27:16:32.1852,,270.3012141666666,-27.275607
MOA-2010-BLG-034,MOA-2,gb9,3,+17:57:07.9634,-29:06:29.5272,,269.2831808333333,-29.108202000000002
MOA-2010-BLG-035,MOA-2,gb1,2,+17:47:07.2607,-34:00:37.2780,,266.78025291666665,-34.010355
MOA-2010-BLG-036,MOA-2,gb11,4,+18:05:31.6176,-33:04:24.3696,,271.3817399999999,-33.073436
MOA-2010-BLG-037,MOA-2,gb14,4,+18:05:17.9321,-27:56:13.2072,,271.3247170833333,-27.937002
MOA-2010-BLG-038,MOA-2,gb14,4,+18:04:30.7390,-27:55:56.3916,,271.1280791666666,-27.932331
MOA-2010-BLG-039,MOA-2,gb18,7,+18:12:39.7999,-25:56:01.5936,,273.1658329166666,-25.933776
MOA-2010-BLG-040,MOA-2,gb2,4,+17:53:55.1657,-34:41:30.6960,,268.47985708333334,-34.69186
MOA-2010-BLG-041,MOA-2,gb2,5,+17:53:05.5442,-35:18:29.9880,,268.2731008333333,-35.30833
MOA-2010-BLG-042,MOA-2,gb2,6,+17:55:03.4997,-35:06:43.7544,,268.7645820833333,-35.112154000000004
MOA-2010-BLG-043,MOA-2,gb20,5,+18:17:50.8034,-24:32:10.7880,,274.4616808333333,-24.536330000000003
MOA-2010-BLG-044,MOA-2,gb3,4,+17:51:36.5210,-33:05:29.9292,,267.90217083333334,-33.091647
MOA-2010-BLG-045,MOA-2,gb4,1,+17:51:22.3829,-30:16:18.0552,,267.84326208333334,-30.271682
MOA-2010-BLG-046,MOA-2,gb4,9,+17:54:46.6399,-30:39:08.8272,,268.6943329166666,-30.652452
MOA-2010-BLG-047,MOA-2,gb5,3,+17:53:00.2287,-29:07:23.2536,,268.2509529166666,-29.123126
MOA-2010-BLG-048,MOA-2,gb8,10,+18:02:18.1718,-30:19:17.3172,,270.57571583333333,-30.321476999999998
MOA-2010-BLG-049,MOA-2,gb14,1,+18:05:07.0207,-26:46:12.7884,,271.2792529166666,-26.770218999999997
MOA-2010-BLG-050,MOA-2,gb9,10,+18:01:26.2992,-28:38:33.8316,,270.35958,-28.642731
MOA-2010-BLG-051,MOA-2,gb10,3,+17:59:49.2262,-27:31:55.0344,,269.95510916666666,-27.531954
MOA-2010-BLG-052,MOA-2,gb5,7,+17:54:04.8355,-29:45:29.4552,,268.52014791666664,-29.758182
MOA-2010-BLG-053,MOA-2,gb9,9,+18:00:21.6122,-28:47:11.3964,,270.0900508333333,-28.786499000000003
MOA-2010-BLG-054,MOA-2,gb3,2,+17:51:14.2769,-32:31:45.5880,,267.80948708333335,-32.52933
MOA-2010-BLG-055,MOA-2,gb5,8,+17:55:15.8006,-29:22:02.6544,,268.8158358333333,-29.367404
MOA-2010-BLG-056,MOA-2,gb3,2,+17:53:11.1389,-32:14:14.1432,,268.29641208333334,-32.237262
MOA-2010-BLG-057,MOA-2,gb14,4,+18:05:12.9288,-27:56:09.8988,,271.30386999999996,-27.936083
MOA-2010-BLG-058,MOA-2,gb16,8,+18:12:57.9566,-29:24:29.7900,,273.2414858333333,-29.408275
MOA-2010-BLG-059,MOA-2,gb11,7,+18:08:19.9435,-33:11:46.5360,,272.0830979166666,-33.196259999999995
MOA-2010-BLG-060,MOA-2,gb13,6,+18:08:29.7552,-29:54:37.8216,,272.12397999999996,-29.910505999999998
MOA-2010-BLG-061,MOA-2,gb10,6,+18:00:06.9204,-28:08:47.8068,,270.02883499999996,-28.146613
MOA-2010-BLG-062,MOA-2,gb8,8,+18:02:27.2911,-31:04:00.7572,,270.61371291666666,-31.066876999999998
MOA-2010-BLG-063,MOA-2,gb14,8,+18:08:27.6922,-27:39:20.1852,,272.1153841666666,-27.655607
MOA-2010-BLG-064,MOA-2,gb18,6,+18:13:02.8493,-26:25:03.1584,,273.2618720833333,-26.417544
MOA-2010-BLG-065,MOA-2,gb13,1,+18:03:33.5143,-28:41:13.1028,,270.8896429166666,-28.686973000000002
MOA-2010-BLG-066,MOA-2,gb10,4,+17:57:41.1590,-27:53:33.5364,,269.4214958333333,-27.892649
MOA-2010-BLG-067,MOA-2,gb14,4,+18:05:08.9722,-27:41:49.6608,,271.2873841666666,-27.697128
MOA-2010-BLG-068,MOA-2,gb4,2,+17:51:16.9752,-30:46:04.8576,,267.82072999999997,-30.768016
MOA-2010-BLG-069,MOA-2,gb4,2,+17:52:31.7417,-30:39:49.7520,,268.13225708333334,-30.663819999999998
MOA-2010-BLG-070,MOA-2,gb5,10,+17:56:20.6606,-28:39:18.3060,,269.0860858333333,-28.655085
MOA-2010-BLG-071,MOA-2,gb7,3,+17:59:47.3438,-32:35:09.9024,,269.94726583333335,-32.586084
MOA-2010-BLG-072,MOA-2,gb8,6,+18:02:09.4289,-31:31:53.0436,,270.5392870833333,-31.531401
MOA-2010-BLG-073,MOA-2,gb18,5,+18:10:11.3417,-26:31:22.5444,,272.54725708333336,-26.522928999999998
MOA-2010-BLG-074,MOA-2,gb17,7,+18:14:08.6424,-27:43:15.2688,,273.53601,-27.720907999999998
MOA-2010-BLG-075,MOA-2,gb13,2,+18:04:26.1022,-28:58:07.7412,,271.10875916666663,-28.968816999999998
MOA-2010-BLG-076,MOA-2,gb15,6,+18:06:36.9456,-26:29:39.9732,unknown,271.65394,-26.494437
MOA-2010-BLG-077,MOA-2,gb12,2,+18:03:26.8786,-30:40:06.1212,,270.86199416666665,-30.668367
MOA-2010-BLG-078,MOA-2,gb4,1,+17:52:01.6522,-30:24:25.6320,,268.0068841666666,-30.40712
MOA-2010-BLG-079,MOA-2,gb9,9,+18:01:36.9413,-28:49:43.7952,,270.40392208333327,-28.828832
MOA-2010-BLG-080,MOA-2,gb1,3,+17:46:15.4241,-34:08:13.7328,,266.5642670833333,-34.137147999999996
MOA-2010-BLG-081,MOA-2,gb1,5,+17:46:57.4483,-34:57:39.7332,,266.73936791666665,-34.961037000000005
MOA-2010-BLG-082,MOA-2,gb10,4,+17:59:50.4466,-27:47:10.1796,,269.96019416666667,-27.786161
MOA-2010-BLG-083,MOA-2,gb11,2,+18:05:39.2136,-32:32:10.1724,,271.41338999999994,-32.536159
MOA-2010-BLG-084,MOA-2,gb13,2,+18:03:22.9642,-28:44:02.1120,,270.8456841666667,-28.73392
MOA-2010-BLG-085,MOA-2,gb13,3,+18:04:30.6588,-29:17:03.6564,,271.12774499999995,-29.284349000000002
MOA-2010-BLG-086,MOA-2,gb14,10,+18:06:45.6670,-26:40:54.1164,CV,271.69027916666664,-26.681699000000002
MOA-2010-BLG-087,MOA-2,gb15,6,+18:08:34.8456,-26:29:22.7508,CV,272.14518999999996,-26.489653
MOA-2010-BLG-088,MOA-2,gb16,2,+18:09:10.8048,-28:51:25.1676,,272.29501999999997,-28.856991
MOA-2010-BLG-089,MOA-2,gb16,4,+18:09:30.3110,-29:37:00.8112,,272.37629583333324,-29.616892
MOA-2010-BLG-090,MOA-2,gb17,8,+18:14:28.4122,-27:26:46.7772,,273.61838416666666,-27.446327
MOA-2010-BLG-091,MOA-2,gb18,2,+18:09:14.7593,-25:19:31.5480,,272.3114970833333,-25.32543
MOA-2010-BLG-092,MOA-2,gb19,6,+18:18:57.6922,-26:10:05.4984,,274.7403841666666,-26.168194
MOA-2010-BLG-093,MOA-2,gb2,3,+17:52:34.4808,-34:26:50.6364,CV,268.14367,-34.447399
MOA-2010-BLG-094,MOA-2,gb4,10,+17:55:32.3424,-30:12:57.2544,,268.88476,-30.215904
MOA-2010-BLG-095,MOA-2,gb4,8,+17:56:00.5292,-30:55:52.2732,,269.00220499999995,-30.931187
MOA-2010-BLG-096,MOA-2,gb5,3,+17:51:55.2242,-29:17:50.1936,,267.9801008333333,-29.297276
MOA-2010-BLG-097,MOA-2,gb5,4,+17:53:31.7304,-29:43:55.5816,,268.38221,-29.732105999999998
MOA-2010-BLG-098,MOA-2,gb5,5,+17:52:34.5274,-29:52:17.7204,CV,268.1438641666666,-29.871589
MOA-2010-BLG-099,MOA-2,gb5,8,+17:54:56.0042,-29:07:35.1840,,268.73335083333325,-29.12644
MOA-2010-BLG-100,MOA-2,gb9,2,+17:59:57.1570,-29:01:50.0880,,269.9881541666666,-29.03058
MOA-2010-BLG-101,MOA-2,gb9,2,+17:57:11.1067,-28:57:42.5916,,269.2962779166666,-28.961831
MOA-2010-BLG-102,MOA-2,gb9,3,+17:59:20.1221,-29:19:29.4672,,269.8338420833333,-29.324852
MOA-2010-BLG-103,MOA-2,gb9,4,+17:57:02.7374,-29:38:41.2440,,269.2614058333333,-29.64479
MOA-2010-BLG-104,MOA-2,gb15,7,+18:07:54.7116,-26:01:49.4580,,271.977965,-26.030405
MOA-2010-BLG-105,MOA-2,gb5,9,+17:56:34.1474,-28:46:59.0448,,269.14228083333336,-28.783068
MOA-2010-BLG-106,MOA-2,gb7,4,+17:58:49.1328,-33:01:40.8540,,269.70471999999995,-33.028014999999996
MOA-2010-BLG-107,MOA-2,gb7,5,+17:59:39.8662,-33:30:44.3268,,269.9161091666667,-33.512313
MOA-2010-BLG-108,MOA-2,gb15,4,+18:04:44.7701,-26:13:19.3188,,271.1865420833333,-26.222033
MOA-2010-BLG-109,MOA-2,gb4,3,+17:53:44.1888,-31:07:36.0336,,268.43411999999995,-31.126676
MOA-2010-BLG-110,MOA-2,gb8,7,+18:01:59.7514,-31:20:16.6056,,270.49896416666667,-31.337946
MOA-2010-BLG-111,MOA-2,gb9,10,+18:01:21.7944,-28:34:46.9056,,270.3408099999999,-28.579696
MOA-2010-BLG-112,MOA-2,gb10,5,+17:58:49.0418,-28:17:45.6540,,269.7043408333333,-28.296015
MOA-2010-BLG-113,MOA-2,gb12,9,+18:08:44.5440,-30:38:44.2140,CV,272.18559999999997,-30.645615
MOA-2010-BLG-114,MOA-2,gb13,10,+18:07:35.5390,-28:35:29.7924,,271.89807916666666,-28.591609
MOA-2010-BLG-115,MOA-2,gb13,7,+18:06:22.3572,-29:32:57.1920,,271.59315499999997,-29.549220000000002
MOA-2010-BLG-116,MOA-2,gb15,2,+18:04:22.5007,-25:15:23.6484,,271.09375291666663,-25.256569
MOA-2010-BLG-117,MOA-2,gb15,9,+18:07:49.6654,-25:20:40.6896,,271.95693916666664,-25.344635999999998
MOA-2010-BLG-118,MOA-2,gb18,2,+18:10:43.0733,-25:31:50.1600,,272.67947208333334,-25.5306
MOA-2010-BLG-119,MOA-2,gb2,9,+17:56:49.9517,-34:04:51.2328,,269.2081320833333,-34.080898000000005
MOA-2010-BLG-120,MOA-2,gb20,9,+18:19:21.5018,-23:28:29.8200,CV,274.83959083333326,-23.47495
MOA-2010-BLG-121,MOA-2,gb3,1,+17:51:43.2437,-32:05:47.3964,,267.9301820833333,-32.096499
MOA-2010-BLG-122,MOA-2,gb4,7,+17:54:21.0946,-31:21:56.0340,,268.5878941666666,-31.365565
MOA-2010-BLG-123,MOA-2,gb4,8,+17:54:06.6062,-31:01:08.9220,CV,268.5275258333333,-31.019144999999998
MOA-2010-BLG-124,MOA-2,gb5,4,+17:53:27.4399,-29:27:17.4744,CV,268.3643329166666,-29.454854
MOA-2010-BLG-125,MOA-2,gb5,9,+17:54:47.3398,-29:00:55.6596,,268.6972491666666,-29.015461
MOA-2010-BLG-126,MOA-2,gb8,10,+18:01:18.2731,-30:20:30.6096,,270.32613791666665,-30.341835999999997
MOA-2010-BLG-127,MOA-2,gb9,10,+18:01:05.9842,-28:38:12.2316,,270.27493416666664,-28.636731
MOA-2010-BLG-128,MOA-2,gb12,1,+18:05:48.0636,-30:14:38.8248,,271.45026499999994,-30.244118
MOA-2010-BLG-129,MOA-2,gb17,1,+18:11:31.3342,-26:54:12.4596,,272.88055916666667,-26.903461
MOA-2010-BLG-130,MOA-2,gb11,3,+18:03:44.8577,-32:43:03.8604,,270.9369070833333,-32.717739
MOA-2010-BLG-131,MOA-2,gb13,3,+18:03:48.5822,-29:23:07.7460,,270.95242583333334,-29.385485
MOA-2010-BLG-132,MOA-2,gb14,8,+18:07:18.2321,-27:20:33.4464,,271.8259670833333,-27.342623999999997
MOA-2010-BLG-133,MOA-2,gb16,4,+18:11:43.0054,-29:34:41.1276,,272.9291891666667,-29.578091
MOA-2010-BLG-134,MOA-2,gb17,3,+18:11:38.2054,-27:37:38.1864,CV,272.90918916666664,-27.627274
MOA-2010-BLG-135,MOA-2,gb17,4,+18:10:44.2850,-27:53:48.8904,,272.68452083333335,-27.896914
MOA-2010-BLG-136,MOA-2,gb4,5,+17:52:04.6034,-31:45:37.1808,,268.0191808333333,-31.760328
MOA-2010-BLG-137,MOA-2,gb4,6,+17:56:55.5593,-31:37:23.4840,,269.2314970833333,-31.62319
MOA-2010-BLG-138,MOA-2,gb5,7,+17:55:41.7137,-29:34:58.4508,,268.9238070833333,-29.582902999999998
MOA-2010-BLG-139,MOA-2,gb5,7,+17:57:02.8426,-29:38:41.1036,,269.2618441666666,-29.644751
MOA-2010-BLG-140,MOA-2,gb9,3,+17:57:29.4708,-29:20:56.2200,,269.372795,-29.34895
MOA-2010-BLG-141,MOA-2,gb10,5,+17:58:28.5967,-28:12:01.1304,,269.61915291666656,-28.200314
MOA-2010-BLG-142,MOA-2,gb10,9,+18:00:37.8895,-27:16:14.6604,,270.15787291666663,-27.270739
MOA-2010-BLG-143,MOA-2,gb13,8,+18:06:19.9025,-29:16:43.5540,,271.58292708333335,-29.278765
MOA-2010-BLG-144,MOA-2,gb17,8,+18:12:35.0016,-27:30:18.1764,,273.1458399999999,-27.505049
MOA-2010-BLG-145,MOA-2,gb19,9,+18:20:33.5779,-25:15:48.4668,,275.13990791666663,-25.263463
MOA-2010-BLG-146,MOA-2,gb5,9,+17:55:25.7909,-28:58:06.2040,,268.8574620833333,-28.96839
MOA-2010-BLG-147,MOA-2,gb9,10,+18:01:58.7957,-28:24:28.7064,,270.4949820833333,-28.407974
MOA-2010-BLG-148,MOA-2,gb4,9,+17:54:13.9944,-30:47:57.6888,CV,268.55830999999995,-30.799358
MOA-2010-BLG-149,MOA-2,gb12,3,+18:05:31.6430,-31:05:40.6716,,271.3818458333333,-31.094631
MOA-2010-BLG-150,MOA-2,gb12,1,+18:04:43.0013,-30:13:10.7976,,271.1791720833333,-30.219665999999997
MOA-2010-BLG-151,MOA-2,gb4,10,+17:55:40.8972,-30:16:28.4124,,268.92040499999996,-30.274559
MOA-2010-BLG-152,MOA-2,gb5,5,+17:53:40.1935,-29:50:44.3904,,268.41747291666667,-29.845664
MOA-2010-BLG-153,MOA-2,gb8,7,+18:00:12.8093,-31:15:53.1180,CV,270.0533720833333,-31.264755
MOA-2010-BLG-154,MOA-2,gb14,6,+18:07:28.6574,-28:07:40.3248,CV,271.8694058333333,-28.127868
MOA-2010-BLG-155,MOA-2,gb5,5,+17:52:33.1990,-29:58:48.7560,,268.13832916666667,-29.98021
MOA-2010-BLG-156,MOA-2,gb9,2,+17:57:35.7665,-29:02:13.4988,,269.3990270833333,-29.037083000000003
MOA-2010-BLG-157,MOA-2,gb13,4,+18:05:20.2994,-29:39:10.4976,,271.3345808333333,-29.652915999999998
MOA-2010-BLG-158,MOA-2,gb3,10,+17:56:43.8343,-31:58:17.1192,,269.1826429166666,-31.971421999999997
MOA-2010-BLG-159,MOA-2,gb4,1,+17:52:09.9432,-30:15:38.6532,,268.04143,-30.260737
MOA-2010-BLG-160,MOA-2,gb5,8,+17:54:59.5212,-29:09:30.9672,,268.748005,-29.158602
MOA-2010-BLG-161,MOA-2,gb1,8,+17:48:17.2022,-34:19:57.4788,,267.0716758333333,-34.332633
MOA-2010-BLG-162,MOA-2,gb10,5,+17:59:19.6853,-28:11:28.3416,,269.83202208333336,-28.191206
MOA-2010-BLG-163,MOA-2,gb10,6,+18:02:24.7654,-28:06:34.8804,,270.60318916666665,-28.109689000000003
MOA-2010-BLG-164,MOA-2,gb11,3,+18:05:24.7027,-32:53:36.2544,CV,271.3529279166666,-32.893404
MOA-2010-BLG-165,MOA-2,gb13,4,+18:05:36.9178,-29:34:20.8452,CV,271.4038241666666,-29.572457
MOA-2010-BLG-166,MOA-2,gb16,3,+18:10:03.3269,-29:21:01.3320,,272.5138620833333,-29.35037
MOA-2010-BLG-167,MOA-2,gb16,4,+18:11:27.3730,-29:41:02.5404,,272.8640541666666,-29.684039
MOA-2010-BLG-168,MOA-2,gb18,3,+18:09:14.7007,-25:52:05.7360,,272.3112529166666,-25.86826
MOA-2010-BLG-169,MOA-2,gb2,5,+17:52:12.9602,-35:16:44.6160,CV,268.0540008333333,-35.27906
MOA-2010-BLG-170,MOA-2,gb2,9,+17:56:48.9487,-34:06:42.8148,,269.20395291666665,-34.111893
MOA-2010-BLG-171,MOA-2,gb3,2,+17:53:04.6181,-32:21:12.0204,,268.26924208333327,-32.353339
MOA-2010-BLG-172,MOA-2,gb4,7,+17:54:50.4168,-31:12:21.3192,,268.71007,-31.205922
MOA-2010-BLG-173,MOA-2,gb5,4,+17:50:58.2509,-29:35:57.3144,,267.7427120833333,-29.599254
MOA-2010-BLG-174,MOA-2,gb8,4,+17:57:21.3170,-31:23:04.6644,,269.33882083333333,-31.384629
MOA-2010-BLG-175,MOA-2,gb13,5,+18:03:32.9244,-29:48:00.3996,unknown,270.88718499999993,-29.800111
MOA-2010-BLG-176,MOA-2,gb17,4,+18:08:59.9242,-27:43:25.6404,unknown,272.24968416666667,-27.723789
MOA-2010-BLG-177,MOA-2,gb8,10,+18:00:11.8039,-30:23:58.1712,,270.0491829166666,-30.399492
MOA-2010-BLG-178,MOA-2,gb9,4,+17:58:25.0325,-29:30:51.7860,,269.60430208333327,-29.514385
MOA-2010-BLG-179,MOA-2,gb1,7,+17:48:32.6282,-34:29:06.9396,,267.1359508333333,-34.485261
MOA-2010-BLG-180,MOA-2,gb12,2,+18:05:56.9690,-30:36:29.9628,,271.48737083333333,-30.608323000000002
MOA-2010-BLG-181,MOA-2,gb14,10,+18:06:24.4694,-26:46:02.4024,,271.6019558333333,-26.767333999999998
MOA-2010-BLG-182,MOA-2,gb17,7,+18:13:17.2200,-27:54:37.2384,CV,273.32174999999995,-27.910344
MOA-2010-BLG-183,MOA-2,gb19,2,+18:17:05.0318,-25:11:32.9496,,274.2709658333333,-25.192486
MOA-2010-BLG-184,MOA-2,gb22,3,+18:35:56.4907,-23:57:38.7468,,278.9853779166666,-23.960763
MOA-2010-BLG-185,MOA-2,gb3,5,+17:52:18.8117,-33:18:48.7296,,268.0783820833333,-33.313536
MOA-2010-BLG-186,MOA-2,gb5,7,+17:56:32.5207,-29:38:01.4712,,269.1355029166666,-29.633741999999998
MOA-2010-BLG-187,MOA-2,gb5,1,+17:52:19.7894,-28:25:12.1800,,268.0824558333333,-28.42005
MOA-2010-BLG-188,MOA-2,gb14,4,+18:04:40.0258,-27:58:23.1780,,271.16677416666664,-27.973104999999997
MOA-2010-BLG-189,MOA-2,gb2,1,+17:53:25.5965,-33:57:16.1640,,268.3566520833333,-33.95449
MOA-2010-BLG-190,MOA-2,gb4,3,+17:52:18.4565,-31:00:38.3220,,268.0769020833333,-31.010645
MOA-2010-BLG-191,MOA-2,gb5,7,+17:56:45.1243,-29:41:45.0780,,269.18801791666664,-29.695855
MOA-2010-BLG-192,MOA-2,gb1,1,+17:45:09.9142,-33:34:26.4972,,266.2913091666666,-33.574027
MOA-2010-BLG-193,MOA-2,gb17,8,+18:14:42.1178,-27:26:03.4116,,273.6754908333333,-27.434281
MOA-2010-BLG-194,MOA-2,gb2,7,+17:54:54.9113,-34:58:29.1072,,268.72879708333323,-34.974752
MOA-2010-BLG-195,MOA-2,gb3,7,+17:54:44.7149,-32:58:41.8800,,268.6863120833333,-32.978300000000004
MOA-2010-BLG-196,MOA-2,gb9,2,+17:58:54.0876,-28:49:54.9336,,269.72536499999995,-28.831926
MOA-2010-BLG-197,MOA-2,gb10,2,+17:59:49.9087,-27:15:13.7232,,269.95795291666667,-27.253812
MOA-2010-BLG-198,MOA-2,gb10,2,+17:58:30.3830,-27:18:10.9152,,269.6265958333333,-27.303032
MOA-2010-BLG-199,MOA-2,gb12,2,+18:04:08.3964,-30:41:43.7028,,271.03498499999995,-30.695473
MOA-2010-BLG-200,MOA-2,gb17,6,+18:14:50.3580,-28:09:23.3532,,273.70982499999997,-28.156487
MOA-2010-BLG-201,MOA-2,gb18,6,+18:12:36.1454,-26:35:51.8280,,273.1506058333333,-26.59773
MOA-2010-BLG-202,MOA-2,gb8,9,+18:02:33.3871,-30:29:53.4084,,270.63911291666665,-30.498169
MOA-2010-BLG-203,MOA-2,gb9,2,+17:59:00.0427,-28:44:54.3048,,269.75017791666664,-28.748418
MOA-2010-BLG-204,MOA-2,gb14,5,+18:03:07.1966,-28:05:25.8576,,270.7799858333333,-28.090515999999997
MOA-2010-BLG-205,MOA-2,gb11,1,+18:05:25.2958,-31:54:03.9528,CV,271.35539916666664,-31.901097999999998
MOA-2010-BLG-206,MOA-2,gb8,7,+18:01:55.0315,-31:30:03.0528,,270.4792979166666,-31.500848
MOA-2010-BLG-207,MOA-2,gb9,9,+18:01:34.4933,-28:54:25.9236,,270.3937220833333,-28.907200999999997
MOA-2010-BLG-208,MOA-2,gb15,6,+18:08:47.2140,-26:28:46.8804,,272.19672499999996,-26.479688999999997
MOA-2010-BLG-209,MOA-2,gb3,3,+17:53:10.0896,-32:49:48.6552,,268.29204,-32.830182
MOA-2010-BLG-210,MOA-2,gb10,2,+17:59:13.3164,-27:17:12.2820,,269.805485,-27.286745000000003
MOA-2010-BLG-211,MOA-2,gb10,9,+18:00:15.4068,-27:08:37.3848,,270.0641949999999,-27.143718
MOA-2010-BLG-212,MOA-2,gb12,5,+18:04:41.6743,-31:39:52.0092,,271.1736429166666,-31.664447
